[19:56:44] cohort 4881 rows, 91 extractants, 74 ECFP clusters, 1932 conditions; target sd 1.643
[19:56:44] blocks {'METAL': 3, 'PHYSCHEM': 10, 'DONORS': 13, 'COND': 64, 'ECFP': 2048, 'LIG2D_EXT': 206, 'COMPLEX_PHYS': 26, 'POLYHEDRON': 58, 'GEOM_COND': 46}; arms ['A_metal', 'A_cond', 'A_physchem', 'A_ecfp', 'A_lig2d_ext', 'A_donors', 'A_complex_phys', 'A_polyhedron', 'MC', 'MC_physchem', 'MC_ecfp', 'MC_lig2d_ext', 'MC_donors', 'MC_complex_phys', 'MC_polyhedron', 'MC_all2d', 'MC_all3d', 'MC_everything']; seeds [104729, 130363, 155921, 196613, 262147]; folds 5; trees 400
[19:56:44] replicate noise floor: {'replicated_cells': 313, 'median_within_cell_sd': 0.23743791768856243, 'pooled_within_cell_sd': 0.7755680574941233, 'mae_floor_median_sd': 0.18944804867288553, 'mae_floor_pooled_sd': 0.61881377892643, 'cells_with_sd_over_1': 36}
[19:56:44] regime unseen_ligand
[19:57:57]   unseen_ligand seed 104729 fold 0: train 4467 test 414
[19:59:05]   unseen_ligand seed 104729 fold 1: train 3931 test 950
[20:00:18]   unseen_ligand seed 104729 fold 2: train 4537 test 344
[20:01:15]   unseen_ligand seed 104729 fold 3: train 2577 test 2304
[20:02:24]   unseen_ligand seed 104729 fold 4: train 4012 test 869
[20:03:32]   unseen_ligand seed 130363 fold 0: train 4073 test 808
[20:04:44]   unseen_ligand seed 130363 fold 1: train 4579 test 302
[20:05:56]   unseen_ligand seed 130363 fold 2: train 4496 test 385
[20:07:06]   unseen_ligand seed 130363 fold 3: train 4108 test 773
[20:08:00]   unseen_ligand seed 130363 fold 4: train 2268 test 2613
[20:09:12]   unseen_ligand seed 155921 fold 0: train 4354 test 527
[20:10:23]   unseen_ligand seed 155921 fold 1: train 4290 test 591
[20:11:16]   unseen_ligand seed 155921 fold 2: train 2162 test 2719
[20:12:29]   unseen_ligand seed 155921 fold 3: train 4454 test 427
[20:13:39]   unseen_ligand seed 155921 fold 4: train 4264 test 617
[20:14:51]   unseen_ligand seed 196613 fold 0: train 4457 test 424
[20:15:59]   unseen_ligand seed 196613 fold 1: train 3980 test 901
[20:17:11]   unseen_ligand seed 196613 fold 2: train 4480 test 401
[20:18:05]   unseen_ligand seed 196613 fold 3: train 2049 test 2832
[20:19:18]   unseen_ligand seed 196613 fold 4: train 4558 test 323
[20:20:30]   unseen_ligand seed 262147 fold 0: train 4557 test 324
[20:21:37]   unseen_ligand seed 262147 fold 1: train 3798 test 1083
[20:22:32]   unseen_ligand seed 262147 fold 2: train 2414 test 2467
[20:23:44]   unseen_ligand seed 262147 fold 3: train 4508 test 373
[20:24:53]   unseen_ligand seed 262147 fold 4: train 4247 test 634
[20:24:53] regime unseen_conditions
[20:26:01]   unseen_conditions seed 104729 fold 0: train 3958 test 923
[20:27:10]   unseen_conditions seed 104729 fold 1: train 3926 test 955
[20:28:17]   unseen_conditions seed 104729 fold 2: train 3880 test 1001
[20:29:25]   unseen_conditions seed 104729 fold 3: train 3758 test 1123
[20:30:33]   unseen_conditions seed 104729 fold 4: train 4002 test 879
[20:31:41]   unseen_conditions seed 130363 fold 0: train 3938 test 943
[20:32:49]   unseen_conditions seed 130363 fold 1: train 3978 test 903
[20:33:56]   unseen_conditions seed 130363 fold 2: train 3800 test 1081
[20:35:04]   unseen_conditions seed 130363 fold 3: train 3889 test 992
[20:36:13]   unseen_conditions seed 130363 fold 4: train 3919 test 962
[20:37:21]   unseen_conditions seed 155921 fold 0: train 4086 test 795
[20:38:31]   unseen_conditions seed 155921 fold 1: train 3993 test 888
[20:39:40]   unseen_conditions seed 155921 fold 2: train 3987 test 894
[20:40:49]   unseen_conditions seed 155921 fold 3: train 3911 test 970
[20:41:53]   unseen_conditions seed 155921 fold 4: train 3547 test 1334
[20:43:02]   unseen_conditions seed 196613 fold 0: train 3983 test 898
[20:44:09]   unseen_conditions seed 196613 fold 1: train 3810 test 1071
[20:45:17]   unseen_conditions seed 196613 fold 2: train 3930 test 951
[20:46:25]   unseen_conditions seed 196613 fold 3: train 3850 test 1031
[20:47:33]   unseen_conditions seed 196613 fold 4: train 3951 test 930
[20:48:42]   unseen_conditions seed 262147 fold 0: train 3946 test 935
[20:49:49]   unseen_conditions seed 262147 fold 1: train 3727 test 1154
[20:50:58]   unseen_conditions seed 262147 fold 2: train 4026 test 855
[20:52:07]   unseen_conditions seed 262147 fold 3: train 3987 test 894
[20:53:13]   unseen_conditions seed 262147 fold 4: train 3838 test 1043
[20:53:17] fitting done in 3392.8s
[20:53:31] k-shot calibration on the unseen_ligand OOF
gen5 level (log D) study — 20260817T195642Z
cohort: 4881 rows, 91 extractants, 74 ECFP clusters, 1932 conditions, 14 metals; target sd 1.643
filters: min_rows_per_extractant=10, replicate_policy=mean, log_D floor -6.0
seeds [104729, 130363, 155921, 196613, 262147]; 5 folds; 400 trees; arms ['A_metal', 'A_cond', 'A_physchem', 'A_ecfp', 'A_lig2d_ext', 'A_donors', 'A_complex_phys', 'A_polyhedron', 'MC', 'MC_physchem', 'MC_ecfp', 'MC_lig2d_ext', 'MC_donors', 'MC_complex_phys', 'MC_polyhedron', 'MC_all2d', 'MC_all3d', 'MC_everything']
replicate reproducibility over 313 replicated cells: median within-cell sd 0.237 (pooled 0.776; 36 cells with sd > 1 are probably not true repeats). Implied MAE floor vs a single new measurement ≈ 0.19 (median) / 0.62 (pooled).

READING THIS REPORT
  * macro_mae weights each ECFP cluster equally (one ligand = one vote); pooled_mae is
    row-weighted and is dominated by the largest ligand. They can disagree — the macro is primary.
  * folds are grouped on ECFP CLUSTER, not extractant: 92 extractants collapse to 75 clusters,
    and grouping on the extractant would put bit-identical fingerprints on both sides of a fold.
  * *_SHUF arms are the same arm with its own feature block permuted. An arm that does not beat
    its shuffled twin is not using that block.
  * NULL_metal_mean / NULL_global_mean use no ligand information at all.

LEADERBOARD (mean over seeds; lower macro_mae is better)
           regime                    arm  macro_mae  macro_mae_sd  pooled_mae  pooled_r2  within_lig_r2  dispersion  within_0_5  within_1_0  n_rows  n_groups
unseen_conditions          MC_everything     0.7649        0.0214      0.5949     0.7276         0.6125      0.8766      0.5755      0.8152    4881        74
unseen_conditions            MC_physchem     0.7854        0.0126      0.5984     0.7396         0.6466      0.8303      0.5572      0.8222    4881        74
unseen_conditions           MC_lig2d_ext     0.7913        0.0272      0.5937     0.7346         0.6414      0.8521      0.5721      0.8207    4881        74
unseen_conditions               MC_all2d     0.7953        0.0271      0.6064     0.7212         0.6220      0.8533      0.5677      0.8111    4881        74
unseen_conditions                MC_ecfp     0.7996        0.0298      0.5920     0.7341         0.6496      0.8560      0.5735      0.8172    4881        74
unseen_conditions        MC_complex_phys     0.8026        0.0089      0.6447     0.7019         0.5807      0.8098      0.5314      0.7898    4881        74
unseen_conditions               MC_all3d     0.8044        0.0132      0.6351     0.7010         0.5875      0.8410      0.5400      0.8012    4881        74
unseen_conditions           MC_all2d@hgb     0.8047        0.0286      0.7692     0.6096         0.4445      0.7926      0.4373      0.7057    4881        74
unseen_conditions       MC_lig2d_ext@hgb     0.8071        0.0423      0.7638     0.6181         0.4516      0.7923      0.4416      0.7074    4881        74
unseen_conditions          MC_polyhedron     0.8369        0.0093      0.6739     0.6811         0.5415      0.7989      0.5071      0.7718    4881        74
unseen_conditions            MC_ecfp@hgb     0.8641        0.0407      0.7800     0.6012         0.4652      0.7943      0.4262      0.7059    4881        74
unseen_conditions NULL_nearest_condition     0.8682        0.0106      0.7242     0.5824         0.3684      0.9740      0.5009      0.7637    4881        74
unseen_conditions              MC_donors     0.9019        0.0091      0.6691     0.6617         0.5871      0.8410      0.5299      0.7857    4881        74
unseen_conditions                 MC@hgb     0.9323        0.0170      0.8532     0.4980         0.3661      0.7676      0.4387      0.6717    4881        74
unseen_conditions         A_complex_phys     0.9899        0.0196      0.9745     0.4348         0.0705      0.6984      0.3190      0.5949    4881        74
unseen_conditions           A_polyhedron     1.0245        0.0214      0.9872     0.4254         0.0673      0.6943      0.3144      0.5873    4881        74
unseen_conditions                     MC     1.0246        0.0241      0.7054     0.6328         0.5653      0.8016      0.5142      0.7604    4881        74
unseen_conditions         MC_donors_SHUF     1.0360        0.0288      0.7444     0.6142         0.5268      0.7745      0.4703      0.7409    4881        74
unseen_conditions                 A_cond     1.0373        0.0144      0.7942     0.5701         0.4498      0.8032      0.4438      0.6966    4881        74
unseen_conditions   NULL_extractant_mean     1.0513        0.0213      1.0624     0.3629        -0.0848      0.6710      0.2765      0.5363    4881        74
unseen_conditions           MC_ecfp_SHUF     1.0557        0.0240      0.7600     0.5979         0.4972      0.7665      0.4602      0.7334    4881        74
unseen_conditions      MC_lig2d_ext_SHUF     1.0641        0.0207      0.7905     0.5809         0.4617      0.7462      0.4352      0.7159    4881        74
unseen_conditions             A_physchem     1.0709        0.0191      1.1233     0.2988        -0.0778      0.6388      0.2674      0.4953    4881        74
unseen_conditions         MC_all2d@ridge     1.0739        0.0438      0.9680     0.4566         0.2483      0.7386      0.2997      0.5909    4881        74
unseen_conditions            A_lig2d_ext     1.0775        0.0428      1.0757     0.3485        -0.0848      0.6910      0.2665      0.5312    4881        74
unseen_conditions               A_donors     1.0913        0.0158      1.1117     0.2886         0.0144      0.4774      0.2871      0.5189    4881        74
unseen_conditions                 A_ecfp     1.1151        0.0494      1.1150     0.3028        -0.0845      0.6722      0.2607      0.5084    4881        74
unseen_conditions          MC_ecfp@ridge     1.1177        0.0383      0.9779     0.4424         0.2397      0.7289      0.2956      0.5834    4881        74
unseen_conditions     MC_lig2d_ext@ridge     1.1270        0.0143      1.0086     0.3850         0.2455      0.7366      0.2957      0.5810    4881        74
unseen_conditions               MC@ridge     1.1948        0.0087      1.1614     0.2156         0.1201      0.5848      0.2772      0.5114    4881        74
unseen_conditions        NULL_metal_mean     1.3198        0.0040      1.2775     0.0453         0.0629      0.2275      0.2612      0.4574    4881        74
unseen_conditions                A_metal     1.3206        0.0106      1.3564    -0.0305         0.0466      0.2143      0.2324      0.4301    4881        74
unseen_conditions       NULL_global_mean     1.3410        0.0038      1.3120    -0.0028        -0.0011      0.0171      0.2606      0.4478    4881        74
unseen_conditions           MC_cond_SHUF     1.4376        0.0223      1.4514    -0.2107        -0.3335      0.4960      0.2218      0.4127    4881        74
    unseen_ligand           MC_lig2d_ext     0.8358        0.0350      0.9867     0.4294         0.2506      0.6033      0.3218      0.5808    4881        74
    unseen_ligand           MC_all2d@hgb     0.8543        0.0348      0.9826     0.4264         0.3051      0.6890      0.3303      0.5803    4881        74
    unseen_ligand       MC_lig2d_ext@hgb     0.8604        0.0231      1.0047     0.3949         0.2677      0.7014      0.3285      0.5761    4881        74
    unseen_ligand               MC_all2d     0.8741        0.0355      0.9946     0.4214         0.2370      0.6185      0.3175      0.5696    4881        74
    unseen_ligand              MC_donors     0.8746        0.0303      1.0082     0.3961         0.2485      0.6112      0.3257      0.5679    4881        74
    unseen_ligand            MC_ecfp@hgb     0.8868        0.0402      0.9511     0.4583         0.3049      0.7002      0.3403      0.6025    4881        74
    unseen_ligand          MC_everything     0.8872        0.0350      0.9918     0.4240         0.2509      0.6262      0.3218      0.5730    4881        74
    unseen_ligand            MC_physchem     0.8995        0.0243      1.0333     0.3831         0.2468      0.5824      0.3016      0.5551    4881        74
    unseen_ligand                MC_ecfp     0.9105        0.0343      0.9945     0.4205         0.2564      0.6401      0.3249      0.5705    4881        74
    unseen_ligand                 MC@hgb     0.9352        0.0365      1.1548     0.1857         0.1090      0.6950      0.3089      0.5217    4881        74
    unseen_ligand                     MC     0.9587        0.0350      1.1512     0.1998         0.1411      0.6056      0.3097      0.5226    4881        74
    unseen_ligand        MC_complex_phys     0.9722        0.0317      1.0722     0.3256         0.1862      0.5003      0.3036      0.5462    4881        74
    unseen_ligand               MC_all3d     0.9758        0.0341      1.0710     0.3339         0.2235      0.5487      0.2994      0.5435    4881        74
    unseen_ligand         MC_donors_SHUF     0.9950        0.0320      1.1583     0.1988         0.1368      0.5805      0.2998      0.5168    4881        74
    unseen_ligand          MC_polyhedron     0.9997        0.0246      1.1018     0.2998         0.1727      0.4568      0.2934      0.5236    4881        74
