grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,delta3d_extended_unshrunk_mae,delta3d_extended_unshrunk_rmse,delta3d_extended_unshrunk_sign_accuracy,delta3d_extended_unshrunk_r2,delta3d_extended_mae,delta3d_extended_rmse,delta3d_extended_sign_accuracy,delta3d_extended_r2,mae_reduction_delta3d_vs_2d_ensemble,mae_reduction_extended_vs_delta3d
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.11883862192216835,0.16616421061784337,0.7983014861995754,-0.04995324241364374,0.11987584528621596,0.16502639967393115,0.7983014861995754,-0.035623344262037726,0.11883862192216835,0.16616421061784337,0.7983014861995754,-0.04995324241364374,0.11423341945932536,0.15878679884545208,0.802547770700637,0.04120939819931302,0.11639322236844613,0.16335609855440808,0.8004246284501062,-0.014765483868250051,0.11308084418096326,0.15822345314314762,0.8089171974522293,0.048000547438651675,0.11612917077200054,0.16311521784522096,0.8004246284501062,-0.011774996081197697,0.0024453995537222217,0.0002640515964455886
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.1471093612506787,0.21956668082162292,0.7263157894736842,0.07219581799753216,0.1498370449326909,0.22139740930990476,0.7052631578947368,0.05665941005049391,0.1471093612506787,0.21956668082162292,0.7263157894736842,0.07219581799753216,0.14539355356028327,0.218064266578284,0.8421052631578947,0.08484962395377704,0.1471093612506787,0.21956668082162292,0.7263157894736842,0.07219581799753216,0.14624395183050262,0.21696945911238716,0.8210526315789474,0.09401571420954835,0.1471093612506787,0.21956668082162292,0.7263157894736842,0.07219581799753216,0.0,0.0
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.07067251619900838,0.09316501961817544,0.5606060606060606,0.28360150055009337,0.07035905772532691,0.09267867671139939,0.5454545454545454,0.2910615091635901,0.07067251619900838,0.09316501961817544,0.5606060606060606,0.28360150055009337,0.08008955546746768,0.10138281324620432,0.45454545454545453,0.15164507703339014,0.0746313796807131,0.09573990594465674,0.45454545454545453,0.2434547637315111,0.08017854972335754,0.09972286447467893,0.45454545454545453,0.17919801568892235,0.07443397095430264,0.09455831615431529,0.45454545454545453,0.2620135841147976,-0.003958863481704711,0.0001974087264104557
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.1411158739720375,0.17123125884283594,0.2631578947368421,-1.3726397800807262,0.1337906349138823,0.1642278880162096,0.2631578947368421,-1.1825264936339783,0.1411158739720375,0.17123125884283594,0.2631578947368421,-1.3726397800807262,0.11266879417902537,0.14076410292426256,0.3684210526315789,-0.6034282926307493,0.13400410402378446,0.1630994813368387,0.2631578947368421,-1.152637335897181,0.1082680998098471,0.1390665054509302,0.47368421052631576,-0.5649872068980482,0.1328540830380589,0.16246802180599987,0.2631578947368421,-1.1360012068707772,0.007111769948253049,0.0011500209857255583
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.11780956813836452,0.16507134998370573,0.65,-0.7701698535415664,0.11728564794467031,0.16600183331575152,0.65,-0.7901824821923562,0.11780956813836452,0.16507134998370573,0.65,-0.7701698535415664,0.08643134639607541,0.14726252440349197,0.725,-0.4088216473021993,0.10932386293766745,0.1594544288711897,0.725,-0.6517514887970888,0.08363994849822057,0.1429460005524117,0.725,-0.327441992182705,0.10881644418951171,0.15845158584798502,0.725,-0.6310403854173072,0.008485705200697066,0.0005074187481557413
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.06624233854565824,0.1128148527061614,0.6923076923076923,0.1708676221703086,0.06805759239574649,0.11270153989296539,0.6923076923076923,0.17253236997578514,0.06805759239574649,0.11270153989296539,0.6923076923076923,0.17253236997578514,0.07862052206159668,0.11258557346502046,0.6153846153846154,0.17423437149637133,0.0750397891866132,0.11025291162984563,0.6153846153846154,0.20809798467937168,0.07815789225807354,0.11233612232885848,0.6153846153846154,0.17788954627976916,0.07463973805877842,0.10987520594233197,0.6410256410256411,0.21351450476079714,-0.006982196790866715,0.0004000511278347829
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.10864207338734017,0.1273610858269041,1.0,0.1662657817962777,0.1069498336077816,0.12335496055663812,0.8,0.2178908663841459,0.10864207338734017,0.1273610858269041,1.0,0.1662657817962777,0.10585463336934939,0.12486174400401805,0.8,0.19866721127253073,0.10774271419487433,0.12601520247656695,0.8666666666666667,0.1837935858957449,0.09888406587334178,0.11835142571260426,0.7666666666666667,0.28005203549995505,0.10617720655579735,0.12431286023343126,0.9,0.20569693548158186,0.0008993591924658373,0.0015655076390769795
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.05833679014175538,0.07639567997340248,0.6538461538461539,0.05180426421693096,0.05968127503655502,0.0766296251695701,0.6538461538461539,0.04598808497114559,0.05968127503655502,0.0766296251695701,0.6538461538461539,0.04598808497114559,0.06304287066338238,0.0784705276207262,0.6538461538461539,-0.00039967464712376,0.06170621947546233,0.07718852583617351,0.6538461538461539,0.03202110177948059,0.06337952000193194,0.0809691649202031,0.6538461538461539,-0.06512288688918044,0.06195870647937449,0.07890051725928617,0.6538461538461539,-0.011393357779059476,-0.002024944438907307,-0.00025248700391215795
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.13193512624635959,0.18060847571712266,0.52,-0.3757824578325111,0.13599156757708322,0.18625758277075544,0.52,-0.4631924037804167,0.13193512624635959,0.18060847571712266,0.52,-0.3757824578325111,0.12754283215367626,0.17360405401817194,0.52,-0.2711395697665149,0.12961706408575321,0.1767316720444603,0.52,-0.3173533663050301,0.12223389897348538,0.1626004119887727,0.52,-0.11510765265190481,0.1270845126099225,0.17092422838371005,0.52,-0.23219876441281628,0.002318062160606371,0.002532551475830702
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.23497875081232425,0.2980101976949431,0.8181818181818182,-0.3026517824651487,0.23423275047162068,0.29659202260244727,0.8636363636363636,-0.2902831277165041,0.23423275047162068,0.29659202260244727,0.8636363636363636,-0.2902831277165041,0.23031013549107654,0.2966408084534785,0.8181818181818182,-0.290707635004098,0.23147728932138853,0.296684868673933,0.8181818181818182,-0.291091082491439,0.22745303644248713,0.29361771440134266,0.8181818181818182,-0.2645342428394861,0.22933446503494642,0.29431206215570827,0.8181818181818182,-0.27052206065930773,0.002755461150232147,0.0021428242864421077
