adapter,policy,k,mae,n_ligands,offset,shape_mae,spearman,within_0_5,within_1_0
NEAREST_OBSERVED,MAX_CONDITION_COVERAGE,5,0.5237457767825511,99,0.2566541130071996,0.48969481051718805,0.6174185601270045,0.6782148167223949,0.8452996687602718
NEAREST_OBSERVED,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.5275436544743423,99,0.25310296992859294,0.48794183557988247,0.591401921566965,0.6756069321343044,0.8476839380241388
OFFSET_K3,RANDOM,3,0.5281383911519104,140,0.31903591477877624,0.4318914744535959,0.5733819574398081,0.6420051643128234,0.8397449488737442
NEAREST_OBSERVED,FARTHEST_FROM_EXISTING,5,0.5289289867400475,99,0.26855781300436377,0.4852266753870292,0.5786569020689428,0.6680585298520133,0.8482498926972019
NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,3,0.5298278111245205,140,0.30645451231102555,0.46464416670296627,0.543371188549297,0.6574335759264518,0.841827399853573
NEAREST_OBSERVED,MAX_PREDICTIVE_VARIANCE,5,0.5315259912608596,99,0.2742983033837866,0.49081833714567147,0.5813746842787231,0.6736713342737042,0.8450126976315714
OFFSET_K3,FARTHEST_FROM_EXISTING,2,0.5316668061248241,143,0.34266284190055085,0.4122812007619416,0.6006009242932661,0.6563254056429904,0.8311790872658379
OFFSET_K3,MAX_PREDICTIVE_VARIANCE,2,0.532068365710424,143,0.36055436387676965,0.4176937016929969,0.6142156913831506,0.6560598158548073,0.8388795439228706
OFFSET_K3,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.5367036831539793,143,0.32762382232028303,0.4368834732012491,0.5413389971121468,0.6430163740491873,0.8234465598588824
NEAREST_OBSERVED,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.5368114832067648,140,0.2929130829007323,0.4747165585010078,0.5456332053577708,0.6550965441636964,0.8339590505246258
OFFSET_K3,CENTRAL_THEN_SPREAD,2,0.5392993978680691,143,0.34540887383039304,0.4310749453845183,0.5781046349414246,0.6453628844928729,0.8250691614364164
OFFSET_K2,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.5411212348665525,140,0.2983180595401045,0.44712121010125766,0.5646531339223666,0.6231982100385867,0.8294660407818353
OFFSET_K3,MIN_ENSEMBLE_SD,2,0.5433303552827933,143,0.33861439850539066,0.44261922035090545,0.5413277331413536,0.6391103843262183,0.8286419674578812
OFFSET_K2,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.5444526231830675,99,0.23307275001574732,0.48449270234907243,0.5667111061611705,0.626858316684891,0.820784444082255
NEAREST_OBSERVED,ORACLE[OFFSET_K1],3,0.5451619967048571,140,0.29416690036362375,0.5110053488676064,0.49614031788210716,0.6506594238402139,0.8201890797737854
NEAREST_OBSERVED,MAX_CONDITION_COVERAGE,3,0.5457098568909963,140,0.3222932490619956,0.4698633779487675,0.5751561241106752,0.6493354928693659,0.8240910578036525
OFFSET_K2,MIN_ENSEMBLE_SD,5,0.546900528370162,99,0.24723354734240457,0.4885748067668446,0.5699539149479899,0.6446426416896022,0.8244914961999169
OFFSET_K3,MID_ACID,3,0.5472359872485562,140,0.35404717992036666,0.4411881520615855,0.5526342685681919,0.6330947295450847,0.8295928012257126
OFFSET_K3,MID_ACID,5,0.5478238180471376,99,0.3101088372590387,0.4748776164489962,0.5568369792037542,0.6332878247092525,0.8323229280535274
NEAREST_OBSERVED,ORACLE[OFFSET_K1],5,0.5493928103915756,99,0.25002848508060543,0.535536065621561,0.5279472307169443,0.671665152798301,0.8256254979693829
OFFSET_K2,D_OPTIMAL,5,0.5504162156379793,99,0.2611926228234592,0.47958475678728946,0.5760272949397572,0.6224579198051673,0.8227593943066633
NEAREST_OBSERVED,MAX_PREDICTIVE_VARIANCE,3,0.5527526786335011,140,0.3331562346298182,0.4766250907294212,0.5440510358038757,0.6499442805662576,0.8261735205034422
OFFSET_K2,CENTRAL_THEN_SPREAD,3,0.5536517813557875,140,0.3252122813133059,0.4469352217720463,0.5830918694703406,0.6199566949077169,0.8220225561230505
OFFSET_K2,MIN_ENSEMBLE_SD,3,0.554512503664563,140,0.30774628620249084,0.4562054546689042,0.5280722791548735,0.6174682995890629,0.8279931047969448
OFFSET_K2,FARTHEST_FROM_EXISTING,5,0.5550493689095128,99,0.27149299959747125,0.484065953899937,0.5657674665970863,0.6273278194375728,0.8207956797437099
OFFSET_K1,ORACLE[OFFSET_K1],5,0.5553069543682323,99,0.2042800276305888,0.5459605218927001,0.42306408692127634,0.6194233909141253,0.814542999947583
