adapter,policy,k,mae,n_ligands,offset,shape_mae,spearman,within_0_5,within_1_0
NEAREST_OBSERVED,ORACLE[OFFSET_K1],1,0.6267084823655763,143,0.36508599624241395,0.5658756496902655,,0.613910470401604,0.7845814538230108
NO_MODEL,ORACLE[OFFSET_K1],1,0.6267084823655763,143,0.36508599624241395,0.5658756496902655,,0.613910470401604,0.7845814538230108
OFFSET_K2,MEDIAN_PREDICTION,2,0.6268036358867416,143,0.4382144725690019,0.46657520819064857,0.45806284180734436,0.5944360437784504,0.7903393151157649
OFFSET_K1,MAX_PREDICTIVE_VARIANCE,2,0.6268570367655445,143,0.40210824519043703,0.47207874317198284,0.43026582846849104,0.5756988587187821,0.7931539119402791
OFFSET_K1,MAX_CONDITION_COVERAGE,5,0.627762468274996,99,0.30645249193974355,0.5434224256528417,0.39366239799936853,0.5654522974365138,0.786577381158812
OFFSET_K1,MIN_ENSEMBLE_SD,2,0.6281493274023955,143,0.4179102191984334,0.47207874317198284,0.43026582846849104,0.5796965524382038,0.7898763048748552
OFFSET_K1,RANDOM,5,0.6282295111176981,99,0.31801825309187204,0.5434224256528417,0.39366239799936853,0.5659596526344294,0.7901313242451498
OFFSET_K3,MID_ACID,2,0.6286413577980967,143,0.4670959793640682,0.45523023336796326,0.47670356137131764,0.5971862216005963,0.7910866381488596
OFFSET_K1,CENTRAL_THEN_SPREAD,5,0.6291681975021587,99,0.3060855355598841,0.5434224256528417,0.39366239799936853,0.5652173537177493,0.7877600388432234
OFFSET_K1,FARTHEST_FROM_EXISTING,5,0.6293378361891235,99,0.3028965621875576,0.5434224256528417,0.39366239799936853,0.563279307046597,0.7852470075904064
NEAREST_OBSERVED,MEDIAN_PREDICTION,5,0.629393358949666,99,0.3860688239262942,0.57441248888246,0.4730282745899797,0.6300670407749659,0.7885831757454695
OFFSET_K1,D_OPTIMAL,3,0.6296903321430201,140,0.3884284275182604,0.4800889751402574,0.43026582846849104,0.5689677965047909,0.7867520241408615
OFFSET_K1,MAX_PREDICTIVE_VARIANCE,5,0.6308991383369692,99,0.30295001288838075,0.5434224256528417,0.39366239799936853,0.5608654201442029,0.7853345533934465
OFFSET_K1,MAX_ENSEMBLE_SD,2,0.6330841709344763,143,0.4314164743055623,0.47207874317198284,0.43026582846849104,0.5799010740880665,0.787216529961693
OFFSET_K1,MEDIAN_PREDICTION,2,0.6332872684667951,143,0.4410346772680385,0.47207874317198284,0.43026582846849104,0.5879745711425792,0.7874743497478127
OFFSET_K1,MID_ACID,5,0.6335351295150577,99,0.35793010294581845,0.5434224256528417,0.39366239799936853,0.5708297122721471,0.7942152357392274
OFFSET_K2,MID_ACID,2,0.6343128733125966,143,0.46915157436859306,0.460143489495713,0.461612108997109,0.5923185439521474,0.7886552147652233
NEAREST_OBSERVED,MAX_MODEL_DISAGREEMENT,5,0.6357819776986321,99,0.39560233751501533,0.5572319681191648,0.48847837697855323,0.6224502977894436,0.7888696205873684
NO_MODEL,ORACLE[OFFSET_K1],3,0.635793716370662,140,0.3171792262514351,0.5767709937978235,,0.5870377131023483,0.7795796018338574
OFFSET_K1,FARTHEST_FROM_EXISTING,2,0.6364930463938071,143,0.4083180911497833,0.47207874317198284,0.43026582846849104,0.5663263951241427,0.7867037195917205
OFFSET_K1,D_OPTIMAL,5,0.6365558797520365,99,0.31839388657440465,0.5434224256528417,0.39366239799936853,0.556272066814579,0.7827527268193712
NEAREST_OBSERVED,MEDIAN_PREDICTION,3,0.6389730452095601,140,0.4347636499530208,0.5242030419311239,0.43978887763126256,0.6141648242824252,0.7813525331015445
OFFSET_K1,RANDOM,2,0.6398054726822178,143,0.440545721653665,0.47207874317198284,0.43026582846849104,0.5778601755479746,0.7905518383050288
OFFSET_K1,MAX_MODEL_DISAGREEMENT,3,0.6423279398124365,140,0.4431396641502198,0.4800889751402574,0.43026582846849104,0.5783042855243782,0.7849103437870617
OFFSET_K1,MEDIAN_PREDICTION,5,0.6423875986580381,99,0.3695383584867757,0.5434224256528417,0.39366239799936853,0.576252909359505,0.7827162645434742
OFFSET_K3,MAX_MODEL_DISAGREEMENT,2,0.6470162213422667,143,0.48812837920420665,0.4565488671085421,0.47450240824667,0.5895637472416538,0.7840412003724092
