comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),-0.004346984216796882,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,-0.0008104659840343785,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,-0.006130524544665502,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,-0.0038199616113668462,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,-0.0043952977346173264,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,-0.00188477382560089,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,-0.004004181897665091,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,-0.0028639212838961745,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.0031183231500037357,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.006348629988679037,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,-0.003447553815237697,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,-0.004137049189175238,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,-0.005386534630341622,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,-0.003702208884955959,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,-0.0013482723045291378,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,0.007962583275958427,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,-0.004948974271865964,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,-0.0010252504010416694,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.008118788240015773,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,-0.008624499870835384,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,-0.003940716615291667,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,-0.00345180425122639,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-0.008922835281407117,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.005206075832900441,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,-0.0026397955286516835,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.005116267651549242,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,-0.003785849272714676,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.006658930420654901,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.012252591949847746,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc062,-0.002971375042546845,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc063,-0.004261550682161414,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc068,-0.00534574634532973,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc069,-0.0038840064073819053,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc070,-0.004093764920439913,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc071,-0.004754940913777265,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc075,-0.006798856977020961,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc076,-0.004319395640542341,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc077,-0.004392541685090988,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc078,-0.0030281172291238847,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc083,-0.004023853457693809,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc084,-0.004813510461748419,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc085,-0.005949849514722285,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc086,-0.004377450604241267,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc092,-0.004353789971919612,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc096,-0.004470009674696302,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc097,-0.00475537218281143,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,(none),0.09591357655107752,90
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc000,0.09854494359833728,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc001,0.09313873897933886,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc007,0.09558451818075431,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc008,0.09762301905849222,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc009,0.0985368764201994,67
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc010,0.096698037297877,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc012,0.10058643423624909,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc015,0.09477601512341009,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc016,0.09512604279871194,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc017,0.09711862961393644,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc018,0.09562371679208409,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc019,0.09586583514295002,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc020,0.09464364470337107,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc021,0.0977286282768436,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc027,0.1146756554136696,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc028,0.09744703274773277,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc029,0.09693231277003746,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc030,0.09501040717946352,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc031,0.08946464741273379,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc032,0.09744964700186126,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc033,0.09063507151919573,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc036,0.09104529319133965,86
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc055,0.09551783616464053,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc057,0.0918848993949589,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc058,0.09646735591279629,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc059,0.09370766416028295,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc060,0.09331897039480329,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc061,0.09136746516253781,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc062,0.09589317895431798,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc063,0.09895733139935187,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc068,0.08637457650066704,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc069,0.09962315279930127,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc070,0.09707820438367099,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc071,0.09723470067550294,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc075,0.0950872827223464,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc076,0.09706440963976466,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc077,0.09648265315230566,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc078,0.09805823968970662,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc083,0.09912831477539355,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc084,0.09615388517763536,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc085,0.09611355680858048,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc086,0.09453013483827952,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc092,0.09535942401623172,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc096,0.09313502265151778,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc097,0.09420476021344242,89
