class,comparison,point,ci95_low,ci95_high,bca_low,bca_high,block_macro,n_units,units_improved,seeds_positive,n_seeds
ALL,k0 -> RANDOM k=1,0.2717978442364575,0.168251774292774,0.4122188887594375,0.1732159883399614,0.4230000044196079,0.27859488529650833,143,86,5,5
ALL,k0 -> RANDOM k=2,0.35518232135899,0.24886650367277874,0.48548864787618223,0.26125852701596286,0.5088475039235756,0.34706689993000395,143,98,5,5
ALL,k0 -> CENTRAL k=1,0.3442902000051769,0.22650164022078054,0.46985789995628474,0.2403395692225603,0.49236197851824876,0.31946742324513955,143,101,5,5
ALL,k0 -> CENTRAL k=2,0.3762006242797144,0.2584348871325131,0.49767010090365443,0.2751248752936178,0.5250185751301802,0.35148063954888875,143,101,5,5
PURE_LEVEL,k0 -> RANDOM k=1,1.4122950713997202,1.1661972968051852,1.6862415860539655,1.2002365692030512,1.7308685144102283,1.3819208248949477,25,25,5,5
PURE_LEVEL,k0 -> RANDOM k=2,1.4661349720465702,1.2145228029925588,1.7401161988238845,1.2468484544856966,1.7800295181075256,1.4285299139836116,25,25,5,5
PURE_LEVEL,k0 -> CENTRAL k=1,1.4544871523150384,1.1851768120761141,1.7189770066137062,1.21548221146098,1.7465107554904933,1.4005237681476568,25,25,5,5
PURE_LEVEL,k0 -> CENTRAL k=2,1.4806680517305912,1.224818372774003,1.7546758114224432,1.2582966666632234,1.7922855020303776,1.4402135293862273,25,25,5,5
PARTIAL_LEVEL,k0 -> RANDOM k=1,0.584874437807537,0.5219396227142005,0.761045497370887,0.5208213744489807,0.7129889429670896,0.6382362065217431,7,7,5,5
PARTIAL_LEVEL,k0 -> RANDOM k=2,0.6942430811088018,0.6479072859867145,0.8100825689140201,0.6479072859867143,0.8100825689140201,0.7242909708772817,7,7,5,5
PARTIAL_LEVEL,k0 -> CENTRAL k=1,0.78717374427961,0.7045115062655689,0.9840288344041226,0.6909536874467145,0.9437152662348407,0.8593387869042818,7,7,5,5
PARTIAL_LEVEL,k0 -> CENTRAL k=2,0.8361831927527533,0.7677788498621214,0.9862655719753135,0.7518236888445249,0.9648194889421297,0.8994528206839246,7,7,5,5
RESIDUAL_SHAPE,k0 -> RANDOM k=1,-0.12174094579828039,-0.28224866359774275,-0.010406544887398814,-0.3078786059333199,-0.023046282199885998,-0.15452626480967413,29,11,0,5
RESIDUAL_SHAPE,k0 -> RANDOM k=2,0.05425619640762483,-0.11501785207663544,0.16955337321993824,-0.11755120370935636,0.1689930259324284,0.006108913180016588,29,18,5,5
RESIDUAL_SHAPE,k0 -> CENTRAL k=1,0.04181873195718301,-0.1580129096219686,0.15963637220829344,-0.16419204694386327,0.15616139001337592,-0.020902121802911004,29,19,4,5
RESIDUAL_SHAPE,k0 -> CENTRAL k=2,0.09854658913479217,-0.10580486688809676,0.21815440778935788,-0.10355265907266728,0.21917256341749722,0.031733323204249146,29,18,5,5
ALREADY_GOOD,k0 -> RANDOM k=1,0.03653757688192412,-0.03081170020730234,0.12448085348078577,-0.05062948456534682,0.10535504451927319,0.07623878129995275,82,43,5,5
ALREADY_GOOD,k0 -> RANDOM k=2,0.09395812670229985,0.041346916582950054,0.16640864922993276,0.02686839457716749,0.15137912009665425,0.12625496020848,82,48,5,5
ALREADY_GOOD,k0 -> CENTRAL k=1,0.07498000434327756,0.02907084967574626,0.1384769629754718,0.02715648591809406,0.13480621521026204,0.08693821106351937,82,50,5,5
ALREADY_GOOD,k0 -> CENTRAL k=2,0.09840066517751395,0.052675930298938786,0.1600242495635102,0.05084250114972469,0.15726897508459453,0.11157493113971803,82,51,5,5
