row_id,copy,extractant_name,solvent,safe_exp_id,metal,hno3_M,D,log_D,paired_row_id,decade_shift_vs_pair,log_D_corrected,verdict
543bed96f46458e7,A_curated,DMDPhPDA,Chloroform,Ce_SAFE:12889,Ce,1.0,0.0002,-3.6989700043360183,b5dc6edcf5711294,0.0,-3.6989700043360183,FROZEN
3d10100ef83ef143,A_curated,DMDPhPDA,Chloroform,Ce_SAFE:12890,Ce,2.0,0.0034,-2.468521082957745,4918a385a1a9acda,0.0,-2.468521082957745,FROZEN
edd0239fc55d9147,A_curated,DMDPhPDA,Chloroform,Ce_SAFE:12891,Ce,3.0,0.024,-1.619788758288394,1090c5debd1fe7c0,0.0,-1.619788758288394,FROZEN
9d05609346727416,A_curated,DMDPhPDA,Chloroform,Ce_SAFE:12892,Ce,4.0,0.16,-0.7958800173440752,835722f635fa0fc5,0.0,-0.7958800173440752,FROZEN
10d67f043c384919,A_curated,DMDPhPDA,Chloroform,Ce_SAFE:12893,Ce,5.0,0.63,-0.2006594505464183,c5b795856ba8ff35,0.0,-0.2006594505464183,FROZEN
1138edce5d073d0a,A_curated,DMDPhPDA,Chloroform,Dy_SAFE:12924,Dy,1.0,0.0002,-3.6989700043360183,e1b1209239ea6f8f,0.0,-3.6989700043360183,FROZEN
118307976fe8f589,A_curated,DMDPhPDA,Chloroform,Dy_SAFE:12925,Dy,2.0,0.002,-2.6989700043360187,6516266c132adac8,0.0,-2.6989700043360187,FROZEN
58665fe3c2b8193d,A_curated,DMDPhPDA,Chloroform,Dy_SAFE:12926,Dy,3.0,0.024,-1.619788758288394,38a3d53a1a8dc19e,0.0,-1.619788758288394,FROZEN
8978c595d3a84bb3,A_curated,DMDPhPDA,Chloroform,Dy_SAFE:12927,Dy,4.0,0.52,-0.2839966563652008,ea87eb0be283eb1b,0.0,-0.2839966563652008,FROZEN
2cf669413be119aa,A_curated,DMDPhPDA,Chloroform,Dy_SAFE:12928,Dy,5.0,7.4,0.8692317197309762,fbbbd8d832558caf,0.0,0.8692317197309762,FROZEN
29519f1fbe1e01f2,A_curated,DMDPhPDA,Chloroform,Er_SAFE:12934,Er,1.0,0.0004,-3.3979400086720375,20fd14aaf18c7940,0.0,-3.3979400086720375,FROZEN
cef829bea89139d1,A_curated,DMDPhPDA,Chloroform,Er_SAFE:12935,Er,2.0,0.0023,-2.638272163982407,d17c3ccb117135ac,0.0,-2.638272163982407,FROZEN
97527e3c4269d433,A_curated,DMDPhPDA,Chloroform,Er_SAFE:12936,Er,3.0,0.036,-1.4436974992327127,74118b8e6245035f,0.0,-1.4436974992327127,FROZEN
74c47ac707674f78,A_curated,DMDPhPDA,Chloroform,Er_SAFE:12937,Er,4.0,1.2,0.0791812460476248,06516b127c3cc3ff,0.0,0.0791812460476248,FROZEN
b0f8a88b30057870,A_curated,DMDPhPDA,Chloroform,Er_SAFE:12938,Er,5.0,21.0,1.3222192947339193,a787c58dcda51cf0,0.0,1.3222192947339193,FROZEN
5e9bf8e994f100cc,A_curated,DMDPhPDA,Chloroform,Eu_SAFE:12909,Eu,1.0,0.0003,-3.5228787452803374,3374e41a5b18ae5e,0.0,-3.5228787452803374,FROZEN
f5287eb56628274e,A_curated,DMDPhPDA,Chloroform,Eu_SAFE:12910,Eu,2.0,0.0029,-2.537602002101044,2272b25cb31f6a22,0.0,-2.537602002101044,FROZEN
8aa022d71dbdb12e,A_curated,DMDPhPDA,Chloroform,Eu_SAFE:12911,Eu,3.0,0.026,-1.585026652029182,217d4093c91698fa,0.0,-1.585026652029182,FROZEN
346f8e7fbc87ae50,A_curated,DMDPhPDA,Chloroform,Eu_SAFE:12912,Eu,4.0,0.25,-0.6020599913279624,11563abf48bd5d89,0.0,-0.6020599913279624,FROZEN
6956ef8060919f62,A_curated,DMDPhPDA,Chloroform,Eu_SAFE:12913,Eu,5.0,1.6,0.2041199826559248,9cd908a0797cce99,0.0,0.2041199826559248,FROZEN
c63532fc78a2ecf1,A_curated,DMDPhPDA,Chloroform,Gd_SAFE:12914,Gd,1.0,0.0001,-4.0,ae22e0a404e25aec,0.0,-4.0,FROZEN
c3615e95bbce85a8,A_curated,DMDPhPDA,Chloroform,Gd_SAFE:12915,Gd,2.0,0.0018,-2.744727494896694,f748ab309d6335f5,0.0,-2.744727494896694,FROZEN
b6e8fd46cdb0a3ec,A_curated,DMDPhPDA,Chloroform,Gd_SAFE:12916,Gd,3.0,0.017,-1.769551078621726,631e1a9c410de8a7,0.0,-1.769551078621726,FROZEN
22d9528fcd1d4627,A_curated,DMDPhPDA,Chloroform,Gd_SAFE:12917,Gd,4.0,0.19,-0.721246399047171,3cb92557d9d9ff5b,0.0,-0.721246399047171,FROZEN
013bf569fa45a86f,A_curated,DMDPhPDA,Chloroform,Gd_SAFE:12918,Gd,5.0,1.6,0.2041199826559248,f866029818cae19c,0.0,0.2041199826559248,FROZEN
47e61ddf6186c696,A_curated,DMDPhPDA,Chloroform,Ho_SAFE:12929,Ho,1.0,0.0003,-3.5228787452803374,f3d21d12096817b6,0.0,-3.5228787452803374,FROZEN
e300bf3fa6ee7313,A_curated,DMDPhPDA,Chloroform,Ho_SAFE:12930,Ho,2.0,0.0021,-2.677780705266081,1cfd51526d45eaec,0.0,-2.677780705266081,FROZEN
0fa3dcd28811d96e,A_curated,DMDPhPDA,Chloroform,Ho_SAFE:12931,Ho,3.0,0.028,-1.5528419686577808,ed3fb4471ed1dfdc,0.0,-1.5528419686577808,FROZEN
c315377bc3f2ebff,A_curated,DMDPhPDA,Chloroform,Ho_SAFE:12932,Ho,4.0,0.78,-0.1079053973095195,575ccc4912aeb8a1,0.0,-0.1079053973095195,FROZEN
2edff149d2a9273b,A_curated,DMDPhPDA,Chloroform,Ho_SAFE:12933,Ho,5.0,13.0,1.1139433523068367,f67058f113232406,0.0,1.1139433523068367,FROZEN
1add6003194e71b4,A_curated,DMDPhPDA,Chloroform,La_SAFE:12884,La,1.0,0.0003,-3.5228787452803374,2a17a7906062cde6,0.0,-3.5228787452803374,FROZEN
014d99110124cfdf,A_curated,DMDPhPDA,Chloroform,La_SAFE:12885,La,2.0,0.0036,-2.4436974992327127,c20e70100ea8e7e1,0.0,-2.4436974992327127,FROZEN
47be042bd3ce82c9,A_curated,DMDPhPDA,Chloroform,La_SAFE:12886,La,3.0,0.02,-1.6989700043360187,0706bad1ff549d8a,0.0,-1.6989700043360187,FROZEN
bc9e6e4ef3b5a762,A_curated,DMDPhPDA,Chloroform,La_SAFE:12887,La,4.0,0.1,-1.0,82dca111283c507e,0.0,-1.0,FROZEN
c470272390d84baa,A_curated,DMDPhPDA,Chloroform,La_SAFE:12888,La,5.0,0.36,-0.4436974992327127,d146b2b62a50c06b,0.0,-0.4436974992327127,FROZEN
0319476967fa67fb,A_curated,DMDPhPDA,Chloroform,Lu_SAFE:12949,Lu,1.0,0.0004,-3.3979400086720375,3cba643e8ceafbc6,0.0,-3.3979400086720375,FROZEN
c972ebf819efdbdf,A_curated,DMDPhPDA,Chloroform,Lu_SAFE:12950,Lu,2.0,0.0022,-2.657577319177794,b7d4240240b091f2,0.0,-2.657577319177794,FROZEN
68e9db6b195d9095,A_curated,DMDPhPDA,Chloroform,Lu_SAFE:12951,Lu,3.0,0.044,-1.3565473235138126,a6a14e02f15fdde7,0.0,-1.3565473235138126,FROZEN
9c7d16b704304e98,A_curated,DMDPhPDA,Chloroform,Lu_SAFE:12952,Lu,4.0,2.0,0.3010299956639812,e3411e732515aacb,0.0,0.3010299956639812,FROZEN
cfc453fb3a1ccde5,A_curated,DMDPhPDA,Chloroform,Lu_SAFE:12953,Lu,5.0,36.0,1.5563025007672873,82dc349d323652ba,0.0,1.5563025007672873,FROZEN
01f089823b7f5521,A_curated,DMDPhPDA,Chloroform,Nd_SAFE:12899,Nd,1.0,0.0003,-3.5228787452803374,bfc43f90767ce319,0.0,-3.5228787452803374,FROZEN
782454b2492b7349,A_curated,DMDPhPDA,Chloroform,Nd_SAFE:12900,Nd,2.0,0.0042,-2.3767507096020997,6d9c5e5707751ea1,0.0,-2.3767507096020997,FROZEN
e81448bbaa400814,A_curated,DMDPhPDA,Chloroform,Nd_SAFE:12901,Nd,3.0,0.034,-1.4685210829577449,89df7a3f94e27715,0.0,-1.4685210829577449,FROZEN
c179e9504c27b05c,A_curated,DMDPhPDA,Chloroform,Nd_SAFE:12902,Nd,4.0,0.24,-0.619788758288394,3074119979569486,0.0,-0.619788758288394,FROZEN
4f1878f197cd1fd5,A_curated,DMDPhPDA,Chloroform,Nd_SAFE:12903,Nd,5.0,1.1,0.041392685158225,cb3dd10a1c5527fa,0.0,0.041392685158225,FROZEN
7de4ad74b64e9a97,A_curated,DMDPhPDA,Chloroform,Pd_SAFE:12894,Pr,1.0,0.0003,-3.5228787452803374,81a92084b0e88963,0.0,-3.5228787452803374,FROZEN
5ed487a8673be8b9,A_curated,DMDPhPDA,Chloroform,Pd_SAFE:12895,Pr,2.0,0.0039,-2.408935392973501,84df4856988c7438,0.0,-2.408935392973501,FROZEN
867f2afa18c316bd,A_curated,DMDPhPDA,Chloroform,Pd_SAFE:12896,Pr,3.0,0.031,-1.5086383061657274,4376f03e8ae594a0,0.0,-1.5086383061657274,FROZEN
