extractant,tanimoto_cluster,ecfp_cluster,nn_train_tanimoto,n_rows,n_pool,n_eval,failure_class,failure_class_central,k2_status,one_shot_harms,seeds_matching_pooled_class,seed_modal_count,mae_k0,mae_RANDOM_k1,mae_RANDOM_k2,mae_CENTRAL_k1,mae_CENTRAL_k2,mae_oracle_k1,mae_oracle_k2,ratio_RANDOM_k1,ratio_RANDOM_k2,ratio_CENTRAL_k1,ratio_CENTRAL_k2,offset_k0,shape_mae_k0,shape_frac_k0,spearman_k0,oof_mean_centred_mae,oof_median_centred_mae,mad_true,within_1_0_k0,within_1_0_RANDOM_k1,within_1_0_RANDOM_k2,n_series,n_doi_series_sum,n_distinct_doi,series_types,log_d_span_max,n_curves,n_curve_axes,curve_axes,median_curve_slope,median_curve_linear_r2,max_curve_yspan,true_span,pred_span,span_compression,true_sd,pred_sd,has_axis_acid,has_axis_extractant,has_axis_metal_series,has_axis_temperature,has_axis_contact_time,has_axis_metal_concentration,mech__n_amide_O,mech__n_ester_O,mech__n_ketone_O,mech__n_ether_O,mech__n_hydroxyl_O,mech__n_phosphoryl_O,mech__n_carboxyl_O,mech__n_oxide_O,mech__n_aromatic_N,mech__n_amine_N,mech__n_thioether_S,mech__n_thiophosphoryl_S,mech__n_thiocarbonyl_S,mech__n_O_donor,mech__n_N_donor,mech__n_S_donor,mech__n_P,mech__n_donor_total,mech__frac_O_donor,mech__frac_N_donor,mech__frac_S_donor,mech__softness_mean,mech__formal_charge,mech__n_acidic_H,mech__is_neutral_extractant,mech__denticity_proxy,mech__n_chelate_pairs,mech__donor_dist_min,mech__donor_dist_mean,mech__ring_count,mech__frac_rotatable,mech__heavy_atoms,mech__crippen_logp,mech__tpsa,mech__hbd,mech__hba
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,tan054,a896e83733c18f7a,0.5555555555555556,12,6.0,6.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,False,5,5,1.593582485325472,1.5835090971345607,1.3488089295754873,1.2841581290639206,1.2512355336184453,0.9911252824445848,0.9788634065414674,0.9936787782975325,0.8464004480445878,0.8058309757349303,0.7851714894838933,1.4506889547669175,0.9890556078230819,0.6206491455138439,0.8083142529710374,1.1211092306490897,1.0727078376678514,1.4420457860552818,0.375,0.4083333333333333,0.425,1,1,2.0,grid,4.322255043045773,2.0,2.0,"acid,extractant",2.39738637056474,0.9749030647773721,4.303067484662575,4.322255043045773,1.2815933544993983,0.29651034974472373,1.6570675036589804,0.4676539107054654,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.6,30.0,5.565100000000006,49.85,0.0,3.0
CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,tan049,36b69e40d017c17f,0.5555555555555556,5,3.0,2.0,PURE_LEVEL,PURE_LEVEL,,False,5,5,1.5656852485594572,0.14473428432764018,0.1220987709629803,0.13165578189334945,0.12571480658568462,0.09976469242046442,0.10630966412635721,0.09244149452184346,0.07798423794010957,0.08408828148217032,0.08029379257507296,1.5656852485594572,0.09001314825900872,0.057491215646201736,,0.0812209192077827,0.07376991670713465,0.037345703840000154,0.0,1.0,1.0,1,1,2.0,metal_series,0.1760912589999999,1.0,1.0,metal_series,-0.016722687549999896,0.3585611638055073,0.1760912589999999,0.1760912589999999,0.19871287041007474,1.1284652715787264,0.062446694271803924,0.08009307615505264,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,2.0,1.0,5.0,5.0,0.0,0.6521739130434783,24.0,4.6242000000000045,40.620000000000005,0.0,2.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,tan055,c79e97649edc8fe4,0.6571428571428571,203,48.0,101.0,PURE_LEVEL,PURE_LEVEL,,False,3,3,1.5493422407233477,0.6885745367537327,0.6202596600536607,0.531479817606835,0.5721577398333363,0.4953704190202927,0.4950459308715977,0.4444302353960576,0.4003374101283636,0.34303577585201633,0.3692907382207631,1.544855963173496,0.5142405138319491,0.3319089225837305,0.6825929569191398,0.5058113434783259,0.48664856688370417,0.6639817371599256,0.21765676567656767,0.7117161716171617,0.8199669966996699,3,3,2.0,grid,3.0694835869077837,62.0,4.0,"acid,extractant,metal_series,temperature",1.3945569524065515,0.972565671269993,2.8733206018155095,3.140158093476081,1.5031915280584525,0.4786993149107518,0.809482812855275,0.39521977798317254,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.8,41.0,10.102199999999998,49.85,0.0,3.0
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,tan067,a830edf8a8a5b379,0.6285714285714286,14,7.0,7.0,PURE_LEVEL,PURE_LEVEL,,False,5,5,1.5024361296046966,0.36559682860901943,0.33068320818515967,0.32155872730593665,0.30827006973429766,0.26220612431755586,0.2583003023400207,0.24333602035063612,0.22009801393165723,0.2140248899569138,0.20518014953181807,1.5024361296046966,0.26612581641365135,0.17712953726936215,0.007755608664174415,0.266015715606034,0.2659060289909646,0.17783382017798596,0.15238095238095237,0.9642857142857142,0.9547619047619047,1,1,2.0,metal_series,1.052733006849215,1.0,1.0,metal_series,0.030162861850219918,0.24528364632416222,1.052733006849215,1.052733006849215,0.5631051451715201,0.5348983469767609,0.27773812295575956,0.20557736072417532,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.803921568627451,52.0,14.390099999999972,49.85,0.0,3.0
CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,tan086,f7716b937e85f217,0.475,4,2.0,2.0,PURE_LEVEL,PURE_LEVEL,,False,5,5,1.4971245924476597,0.06491782259082009,0.05068184365663598,0.061334729793129546,0.05068184365663598,0.04277265590790133,0.05068184365663598,0.04336167004289568,0.033852789482120435,0.04096835367112162,0.033852789482120435,1.4971245924476597,0.028381031499805365,0.018957027119169162,,0.038077966425749545,0.03626964682402767,0.028627504999999942,0.0,1.0,1.0,1,1,2.0,metal_series,0.09133013599999984,1.0,1.0,metal_series,-0.005128278399999989,0.24933993681938393,0.09133013599999984,0.09133013599999984,0.1231296708385031,1.3481822783938844,0.03977601775074018,0.05593271261323849,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,4.0,2.0,4.0,7.333333333333333,1.0,0.5925925925925926,54.0,9.719200000000003,81.24,0.0,4.0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,a830edf8a8a5b379,0.6285714285714286,13,7.0,6.0,PURE_LEVEL,PURE_LEVEL,,False,4,4,1.4879589374601645,0.45540135517126923,0.4407600126108339,0.3849997011444488,0.3730850136481145,0.283878190009838,0.2880547464560808,0.3060577437362657,0.29621786026110275,0.2587434985280002,0.2507360951001396,1.4879589374601645,0.29916244457657004,0.20105557824547104,-0.5919812848733258,0.3168681102211629,0.31546833967920185,0.15671862910110632,0.16944444444444443,0.9722222222222222,0.986111111111111,1,1,2.0,metal_series,0.7987558703536264,1.0,1.0,metal_series,0.0378819068816098,0.6473139781212427,0.7987558703536264,0.7987558703536264,0.5631051451715201,0.70497778616916,0.22282991298906246,0.2022248521083001,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7674418604651163,44.0,11.269299999999992,49.85,0.0,3.0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,tan054,1ab11555fbc914cb,0.5277777777777778,14,7.0,7.0,PURE_LEVEL,RESIDUAL_SHAPE,,False,5,5,1.4835806004131389,0.6363675804403929,0.6457380179311606,1.119986228719847,0.7754877060530395,0.4994253302877419,0.49683731281138804,0.4289403489525146,0.4352564449490235,0.7549210527611103,0.5227135659748356,1.4738719079659868,0.48915596854395543,0.329713106526021,0.665393884797433,0.5076497480367201,0.4912624313960661,0.7355912119899214,0.22142857142857142,0.7547619047619047,0.780952380952381,1,1,2.0,grid,3.61145212338534,3.0,3.0,"acid,contact_time,extractant",1.5134360732001502,0.9885236918707295,3.0268721464003012,3.61145212338534,1.2179663272310643,0.337251134895111,0.945069632611631,0.421502201744716,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.56,25.0,3.614600000000003,49.85,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,tan079,645d2c36a4f35ced,0.6842105263157895,12,6.0,6.0,PARTIAL_LEVEL,PURE_LEVEL,,False,0,3,1.4760040383140505,0.8700311247404481,0.8531845207171258,0.6087987062222279,0.6025475883735039,0.5832750865242728,0.5829399635750995,0.5894503688040256,0.5780367116689372,0.41246411962234303,0.40822895651542884,1.1911907329912361,0.6671711739722471,0.4520117537986658,0.17865540900074872,0.6460483145242403,0.5336240227052751,0.6512764339552293,0.1861111111111111,0.7333333333333333,0.7138888888888889,3,3,2.0,acid_sweep,3.086359830674749,3.0,1.0,acid,-0.30417562172717255,0.6697162197124081,3.086359830674749,3.086359830674749,0.6637294262241067,0.21505250931126857,0.9348226136377061,0.1978142798309493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.5,0.5,0.775,0.0,0.0,1.0,4.0,3.0,3.0,5.0,3.0,0.5555555555555556,52.0,14.17999999999997,32.260000000000005,0.0,4.0
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],tan092,ee70e20143c1770c,0.32075471698113206,28,14.0,14.0,PURE_LEVEL,PURE_LEVEL,,False,5,5,1.432646208587556,0.3474265601787618,0.3149093777871703,0.3395169381775691,0.35184082860348465,0.2671461089348652,0.26591341284641834,0.24250687859725617,0.21980959143963327,0.2369858909634769,0.24558807784816886,1.432646208587556,0.268907874480812,0.18770012642962836,0.4599744976089316,0.2762446382798715,0.27571357394783524,0.2837222267857143,0.1285714285714286,0.988095238095238,0.9952380952380953,2,2,2.0,metal_series,1.3010299959999998,2.0,1.0,metal_series,-0.05014933285970938,0.4930377142086507,1.3010299959999998,1.3010299959999998,0.5114750768898222,0.3931308874217703,0.3733895157778529,0.18698154386407423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.13999999999999999,0.0,0.0,1.0,3.0,2.0,5.0,6.0,1.0,0.7111111111111111,45.0,13.488199999999976,61.08,0.0,3.0
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,tan072,fe091aef31cd5569,0.5555555555555556,14,7.0,7.0,PURE_LEVEL,PURE_LEVEL,,False,4,4,1.4128609631433713,0.47459484320983264,0.41104006180059816,0.22846057576963966,0.2564905266370704,0.21427354987257421,0.21506186034294947,0.3359105075377985,0.2909274674035194,0.16170067807758973,0.18153982120535295,1.4128609631433713,0.2396848097144196,0.16964500822583586,-0.25512048539138815,0.2708413704517203,0.22275739308824036,0.02999999999999999,0.24523809523809523,0.9,0.969047619047619,1,1,2.0,metal_series,0.10999999999999999,1.0,1.0,metal_series,-0.0018811096433289465,0.060222574912329185,0.10999999999999999,0.10999999999999999,0.8691420645687675,7.901291496079706,0.03495680222757828,0.3142580276202996,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,2.0,0.2,19.0,1.0279999999999996,49.85000000000001,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,5ba4ad363617d4ee,0.5227272727272727,11,6.0,5.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,False,5,5,1.4091526734448387,1.2533987219565623,1.148851167795017,1.2757882930334012,1.2195227738955232,0.800136466443535,0.8060246932374755,0.8894697824987852,0.8152779960928689,0.9053584590763947,0.8654298408377972,1.008304003462481,0.8721548888190381,0.6189215017326358,0.7249999999999999,0.8890580949779405,0.7602764330199312,1.0846663469537128,0.2366666666666667,0.38,0.5133333333333333,2,2,2.0,acid_sweep,4.201963534361845,2.0,1.0,acid,1.6467662134489518,0.9490029546001069,4.201963534361845,4.201963534361845,1.228472075380451,0.2923566721449476,1.3330365458703695,0.36896335902958355,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,6.0,4.0,3.0,10.8,0.0,0.7857142857142857,57.0,10.301699999999995,117.28000000000002,2.0,6.0
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,tan070,14c50966d69a7484,0.6153846153846154,14,7.0,7.0,PURE_LEVEL,PURE_LEVEL,,False,5,5,1.3705392580132298,0.5423094240975376,0.5157367374671427,0.541019776765665,0.5093924526410203,0.3938460391829184,0.41346746177326116,0.39569054365044876,0.37630205370021164,0.3947495656198435,0.37167301094275046,1.3705392580132298,0.4127898295346041,0.30118789164273574,-0.2239828465760329,0.46784215749875424,0.44604197890004527,0.03102040816326524,0.23095238095238094,0.7476190476190475,0.8833333333333333,1,1,2.0,metal_series,0.11999999999999977,1.0,1.0,metal_series,-0.0005785997357992202,0.005251278165770423,0.11999999999999977,0.11999999999999977,1.5961693558479904,13.301411298733278,0.036411868612090906,0.5580549125099418,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.12857142857142856,0.0,0.0,1.0,7.0,6.0,3.0,7.238095238095238,0.0,0.6666666666666666,25.0,-0.7541999999999944,86.77,0.0,7.0
CCCCCCCCCCCCN(C)C(=O)C1CC(OC)CC(C(=O)N(C)CCCCCCCCCCCC)O1,tan045,c2b6202e58d01533,0.5,44,22.0,22.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,False,5,5,1.3658836578264375,1.3159793121637644,1.2058672553091914,1.2385785524426036,1.1270985964760905,0.9253066373657328,0.923736245432325,0.9634636922575917,0.882847706976827,0.9067965235147352,0.8251790626660463,1.2427332561771325,0.9418905755887028,0.6895833112811052,0.46839503004451827,0.9499225568632882,0.9494075543656088,1.0220392035214967,0.4537878787878788,0.4287878787878788,0.4386363636363636,4,4,2.0,"acid_sweep,grid,single_point",3.526202133614537,13.0,3.0,"acid,extractant,metal_series",1.0394469398345472,0.9774855301512838,2.4297674418604656,3.8582333836145373,2.07877004188894,0.5387880501778952,1.1537760373446668,0.3211923888661336,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.15,0.0,0.0,1.0,4.0,5.0,3.0,4.333333333333333,1.0,0.625,40.0,8.307600000000008,59.08,0.0,4.0
O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,tan025,e8ce17d1189cc844,0.23809523809523808,28,14.0,14.0,PURE_LEVEL,PURE_LEVEL,,False,5,5,1.357777210869899,0.3741907291874874,0.34245142591080374,0.4269836735759793,0.41741669083207983,0.2768963742009214,0.2763592867665689,0.27559066847774777,0.25221473977413594,0.3144725586478358,0.30742649640190217,1.357777210869899,0.29188740834210397,0.21497444942023874,0.3284968937652309,0.30177665152608174,0.30137899735688894,0.304835546464286,0.14285714285714285,0.9952380952380953,0.9964285714285714,1,1,2.0,metal_series,1.1249387370000026,2.0,1.0,metal_series,-0.022169020264861346,0.5677461371436475,0.5898255350000021,1.1249387370000026,0.1794198975716677,0.15949303874995577,0.33740839237627146,0.061330401711790994,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,0.4,0.0,0.0,1.0,4.0,3.0,3.0,5.0,5.0,0.058823529411764705,30.0,4.561800000000005,66.4,0.0,4.0
CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,tan044,30b48112d10f0082,0.5,5,3.0,2.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.347990396061783,2.638283455767587,2.234111113084569,2.4951135460579743,2.5538076549459614,1.2863351818982325,1.7006029407707115,1.9571975167445226,1.6573642658075525,1.8509876282112732,1.8945295622335516,1.059446166035187,0.8008790972037133,0.5941281922657009,,1.4605112008757497,1.2746918155796463,1.5470962615134645,0.43333333333333335,0.20833333333333334,0.2,1,1,2.0,acid_sweep,3.9010294383240325,1.0,1.0,acid,1.6350404187376033,0.910472954549285,3.9010294383240325,3.901029438324032,0.566567208725941,0.14523530716275515,1.7992930388321404,0.2375207356153334,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.6976744186046512,43.0,10.633199999999995,49.85000000000001,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=O)CO,tan049,c1479f335999a236,0.6666666666666666,10,5.0,5.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.3326195486167243,2.0524328339789357,1.9033867654991508,2.0801819749430295,1.8475455762054065,1.227477543585872,1.2163627281443687,1.5401491266651361,1.4283047006738645,1.5609721297442203,1.3864013762391387,0.46308432695417345,1.228979488027281,0.9222283203806947,0.08359997843581175,1.428951645167503,1.306663397193762,1.4709890109890114,0.4,0.2733333333333333,0.24333333333333332,2,2,1.0,acid_sweep,3.417582417582417,2.0,1.0,acid,0.7854720235329634,0.6031594676825993,3.417582417582417,4.747252747252747,0.4488802165454726,0.09455578635564353,1.7218517485237583,0.17189914474404594,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.125,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.75,21.0,4.528300000000005,40.540000000000006,1.0,2.0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,tan054,1ab11555fbc914cb,0.5277777777777778,16,8.0,8.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,False,4,4,1.3324415690885825,1.0998054473662353,0.961016988522844,1.0527006527226996,0.9854244094967751,0.8242745150493341,0.825998913095355,0.8254061362844788,0.7212451268540049,0.7900538959038697,0.7395629439652095,1.3223977537180702,0.8471914085531747,0.6358188067733965,0.33030338703020706,0.843424719792389,0.7768231176570398,0.9097086198756481,0.4875,0.5520833333333334,0.5770833333333333,1,1,2.0,grid,3.9078141980718666,4.0,3.0,"acid,contact_time,extractant",2.212896469131501,0.7654225313045363,3.521472392638042,3.907814198071867,1.2114187349966234,0.30999906177584974,1.1233055312241724,0.313436620483489,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.6206896551724138,29.0,5.175000000000005,49.85,0.0,3.0
CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,tan084,d2686f132d536208,0.5263157894736842,140,48.0,70.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,False,5,5,1.3199888672597846,1.101552343032007,1.1179491008273108,1.2724758385233035,1.148973433042493,0.9097519651284133,0.9096626707690378,0.8345163890046753,0.8469382799781517,0.9640049776820351,0.8704417601852135,0.7609584202255647,1.0038724040302458,0.7605158111024246,0.7877059809666996,0.9964196298172541,0.897073357868454,1.2811083898525824,0.3026190476190476,0.5814285714285714,0.5926190476190476,2,2,2.0,grid,5.556302500767288,38.0,2.0,"acid,metal_series",0.8476182098696293,0.6438279641476804,5.0142404391146105,5.556302501,1.1378888832537677,0.2047924646019498,1.517642595495969,0.37941689785237315,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.14285714285714285,26.0,3.634800000000003,53.510000000000005,0.0,3.0
CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,tan027,4f37ec9b7be65673,0.5909090909090909,6,3.0,3.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,False,5,5,1.319644816045983,1.2526892833045145,1.2265404644946793,1.1959105489290702,1.3563461974184923,0.9539659803684212,1.0657332025965858,0.9492624591652732,0.929447416138632,0.9062366891360552,1.0278115602973206,1.028376361056381,0.9142511459889947,0.6928009225454629,0.8833333333333333,0.9770642904144864,0.8578132988777953,1.0331371838015164,0.36666666666666664,0.3222222222222222,0.40555555555555556,1,1,2.0,acid_sweep,3.350248018334163,1.0,1.0,acid,-1.136324125407383,0.7754223573032788,3.350248018334163,3.350248018334163,0.2006553439088954,0.059892683410545475,1.2922106260801718,0.07685285020096574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.7,21.0,7.103300000000007,0.0,0.0,2.0
CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,tan074,49ddbfd15e6903d3,0.6785714285714286,78,39.0,39.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.3108207653286377,1.5581939107115668,1.3183694982750644,1.4613817796676403,1.3186291152511935,1.1462498994900339,1.1462273990479184,1.1887162241596851,1.0057587834630726,1.1148601077442157,1.005956840270682,0.4796277577662146,1.1924841425997197,0.9097232620515822,0.5434487121028879,1.1870915569294564,1.1379464484723036,1.3908067773487072,0.3294871794871795,0.4641025641025641,0.47307692307692306,4,6,5.0,metal_series,5.589800070732781,11.0,1.0,metal_series,0.07363912683061587,0.8370174171125728,1.2009029345372446,5.589800070732781,2.70339210115766,0.4836294799365276,1.6522143216422098,0.7844542521915843,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,2.0,0.25,23.0,2.3289999999999997,49.85,0.0,3.0
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,tan093,d7634eac70a7fe53,0.288135593220339,28,14.0,14.0,RESIDUAL_SHAPE,RESIDUAL_SHAPE,IRREDUCIBLE_AT_K2,True,5,5,1.2859671416155707,1.7480430204469417,1.7050451141840601,1.5169643149228866,1.3385461902271438,1.0971264975204436,1.0991764045554475,1.359321683951319,1.3258854437306995,1.179629141236931,1.0408867745605985,0.4144412478288724,1.1544239602378041,0.8977087538858047,-0.7811933041420455,1.2066434123855951,1.1572280497147143,1.133534811367347,0.44047619047619047,0.37023809523809526,0.2916666666666667,2,2,2.0,metal_series,4.467608106,2.0,1.0,metal_series,-0.23428158028428003,0.8344364251209089,4.467608106,5.069668097,0.3573519543043804,0.07048823462739998,1.4775528404047733,0.11245819061190263,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,0.39999999999999997,0.0,0.0,1.0,4.0,3.0,3.0,5.0,9.0,0.20588235294117646,60.0,13.241399999999974,69.78,0.0,4.0
