grouping,extractant,n_rows,baseline_mae,baseline_sign_accuracy,2d_ensemble_mae,2d_ensemble_sign_accuracy,delta3d_unshrunk_mae,delta3d_unshrunk_sign_accuracy,delta3d_mae,delta3d_sign_accuracy,simplicial_unshrunk_mae,simplicial_unshrunk_sign_accuracy,simplicial_mae,simplicial_sign_accuracy,mae_reduction_simplicial_vs_delta3d
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,471,0.12227675584827481,0.7749469214437368,0.12161628860805761,0.772823779193206,0.1164243989077714,0.8110403397027601,0.11651612041374235,0.8110403397027601,0.1513646079337676,0.5138004246284501,0.11651612041374235,0.8110403397027601,0.0
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,95,0.1503695274343665,0.7368421052631579,0.14898009546037574,0.8105263157894737,0.15250109352261076,0.8421052631578947,0.1497440298538948,0.8105263157894737,0.16178044274085066,0.7684210526315789,0.15040255633567787,0.7684210526315789,-0.0006585264817830783
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.08072641593170543,0.4393939393939394,0.08072641593170543,0.4393939393939394,0.09012877597469544,0.4393939393939394,0.08681086639437818,0.4393939393939394,0.09817262721038812,0.5303030303030303,0.08681086639437818,0.4393939393939394,0.0
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.13704921741087586,0.2631578947368421,0.13704921741087586,0.2631578947368421,0.10966686857391762,0.38596491228070173,0.13704921741087586,0.2631578947368421,0.11599731995762608,0.43859649122807015,0.13704921741087586,0.2631578947368421,0.0
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,40,0.1251243386235609,0.675,0.11597236200516385,0.675,0.08579716756157188,0.725,0.09481975763216323,0.725,0.09319975438330062,0.45,0.09481975763216323,0.725,0.0
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.06785872643017744,0.6666666666666666,0.06785872643017744,0.6666666666666666,0.0808490888903438,0.6410256410256411,0.07703511796551074,0.6410256410256411,0.0734417439002861,0.6410256410256411,0.07703511796551074,0.6410256410256411,0.0
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.11631830416285964,0.8333333333333334,0.11631830416285964,0.8333333333333334,0.10119624901137118,0.8333333333333334,0.11631830416285964,0.8333333333333334,0.09711814234349027,0.7,0.11631830416285964,0.8333333333333334,0.0
extractant,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,26,0.05876814045164935,0.6538461538461539,0.05876814045164935,0.6538461538461539,0.05700725231206016,0.6538461538461539,0.056475281753661496,0.6538461538461539,0.12383892847115573,0.7307692307692307,0.056475281753661496,0.6538461538461539,0.0
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,25,0.13885807301844116,0.52,0.13885807301844116,0.52,0.12412574992301371,0.52,0.1277505367818322,0.52,0.14308280939701412,0.52,0.1277505367818322,0.52,0.0
extractant,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,22,0.24218020760727949,0.8181818181818182,0.24218020760727949,0.8181818181818182,0.23524886405906073,0.8181818181818182,0.2369816999461154,0.8181818181818182,0.2786492582533732,0.4090909090909091,0.2369816999461154,0.8181818181818182,0.0
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,20,0.3021504792185323,0.25,0.3021504792185323,0.25,0.28805882413124617,0.15,0.29158173790306774,0.15,0.29825954383269704,0.05,0.29158173790306774,0.15,0.0
extractant,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,12,0.08976511606531001,0.9166666666666666,0.08976511606531001,0.9166666666666666,0.11888839461350047,0.9166666666666666,0.08976511606531001,0.9166666666666666,0.1350562819301887,0.9166666666666666,0.08976511606531001,0.9166666666666666,0.0
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,12,0.15960773991838512,0.6666666666666666,0.15960773991838512,0.6666666666666666,0.1506904605251647,0.8333333333333334,0.15253108938503387,0.75,0.18907365070782853,0.75,0.15253108938503387,0.75,0.0
extractant,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,12,0.04129767526779664,0.9166666666666666,0.04129767526779664,0.9166666666666666,0.05093412635474293,0.9166666666666666,0.04129767526779664,0.9166666666666666,0.10757415471461174,0.8333333333333334,0.04129767526779664,0.9166666666666666,0.0
extractant,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,12,0.08837300136730812,0.8333333333333334,0.08837300136730812,0.8333333333333334,0.10337242123064622,0.75,0.09914177719598405,0.75,0.16054232227288667,0.8333333333333334,0.09914177719598405,0.75,0.0
extractant,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,12,0.11462958016832807,0.8333333333333334,0.11462958016832807,0.8333333333333334,0.11082100457454284,0.8333333333333334,0.1111121756364045,0.8333333333333334,0.09939419967332418,0.75,0.1111121756364045,0.8333333333333334,0.0
extractant,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,12,0.15732159735466658,0.6666666666666666,0.15732159735466658,0.6666666666666666,0.15843859518811487,0.8333333333333334,0.15785834726027773,0.75,0.15902345949262256,0.75,0.15785834726027773,0.75,0.0
extractant,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,12,0.10611327678005689,0.3333333333333333,0.10817015469218788,0.4166666666666667,0.12078638605118379,0.5,0.10927919397562659,0.4166666666666667,0.17706410542130466,0.4166666666666667,0.1179250665232225,0.4166666666666667,-0.008645872547595912
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.11945804960809087,0.75,0.11945804960809087,0.75,0.11471461548829466,0.8333333333333334,0.11945804960809087,0.75,0.13560337200146566,0.8333333333333334,0.11945804960809087,0.75,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,12,0.044175204509945054,0.75,0.044175204509945054,0.75,0.05778873685011431,0.6666666666666666,0.044175204509945054,0.75,0.04723449449272175,0.6666666666666666,0.044175204509945054,0.75,0.0
extractant,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,12,0.14316571897391098,0.75,0.14253120548104478,0.75,0.20298751567395543,0.75,0.15551284158588227,0.8333333333333334,0.2512100438687536,0.5,0.17770600293503044,0.8333333333333334,-0.02219316134914817
extractant,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,12,0.0431552941634013,1.0,0.0431552941634013,1.0,0.04481971385461109,1.0,0.04268131879507128,1.0,0.1208333738795032,0.4166666666666667,0.04268131879507128,1.0,0.0
extractant,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,12,0.10536317822513486,0.8333333333333334,0.10814922904669898,0.8333333333333334,0.10952375156018605,0.8333333333333334,0.10525149769549284,0.8333333333333334,0.12908749129551028,0.6666666666666666,0.10439311405769676,0.8333333333333334,0.0008583836377960841
extractant,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,11,0.11309430018288293,0.09090909090909091,0.11554526277453134,0.2727272727272727,0.11124928875250249,0.18181818181818182,0.1115230497070898,0.18181818181818182,0.1581327513117117,0.2727272727272727,0.11703937957072341,0.18181818181818182,-0.0055163298636336094
extractant,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,11,0.08847496958845516,0.8181818181818182,0.08847496958845516,0.8181818181818182,0.1212841027941546,0.8181818181818182,0.11209552923575584,0.8181818181818182,0.13063202237390306,0.9090909090909091,0.11209552923575584,0.8181818181818182,0.0
extractant,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,10,0.3786168438491283,0.8,0.3837271438323788,0.8,0.42994048399217066,0.7,0.4171095739564101,0.7,0.38011736651725314,0.7,0.4171095739564101,0.7,0.0
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,4,0.28282852844193473,0.75,0.28282852844193473,0.75,0.2691856922142717,0.75,0.26700992745354135,0.75,0.29213914440791766,0.75,0.26700992745354135,0.75,0.0
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,2,0.21650609789769976,1.0,0.21276098312594205,1.0,0.21340395536058224,1.0,0.2141794909948616,1.0,0.23128781578362062,1.0,0.2141794909948616,1.0,0.0
extractant,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,2,0.11613311864695577,0.5,0.11613311864695577,0.5,0.22458552870139087,0.5,0.1974724261877821,0.5,0.14551438432010877,0.5,0.1974724261877821,0.5,0.0
extractant,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,2,0.13450380796366856,0.5,0.13450380796366856,0.5,0.19366270928108076,0.5,0.17887298395172768,0.5,0.1553500471954489,0.5,0.17887298395172768,0.5,0.0
extractant,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,2,0.09816184917432325,0.5,0.09816184917432325,0.5,0.07887028176103054,0.5,0.08369317361435372,0.5,0.1584978317677175,0.0,0.08369317361435372,0.5,0.0
extractant,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,2,0.11221602693491381,0.5,0.09871214130698301,0.5,0.073257147179046,0.5,0.08299686711801295,0.5,0.06551007653450776,1.0,0.08299686711801295,0.5,0.0
