regime,arm,macro_mae,macro_mae_sd,pooled_mae,pooled_r2,within_lig_r2,dispersion,within_0_5,within_1_0,n_rows,n_groups
unseen_conditions,MC_everything,0.7648818976656998,0.021381706323145396,0.59494534721244,0.7276034867279906,0.6124707893930019,0.8766214025624329,0.5755377996312231,0.8152018029092399,4881,74
unseen_conditions,MC_physchem,0.7854372456239217,0.012550952487807325,0.5984272819671235,0.7396457075670465,0.6466032426747736,0.8302719709926711,0.5572218807621389,0.8221675886088915,4881,74
unseen_conditions,MC_lig2d_ext,0.7912887996522238,0.027201996285164846,0.5936943665320634,0.7345874649963812,0.6414327833156158,0.8521470753770016,0.5720958819913953,0.8207334562589633,4881,74
unseen_conditions,MC_all2d,0.7953413966545476,0.02707900518688219,0.6063652009850752,0.7211930126051194,0.6219723908422747,0.85332922194461,0.5677115345216144,0.8111452571194426,4881,74
unseen_conditions,MC_ecfp,0.7995752031142024,0.02975976704490128,0.5920458443632887,0.7340991157832033,0.6495725165077875,0.8559894353534849,0.5734890391313255,0.8172095881991396,4881,74
unseen_conditions,MC_complex_phys,0.802554785253667,0.008910553205921991,0.6447058949313249,0.7018610571452847,0.580696821136318,0.8097764474004846,0.5314484736734275,0.7898381479205081,4881,74
unseen_conditions,MC_all3d,0.8044415246077724,0.013175977596374197,0.6351159495765344,0.7010056973641136,0.5875481773140871,0.8409826136779746,0.5399713173530014,0.8012292562999385,4881,74
unseen_conditions,MC_all2d@hgb,0.8047074586715472,0.028573985931775406,0.7692475289557287,0.609617611753706,0.44446462891377375,0.7925587499059469,0.4372874410981356,0.7057160417947141,4881,74
unseen_conditions,MC_lig2d_ext@hgb,0.8071332188437716,0.04227025899029136,0.7637840919118031,0.6180704767561964,0.4515513371730944,0.792308858702118,0.44163081335791843,0.7073960254046302,4881,74
unseen_conditions,MC_polyhedron,0.8368580082985864,0.009339850967952264,0.6739364767964858,0.6811009809529719,0.5415132525720888,0.7989453894635795,0.5071091989346446,0.7717680803114116,4881,74
unseen_conditions,MC_ecfp@hgb,0.8641082855037838,0.040669411988927345,0.7799782009633598,0.6012137749697767,0.4651661907169603,0.7942709510533814,0.4261831591886908,0.7059209178447039,4881,74
unseen_conditions,NULL_nearest_condition,0.8681593489729282,0.010594354778801562,0.7241623454747851,0.5823831794746108,0.3683576825379378,0.9739641096174816,0.5009219422249539,0.7636959639418153,4881,74
unseen_conditions,MC_donors,0.9018743724046381,0.00914532467103195,0.6691210754709443,0.6617411909281399,0.5870831148976203,0.8410310922905282,0.5298914156935055,0.7856586765007171,4881,74
unseen_conditions,MC@hgb,0.9323114786671416,0.01704911146199732,0.8531613111177766,0.49799422571352225,0.36612639973280814,0.7676173937378248,0.43868059823806593,0.6717475927064126,4881,74
unseen_conditions,A_complex_phys,0.9898987412172374,0.019633975602402504,0.97448703895891,0.43477249979636745,0.0704632628621508,0.6984240740745027,0.31903298504404837,0.5948780987502561,4881,74
unseen_conditions,A_polyhedron,1.0244852010115006,0.02141602300767562,0.987222070483454,0.425388362352764,0.06730407358938437,0.6943138313958878,0.31436181110428196,0.5872567096906371,4881,74
unseen_conditions,MC,1.0245706742733929,0.024095220100861278,0.7053990261919709,0.6327766084880236,0.565325079532062,0.8015535558138509,0.5141979102642902,0.7604179471419791,4881,74
unseen_conditions,MC_donors_SHUF,1.0360107364689073,0.02883517466630441,0.7443522656013549,0.614246511852769,0.5267884990383268,0.7745260037978244,0.4702724851464864,0.7408727719729564,4881,74
unseen_conditions,A_cond,1.037297444534017,0.014419866509769052,0.7941761157728244,0.5700935677252068,0.4497722666020795,0.8031710210465246,0.44380249948780987,0.696619545175169,4881,74
unseen_conditions,NULL_extractant_mean,1.0513065941148585,0.021290958018946534,1.0623906485745322,0.3628640169498537,-0.08479457649166297,0.6709859369655067,0.27650071706617496,0.5362835484531858,4881,74
unseen_conditions,MC_ecfp_SHUF,1.0557298581862236,0.02402074974826083,0.7600114724264885,0.5979073311015035,0.49718488396908517,0.7665404196368041,0.4601925834869903,0.7334152837533292,4881,74
