regime,family,alone,MC,MC_plus_family,gain_over_MC
unseen_conditions,physchem,1.0709256245772458,1.0245706742733929,0.7854372456239217,0.23913342864947118
unseen_conditions,ecfp,1.115111005796827,1.0245706742733929,0.7995752031142024,0.2249954711591905
unseen_conditions,lig2d_ext,1.0774721351171754,1.0245706742733929,0.7912887996522238,0.23328187462116912
unseen_conditions,donors,1.0913328357039673,1.0245706742733929,0.9018743724046381,0.1226963018687548
unseen_conditions,complex_phys,0.9898987412172374,1.0245706742733929,0.802554785253667,0.2220158890197259
unseen_conditions,polyhedron,1.0244852010115006,1.0245706742733929,0.8368580082985864,0.18771266597480651
unseen_conditions,cond (vs metal-only),1.037297444534017,1.0245706742733929,1.0245706742733929,0.0
unseen_conditions,all2d,,1.0245706742733929,0.7953413966545476,0.22922927761884526
unseen_conditions,all3d,,1.0245706742733929,0.8044415246077724,0.22012914966562047
unseen_conditions,everything,,1.0245706742733929,0.7648818976656998,0.2596887766076931
unseen_ligand,physchem,1.086248753849231,0.9587117938926072,0.8994672871853899,0.05924450670721726
unseen_ligand,ecfp,1.114680147492548,0.9587117938926072,0.9104748006370735,0.048236993255533656
unseen_ligand,lig2d_ext,1.0396333250444796,0.9587117938926072,0.835836993830464,0.12287480006214324
unseen_ligand,donors,1.0881372653759698,0.9587117938926072,0.874551707171371,0.0841600867212362
unseen_ligand,complex_phys,1.1121230941617788,0.9587117938926072,0.9722172930298084,-0.013505499137201227
unseen_ligand,polyhedron,1.1448490970191563,0.9587117938926072,0.9996605488479589,-0.04094875495535166
unseen_ligand,cond (vs metal-only),1.0025058805383118,0.9587117938926072,0.9587117938926072,0.0
unseen_ligand,all2d,,0.9587117938926072,0.8740910340490542,0.084620759843553
unseen_ligand,all3d,,0.9587117938926072,0.9757663783499453,-0.017054584457338096
unseen_ligand,everything,,0.9587117938926072,0.8872185791393697,0.07149321475323744
