regime,split_seed,arm,n_rows,n_groups,macro_mae,pooled_mae,pooled_r2,within_ligand_r2,pooled_rmse,prediction_dispersion_ratio,median_abs_error,frac_within_0_5_log,frac_within_1_log,delta_macro_vs_baseline
unseen_conditions,104729,A_metal,4881,74,1.3303332122063296,1.355064221561723,-0.033109651157481323,0.03682230594698255,1.669378137707355,0.19772551794782992,1.2021474282545093,0.23499282933825036,0.43228846547838556,-0.5807009216100525
unseen_conditions,104729,A_cond,4881,74,1.0280272285455507,0.792498600688748,0.5721812400732568,0.44032513853466027,1.0742649953385117,0.8089297634798426,0.6028104745607586,0.4447859045277607,0.6957590657652121,-0.2783949379492736
unseen_conditions,104729,A_physchem,4881,74,1.0524640325955308,1.1089724868026118,0.3137429091104441,-0.06342578565735102,1.360582669379857,0.6341542163157972,0.9884199043335398,0.27105101413644744,0.5039950829748002,-0.30283174199925367
unseen_conditions,104729,A_ecfp,4881,74,1.032164175926644,1.088301310303679,0.3327614278772323,-0.06570300104153093,1.341597018568439,0.6566289598107224,0.9530195091471307,0.2681827494365909,0.5220241753738988,-0.2825318853303669
unseen_conditions,104729,A_lig2d_ext,4881,74,1.0081614511257384,1.0532701789425112,0.3784493252132869,-0.07530177933897741,1.2948509610281822,0.6766983819482512,0.9078276909625338,0.27187051833640646,0.5410776480229461,-0.2585291605294613
unseen_conditions,104729,A_donors,4881,74,1.1157514123815695,1.1216660563061096,0.2798996430840123,-0.003671255071413526,1.3937280009446853,0.47722435970813615,0.9580303220361651,0.2819094447859045,0.5146486375742676,-0.3661191217852924
unseen_conditions,104729,A_complex_phys,4881,74,1.016382800876305,0.9852144959729257,0.41890377509777665,0.05320389483600063,1.2520034895702326,0.702244486771775,0.8393225562764275,0.3189920098340504,0.5871747592706412,-0.26675051028002783
unseen_conditions,104729,A_polyhedron,4881,74,1.0461656727490847,0.9934529903351035,0.41257732048788187,0.05552561449820681,1.2588003856646268,0.698107567759194,0.8418293984430711,0.3171481253841426,0.5859455029707027,-0.29653338215280756
unseen_conditions,104729,MC,4881,74,1.018671954721004,0.7005184440288184,0.6356043221009331,0.5599338504696886,0.9914438448348616,0.8026570813855876,0.47904106124896195,0.5164925220241754,0.7654169227617291,-0.2690396641247268
unseen_conditions,104729,MC_physchem,4881,74,0.772947123254612,0.592697064712604,0.7485092464633871,0.6383777473922683,0.823649659803818,0.8342498658542309,0.43420031165101974,0.5570579799221471,0.8240114730587994,-0.023314832658334894
unseen_conditions,104729,MC_ecfp,4881,74,0.7496322905962771,0.5810065097167864,0.7461146808831338,0.6437737338642169,0.8275615542770807,0.854005027245848,0.414739433417297,0.5709895513214506,0.8221675886088916,0.0
unseen_conditions,104729,MC_lig2d_ext,4881,74,0.74925351585783,0.5830899878456689,0.7510130823005197,0.6329819024164264,0.8195392855062137,0.8445452817162696,0.4129456794750891,0.5689407908215529,0.8215529604589223,0.0003787747384471629
unseen_conditions,104729,MC_donors,4881,74,0.8964304687125233,0.6717593517513212,0.6580399265747985,0.573657188977496,0.9604377311579712,0.8445308140983031,0.4605363693843305,0.5326777299733662,0.7826265109608687,-0.14679817811624618
unseen_conditions,104729,MC_complex_phys,4881,74,0.8037486246269052,0.6466303972967484,0.6988238749190424,0.5670911546089226,0.9013465131354138,0.8164665987868819,0.4633048543898086,0.5298094652735095,0.7914361811104282,-0.0541163340306281
unseen_conditions,104729,MC_polyhedron,4881,74,0.8380954826355234,0.6736557334833398,0.680666836824049,0.5295483411397459,0.9281187015714392,0.8049197067118193,0.49526554345332935,0.5027658266748617,0.7770948576111453,-0.08846319203924624
unseen_conditions,104729,MC_all2d,4881,74,0.7536182636056844,0.5978727242900588,0.7329203243820397,0.6104607195324729,0.8487932796328161,0.8478426917615173,0.4225483427794599,0.5642286416717885,0.8166359352591682,-0.003985973009407284
unseen_conditions,104729,MC_all3d,4881,74,0.8118613530732856,0.6305062476680479,0.7019686474228195,0.5806160770491204,0.8966283969521314,0.8429820546406827,0.43817321690746214,0.5496824421225158,0.8049580004097521,-0.062229062477008434
unseen_conditions,104729,MC_everything,4881,74,0.7472474824361254,0.5859206109219038,0.7399244331243078,0.6051822820797179,0.8375896249720383,0.8710862555157322,0.4052146302508821,0.5730383118213481,0.8229870928088506,0.0023848081601517412
unseen_conditions,104729,MC@hgb,4881,74,0.9576159004889652,0.8630039940908223,0.4929183654485445,0.3477719815309427,1.1695544699062568,0.7640954479267253,0.621823161382281,0.42245441507887727,0.6637984019668101,-0.20798360989268805
unseen_conditions,104729,MC@ridge,4881,74,1.201846291772904,1.1597794563236257,0.21145026808064116,0.09615328920472499,1.4584651513567781,0.5859133044504689,0.9615408401926211,0.28313870108584305,0.5156730178242164,-0.4522140011766269
unseen_conditions,104729,MC_ecfp@hgb,4881,74,0.8362796070770164,0.7669704342359369,0.6203802582358133,0.4586013574813529,1.0119426655283903,0.7794992649490448,0.6100827402076989,0.42470805162876457,0.7135832821143209,-0.08664731648073931
unseen_conditions,104729,MC_ecfp@ridge,4881,74,1.0561137311887943,0.9653826646600607,0.46887515809455105,0.22909843391545104,1.1969605025084793,0.712021492982699,0.8393053374257577,0.29481663593525914,0.5814382298709281,-0.30648144059251714
unseen_conditions,104729,MC_lig2d_ext@hgb,4881,74,0.7865655900043923,0.7620569330706962,0.6264781102571517,0.4303734554735499,1.0037823185218062,0.7804750526992669,0.5985211810724423,0.4423273919278836,0.7039541077648023,-0.03693329940811518
unseen_conditions,104729,MC_lig2d_ext@ridge,4881,74,1.1252600781310136,0.9943490857497045,0.4239962134475056,0.22995671912232563,1.2465054495459993,0.7096450302460645,0.8424169657204044,0.30280680188485964,0.5810284777709486,-0.37562778753473647
unseen_conditions,104729,MC_all2d@hgb,4881,74,0.7628739843738023,0.7580553887814334,0.6267270908796505,0.43836052308085915,1.0034477142920253,0.7773452264049618,0.5982605874381883,0.44355664822782215,0.7068223724646588,-0.013241693777525154
unseen_conditions,104729,MC_all2d@ridge,4881,74,1.0027411911674087,0.9496136191127046,0.4910458230898317,0.2415475981267643,1.1717119353174887,0.7163894932916102,0.8386199266503487,0.2989141569350543,0.5947551731202623,-0.25310890057113156
unseen_conditions,104729,MC_ecfp_SHUF,4881,74,1.072262294153835,0.7703196020922656,0.5839860303759077,0.4673726305189351,1.059340239563816,0.7635745069100482,0.5650466315507205,0.44970292972751486,0.7332513829133375,-0.3226300035575578
unseen_conditions,104729,MC_lig2d_ext_SHUF,4881,74,1.069742009841572,0.7942149619818389,0.5698264523333261,0.43375737698791283,1.077217407545813,0.7535679772390502,0.5915348885114282,0.4349518541282524,0.7158369186642082,-0.32010971924529485
