regime,split_seed,arm,n_rows,n_groups,macro_mae,pooled_mae,pooled_r2,within_ligand_r2,pooled_rmse,prediction_dispersion_ratio,median_abs_error,frac_within_0_5_log,frac_within_1_log,delta_macro_vs_baseline
unseen_conditions,104729,MC_donors_SHUF,4881,74,1.0180964081449553,0.7399649966211665,0.6208826822185365,0.5059437966161124,1.0112727944130058,0.7695280991502463,0.5384131274725088,0.4724441712763778,0.7408317967629584,-0.26846411754867816
unseen_conditions,104729,MC_cond_SHUF,4881,74,1.4435315901269217,1.4337737024541592,-0.1706993859692454,-0.2812383780732812,1.7770686590900948,0.4887084415597576,1.245335506810363,0.22433927473878304,0.4146691251792665,-0.6938992995306446
unseen_conditions,104729,NULL_metal_mean,4881,74,1.3214943576216995,1.2781403170041497,0.04471878534573126,0.06145031001615131,1.6052664575139548,0.22784892085447297,1.1253690762388766,0.2599877074370006,0.45912722802704364,-0.5718620670254224
unseen_conditions,104729,NULL_global_mean,4881,74,1.3418855101248484,1.3121519695628954,-0.003201664313915664,-0.002189772922566391,1.645036862886986,0.019403344945781876,1.1428716940822257,0.25896332718705184,0.44929317762753535,-0.5922532195285712
unseen_conditions,104729,NULL_extractant_mean,4881,74,1.0143607378277362,1.0515611379004117,0.37851981563959103,-0.07530177933897741,1.2947775340430874,0.6616700187837349,0.9078311262395038,0.27801679983609917,0.5406678959229666,-0.26472844723145905
unseen_conditions,104729,NULL_nearest_condition,4881,74,0.8507591194354871,0.7278019395409352,0.5780885972049408,0.3293473241256878,1.066822443846184,0.9576497950408053,0.49485002199999994,0.5044048350747797,0.7609096496619545,-0.10112682883920998
unseen_conditions,130363,A_metal,4881,74,1.3189870977851708,1.3597017248115641,-0.03448504595402113,0.05109019143761939,1.6704890025205616,0.21503661632742435,1.1940554773780647,0.2282319196885884,0.42552755582872365,-0.5072236297822266
unseen_conditions,130363,A_cond,4881,74,1.0236578437776855,0.7856064676831054,0.5793431920230037,0.4626328560319324,1.065235112511774,0.809324687199413,0.5940433188422403,0.44929317762753535,0.7000614628149969,-0.21189437577474135
unseen_conditions,130363,A_physchem,4881,74,1.098908020976761,1.1420642300153494,0.27926892352623023,-0.08913866395395553,1.3943382347120474,0.6442326379591327,1.0437064705272778,0.2618315918869084,0.48063921327596804,-0.2871445529738168
unseen_conditions,130363,A_ecfp,4881,74,1.1280375627121209,1.1238829589113044,0.2962809544278652,-0.09524934620923564,1.3777840880897965,0.6718829899087994,1.007798445552336,0.25855357508707233,0.4964146691251793,-0.31627409470917667
unseen_conditions,130363,A_lig2d_ext,4881,74,1.12515152814809,1.0958232039307334,0.3292520090604678,-0.0916615619211194,1.3451205342794386,0.6971177188863408,0.9582356702838728,0.2573243187871338,0.5187461585740627,-0.31338806014514575
unseen_conditions,130363,A_donors,4881,74,1.0887910383721056,1.109235213290012,0.29122952166728566,0.02122267524590682,1.3827202473981033,0.4805390724438949,0.9469114476585424,0.2872362220856382,0.5240729358737963,-0.27702757036916137
unseen_conditions,130363,A_complex_phys,4881,74,1.0014112510703896,0.9803182256635147,0.43342014031683274,0.06604394115833445,1.2362664361070503,0.7015082060613552,0.8308721270068754,0.3099774636345011,0.5896332718705183,-0.18964778306744545
unseen_conditions,130363,A_polyhedron,4881,74,1.0395552978663392,0.9942042011749412,0.42159031382383794,0.06168959209564984,1.2491059896834822,0.6974079964309922,0.8417393660904038,0.3091579594345421,0.5822577340708871,-0.22779182986339497
unseen_conditions,130363,MC,4881,74,1.0135852230443143,0.6959518203993278,0.6466077078043901,0.5838201788428653,0.9763601574921295,0.8082254618882179,0.47818260012585423,0.5171071501741447,0.7654169227617291,-0.20182175504137012
unseen_conditions,130363,MC_physchem,4881,74,0.7838386124361758,0.5973971307298264,0.740991142450665,0.6603738354698327,0.8358701580044452,0.8373860133276446,0.43434234783526393,0.5586969883220652,0.8217578365089121,0.02792485556676838
unseen_conditions,130363,MC_ecfp,4881,74,0.8117634680029442,0.597154521775419,0.7314274176840528,0.6585897237146083,0.8511622418421235,0.8638503489656609,0.4128944679765696,0.5711944273714403,0.8145871747592707,0.0
unseen_conditions,130363,MC_lig2d_ext,4881,74,0.825348805006469,0.6005743355178872,0.7300480310943517,0.6566905685911816,0.8533452236495992,0.8606392787215854,0.42082805215428065,0.576521204671174,0.8178651915591068,-0.013585337003524822
unseen_conditions,130363,MC_donors,4881,74,0.8981212959210433,0.6609169974655492,0.6761687055625376,0.6073561951613347,0.9346325894083723,0.8476953880477633,0.46825507565947705,0.5306289694734686,0.7904118008604795,-0.0863578279180991
unseen_conditions,130363,MC_complex_phys,4881,74,0.7984456674553332,0.6374762860442159,0.7089663930303107,0.5945195951797055,0.8860394997685362,0.8144340799538969,0.4538158048850591,0.538619135423069,0.791641057160418,0.013317800547611003
unseen_conditions,130363,MC_polyhedron,4881,74,0.8380538869816175,0.6653129892797589,0.6883488039126711,0.5592349047918362,0.916887202993235,0.8058753515990864,0.48253659115553216,0.5154681417742266,0.7734070887113297,-0.026290418978673347
unseen_conditions,130363,MC_all2d,4881,74,0.8287322026347582,0.6175330295657043,0.7140769332348176,0.6302915125105619,0.8782256333494164,0.8590653037233168,0.42486487578688487,0.5634091374718295,0.8063921327596804,-0.01696873463181403
unseen_conditions,130363,MC_all3d,4881,74,0.8075122169070437,0.6302142684414442,0.7071089667182702,0.5996267508849389,0.888862430725027,0.8454196405253052,0.45021298242096586,0.536980127023151,0.8027043638598648,0.004251251095900521
unseen_conditions,130363,MC_everything,4881,74,0.7996280075433725,0.6054727431225656,0.7145256262560384,0.6110735678649377,0.8775362723376224,0.880733070057431,0.4080654630588777,0.5644335177217783,0.8115140340094243,0.0121354604595717
unseen_conditions,130363,MC@hgb,4881,74,0.9378014257150824,0.8585992009139385,0.49147232103731586,0.3636203757201183,1.1712208916296274,0.7696274698576699,0.6037468812172941,0.44540053267773,0.6646179061667691,-0.12603795771213822
unseen_conditions,130363,MC@ridge,4881,74,1.1878032825699698,1.159710807813998,0.2193002625612659,0.12470700667556522,1.451187500290179,0.5884954965828858,0.9793954058237653,0.2726900225363655,0.5095267363245236,-0.3760398145670256
unseen_conditions,130363,MC_ecfp@hgb,4881,74,0.871657675402503,0.7813694188899216,0.5992042126960694,0.4669463100038206,1.0397838947725042,0.8114645704394596,0.6071960831793684,0.42347879532882604,0.7072321245646384,-0.05989420739955886
unseen_conditions,130363,MC_ecfp@ridge,4881,74,1.1549660907399022,0.9847201704300252,0.43430911336341227,0.24855163292428184,1.2352961942691014,0.7342883843267182,0.8368769929146362,0.29543126408522846,0.5838967424708051,-0.343202622736958
unseen_conditions,130363,MC_lig2d_ext@hgb,4881,74,0.8093415088943103,0.7660487634178887,0.6124457056347062,0.45092271242092363,1.0224634425717347,0.7951203822811943,0.5822479257006558,0.4494980536775251,0.704158983814792,0.0024219591086338532
unseen_conditions,130363,MC_lig2d_ext@ridge,4881,74,1.1480050484907658,1.0169711313377388,0.36149524653947485,0.256162275385021,1.3123920161148288,0.747052050345141,0.8453674933608943,0.289080106535546,0.5787748412210613,-0.3362415804878216
unseen_conditions,130363,MC_all2d@hgb,4881,74,0.7959662809587514,0.7714616073231761,0.6079302379893794,0.4457949719427392,1.0284026494703933,0.7993452112193653,0.5975769326725847,0.43618111042819097,0.7000614628149969,0.01579718704419275
unseen_conditions,130363,MC_all2d@ridge,4881,74,1.0844375409010527,0.9724769716450195,0.4485536082433056,0.25401389060733837,1.2196442200977013,0.7439547661421588,0.826756711131256,0.2989141569350543,0.5922966605203852,-0.2726740728981085
unseen_conditions,130363,MC_ecfp_SHUF,4881,74,1.0337250418143236,0.7458165169053009,0.6141967799259176,0.5212558207026654,1.0201509454024191,0.7780413936843724,0.5448958475214916,0.4683466502765827,0.7393976644130301,-0.22196157381137938
unseen_conditions,130363,MC_lig2d_ext_SHUF,4881,74,1.059724802895705,0.7814364057823661,0.5987275191650056,0.48364371505502346,1.0404020536699379,0.7538320089656191,0.6035835642943066,0.42962507682851875,0.7207539438639623,-0.24796133489276073
unseen_conditions,130363,MC_donors_SHUF,4881,74,1.030904207326054,0.7355010501471001,0.6263880547323086,0.5452052047313356,1.0039033163777158,0.7827701202181399,0.5358555024828819,0.4761319401761934,0.7396025404630199,-0.21914073932310973
unseen_conditions,130363,MC_cond_SHUF,4881,74,1.4089785300917166,1.4401277287999723,-0.18838613836017482,-0.27920135613049646,1.7904421817833371,0.48643295172619805,1.2393425647881604,0.21901249743904938,0.41221061257938946,-0.5972150620887724
unseen_conditions,130363,NULL_metal_mean,4881,74,1.3243727674108416,1.280045781682397,0.04179979189761163,0.062490546549626824,1.6077171433226958,0.22848660475147406,1.1263542887879434,0.26162671583691866,0.4566687154271666,-0.5126092994078975
unseen_conditions,130363,NULL_global_mean,4881,74,1.3471495053348692,1.3148562344987973,-0.006554093551474516,-0.002081143009228237,1.647783205049585,0.027572831955790543,1.1573832583372181,0.2610120876869494,0.44540053267773,-0.535386037331925
unseen_conditions,130363,NULL_extractant_mean,4881,74,1.0659903061057265,1.06930498842911,0.35589237457193423,-0.09057531686051523,1.3181375519177605,0.6746247681498804,0.9332960373608283,0.2751485351362426,0.5300143413234993,-0.25422683810278235
unseen_conditions,130363,NULL_nearest_condition,4881,74,0.8703716026054236,0.716134228232511,0.5891879690093605,0.3808180639802782,1.0526962823753778,0.9775849838653127,0.49845768210259617,0.5021511985248924,0.7680803114115959,-0.05860813460247938
unseen_conditions,155921,A_metal,4881,74,1.3305535438198137,1.361974892641341,-0.03525327299601577,0.04308980848751065,1.6711091548685415,0.22925410908712332,1.2141385509803098,0.2329440688383528,0.4249129276787543,-0.5015806595802828
unseen_conditions,155921,A_cond,4881,74,1.051278393223374,0.8040325571089878,0.5628247791300476,0.4508445846307827,1.0859486290421663,0.8046868381273237,0.6012680969302049,0.4363859864781807,0.6928908010653555,-0.22230550898384305
unseen_conditions,155921,A_physchem,4881,74,1.0764146657110696,1.1244611116043601,0.30025150545021473,-0.07934096539584368,1.3738916963356165,0.6420715630172141,1.0106700564786684,0.26429010448678547,0.49661954517516904,-0.2474417814715386
unseen_conditions,155921,A_ecfp,4881,74,1.1649688282427213,1.1278982778186695,0.2898075997185203,-0.08987306178816268,1.384106546079003,0.6867858962544976,0.9894670119980129,0.25281704568735913,0.506658471624667,-0.3359959440031903
unseen_conditions,155921,A_lig2d_ext,4881,74,1.0809399478388908,1.0765641923683273,0.3439180964480073,-0.09074853968560892,1.3303335438446589,0.7039176198615096,0.9356059309131461,0.26736324523663185,0.5332923581233354,-0.25196706359935983
unseen_conditions,155921,A_donors,4881,74,1.09557221390312,1.117369453567033,0.2816117742758071,0.007184023766544589,1.3920701311420405,0.48030612007650625,0.9452219804944417,0.2841630813357918,0.5203851669739807,-0.2665993296635891
unseen_conditions,155921,A_complex_phys,4881,74,0.9863988186009444,0.9821914176201109,0.42873323063556745,0.05936784117961558,1.241369278519509,0.6953727435810403,0.8268205977127872,0.314279860684286,0.5914771563204262,-0.1574259343614134
unseen_conditions,155921,A_polyhedron,4881,74,1.024817336837802,0.9977717346474445,0.41574608978954586,0.05084031800040212,1.2554005834125204,0.6911965918933806,0.8342662220729372,0.31038721573448064,0.5830772382708461,-0.195844452598271
unseen_conditions,155921,MC,4881,74,1.0614479907546401,0.7359105377400171,0.6066082058061728,0.5389474315956455,1.030135041707799,0.7970554703422802,0.5063453888584015,0.49620979307518953,0.7463634501126818,-0.23247510651510916
unseen_conditions,155921,MC_physchem,4881,74,0.8026372165334013,0.6134485276497817,0.7322128317922011,0.6350643784612124,0.8499167604628775,0.8274669399482338,0.4523660690957767,0.5425117803728744,0.8119237861094039,0.026335667706129717
unseen_conditions,155921,MC_ecfp,4881,74,0.828972884239531,0.6113193496261122,0.722396301455802,0.6358028384874336,0.8653546591443347,0.8554119534736927,0.4297840450491952,0.5570579799221471,0.803318992009834,0.0
unseen_conditions,155921,MC_lig2d_ext,4881,74,0.7948715066377218,0.6068911607922657,0.7263586055180764,0.6254292856864632,0.8591567564912836,0.8582219527235984,0.42562448880611536,0.5611555009219422,0.8131530424093424,0.0341013776018092
unseen_conditions,155921,MC_donors,4881,74,0.9169951227483835,0.6895257123789185,0.6481336606574088,0.5667280525575861,0.9742499086089078,0.8321687445238464,0.4866169210763176,0.5119852489244008,0.7762753534111863,-0.08802223850885249
unseen_conditions,155921,MC_complex_phys,4881,74,0.8112829451226754,0.6677995608319989,0.6856967535482338,0.558988920001924,0.9207801446347412,0.7994322068928713,0.477294234124783,0.5166973980741651,0.7715632042614219,0.01768993911685557
unseen_conditions,155921,MC_polyhedron,4881,74,0.8505995653617784,0.6993213522666579,0.6617531418415574,0.5163873539324421,0.955208982898809,0.7922658629548616,0.5142120696683842,0.4906781397254661,0.7566072526121697,-0.021626681122247415
unseen_conditions,155921,MC_all2d,4881,74,0.7945606037553429,0.6178402811646428,0.7168548621473984,0.6092881315308518,0.8739489531540352,0.8572972724810504,0.42982067786737355,0.5580823601720959,0.8012702315099365,0.034412280484188096
unseen_conditions,155921,MC_all3d,4881,74,0.8193622083395614,0.6659134828356542,0.6765668818074599,0.5539833008678057,0.9340578102438364,0.833662512638589,0.4716397736705098,0.5195656627740217,0.7826265109608687,0.009610675899969556
unseen_conditions,155921,MC_everything,4881,74,0.7529429441697937,0.6097257470512256,0.7235205354269036,0.6007825939384192,0.8636006333912528,0.8765247312120018,0.4310020690358094,0.5599262446220037,0.8035238680598238,0.07602994006973729
unseen_conditions,155921,MC@hgb,4881,74,0.92952406299333,0.8668648211041337,0.4914392716181821,0.3652948851424238,1.1712589500705466,0.7632347907101882,0.6347106724249202,0.4279860684286007,0.6617496414669125,-0.10055117875379904
unseen_conditions,155921,MC@ridge,4881,74,1.203701515179971,1.1633609990634115,0.21741600159732122,0.1263011613391959,1.4529377045621015,0.5852751314963408,0.9876267195795203,0.2759680393362016,0.5048145871747592,-0.37472863094044007
unseen_conditions,155921,MC_ecfp@hgb,4881,74,0.823792638493212,0.7980896031625963,0.5862221790800086,0.4292504121627879,1.0564893327459888,0.802700145667463,0.6309118832623599,0.4173325138291334,0.6963736939151813,0.005180245746318923
unseen_conditions,155921,MC_ecfp@ridge,4881,74,1.1102748977509527,0.9804171149640473,0.4354217100636064,0.23366073178400448,1.2340808106110954,0.7445057627594213,0.841299030180298,0.29768490063511577,0.5830772382708461,-0.2813020135114217
unseen_conditions,155921,MC_lig2d_ext@hgb,4881,74,0.77143777001055,0.7678521182367977,0.616703228626644,0.4462641887659895,1.0168317370998483,0.796161783842963,0.5995896621892447,0.42860069657857,0.7125589018643721,0.057535114228980944
unseen_conditions,155921,MC_lig2d_ext@ridge,4881,74,1.1290111289404614,1.0175808155270045,0.3798198978795744,0.23896589597233953,1.293422544311085,0.7580599355539043,0.8522723551798654,0.29338250358533086,0.5742675681212867,-0.30003824470093043
unseen_conditions,155921,MC_all2d@hgb,4881,74,0.8019262587612114,0.7850256717404618,0.6001924230354698,0.43223156986267175,1.03850124737204,0.7973368107634663,0.6205357226881312,0.42163491087891825,0.7012907191149355,0.027046625478319597
unseen_conditions,155921,MC_all2d@ridge,4881,74,1.1231122881735445,0.9862498523591202,0.43554517074516874,0.23796461475399733,1.2339458702573247,0.7651153391715354,0.8521908892508363,0.2917434951854128,0.5777504609711125,-0.2941394039340135
unseen_conditions,155921,MC_ecfp_SHUF,4881,74,1.081505280555814,0.7835964714336768,0.581802725019821,0.4878197193043612,1.0621163922401287,0.7557238604136546,0.5764268816883595,0.44499078057775043,0.7170661749641467,-0.2525323963162831
unseen_conditions,155921,MC_lig2d_ext_SHUF,4881,74,1.0896047997947576,0.8125628981194455,0.5663704390648944,0.4563767977428934,1.0815359322002942,0.7336922972823311,0.6154334631960721,0.4199959024790002,0.701700471214915,-0.2606319155552266
unseen_conditions,155921,MC_donors_SHUF,4881,74,1.0835858545718247,0.7760791747624731,0.5823200241923584,0.5037247237731126,1.0614592837686587,0.7746779428822227,0.5535638528310269,0.45769309567711536,0.7271051014136447,-0.2546129703322937
unseen_conditions,155921,MC_cond_SHUF,4881,74,1.4246276291633644,1.4555399707910066,-0.22366116042072126,-0.3499339285710341,1.8168208284211211,0.48660489528810497,1.2438918669361754,0.22761729153861915,0.41938127432903094,-0.5956547449238334
unseen_conditions,155921,NULL_metal_mean,4881,74,1.3143856343099352,1.2760019856758957,0.04813726723709699,0.06389578403864893,1.602391653546251,0.22710838471579153,1.1193165090091752,0.2610120876869494,0.45584921122720756,-0.4854127500704042
unseen_conditions,155921,NULL_global_mean,4881,74,1.3372497931726472,1.310760654956747,-0.000892379658741449,-0.001041085285977239,1.6431424047726984,0.01033003364617037,1.1531157045764944,0.2606023355869699,0.44888342552755583,-0.5082769089331163
unseen_conditions,155921,NULL_extractant_mean,4881,74,1.0651453786662983,1.0696462900220698,0.35448350173863163,-0.09240369976867768,1.3195783622026804,0.6788325466723888,0.9356059309131448,0.2726900225363655,0.5359557467732022,-0.23617249442676735
unseen_conditions,155921,NULL_nearest_condition,4881,74,0.8786342195929606,0.7404073489275884,0.5708882430616983,0.36859281821297796,1.0758871466224358,0.988235231109049,0.5208845208845201,0.48740012292563,0.7537389879123131,-0.04966133535342965
unseen_conditions,196613,A_metal,4881,74,1.3183196460432345,1.353001908478348,-0.02879245415680698,0.04574857416333611,1.665886456398566,0.21678772833785762,1.1839524970345727,0.23540258143822987,0.4359762343782012,-0.5151061107560267
unseen_conditions,196613,A_cond,4881,74,1.0544981519323733,0.801625234653623,0.5595967133718263,0.4330059023733479,1.0899505327333652,0.8010894446333411,0.5845648764999773,0.44212251587789386,0.6945298094652735,-0.25128461664516555
unseen_conditions,196613,A_physchem,4881,74,1.0733461439508736,1.1322955047798722,0.2890302397166288,-0.08916689736594341,1.3848638442426435,0.6387757315588316,1.0204692064930232,0.2622413439868879,0.4906781397254661,-0.27013260866366584
unseen_conditions,196613,A_ecfp,4881,74,1.1295314440713362,1.1238099170710305,0.2929225034615842,-0.09332632539664121,1.3810678649696604,0.6718822219433942,0.9967971873583441,0.2573243187871338,0.5019463224749027,-0.3263179087841285
unseen_conditions,196613,A_lig2d_ext,4881,74,1.0799794001251395,1.0824939635341333,0.3385122219275555,-0.09003034021866951,1.3358030308230207,0.6905989122816346,0.9546629943126961,0.2661339889366933,0.5271460766236427,-0.27676586483793175
unseen_conditions,196613,A_donors,4881,74,1.0741103284409068,1.103583714547838,0.2957269039422069,0.022908846468045918,1.378326358300444,0.4713356967726591,0.9582174890932428,0.29256299938537184,0.5162876459741856,-0.2708967931536991
unseen_conditions,196613,A_complex_phys,4881,74,0.965552181691634,0.9625955697610957,0.44558748876562415,0.08528432999658131,1.2229199319075181,0.6968166491529934,0.8144872044446156,0.3280065560335997,0.6047940995697603,-0.1623386464044263
unseen_conditions,196613,A_polyhedron,4881,74,0.990947854434101,0.9741700329541291,0.43829381342008933,0.08157279960974595,1.230937821453247,0.6931466657472846,0.8209260442628061,0.31550911698422457,0.5947551731202623,-0.1877343191468933
unseen_conditions,196613,MC,4881,74,1.0319959854695409,0.7022884332092685,0.6292066434805587,0.5605100787446557,1.0001093430108972,0.8041768818150014,0.477008659467431,0.5189510346240525,0.7566072526121697,-0.22878245018233312
unseen_conditions,196613,MC_physchem,4881,74,0.7931246898994183,0.6001473358390789,0.7287005920705449,0.6445292302725966,0.855472267605833,0.8327254400360778,0.42792770580722217,0.5625896332718705,0.8274943659086252,0.010088845387789425
unseen_conditions,196613,MC_ecfp,4881,74,0.8032135352872077,0.5885342830375211,0.7295683446249754,0.6503251345148003,0.8541030556427239,0.8547116669434568,0.3954367873671438,0.5806187256709691,0.8229870928088506,0.0
unseen_conditions,196613,MC_lig2d_ext,4881,74,0.7957502816017342,0.593156846690869,0.7270795849385181,0.6436831369747442,0.8580241740193371,0.8530821356711024,0.409347644303497,0.5748821962712559,0.8238065970088096,0.007463253685473514
unseen_conditions,196613,MC_donors,4881,74,0.8941878939310323,0.6615569923811973,0.6622181138319487,0.5914420326364277,0.9545522167637512,0.8403217556892665,0.45648392797240755,0.53779963122311,0.7906166769104692,-0.09097435864382453
unseen_conditions,196613,MC_complex_phys,4881,74,0.8098023132674594,0.6408947383856403,0.7023294870893273,0.5876293672469041,0.8960854388387977,0.8107232513771894,0.46314141583515644,0.5312435976234379,0.7977873386601106,-0.006588777980251703
unseen_conditions,196613,MC_polyhedron,4881,74,0.8323986069525159,0.6701282760554025,0.6830400524738531,0.5455643929263176,0.9246634803158681,0.7944795803790775,0.4914500569840198,0.505838967424708,0.7783241139110838,-0.02918507166530815
unseen_conditions,196613,MC_all2d,4881,74,0.8040926090017736,0.604604904395839,0.715322152046387,0.6243733683804422,0.8763111737134432,0.8542569755770205,0.4030848679398116,0.5744724441712764,0.8135627945093219,-0.0008790737145658589
unseen_conditions,196613,MC_all3d,4881,74,0.7982340404262328,0.6270905727451409,0.7072514653653181,0.5986350416744253,0.8886461777688984,0.8410857754766297,0.4476960284022926,0.5466093013726695,0.8063921327596804,0.004979494860974931
unseen_conditions,196613,MC_everything,4881,74,0.7535055477680868,0.5864777474991242,0.7297975227032367,0.6198370758114247,0.853741072899424,0.8816328337228508,0.39063271042741876,0.5914771563204262,0.8227822167588609,0.04970798751912098
