regime,split_seed,group,arm,n_rows,mae,bias,r2,baseline_mae,delta_mae_baseline_minus_arm
unseen_conditions,104729,00a9d26cc3ac5a1b,A_metal,14,1.136725276024905,0.9438239306403907,-2.200723018913268,2.853458578788405,1.7167333027635001
unseen_conditions,104729,03cdc88fe84d6143,A_metal,17,0.45625484739308525,0.38681378433987634,,0.16570094625372123,-0.290553901139364
unseen_conditions,104729,068fc78348c7e1cf,A_metal,84,1.2173072877087352,0.03685068841679293,-0.03427679059773148,0.8048906241441003,-0.4124166635646349
unseen_conditions,104729,0863928e75705685,A_metal,10,0.5416333294659286,0.2434556553747813,0.4411998920208623,0.8678160627462415,0.3261827332803129
unseen_conditions,104729,0a4a6a2d0e94d646,A_metal,14,1.0840607402882922,0.14404743587568733,0.08697553077578235,0.8932602793390105,-0.1908004609492817
unseen_conditions,104729,0c2911b45694a976,A_metal,15,1.2241051573290371,1.043270389914741,-0.8386241120984839,0.7295921568328192,-0.49451300049621794
unseen_conditions,104729,0fc67840f95a5de5,A_metal,14,0.352488535815902,0.25475362954231623,,0.47855959854651076,0.12607106273060875
unseen_conditions,104729,147b811837cb1d33,A_metal,442,1.555383742782366,1.4581418611476218,-1.0413566424511815,0.3712324039963656,-1.1841513387860005
unseen_conditions,104729,14c50966d69a7484,A_metal,14,0.7900725615409627,-0.7844848310024662,,1.2790577358936148,0.4889851743526521
unseen_conditions,104729,17bd471af35fc8f5,A_metal,11,2.0670085586053872,-2.0670085586053872,,0.26311888259364546,-1.8038896760117418
unseen_conditions,104729,1ab11555fbc914cb,A_metal,30,2.0006170784591117,1.983078742175605,-3.4220066347110567,0.6318008813771279,-1.3688161970819839
unseen_conditions,104729,1ca0025ec529bdb0,A_metal,12,1.9568877127071769,-1.2202896677246204,-0.4472606939754671,1.039402085571101,-0.9174856271360758
unseen_conditions,104729,1f9aa4765b18ecda,A_metal,12,1.4219196454147014,1.0321095692773383,-0.4608016089247704,1.1128696518023813,-0.3090499936123201
unseen_conditions,104729,29817709b44575a3,A_metal,14,0.20937679253018773,0.10196305997088771,,0.30657836166615265,0.09720156913596492
unseen_conditions,104729,2c57793c900b6e56,A_metal,26,1.116772665355159,-0.7892394537324992,-0.9177498136808349,0.6635583902201204,-0.45321427513503865
unseen_conditions,104729,31a51aa8ed19ccbd,A_metal,14,1.0895601683673406,0.9716315736217,-1.1672914056540238,0.7153129878935599,-0.3742471804737807
unseen_conditions,104729,3a9b6362bd1ed5ab,A_metal,14,0.3846861567572288,0.12656853805682414,,0.21542523749744524,-0.16926091925978354
unseen_conditions,104729,43bdbb089e7620a7,A_metal,12,1.4392853753134995,-1.4392853753134995,-6.010674116246198,0.381167859613283,-1.0581175157002165
unseen_conditions,104729,453a336276f80835,A_metal,14,0.8935698814944578,0.6344186850024699,-0.4804823701401211,0.5109435500925162,-0.3826263314019416
unseen_conditions,104729,49ddbfd15e6903d3,A_metal,78,1.3492356475657206,-0.31458582849426203,-0.02057794948469338,0.9921466071259636,-0.357089040439757
unseen_conditions,104729,4fdf7b59230b8c11,A_metal,14,1.1009387416175567,1.1009387416175567,-4.4708993864393,0.5083111125903803,-0.5926276290271764
unseen_conditions,104729,556b2b279c5c95c8,A_metal,16,0.9514524453061353,0.07832602727100615,-0.03823492977755527,0.38044119236372087,-0.5710112529424144
unseen_conditions,104729,5ba4ad363617d4ee,A_metal,11,2.058084113678405,1.8373191756941694,-2.110499051164358,0.9310517180167266,-1.1270323956616783
