model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows,macro_mae_sd,macro_mae_min,macro_mae_max,offset_mae_sd,offset_mae_min,offset_mae_max,shape_mae_sd,shape_mae_min,shape_mae_max,n_seeds
REC_ecfp_plus_recovered,0.9807059571567519,0.82117153046591,0.5024541231074512,0.2023357258225238,0.9971829528549282,1.1589899640913768,0.23543114448609465,0.4840619582572788,0.9052439699304395,1.937511192553251,0.42714721058178107,0.6354975092350383,0.2839176829268293,0.4984756097560975,0.4762259383776505,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.8578259069808618,0.72128469906543,0.3883979592655174,407.6,1.0807442162605763,0.9183398550246583,0.5371665414869108,1383.0,0.022326183687605514,0.9484962582691019,0.997252604577614,0.03316600978636245,0.7844620743662055,0.8569169661896682,0.008557620226316854,0.4938562815221469,0.5159591106212044,5
GEN7_everything_EXPLORATORY,0.9995785120422364,0.8435777638342307,0.49564161827607867,0.2113458019247118,1.0184184447392415,1.141988273916653,0.2608737473662205,0.47140878771093603,0.9247294421311791,1.9798659052348224,0.48070098446467513,0.64056476878646,0.2821265243902439,0.5038109756097561,0.4868652205701672,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9260177421636746,0.79340062530945,0.373247964670163,407.6,1.1120777999886131,0.955160896396628,0.5228308794839338,1383.0,0.02384937647757742,0.9745876414583643,1.0296728296087545,0.044193026053582773,0.8073449749028027,0.9055183116824468,0.008351998444778507,0.48594876890119565,0.5082332920566663,5
GEN7_metalphys_ecfp_EXPLORATORY,0.999646050670725,0.8436535807599157,0.5027813484087437,0.17351760350956774,1.0155362583826146,1.1453598566205314,0.25311523524488183,0.45277811421908565,0.9027682597813154,1.9958665473699397,0.4279731595239582,0.6284363816025683,0.28006859756097563,0.5016006097560975,0.5049879606287409,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.8819413234791778,0.7440274490706725,0.3964229044848572,407.6,1.1201460961782868,0.9725738647240589,0.532517736189271,1383.0,0.021427185046708735,0.9624528334093512,1.016638130063672,0.03561909159732518,0.8029849956013541,0.8897681022498659,0.006583647961996065,0.49625448760929164,0.5125430057251041,5
TREE_MC_ecfp_massaction,1.0031498360387814,0.8510162823034083,0.5040102813733027,0.16926225073645979,1.0193896812272492,1.1469606342827752,0.24895027340340511,0.45284947088442606,0.9087824929224251,2.0012711232410885,0.4215198109674402,0.6265978526769312,0.28426067073170735,0.5007240853658537,0.4979486888433856,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.8698687061649893,0.7362769916979058,0.3980665026766734,407.6,1.1242791020892045,0.979316110918165,0.5352617413097553,1383.0,0.022983845141121173,0.964179554498216,1.0200125616804903,0.038397883758429,0.8070301575046951,0.8943676539727994,0.006731962015933872,0.49702279823871065,0.514119811630311,5
TREE_MC_donors,1.0149728608725481,0.8613028030144741,0.4990860254227744,0.0682558272814088,1.0185996269469653,1.1629555327742183,0.20757975177627355,0.41800232822050365,0.917242736999824,1.9782480401899893,0.42150873985603904,0.5804702882462481,0.29279725609756097,0.5048399390243903,0.5608977159212586,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9421389412586016,0.8888650731934906,0.3636962289356531,407.6,1.1079828366075755,0.9815942651949872,0.5224045676140209,1383.0,0.03894378350710105,0.962847955372537,1.0626387066652443,0.03069591741200484,0.8180901719414425,0.8962952451692928,0.010943241714703442,0.48566664129400866,0.5108669833932806,5
SELECT_inner,1.0197059266194912,0.8551504844195759,0.506008814066865,0.16965170690825787,1.0299110628535462,1.1363327236378051,0.2636168284534707,0.4424815968905477,0.9121171875211023,2.00134918703189,0.4335395577791207,0.6300177216435385,0.2835746951219512,0.5036585365853659,0.5204024792806018,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9104108745349512,0.7762420007505002,0.38216837277316834,407.6,1.1503655543514213,1.0076373744270763,0.52684768435581,1383.0,0.03769749045164513,0.9713785746151089,1.0704830406414794,0.04472489514850351,0.8087222334790954,0.9289124093777142,0.011745114129446,0.49325317974611665,0.5222099949981889,5
IND_all,1.0467618606788842,0.8743837342665012,0.5069409928956418,0.16213053335540856,1.0497876986282624,1.1340174153328464,0.24933253600752342,0.4470473541581934,0.9026621350571201,2.093413843679835,0.44136802274041376,0.6244324206634573,0.29283536585365855,0.5179496951219512,0.5015441354868472,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.024060338904725,0.925713534283588,0.3912022919879005,407.6,1.2048109928647717,1.0569836473082128,0.5288612152744783,1383.0,0.014632909646669526,1.0268334488527662,1.0679925244552133,0.045647712460904315,0.8292172449069694,0.9369964668945605,0.008091284993480552,0.49589559845497366,0.5168026961511533,5
TREE_MC_lig2d_ext_massaction,1.0467618606788842,0.8743837342665012,0.5069409928956418,0.16213053335540858,1.0497876986282624,1.1340174153328464,0.24933253600752342,0.4470473541581934,0.9026621350571199,2.093413843679835,0.44136802274041376,0.6244324206634573,0.29283536585365855,0.5179496951219512,0.5015441354868472,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.024060338904725,0.925713534283588,0.39120229198790046,407.6,1.2048109928647717,1.0569836473082128,0.5288612152744783,1383.0,0.014632909646669526,1.0268334488527662,1.0679925244552133,0.045647712460904294,0.8292172449069694,0.9369964668945605,0.008091284993480533,0.49589559845497366,0.5168026961511533,5
DECONF_batch,1.0604916749128586,0.9171422721390032,0.5016847915245488,0.1755220122829972,1.0673745717963368,1.1444806555251708,0.2640766365067906,0.43862915065969715,0.9579010747370894,2.0172814401318475,0.4361704725726658,0.6389565270184407,0.2754954268292683,0.5019054878048781,0.4980164990497421,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,1.0202789051148717,0.9149315559881913,0.39898932649070873,407.6,1.202223791754678,1.0839457722454227,0.5359578466289584,1383.0,0.048112628109020096,1.0069379118702535,1.1190970568419634,0.07438316410012341,0.8458536808437556,1.0102871020536344,0.012739580326531585,0.4925510199013736,0.5235029339710909,5
NULL_metal_cond,1.0994956362998558,0.9078813249220206,0.5638876553666204,0.004425575687039318,1.0973066627198533,1.2899577846418795,0.019923191768795045,0.496172389283765,0.9476622719949038,2.235039441266453,0.3577012061267235,0.5872188534002423,0.2792682926829268,0.47252286585365855,0.6140622445874651,5248.0,152.0,131.0,79.0,6.256051615740402,131.0,0.9873581095037458,0.8322869666062882,0.5081908726246429,407.6,1.2428263861754032,1.0950561868246864,0.5783477375831906,1383.0,0.019157610643640598,1.0794323240903636,1.1265939847258784,0.030264907698580805,0.8716536398360133,0.9401086557924213,0.014808271051410183,0.5471552809825431,0.5816179763352302,5
