model,axis_label,n_curves,n_curves_guarded,n_ligands,slope_true_median,slope_pred_median,slope_mae,slope_mae_median,slope_ratio_median,slope_pearson,slope_spearman,slope_sign_agree,span_true_median,span_pred_median,span_recovery_median,span_recovery_median_unguarded,span_recovery_q25,span_recovery_q75,compression_median,shape_mae,shape_mae_median,within_curve_spearman,within_curve_sign_accuracy,row_mae,n_distinct_pred_median,n_distinct_true_median,step_share_pred_median,linear_r2_pred_median,linear_r2_true_median
GEN9_REL_MONOLITH,extractant,775,775,25,2.573675226299942,0.5210451780818858,1.9841825733756835,1.9548081850150743,0.19152845460908025,0.27108204458927165,0.3256477149235448,0.9509677419354838,2.073913043478258,0.47652110331416403,0.20953012760778428,0.20953012760778428,0.14679135111623315,0.3624227599059895,0.2172702519267732,0.5671798109102415,0.5035632126805429,0.8402100686058442,0.9025990783410138,1.1640823824510946,5.0,5.0,1.0,0.9363391405074808,0.9940258395786431
GEN9_REL_MONOLITH,metal_concentration,45,30,4,-1.1226193871745382,0.008878889853669811,0.8537620017108039,1.1311228142277576,-2.69852523542937e-05,0.07751566460777617,0.05831780331575323,0.4444444444444444,0.72923076923077,0.01040752438549436,0.022486051912788886,0.014271921625677905,0.009755390938991398,0.05021593628575228,0.022188441274544026,0.27393142333527465,0.23153075931845302,0.0066781619174063915,0.48950412151392536,0.5434735199625561,4.0,8.0,0.5833333333333334,0.5817507541100404,0.7515429813530872
GEN9_REL_MONOLITH,metal_series,1605,1210,84,0.08443469855079262,0.05524397149364304,0.09323120247144936,0.07579480695407315,0.3930058674773829,0.21340457164191728,0.23712266813102717,0.8043613707165109,1.0261096605744122,0.5399412725661764,0.42812658282869104,0.4930985688121558,0.22926347021604554,0.6459280861052822,0.4407416839796151,0.2961321190932106,0.2470732861706175,0.5462913699483942,0.7507725094182363,1.0989385694679803,8.0,8.0,1.0,0.8810577491994338,0.8742223263723046
GEN9_REL_MONOLITH,temperature,160,160,5,-0.04032650561688559,-3.472314040032537e-05,0.038572934956885255,0.041345631623968634,0.0007087442225059751,0.0696360744924971,0.08734905404283602,0.525,1.1765941508309075,0.14855348071760227,0.12168416965859566,0.12168416965859566,0.055691628694863965,0.23632748995674868,0.12979325981160927,0.3909797952240789,0.3737411046450009,0.09442167025038026,0.5575,1.279707257500816,4.0,4.0,1.0,0.2899222202353738,0.9893613987029377
GEN9_SHAPE_RECOMPOSED,acid,2105,1950,68,1.6557758087863772,0.6056998045083773,1.379567734780112,1.0940462869134338,0.33058077514694495,0.2183115972361514,0.259944124407045,0.8299287410926366,1.9269282814614344,0.7435707459722786,0.37560384349061654,0.39213517924257074,0.21030368249112624,0.6487753424271749,0.35136682781562756,0.5453233535058456,0.4768738379941387,0.5980397724528802,0.7838585547762046,1.222287923302607,5.0,5.0,1.0,0.9544600888644268,0.917337219586492
GEN9_SHAPE_RECOMPOSED,contact_time,40,0,8,0.00014296899524398737,-6.814156454341574e-06,0.003958118888921676,0.0006715408515096455,7.726487278272095e-15,0.16603958449147188,0.3828445911419911,0.575,0.06287846248431395,0.06645219029775767,,0.43354704682176565,,,,0.07312988753142828,0.036737934329620636,0.16768034541063254,0.545625,1.88935325123223,3.0,5.0,0.6,0.6231618176131031,0.1646628381999693
GEN9_SHAPE_RECOMPOSED,extractant,775,775,25,2.573675226299942,1.0240136832686502,1.5103337371475218,1.475534403814272,0.38662085478012603,0.33430239990079713,0.3785572737249749,0.9651612903225807,2.073913043478258,0.9651282273088733,0.4232912084165291,0.4232912084165291,0.26903215651219115,0.6588941838541895,0.416602084187348,0.469194113387331,0.43360043588063385,0.8856282679685347,0.9255721769270157,1.077465366957528,5.0,5.0,1.0,0.9560329014834918,0.9940258395786431
GEN9_SHAPE_RECOMPOSED,metal_concentration,45,30,4,-1.1226193871745382,-4.1091623106741086e-19,0.8475735155249087,1.1195293690207997,0.000591712389346944,0.09465664712350634,0.00596432079365658,0.6,0.72923076923077,0.006240692287574005,0.008034236454030421,0.011044509819555296,0.004890438699622073,0.021271160017192557,0.009029082206804488,0.2698361128847399,0.2293942111608634,0.039143698296165375,0.5237087966499732,0.5377406719022797,4.0,8.0,0.5833333333333334,0.3999177375423638,0.7515429813530872
GEN9_SHAPE_RECOMPOSED,metal_series,1605,1210,84,0.08443469855079262,0.08433205242990373,0.09265088570703515,0.07207360192876316,0.601805720971045,0.19559052750034936,0.23470104257124397,0.822429906542056,1.0261096605744122,0.8997695244707797,0.6183676461935808,0.7161549904633122,0.3625785432316373,0.9340315601171439,0.6219826628676386,0.29112879088438637,0.24661950949898193,0.5703008459698429,0.7644840919625333,1.082287063113223,8.0,8.0,1.0,0.9116107053095731,0.8742223263723046
GEN9_SHAPE_RECOMPOSED,temperature,160,160,5,-0.04032650561688559,0.000700947754812739,0.03962953571783297,0.043914695430439785,-0.02180426702902697,-0.007327166178468527,0.002638058679146054,0.4125,1.1765941508309075,0.17745000060186455,0.16258794107125887,0.16258794107125887,0.07135952061274695,0.3367478951595152,0.17314354906061047,0.4077324562510798,0.3890663220374857,0.01752938502649686,0.5290625,1.2243065703619762,4.0,4.0,1.0,0.3856399466670606,0.9893613987029377
GEN9_X_MULTI_d2,acid,2105,1950,68,1.6557758087863772,0.612478670954704,1.7895865225839862,1.26979530480806,0.3401387397054428,-0.049466305074701615,0.07269333214018547,0.7757719714964371,1.9269282814614344,1.1697146079999998,0.5948990907508335,0.6402492788524474,0.28222922792793914,1.1398939684619682,0.5718464811258201,0.7143702214636982,0.60900900776,0.48769178970129,0.7246896237394284,1.3813341001314914,5.0,5.0,1.0,0.7597342475261573,0.917337219586492
