pair_label,split_seed,arm,r2
Ce-Sm,104729,SCALE,-0.6057803944238336
Ce-Eu,104729,SCALE,-0.7985673092215249
Ce-Gd,104729,SCALE,-1.4397450582160842
Ce-Tb,104729,SCALE,-2.285558374783833
Ce-Dy,104729,SCALE,-1.958696136697104
Pr-Nd,104729,SCALE,0.05277962769355993
Pr-Sm,104729,SCALE,0.11189337707716518
Pr-Eu,104729,SCALE,-0.09869486915755776
Pr-Gd,104729,SCALE,-0.15104472605680486
Pr-Tb,104729,SCALE,-0.7210905028057444
Pr-Dy,104729,SCALE,-0.10832129950455593
Nd-Sm,104729,SCALE,-0.8718807967324056
Nd-Eu,104729,SCALE,-0.927903723421563
Nd-Gd,104729,SCALE,-1.9488851439178339
Nd-Tb,104729,SCALE,-3.027762400718851
Nd-Dy,104729,SCALE,-2.4000130892504368
Sm-Eu,104729,SCALE,-0.7698589557619044
Sm-Gd,104729,SCALE,-1.2175470570324376
Sm-Tb,104729,SCALE,-2.4388231148238306
Sm-Dy,104729,SCALE,-2.2326932222368994
Eu-Gd,104729,SCALE,-0.558757732468651
Eu-Tb,104729,SCALE,-2.833341263388609
Eu-Dy,104729,SCALE,-1.9363244183209636
Gd-Tb,104729,SCALE,-0.9642539117835589
Gd-Dy,104729,SCALE,-1.3530792214614769
Tb-Dy,104729,SCALE,-0.49095292946450186
Nd-Ho,104729,SCALE,-3.0086506037690013
Nd-Er,104729,SCALE,-3.1054218894058927
Sm-Ho,104729,SCALE,-2.2468874818696754
Sm-Er,104729,SCALE,-2.6136345940052226
Gd-Ho,104729,SCALE,-1.2454968099480181
Gd-Er,104729,SCALE,-1.2590553274967813
Dy-Ho,104729,SCALE,-0.09078807797003363
Dy-Er,104729,SCALE,-0.2130225826073382
Ho-Er,104729,SCALE,-0.060770879245003684
La-Ce,104729,SCALE,-0.0165993421712074
La-Pr,104729,SCALE,-0.444558164015592
La-Eu,104729,SCALE,-0.5088438172743062
La-Tb,104729,SCALE,-1.1827306346563407
La-Tm,104729,SCALE,-1.5665173894571032
La-Yb,104729,SCALE,-1.2701667961896517
La-Lu,104729,SCALE,-1.0342250934943027
Ce-Tm,104729,SCALE,-3.0556201175039996
Ce-Yb,104729,SCALE,-2.794222413238635
Ce-Lu,104729,SCALE,-2.7051377879604193
Pr-Tm,104729,SCALE,-1.0011535473655706
Pr-Yb,104729,SCALE,-0.7922052610339911
Pr-Lu,104729,SCALE,-0.6346584922080889
Eu-Tm,104729,SCALE,-2.3407342362229753
Eu-Yb,104729,SCALE,-1.5499299683580179
Eu-Lu,104729,SCALE,-1.1281277916108432
Tb-Tm,104729,SCALE,-0.305075407149457
Tb-Yb,104729,SCALE,-0.10114558331401291
Tb-Lu,104729,SCALE,0.016827818483420076
Tm-Yb,104729,SCALE,0.010170945120747898
Tm-Lu,104729,SCALE,0.11238722110069366
Yb-Lu,104729,SCALE,-0.01669898624238053
Ho-Yb,104729,SCALE,0.161586556810286
Er-Tm,104729,SCALE,-0.005188718319185881
Er-Yb,104729,SCALE,0.10958943144666722
La-Nd,104729,SCALE,-0.1943083891584212
La-Sm,104729,SCALE,-0.2690672352274057
Gd-Tm,104729,SCALE,-1.3795380309700782
Gd-Yb,104729,SCALE,-0.5160520491130125
Gd-Lu,104729,SCALE,-0.5825238756125797
Tb-Ho,104729,SCALE,-0.4192786724249844
Tb-Er,104729,SCALE,-0.376098822363073
Dy-Tm,104729,SCALE,-0.2282829994891351
Dy-Yb,104729,SCALE,-0.021050219042465068
Dy-Lu,104729,SCALE,0.0776450516330991
Ho-Lu,104729,SCALE,0.23630431401412866
Er-Lu,104729,SCALE,0.12028053739149192
La-Gd,104729,SCALE,-0.757091674344031
La-Dy,104729,SCALE,-0.852167947357884
La-Ho,104729,SCALE,-1.457188918495297
La-Er,104729,SCALE,-1.4319801479896053
Ce-Ho,104729,SCALE,-2.3894659189440968
Ce-Er,104729,SCALE,-3.170810383162479
Pr-Ho,104729,SCALE,-1.005406792389532
Pr-Er,104729,SCALE,-0.8323463312384793
Nd-Tm,104729,SCALE,-4.684868804753024
Nd-Yb,104729,SCALE,-3.3162563994372247
Nd-Lu,104729,SCALE,-2.6526900609765396
Sm-Tm,104729,SCALE,-3.5776686712833454
Sm-Yb,104729,SCALE,-2.4042551995842962
Sm-Lu,104729,SCALE,-1.9191013516323903
Eu-Ho,104729,SCALE,-2.133814992384827
Eu-Er,104729,SCALE,-2.263552258558264
Ho-Tm,104729,SCALE_s50,0.07617280540230886
Ce-Pr,104729,SCALE_s50,-0.023622703929245592
Ce-Nd,104729,SCALE_s50,-0.14553208004100315
Ce-Sm,104729,SCALE_s50,-0.20136470248192917
Ce-Eu,104729,SCALE_s50,-0.3955134374145566
Ce-Gd,104729,SCALE_s50,-0.7562916978160841
Ce-Tb,104729,SCALE_s50,-1.1993794587472046
Ce-Dy,104729,SCALE_s50,-0.9988016610177333
Pr-Nd,104729,SCALE_s50,0.0700694170289986
Pr-Sm,104729,SCALE_s50,0.1840299127906253
Pr-Eu,104729,SCALE_s50,0.021570661723302575
Pr-Gd,104729,SCALE_s50,0.03558984743619231
Pr-Tb,104729,SCALE_s50,-0.25479122302879387
Pr-Dy,104729,SCALE_s50,0.09756957983565229
Nd-Sm,104729,SCALE_s50,-0.4280348104013745
Nd-Eu,104729,SCALE_s50,-0.5538264281729115
Nd-Gd,104729,SCALE_s50,-1.188838397794337
Nd-Tb,104729,SCALE_s50,-1.6062883353299857
Nd-Dy,104729,SCALE_s50,-1.4913569932554167
Sm-Eu,104729,SCALE_s50,-0.6398020097735457
Sm-Gd,104729,SCALE_s50,-0.9155873196074691
Sm-Tb,104729,SCALE_s50,-1.5112575441097302
Sm-Dy,104729,SCALE_s50,-1.5764722056766218
Eu-Gd,104729,SCALE_s50,-0.4053322406018576
Eu-Tb,104729,SCALE_s50,-1.6767406500575608
Eu-Dy,104729,SCALE_s50,-1.210940693414774
Gd-Tb,104729,SCALE_s50,-0.5086351189284775
Gd-Dy,104729,SCALE_s50,-0.9347446452635526
Tb-Dy,104729,SCALE_s50,-0.3098103025231054
Nd-Ho,104729,SCALE_s50,-1.7476762227900795
Nd-Er,104729,SCALE_s50,-1.8604406670789944
Sm-Ho,104729,SCALE_s50,-1.4389709836723075
Sm-Er,104729,SCALE_s50,-1.6749926653167586
Gd-Ho,104729,SCALE_s50,-0.7900197719617603
Gd-Er,104729,SCALE_s50,-0.8631933094875199
Dy-Ho,104729,SCALE_s50,-0.006711650306576278
Dy-Er,104729,SCALE_s50,-0.1144459608112951
Ho-Er,104729,SCALE_s50,-0.044958023382748236
La-Ce,104729,SCALE_s50,0.09537519286705465
La-Pr,104729,SCALE_s50,-0.17440913960023385
La-Eu,104729,SCALE_s50,-0.25183597453471607
La-Tb,104729,SCALE_s50,-0.6402382360538006
La-Tm,104729,SCALE_s50,-0.8884796274649882
La-Yb,104729,SCALE_s50,-0.6376673175815584
La-Lu,104729,SCALE_s50,-0.4592984372225233
Ce-Tm,104729,SCALE_s50,-1.717361412596508
Ce-Yb,104729,SCALE_s50,-1.4800285911689768
Ce-Lu,104729,SCALE_s50,-1.341981576201329
Pr-Tm,104729,SCALE_s50,-0.4751310887657789
Pr-Yb,104729,SCALE_s50,-0.3138796277515221
Pr-Lu,104729,SCALE_s50,-0.16712030662253508
Eu-Tm,104729,SCALE_s50,-1.552298379783215
Eu-Yb,104729,SCALE_s50,-0.8983691228504584
Eu-Lu,104729,SCALE_s50,-0.5716532907408953
Tb-Tm,104729,SCALE_s50,-0.27724783081462645
Tb-Yb,104729,SCALE_s50,-0.0807486441938885
Tb-Lu,104729,SCALE_s50,0.04201794797491787
Tm-Yb,104729,SCALE_s50,0.023800603520082397
Tm-Lu,104729,SCALE_s50,0.12209282391230902
Yb-Lu,104729,SCALE_s50,-0.07451428802119153
Ho-Yb,104729,SCALE_s50,0.10876764631644087
Er-Tm,104729,SCALE_s50,-0.0688439726854464
Er-Yb,104729,SCALE_s50,-0.0062546748435508
La-Nd,104729,SCALE_s50,0.025730784471961643
La-Sm,104729,SCALE_s50,-0.03126545753648524
Gd-Tm,104729,SCALE_s50,-0.997111160372699
Gd-Yb,104729,SCALE_s50,-0.38782855472737365
Gd-Lu,104729,SCALE_s50,-0.3897857873679216
Tb-Ho,104729,SCALE_s50,-0.19824221201243097
Tb-Er,104729,SCALE_s50,-0.248254348017942
Dy-Tm,104729,SCALE_s50,-0.18333277820104166
Dy-Yb,104729,SCALE_s50,-0.02317717194651947
Dy-Lu,104729,SCALE_s50,0.0765963859008214
Ho-Lu,104729,SCALE_s50,0.24699285929935033
Er-Lu,104729,SCALE_s50,0.14387247729851615
La-Gd,104729,SCALE_s50,-0.38134471977415285
La-Dy,104729,SCALE_s50,-0.44659313100429565
La-Ho,104729,SCALE_s50,-0.7794629457784781
La-Er,104729,SCALE_s50,-0.7950860206906092
Ce-Ho,104729,SCALE_s50,-1.1880195904357356
Ce-Er,104729,SCALE_s50,-1.608040353733379
Pr-Ho,104729,SCALE_s50,-0.3731931182526358
Pr-Er,104729,SCALE_s50,-0.2881855409111451
Nd-Tm,104729,SCALE_s50,-2.8262593549242396
Nd-Yb,104729,SCALE_s50,-1.8107220932856212
Nd-Lu,104729,SCALE_s50,-1.4326991113439962
Sm-Tm,104729,SCALE_s50,-2.332532184046077
Sm-Yb,104729,SCALE_s50,-1.45136124678897
Sm-Lu,104729,SCALE_s50,-1.18287902208472
Eu-Ho,104729,SCALE_s50,-1.255054722082881
Eu-Er,104729,SCALE_s50,-1.3867912054692084
Ho-Tm,104729,A2_ens,0.1825695959421717
Ce-Pr,104729,A2_ens,0.10037499682191997
Ce-Nd,104729,A2_ens,0.17841630736829828
Ce-Sm,104729,A2_ens,0.08669807731994128
Ce-Eu,104729,A2_ens,-0.0483478575421894
Ce-Gd,104729,A2_ens,-0.3313724227174637
Ce-Tb,104729,A2_ens,-0.6765118600989088
Ce-Dy,104729,A2_ens,-0.5156616619035419
Pr-Nd,104729,A2_ens,0.12545396114062235
Pr-Sm,104729,A2_ens,0.21506993709009048
Pr-Eu,104729,A2_ens,0.12169828150048445
Pr-Gd,104729,A2_ens,0.09419688222532552
Pr-Tb,104729,A2_ens,-0.11673189459317102
Pr-Dy,104729,A2_ens,0.13488389402146994
Nd-Sm,104729,A2_ens,-0.1170042195552381
Nd-Eu,104729,A2_ens,-0.24098254553683396
Nd-Gd,104729,A2_ens,-0.6914322496822787
Nd-Tb,104729,A2_ens,-1.1994256942749906
Nd-Dy,104729,A2_ens,-0.8925413917244038
Sm-Eu,104729,A2_ens,-0.3786283695907473
Sm-Gd,104729,A2_ens,-0.681925725704404
Sm-Tb,104729,A2_ens,-0.7381820092530516
Sm-Dy,104729,A2_ens,-1.1082975909808317
Eu-Gd,104729,A2_ens,-0.12789196836771022
Eu-Tb,104729,A2_ens,-0.7167986087040015
Eu-Dy,104729,A2_ens,-0.637587439265473
Gd-Tb,104729,A2_ens,-0.06231360448959178
Gd-Dy,104729,A2_ens,-0.6246321930742587
Tb-Dy,104729,A2_ens,-0.03968793236670165
Nd-Ho,104729,A2_ens,-0.9129935106272469
Nd-Er,104729,A2_ens,-1.0894964756049328
Sm-Ho,104729,A2_ens,-0.9117515831151053
Sm-Er,104729,A2_ens,-1.0684325570587077
Gd-Ho,104729,A2_ens,-0.4475407226599921
Gd-Er,104729,A2_ens,-0.5134507691453547
Dy-Ho,104729,A2_ens,-0.08461958391944502
Dy-Er,104729,A2_ens,0.00803885744364552
Ho-Er,104729,A2_ens,-0.11173070775843152
La-Ce,104729,A2_ens,0.09756549412581406
La-Pr,104729,A2_ens,0.042231961537008145
La-Eu,104729,A2_ens,-0.015006064187428558
La-Tb,104729,A2_ens,-0.32720152750971243
La-Tm,104729,A2_ens,-0.3497679347561695
La-Yb,104729,A2_ens,-0.23913205114117075
La-Lu,104729,A2_ens,-0.02865515271970631
Ce-Tm,104729,A2_ens,-0.7880122687248658
Ce-Yb,104729,A2_ens,-0.6485471861004728
Ce-Lu,104729,A2_ens,-0.5371903344617921
Pr-Tm,104729,A2_ens,-0.18931546316142245
Pr-Yb,104729,A2_ens,-0.08153218920963812
Pr-Lu,104729,A2_ens,0.0575389020699566
Eu-Tm,104729,A2_ens,-0.6422299294622611
Eu-Yb,104729,A2_ens,-0.30483235486899285
Eu-Lu,104729,A2_ens,-0.04990856323684589
Tb-Tm,104729,A2_ens,-0.03090646107643269
Tb-Yb,104729,A2_ens,0.041742659397746684
Tb-Lu,104729,A2_ens,0.1132975998580884
Tm-Yb,104729,A2_ens,-0.08580272324278915
Tm-Lu,104729,A2_ens,-0.19599792608080135
Yb-Lu,104729,A2_ens,-0.6347309522660785
Ho-Yb,104729,A2_ens,0.10733653481253835
Er-Tm,104729,A2_ens,0.05355394044438322
Er-Yb,104729,A2_ens,0.009473520128703838
La-Nd,104729,A2_ens,0.16258286124408716
La-Sm,104729,A2_ens,0.12043087098744265
Gd-Tm,104729,A2_ens,-0.5255511434570963
Gd-Yb,104729,A2_ens,-0.24098101996233834
Gd-Lu,104729,A2_ens,-0.1525874282692441
Tb-Ho,104729,A2_ens,-0.057548832598453004
Tb-Er,104729,A2_ens,-0.031221332839329374
Dy-Tm,104729,A2_ens,0.07241568306429491
Dy-Yb,104729,A2_ens,0.11585758688473746
Dy-Lu,104729,A2_ens,0.11038175806607253
Ho-Lu,104729,A2_ens,0.08113002912721923
Er-Lu,104729,A2_ens,-0.0653241397165969
La-Gd,104729,A2_ens,-0.11325133913199115
La-Dy,104729,A2_ens,-0.09326033218895158
La-Ho,104729,A2_ens,-0.4243645925136508
La-Er,104729,A2_ens,-0.28996823368650815
Ce-Ho,104729,A2_ens,-0.6636590241173035
Ce-Er,104729,A2_ens,-0.8539538339313912
Pr-Ho,104729,A2_ens,-0.19168254291917997
Pr-Er,104729,A2_ens,-0.1103320083812207
Nd-Tm,104729,A2_ens,-1.625206369918168
Nd-Yb,104729,A2_ens,-1.0801925475428202
Nd-Lu,104729,A2_ens,-0.5249078818736956
Sm-Tm,104729,A2_ens,-1.3033802180227445
Sm-Yb,104729,A2_ens,-0.7622616107352378
Sm-Lu,104729,A2_ens,-0.37287536541014377
Eu-Ho,104729,A2_ens,-0.7540641211856349
Eu-Er,104729,A2_ens,-0.6353840364165237
Ho-Tm,104729,A2_refit_TP,0.18593331896579834
Ce-Pr,104729,A2_refit_TP,0.10709574029342095
Ce-Nd,104729,A2_refit_TP,0.20521100862950437
Ce-Sm,104729,A2_refit_TP,0.10168372828244576
Ce-Eu,104729,A2_refit_TP,-0.03370407437430867
Ce-Gd,104729,A2_refit_TP,-0.30104304068798693
Ce-Tb,104729,A2_refit_TP,-0.5452434002981448
Ce-Dy,104729,A2_refit_TP,-0.4707312633515701
Pr-Nd,104729,A2_refit_TP,0.039919210643343805
Pr-Sm,104729,A2_refit_TP,0.19926749458498205
Pr-Eu,104729,A2_refit_TP,0.10021619557660155
Pr-Gd,104729,A2_refit_TP,0.0610258248981419
Pr-Tb,104729,A2_refit_TP,-0.07020753832590398
Pr-Dy,104729,A2_refit_TP,0.12627939409524014
Nd-Sm,104729,A2_refit_TP,-0.12952700888940605
Nd-Eu,104729,A2_refit_TP,-0.2793123527696426
Nd-Gd,104729,A2_refit_TP,-0.6501450703317837
Nd-Tb,104729,A2_refit_TP,-1.1532282396516522
Nd-Dy,104729,A2_refit_TP,-0.7889291780160546
Sm-Eu,104729,A2_refit_TP,-0.43039158595774585
Sm-Gd,104729,A2_refit_TP,-0.6303443293000259
Sm-Tb,104729,A2_refit_TP,-1.1468875412285842
Sm-Dy,104729,A2_refit_TP,-0.9431771721194684
Eu-Gd,104729,A2_refit_TP,-0.4144150454353963
Eu-Tb,104729,A2_refit_TP,-1.122734979764418
Eu-Dy,104729,A2_refit_TP,-0.7588493254958355
Gd-Tb,104729,A2_refit_TP,-0.42040012856603926
Gd-Dy,104729,A2_refit_TP,-0.5569175098943431
Tb-Dy,104729,A2_refit_TP,-0.21647494340914353
Nd-Ho,104729,A2_refit_TP,-0.8566004106860365
Nd-Er,104729,A2_refit_TP,-0.9399850546434951
Sm-Ho,104729,A2_refit_TP,-0.8376932633888514
Sm-Er,104729,A2_refit_TP,-0.9175457703180643
Gd-Ho,104729,A2_refit_TP,-0.41564772898743585
Gd-Er,104729,A2_refit_TP,-0.4181093988687963
Dy-Ho,104729,A2_refit_TP,-0.025363054106897875
Dy-Er,104729,A2_refit_TP,0.0068807026327433185
Ho-Er,104729,A2_refit_TP,-0.0760204635948929
La-Ce,104729,A2_refit_TP,0.09045275837393929
La-Pr,104729,A2_refit_TP,0.06384359389087635
La-Eu,104729,A2_refit_TP,0.034162641288819295
La-Tb,104729,A2_refit_TP,-0.2224314086317094
La-Tm,104729,A2_refit_TP,-0.29773896866899774
La-Yb,104729,A2_refit_TP,-0.1779600715058829
La-Lu,104729,A2_refit_TP,0.007096112937173604
Ce-Tm,104729,A2_refit_TP,-0.7729694972646997
Ce-Yb,104729,A2_refit_TP,-0.6170448941674145
Ce-Lu,104729,A2_refit_TP,-0.4813403186060643
Pr-Tm,104729,A2_refit_TP,-0.1869546839742775
Pr-Yb,104729,A2_refit_TP,-0.07966108351555512
Pr-Lu,104729,A2_refit_TP,0.04683306469712545
Eu-Tm,104729,A2_refit_TP,-0.6451086770927346
Eu-Yb,104729,A2_refit_TP,-0.3307051553079343
Eu-Lu,104729,A2_refit_TP,-0.04612007391999562
Tb-Tm,104729,A2_refit_TP,0.01670984407663012
Tb-Yb,104729,A2_refit_TP,0.08051580292244531
Tb-Lu,104729,A2_refit_TP,0.12600355922562967
Tm-Yb,104729,A2_refit_TP,-0.2142143999269135
Tm-Lu,104729,A2_refit_TP,-0.3291844850360559
Yb-Lu,104729,A2_refit_TP,-0.11252952607241862
Ho-Yb,104729,A2_refit_TP,0.03198820227441446
Er-Tm,104729,A2_refit_TP,0.06352196212474259
Er-Yb,104729,A2_refit_TP,0.040126775166893336
La-Nd,104729,A2_refit_TP,0.12118622188975658
La-Sm,104729,A2_refit_TP,0.1380464794433075
Gd-Tm,104729,A2_refit_TP,-0.4721333006562667
Gd-Yb,104729,A2_refit_TP,-0.26185983159532444
Gd-Lu,104729,A2_refit_TP,-0.09350399883563987
Tb-Ho,104729,A2_refit_TP,-0.03180927890419305
Tb-Er,104729,A2_refit_TP,-0.08118660085713825
Dy-Tm,104729,A2_refit_TP,0.10850254195393316
Dy-Yb,104729,A2_refit_TP,0.14881167444116694
