arm,extractant_family,n_extractants,macro_mae,fraction_extractants_improved_vs_A2
A2_current_champion,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1,0.24605972469462817,0.0
A2_current_champion,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1,0.17313201698159703,0.0
A2_current_champion,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1,0.32048842732370925,0.0
A2_current_champion,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,1,0.39207172018786224,0.0
A2_current_champion,CCCCCCC(C)N(CCCC)C(=O)COCC(=O)N(CCCC)C(C)CCCCCC,1,0.32116485703014447,0.0
A2_current_champion,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,1,0.2853443368944628,0.0
A2_current_champion,CCCCCCCCC(C)(C)SCC1CN(C(=O)COCC(=O)N2CC(C)C(CSC(C)(C)CCCCCCCC)C2)CC1C,1,0.11177301932854256,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,1,0.5556536228916088,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.21506264328593072,0.0
A2_current_champion,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,1,0.7945468984581142,0.0
A2_current_champion,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,1,0.23284830356803066,0.0
A2_current_champion,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1,0.6357266262265545,0.0
A2_current_champion,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,1,0.5009597260184822,0.0
A2_current_champion,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,0.1727750540937967,0.0
A2_current_champion,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,1,0.10195130249759478,0.0
A2_current_champion,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,1,0.06387981728407918,0.0
A2_current_champion,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,1,0.09761130109785385,0.0
A2_current_champion,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,1,0.21705806588771956,0.0
A2_current_champion,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,1,0.10961942437836925,0.0
A2_current_champion,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,1,0.2741374331153363,0.0
A2_current_champion,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,1,0.11561360454553511,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,1,0.6056744761761275,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,1,0.38117874473692254,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,1,0.5047496195248569,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,1,0.49819043033268356,0.0
A2_current_champion,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,1,0.4814831361271321,0.0
A2_current_champion,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,1,0.09227561440365777,0.0
A2_current_champion,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,1,0.42370114987972024,0.0
A2_current_champion,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,1,0.16514960912102572,0.0
A2_current_champion,CCN(CC)C(=O)COCC(=O)N(CC)CC,1,0.212450808166888,0.0
A2_current_champion,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,1,0.2662639162575398,0.0
A2_current_champion,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,1,0.32253059989602845,0.0
A2_current_champion,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,1,0.4650900792244597,0.0
A2_current_champion,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,1,0.6280075440927024,0.0
H1_CATBOOST_NONE_RMSE,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,1,0.08655487822662261,1.0
H1_CATBOOST_NONE_RMSE,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,1,0.20404956026454196,0.0
H1_CATBOOST_NONE_RMSE,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,1,0.37201739914640053,0.0
