outer_fold,inner_fold,arm,search_phase,scope,weighting_scheme,fit_rows_before_swap,fit_groups,mean_weight_before_swap,minimum_weight,maximum_weight,group_counts_sha256,counts_from_fit_subset_only
0,0.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,2822,24,1.0,1.0,1.0,bfc5191aea89df661f42c37d258f267125b9a432e52ffc3ad43e9051f95a6a84,True
0,1.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4296,13,1.0,1.0,1.0,5f427372c4fc62a13fb427ca7312e8c82720824dfc464cca67146c4ef0b63def,True
0,2.0,H1_CATBOOST_NONE_RMSE,screening,inner_training_only,none,4368,13,1.0,1.0,1.0,a6f3c8dbd3c2f2fb3481224e9220e65390fc6583b494a762ab54e1a9c8999719,True
0,0.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,2822,24,1.0,1.0,1.0,bfc5191aea89df661f42c37d258f267125b9a432e52ffc3ad43e9051f95a6a84,True
0,1.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4296,13,1.0,1.0,1.0,5f427372c4fc62a13fb427ca7312e8c82720824dfc464cca67146c4ef0b63def,True
0,2.0,H1_CATBOOST_NONE_RMSE,expanded,inner_training_only,none,4368,13,1.0,1.0,1.0,a6f3c8dbd3c2f2fb3481224e9220e65390fc6583b494a762ab54e1a9c8999719,True
0,,H1_CATBOOST_NONE_RMSE,expanded,outer_training_only,none,5743,25,1.0,1.0,1.0,49854536833c888973f97814e3ce7f56ee02dfc59348d0bb83e3b4e149518674,True
0,0.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,2822,24,1.0,1.0,1.0,bfc5191aea89df661f42c37d258f267125b9a432e52ffc3ad43e9051f95a6a84,True
0,1.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4296,13,1.0,1.0,1.0,5f427372c4fc62a13fb427ca7312e8c82720824dfc464cca67146c4ef0b63def,True
0,2.0,H1_CATBOOST_NONE_MAE,screening,inner_training_only,none,4368,13,1.0,1.0,1.0,a6f3c8dbd3c2f2fb3481224e9220e65390fc6583b494a762ab54e1a9c8999719,True
0,0.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,2822,24,1.0,1.0,1.0,bfc5191aea89df661f42c37d258f267125b9a432e52ffc3ad43e9051f95a6a84,True
0,1.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,4296,13,1.0,1.0,1.0,5f427372c4fc62a13fb427ca7312e8c82720824dfc464cca67146c4ef0b63def,True
0,2.0,H1_CATBOOST_NONE_MAE,expanded,inner_training_only,none,4368,13,1.0,1.0,1.0,a6f3c8dbd3c2f2fb3481224e9220e65390fc6583b494a762ab54e1a9c8999719,True
0,,H1_CATBOOST_NONE_MAE,expanded,outer_training_only,none,5743,25,1.0,1.0,1.0,49854536833c888973f97814e3ce7f56ee02dfc59348d0bb83e3b4e149518674,True
0,0.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,2822,24,1.0,1.0,1.0,bfc5191aea89df661f42c37d258f267125b9a432e52ffc3ad43e9051f95a6a84,True
0,1.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4296,13,1.0,1.0,1.0,5f427372c4fc62a13fb427ca7312e8c82720824dfc464cca67146c4ef0b63def,True
0,2.0,H1_CATBOOST_NONE_HUBER,screening,inner_training_only,none,4368,13,1.0,1.0,1.0,a6f3c8dbd3c2f2fb3481224e9220e65390fc6583b494a762ab54e1a9c8999719,True
