outer_fold,arm,candidate_index,inner_macro_mae,inner_mae,inner_r2,max_features,min_samples_leaf,selected,search_phase,weighting_scheme,loss_name,loss_function,depth,learning_rate,l2_leaf_reg,iterations,random_strength,bagging_temperature,rsm,phase_selected,correction_kind,correction_parameters,lambda,parameters,mean_epochs_trained
0,A2_current_champion,0,0.30136727093389687,0.3492093813400215,0.5141745855537325,0.35,2.0,True,,,,,,,,,,,,,,,,,
0,A2_current_champion,1,0.3145926941499971,0.36038397559274027,0.4769165399716607,0.7,2.0,False,,,,,,,,,,,,,,,,,
0,A2_current_champion,2,0.3380637572676102,0.38973687896405307,0.39827728248856253,1.0,4.0,False,,,,,,,,,,,,,,,,,
0,H1_CATBOOST_NONE_RMSE,0,0.3565507323906777,,,,,False,screening,none,rmse,RMSE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_NONE_RMSE,1,0.3071364211055733,,,,,False,screening,none,rmse,RMSE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_NONE_RMSE,0,0.29310525269304394,,,,,True,expanded,none,rmse,RMSE,8.0,0.025,30.0,2000.0,2.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_NONE_RMSE,1,0.2953013869185831,,,,,False,expanded,none,rmse,RMSE,9.0,0.01,30.0,3000.0,2.0,2.0,0.5,False,,,,,
0,H1_CATBOOST_NONE_MAE,0,0.3479721801966252,,,,,False,screening,none,mae,MAE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_NONE_MAE,1,0.3105871870108406,,,,,False,screening,none,mae,MAE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_NONE_MAE,0,0.3048029420698397,,,,,False,expanded,none,mae,MAE,8.0,0.025,30.0,2000.0,2.0,1.0,0.7,False,,,,,
0,H1_CATBOOST_NONE_MAE,1,0.28829862226225766,,,,,True,expanded,none,mae,MAE,9.0,0.01,30.0,3000.0,2.0,2.0,0.5,True,,,,,
0,H1_CATBOOST_NONE_HUBER,0,0.34194759463411517,,,,,False,screening,none,huber,Huber:delta=1.0,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_NONE_HUBER,1,0.32022749412249696,,,,,True,screening,none,huber,Huber:delta=1.0,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_SQRT_RMSE,0,0.34726070198219783,,,,,False,screening,group_sqrt,rmse,RMSE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_GROUP_SQRT_RMSE,1,0.3128189011562923,,,,,False,screening,group_sqrt,rmse,RMSE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_SQRT_RMSE,0,0.3042016182474865,,,,,True,expanded,group_sqrt,rmse,RMSE,8.0,0.025,30.0,2000.0,2.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_SQRT_RMSE,1,0.30921668314879597,,,,,False,expanded,group_sqrt,rmse,RMSE,9.0,0.01,30.0,3000.0,2.0,2.0,0.5,False,,,,,
0,H1_CATBOOST_GROUP_SQRT_MAE,0,0.36190110693786265,,,,,False,screening,group_sqrt,mae,MAE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_GROUP_SQRT_MAE,1,0.32437838483422093,,,,,True,screening,group_sqrt,mae,MAE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_SQRT_HUBER,0,0.3367454886642537,,,,,False,screening,group_sqrt,huber,Huber:delta=1.0,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_GROUP_SQRT_HUBER,1,0.3196410822786539,,,,,True,screening,group_sqrt,huber,Huber:delta=1.0,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_EQUAL_RMSE,0,0.3398223529871446,,,,,False,screening,group_equal,rmse,RMSE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_GROUP_EQUAL_RMSE,1,0.32718524355436474,,,,,True,screening,group_equal,rmse,RMSE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_EQUAL_MAE,0,0.375313311215867,,,,,False,screening,group_equal,mae,MAE,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
0,H1_CATBOOST_GROUP_EQUAL_MAE,1,0.33554856620002205,,,,,True,screening,group_equal,mae,MAE,6.0,0.05,3.0,1200.0,1.0,1.0,0.7,True,,,,,
0,H1_CATBOOST_GROUP_EQUAL_HUBER,0,0.34125710815939864,,,,,False,screening,group_equal,huber,Huber:delta=1.0,4.0,0.1,3.0,500.0,0.5,0.0,1.0,False,,,,,
