feature_set,endpoint,comparison,reference,candidate,statistic,pooled_point_delta,pooled_ci95_low,pooled_ci95_high,pooled_p_worse_one_sided,pooled_units_improved,pooled_units_total,pooled_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration,preregistered,question,mean_point_delta,min_point_delta,max_point_delta,seeds_positive,n_seeds
MC_lig2d_ext_massaction,all,EXPANDED_vs_BASE,BASE,EXPANDED,mae,0.16328353633017662,0.04298172794569602,0.3299873957799821,0.0027994401119776045,79,131,79,5000,0.28976972390243155,55,0.21374045801526717,0.07568236917627263,0.01261151349486997,0.31395555916548323,0.03404600676403388,0.012482421689089421,0.2952877746227881,-0.06622335874874474,-0.11058342452848645,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?",0.16328353633017662,0.14955692840821078,0.18303503974067,5,5
MC_lig2d_ext_massaction,all,EXPANDED_vs_BASE,BASE,EXPANDED,offset_mae,0.17730226120530113,0.057993860181879624,0.3454622342786091,0.0005998800239952009,80,131,79,5000,0.29627744102201575,51,0.21374045801526717,0.07490112438370605,0.028185577275300078,0.3264189451353022,0.02040503502692705,0.028535417151611217,0.3105256747182404,-0.06371143428922371,-0.10186268663938963,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?",0.1773022612053011,0.14838453551295067,0.20241501277840515,5,5
MC_lig2d_ext_massaction,all,EXPANDED_vs_BASE,BASE,EXPANDED,shape_mae,0.024293562328961293,0.0008057147564978519,0.05545911207058815,0.020995800839832032,71,131,79,5000,0.04661021823011102,46,0.21374045801526717,0.014718185867411537,-0.005008094863400616,0.053595219521323206,0.1028453222916548,-0.0053581783693719175,0.04930457296649825,-0.06773071300425916,-0.10512258545861937,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?",0.02429356232896129,0.01835846949688542,0.027500357779677933,5,5
MC_lig2d_ext_massaction,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,mae,0.16141637711247717,0.04072338171863271,0.3296647686034617,0.003199360127974405,71,131,79,5000,0.2895581723011812,54,0.21374045801526717,0.07616459705763456,0.009784312313061871,0.31304844191189246,0.03724562520841111,0.010256582202797331,0.2931327786124207,-0.06923822116766848,-0.11055418238122033,True,row-budget-matched depth control: help at BASE's row count?,0.16141637711247717,0.13565366034518955,0.1826780815407684,5,5
MC_lig2d_ext_massaction,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,offset_mae,0.17561389166512179,0.05589152577913028,0.3467201300085162,0.0009998000399920016,74,131,79,5000,0.29726073844380707,53,0.21374045801526717,0.07541945165696626,0.025465297402465503,0.32576248592777807,0.022477383581199585,0.028179520268291507,0.3104278044773895,-0.061702184885339184,-0.10151424484719662,True,row-budget-matched depth control: help at BASE's row count?,0.17561389166512173,0.1345106430332362,0.20431886845959885,5,5
MC_lig2d_ext_massaction,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,shape_mae,0.021536405642728098,-0.0037654126149767797,0.05459098395436218,0.05418916216756649,73,131,79,5000,0.04465315647075888,48,0.21374045801526717,0.01590510461533034,-0.010128225259845604,0.0532010365453018,0.17962858424169967,-0.011170951840181973,0.04818510923545957,-0.06923822116766848,-0.11007578123194048,True,row-budget-matched depth control: help at BASE's row count?,0.021536405642728094,0.018052456646380544,0.024081329034513085,5,5
MC_lig2d_ext_massaction,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,mae,0.17257658637755094,0.055283721044418845,0.3419025506916831,0.0005998800239952009,85,131,79,5000,0.30527006507028154,55,0.21374045801526717,0.0739674938240266,0.025318618110640734,0.31983455464446114,0.02221887349756058,0.02770251341824799,0.30897139762737663,-0.061702184885339184,-0.09405920178990355,True,A4 information null: is the gain information or just rows/regularisation?,0.17257658637755097,0.12643236200292576,0.2257649460649679,5,5
MC_lig2d_ext_massaction,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,offset_mae,0.188524236327886,0.06997220987259073,0.361506579141438,0.0001999600079984003,86,131,79,5000,0.3190183603150849,54,0.21374045801526717,0.07467001862287069,0.03986764862442954,0.3371808240313425,0.013606863400290907,0.04256848500451292,0.3250445410501179,-0.06974075868817967,-0.08968486778785613,True,A4 information null: is the gain information or just rows/regularisation?,0.188524236327886,0.1296279144250543,0.24084341465799208,5,5
MC_lig2d_ext_massaction,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,shape_mae,0.03244696415133691,0.01858668564878942,0.05160675183188881,0.0001999600079984003,85,131,79,5000,0.04015428575591898,54,0.21374045801526717,0.008246582021602403,0.016029280505914578,0.04886464779675924,0.00017962859057292954,0.01772623449384641,0.05041656864420955,0.0065172796505839885,-0.033437975199859346,True,A4 information null: is the gain information or just rows/regularisation?,0.03244696415133691,0.025014583736498487,0.04327570172549253,5,5
MC_lig2d_ext_massaction,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,mae,-0.009293050047374322,-0.05190989722021082,0.037267467677784855,0.6696660667866426,63,131,79,5000,-0.015500341167849945,33,0.21374045801526717,0.022085226437920984,-0.05326135836535177,0.034675258270603124,0.6750719090755742,-0.049271683702170686,0.04078660241889396,0.05015358346473367,0.00917198609540915,True,how much of the apparent gain survives destroying the new labels?,-0.009293050047374341,-0.04272990632429786,0.03192693750248032,2,5
