feature_set,split_seed,extractant,n_rows,mae,bias,offset_abs,shape_mae,sse,sse_centred,sse_offset,sst_centred,y_sd,rank_spearman,rank_kendall,sign_accuracy,n_sign_pairs,arm
MC_lig2d_ext_massaction,104729,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,5,0.6156239374746643,-0.20027819723150508,0.20027819723150508,0.5755682980283634,2.185584182692387,1.9850274012608788,0.20055678143150824,0.3092567451582374,0.2486993144977434,-0.9999999999999999,-0.9999999999999999,0.0,10,BASE
MC_lig2d_ext_massaction,104729,C1COCCOCCOCCOCCOCCO1,5,0.4208981870836099,-0.06826153247154433,0.06826153247154433,0.407245880589301,1.0075868925715104,0.9842887084946919,0.023298184076818506,0.4221789759544825,0.29057838046024087,-0.9999999999999999,-0.9999999999999999,0.0,10,BASE
MC_lig2d_ext_massaction,104729,CC(C)(C)Cc1cc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)n[nH]1,7,0.9715806363455839,-0.052511153069158975,0.052511153069158975,0.9790822296411782,8.569087423515235,8.549785475138666,0.01930194837656851,7.159966231014993,1.0113616161969108,-1.0,-1.0,0.0,21,BASE
MC_lig2d_ext_massaction,104729,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,14,0.8067116056619273,-0.8067116056619273,0.8067116056619273,0.45299184498922146,13.20057030062016,4.089599694685129,9.11097060593503,6.045066142637481,0.6571076310314925,0.7439366103848826,0.6481357265881276,0.8186813186813187,91,BASE
MC_lig2d_ext_massaction,104729,CC(C)(C)c1ccc(NC(=O)c2cc(=O)cc(C(=O)Nc3ccc(C(C)(C)C)cc3)o2)cc1,3,3.3287732904922365,3.3287732904922365,3.3287732904922365,0.18390592569145936,33.3692626841157,0.1270678256321602,33.24219485848353,0.17295875944893613,0.24011022430607165,1.0,1.0,1.0,3,BASE
MC_lig2d_ext_massaction,104729,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,14,0.30498284463376196,0.16475803868680222,0.16475803868680222,0.2606487163318547,1.624186609562416,1.2441536511955107,0.3800329583669054,3.629066345198619,0.5091355660892728,0.9736263736263736,0.9340659340659341,0.967032967032967,91,BASE
MC_lig2d_ext_massaction,104729,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6,0.19077432942301228,-0.17375368750739853,0.17375368750739853,0.07493853775141318,0.24328261008593632,0.0621405465514241,0.18114206353451218,0.20344216894394254,0.184138611261527,0.9856107606091624,0.9660917830792959,1.0,14,BASE
MC_lig2d_ext_massaction,104729,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,8,1.0113466554384132,-1.0113466554384132,1.0113466554384132,0.18753844459894795,8.619307746246857,0.4367312865151406,8.182576459731715,0.733721693796463,0.30284519432303675,0.9523809523809524,0.8571428571428571,0.9285714285714286,28,BASE
MC_lig2d_ext_massaction,104729,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,6,2.2650240721809562,-2.2650240721809562,2.2650240721809562,0.2944781456576621,31.503170085429936,0.7211658000747357,30.782004285355207,1.763708495258838,0.5421728653081718,0.7142857142857143,0.4666666666666666,0.7333333333333333,15,BASE
MC_lig2d_ext_massaction,104729,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21,11,0.9833952394142119,0.9833952394142119,0.9833952394142119,0.3797131138444176,12.642889571352603,2.0051614054247158,10.637728165927886,1.8353373860150148,0.40847136163272485,0.1801621122315644,0.17336567891911941,0.5918367346938775,49,BASE
