feature_set,split_seed,arm,bin,n_rows,n_ligands,pooled_mae,macro_mae_ligand,offset_mae,shape_mae,shape_r2,mean_prediction_sd
MC_lig2d_ext_massaction,130363,EXPANDED_SHUFFLED,"[0.0, 0.4)",622,37,1.3928131982511767,1.5198619086652378,1.4363617491896639,0.38984987454923886,0.18915251468575678,
MC_lig2d_ext_massaction,130363,EXPANDED_SHUFFLED,"[0.4, 0.6)",1540,49,1.1752020442123727,1.1282880209837043,0.9289763591487116,0.5915189432150677,0.18725244097689364,
MC_lig2d_ext_massaction,130363,EXPANDED_SHUFFLED,"[0.6, 0.8)",3086,66,1.077793916169825,0.9914624885534671,0.7676963775368114,0.5869340895062578,0.085559823876172,
MC_lig2d_ext_massaction,155921,BASE,"[0.0, 0.4)",539,38,1.4412772421066598,1.5492142735657946,1.4823305933950592,0.4624372275540035,0.002585557082663059,
MC_lig2d_ext_massaction,155921,BASE,"[0.4, 0.6)",1656,50,1.2308520189277068,1.2614197400608387,1.104737462439996,0.5742183310934194,0.24503685734760583,
MC_lig2d_ext_massaction,155921,BASE,"[0.6, 0.8)",3053,64,1.183450612613347,0.8904776602440325,0.6747056362376695,0.5257947235333874,0.08481041049124771,
MC_lig2d_ext_massaction,155921,EXPANDED,"[0.0, 0.4)",539,38,1.1458115032919058,0.9841606563080699,0.8927495599394024,0.3981423367398465,0.03277050542719584,1.2713930119263595
MC_lig2d_ext_massaction,155921,EXPANDED,"[0.4, 0.6)",1656,50,1.199473599102377,1.2585294162491372,1.0710903593336238,0.5612140105477207,0.22978708307359885,1.098088385077414
MC_lig2d_ext_massaction,155921,EXPANDED,"[0.6, 0.8)",3053,64,1.0380577269954716,0.853760021630502,0.602531562210638,0.5356910711692566,0.15311154063452237,1.118703168883264
MC_lig2d_ext_massaction,155921,EXPANDED_ROWMATCHED,"[0.0, 0.4)",539,38,1.1456092244546914,0.9720783918668513,0.8839171145360377,0.3914831460748387,0.014294915933200758,
MC_lig2d_ext_massaction,155921,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1656,50,1.217705301197664,1.2698070377800506,1.0863901083672958,0.5606489301792252,0.21482884862874296,
MC_lig2d_ext_massaction,155921,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3053,64,1.0387080227053962,0.8590158274766334,0.5974224750836142,0.5415687802663129,0.16553277706829073,
MC_lig2d_ext_massaction,155921,EXPANDED_SHUFFLED,"[0.0, 0.4)",539,38,1.5961188491593812,1.6331115033872852,1.5874524304528592,0.4862830159964024,-0.02980719243311669,
MC_lig2d_ext_massaction,155921,EXPANDED_SHUFFLED,"[0.4, 0.6)",1656,50,1.240746265924399,1.2339273485221962,1.0850787519790837,0.5919525710211652,0.17715505866072667,
MC_lig2d_ext_massaction,155921,EXPANDED_SHUFFLED,"[0.6, 0.8)",3053,64,1.1088516254226006,0.9316977078593258,0.7204569955388008,0.5507450606778097,0.12982698763523892,
MC_lig2d_ext_massaction,196613,BASE,"[0.0, 0.4)",524,35,1.4200817202235074,1.5961491957680882,1.5068105902734723,0.48275080857065994,-0.07342319349614113,
MC_lig2d_ext_massaction,196613,BASE,"[0.4, 0.6)",1171,41,1.247615830427514,1.2755866951282722,1.095218152687172,0.5877268343049471,0.21550535127692882,
MC_lig2d_ext_massaction,196613,BASE,"[0.6, 0.8)",3553,76,1.2208277830305783,0.9671168084680228,0.7681812186492113,0.5165004115216211,0.16304318392670392,
MC_lig2d_ext_massaction,196613,EXPANDED,"[0.0, 0.4)",524,35,1.2596129050000242,1.105935724518727,0.9931337368787675,0.3905111274118805,-0.033195073089442806,1.3888194088405044
MC_lig2d_ext_massaction,196613,EXPANDED,"[0.4, 0.6)",1171,41,1.2761910331430477,1.2269720666088875,1.0268808625079007,0.5912615558337612,0.17597538066012364,1.1396250178330558
MC_lig2d_ext_massaction,196613,EXPANDED,"[0.6, 0.8)",3553,76,1.056923951430325,0.9203627233255028,0.6954647630061853,0.5217148461996653,0.1678806444831058,1.0766957446891041
MC_lig2d_ext_massaction,196613,EXPANDED_ROWMATCHED,"[0.0, 0.4)",524,35,1.2462721988834577,1.0981750036604356,1.0031580632139936,0.3823458322132556,-0.028004978266731984,
MC_lig2d_ext_massaction,196613,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1171,41,1.2627811839548126,1.2001212973271722,1.00575970649887,0.5910802330463737,0.17150316623331407,
MC_lig2d_ext_massaction,196613,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3553,76,1.0401620034576133,0.9174419728117256,0.6850301180383542,0.5283104237683769,0.17252697782778392,
MC_lig2d_ext_massaction,196613,EXPANDED_SHUFFLED,"[0.0, 0.4)",524,35,1.5459857047876704,1.6318529376779742,1.568318958552392,0.4210880815052323,0.003237160969544295,
MC_lig2d_ext_massaction,196613,EXPANDED_SHUFFLED,"[0.4, 0.6)",1171,41,1.3150591271481264,1.2282058773739248,1.057436398124169,0.6212728687160634,0.1707334746184519,
MC_lig2d_ext_massaction,196613,EXPANDED_SHUFFLED,"[0.6, 0.8)",3553,76,1.3409390250453743,1.0738400007282571,0.8757239886685121,0.5602756335112049,0.11835981273736262,
MC_lig2d_ext_massaction,262147,BASE,"[0.0, 0.4)",542,37,1.3463430195829962,1.5031263392116756,1.4125366507712525,0.4421849005394486,0.13062762470929823,
MC_lig2d_ext_massaction,262147,BASE,"[0.4, 0.6)",1393,53,1.333726928517168,1.3815162831857335,1.2580052658573961,0.6318667986330538,0.18798983520211576,
MC_lig2d_ext_massaction,262147,BASE,"[0.6, 0.8)",3313,62,1.1156756274702795,0.9407191047061246,0.7722360406304899,0.46602854354758,0.1818877089115999,
MC_lig2d_ext_massaction,262147,EXPANDED,"[0.0, 0.4)",542,37,1.1820589958317993,1.0146948783579983,0.9042972422859524,0.37006683726523437,0.09875668236037305,1.3601953286185497
MC_lig2d_ext_massaction,262147,EXPANDED,"[0.4, 0.6)",1393,53,1.3369701806332324,1.2813613807920026,1.1393455572154356,0.6011041022342188,0.194302232729333,1.1702312849455907
MC_lig2d_ext_massaction,262147,EXPANDED,"[0.6, 0.8)",3313,62,1.0628018153338492,0.8986947226120472,0.7104849423903276,0.48105065432143107,0.19545048701286827,1.1293696113038303
MC_lig2d_ext_massaction,262147,EXPANDED_ROWMATCHED,"[0.0, 0.4)",542,37,1.2286029086205201,1.010237779485602,0.8984586308826076,0.3681327034516113,0.06403880119633576,
MC_lig2d_ext_massaction,262147,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1393,53,1.3198044637477495,1.2801476661844748,1.137624909782821,0.6028020185603123,0.1984041455517862,
MC_lig2d_ext_massaction,262147,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3313,62,1.0652977643897623,0.9017253487379107,0.70921391110988,0.4884596605838636,0.17491138461019562,
MC_lig2d_ext_massaction,262147,EXPANDED_SHUFFLED,"[0.0, 0.4)",542,37,1.4868394096891004,1.6683639932703973,1.5937501244353398,0.4112469011545265,0.11166917432066281,
MC_lig2d_ext_massaction,262147,EXPANDED_SHUFFLED,"[0.4, 0.6)",1393,53,1.393679527093036,1.337377680274927,1.2045095286619307,0.6213773879044575,0.14274141795140605,
MC_lig2d_ext_massaction,262147,EXPANDED_SHUFFLED,"[0.6, 0.8)",3313,62,1.1325627647149394,0.9953106913588515,0.7844858365247094,0.5290642737008029,0.14559335250282668,
MC_donors,104729,BASE,"[0.0, 0.4)",494,33,1.51769560555121,1.5958123546454348,1.4965462657705133,0.45233646042291387,-0.01198224036203599,
MC_donors,104729,BASE,"[0.4, 0.6)",1448,61,1.156722178938271,1.1835261348993664,1.0018211907276766,0.5886054715556303,0.2081953310485518,
MC_donors,104729,BASE,"[0.6, 0.8)",3306,58,1.1992682825662815,1.0017294733185087,0.8465648380519863,0.48266402385452506,0.06623422612545837,
MC_donors,104729,EXPANDED,"[0.0, 0.4)",494,33,1.3063311766515424,0.912208295530711,0.8079381942313077,0.3640100110871038,0.05276136095284667,0.8916434728255939
MC_donors,104729,EXPANDED,"[0.4, 0.6)",1448,61,1.21331655839949,1.187771807306787,1.0110436844402746,0.5974592923915936,0.14594753168710972,1.055857331786078
MC_donors,104729,EXPANDED,"[0.6, 0.8)",3306,58,1.1801565149978728,0.9352795692751056,0.7506661424679426,0.5033523150692589,0.024351225016879474,0.8994227391057931
MC_donors,104729,EXPANDED_ROWMATCHED,"[0.0, 0.4)",494,33,1.340945721614142,0.9189823083067421,0.8160763006804768,0.36350186194734174,0.056219250135095655,
MC_donors,104729,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1448,61,1.231515644277369,1.1942079955244382,1.014524409942588,0.6127348210380416,0.1306940249993236,
MC_donors,104729,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3306,58,1.1806409040208325,0.9376896210494196,0.745996838694401,0.5177429954944187,0.019143650200385443,
MC_donors,104729,EXPANDED_SHUFFLED,"[0.0, 0.4)",494,33,1.6671658406601053,1.6059185249166548,1.5135093827682309,0.4877591301423945,-0.09756385591309669,
MC_donors,104729,EXPANDED_SHUFFLED,"[0.4, 0.6)",1448,61,1.199007560898373,1.19069308769673,1.0304470663436174,0.6164992603106078,0.16811972543990694,
MC_donors,104729,EXPANDED_SHUFFLED,"[0.6, 0.8)",3306,58,1.2277395371459072,1.0648724307547046,0.8838432108283251,0.5496318893631235,-0.01709681531636953,
MC_donors,130363,BASE,"[0.0, 0.4)",622,37,1.340605550811896,1.4503338168518198,1.3402068464789174,0.4432161063864259,0.2266964636353791,
MC_donors,130363,BASE,"[0.4, 0.6)",1540,49,1.0779404358300049,1.1307414626850627,0.9859775148408768,0.5603621437421631,0.2847583070520884,
MC_donors,130363,BASE,"[0.6, 0.8)",3086,66,1.1337752870639568,1.025195451568461,0.8452408536255216,0.5400266428613724,-0.042014415352314094,
MC_donors,130363,EXPANDED,"[0.0, 0.4)",622,37,1.276109422267865,0.9863857960396497,0.9064186507729388,0.35400377164510993,0.2373378705840472,0.8875959207988467
MC_donors,130363,EXPANDED,"[0.4, 0.6)",1540,49,1.1295299595437012,1.1506931719884275,1.0046352404271064,0.5615392683254451,0.26116209714223027,1.014846792404772
MC_donors,130363,EXPANDED,"[0.6, 0.8)",3086,66,1.1177613188971336,0.9667716766346264,0.7728783519101334,0.542914326258148,-0.06276343535119322,0.8979657245770589
MC_donors,130363,EXPANDED_ROWMATCHED,"[0.0, 0.4)",622,37,1.2857539870021617,0.980217581888631,0.8995599944949827,0.3573448783034733,0.1957283873318031,
MC_donors,130363,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1540,49,1.1115959476149295,1.1459394074838396,0.9970271108746261,0.5628503419659081,0.2581077766565367,
MC_donors,130363,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3086,66,1.1144037607502644,0.9664176050578343,0.7689214252862653,0.5465400375582757,-0.08452902680357632,
MC_donors,130363,EXPANDED_SHUFFLED,"[0.0, 0.4)",622,37,1.3107033042942449,1.4442066368710835,1.3508333192189035,0.4421906887775611,0.23739978370321424,
MC_donors,130363,EXPANDED_SHUFFLED,"[0.4, 0.6)",1540,49,1.1414513190675823,1.2037170346224553,1.0359111428294931,0.6283407780113319,0.2101528895556246,
MC_donors,130363,EXPANDED_SHUFFLED,"[0.6, 0.8)",3086,66,1.1415935971265543,1.0887543291681785,0.8285514618015324,0.6211204545018209,-0.018859661098975966,
MC_donors,155921,BASE,"[0.0, 0.4)",539,38,1.4728488398484105,1.553754315808757,1.4667838839960647,0.45917459603780797,0.023392812005672226,
MC_donors,155921,BASE,"[0.4, 0.6)",1656,50,1.120436196733471,1.1119597644079284,0.9506681538349668,0.5539790279391069,0.1945135732185993,
MC_donors,155921,BASE,"[0.6, 0.8)",3053,64,1.1073659286220086,0.9247982397947815,0.7662321725419139,0.4676244184227683,0.04913886727825234,
MC_donors,155921,EXPANDED,"[0.0, 0.4)",539,38,1.2654106066759905,0.9015036326242306,0.7974256385844477,0.39618151449124456,0.042418383102641566,0.9045601544483114
MC_donors,155921,EXPANDED,"[0.4, 0.6)",1656,50,1.1153641677878356,1.0468863090337104,0.8675120714155193,0.5538443201133093,0.16800296886421529,1.0035645025050675
MC_donors,155921,EXPANDED,"[0.6, 0.8)",3053,64,1.1036976541852541,0.939925147747808,0.7917488796580356,0.48553462375557116,0.013444014105992608,0.9401208772405549
MC_donors,155921,EXPANDED_ROWMATCHED,"[0.0, 0.4)",539,38,1.2798232484360317,0.8925123219037071,0.7845336765182209,0.39338171930660154,0.05360313002383876,
MC_donors,155921,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1656,50,1.124834450635373,1.044917006999918,0.8710303455440332,0.560683552480181,0.16352751638110397,
MC_donors,155921,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3053,64,1.1105365599595216,0.9319952644282343,0.7768099666019808,0.4920472760486233,0.009025902323615442,
MC_donors,155921,EXPANDED_SHUFFLED,"[0.0, 0.4)",539,38,1.5716450696106694,1.6304590156836074,1.5236016892265543,0.5146505399726095,-0.06424753082556234,
MC_donors,155921,EXPANDED_SHUFFLED,"[0.4, 0.6)",1656,50,1.2182026341333705,1.230664116438373,1.0284110645655686,0.6680119334620989,0.05322339063597803,
MC_donors,155921,EXPANDED_SHUFFLED,"[0.6, 0.8)",3053,64,1.1755953458868678,1.0244279303301957,0.847262092012252,0.5476159651105619,-0.056825144324267995,
MC_donors,196613,BASE,"[0.0, 0.4)",524,35,1.4493287779955075,1.538422575938984,1.4322398900016085,0.46032116841585785,-0.12857259539051658,
MC_donors,196613,BASE,"[0.4, 0.6)",1171,41,1.2107123632121963,1.2231256457431703,1.0426305617043836,0.5925669275608236,0.1840244930809919,
MC_donors,196613,BASE,"[0.6, 0.8)",3553,76,1.2145404345140265,1.0265162843448408,0.836171649349103,0.5102650160317881,0.06362392580170761,
MC_donors,196613,EXPANDED,"[0.0, 0.4)",524,35,1.4185661053837648,1.1498278474386845,1.0406388944056615,0.408759330695569,-0.03273273489969131,1.024939604630892
MC_donors,196613,EXPANDED,"[0.4, 0.6)",1171,41,1.258697806703087,1.132482712778844,0.9702188850186809,0.5828124971083428,0.12554499892946502,0.9981459647712274
MC_donors,196613,EXPANDED,"[0.6, 0.8)",3553,76,1.1661907483088956,0.9793204737243458,0.7899413378390587,0.5102122641904241,0.049511213095122075,0.8508070427513047
MC_donors,196613,EXPANDED_ROWMATCHED,"[0.0, 0.4)",524,35,1.401088531643091,1.113470231357277,1.0119378173681322,0.410658355366255,-0.027027939293561953,
MC_donors,196613,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1171,41,1.2588069927868908,1.132309266250609,0.968749210452931,0.5913051397945372,0.1089125845380089,
MC_donors,196613,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3553,76,1.1734370380868242,0.9861829404592141,0.7971750157990037,0.5211497809431357,0.04582350790534784,
MC_donors,196613,EXPANDED_SHUFFLED,"[0.0, 0.4)",524,35,1.5480558977943983,1.5371000633469707,1.4615777117816258,0.4356890331136174,-0.15379578434807062,
MC_donors,196613,EXPANDED_SHUFFLED,"[0.4, 0.6)",1171,41,1.3216789383609813,1.3439565467430614,1.1654521042320822,0.6726021371183667,0.13100710661991255,
MC_donors,196613,EXPANDED_SHUFFLED,"[0.6, 0.8)",3553,76,1.2935864565721413,1.0856392408106312,0.8750735188306986,0.5734226405097669,0.07928573509266135,
MC_donors,262147,BASE,"[0.0, 0.4)",542,37,1.4057249780962262,1.4911285916384387,1.4374122694394937,0.4658252510704914,0.08610064735710865,
MC_donors,262147,BASE,"[0.4, 0.6)",1393,53,1.1497495009793737,1.2126814933385945,1.050108845863636,0.6011774061777292,0.21615007149286924,
MC_donors,262147,BASE,"[0.6, 0.8)",3313,62,1.1122772982871498,0.9630620774404319,0.80153122673103,0.4453477467292539,0.17604006615496015,
MC_donors,262147,EXPANDED,"[0.0, 0.4)",542,37,1.2847916702165796,0.9315145672698101,0.834359555418457,0.38381138767506123,0.0915078453546938,0.8857111577855805
MC_donors,262147,EXPANDED,"[0.4, 0.6)",1393,53,1.1968093555709964,1.178949741452234,1.0094225409275337,0.6048533798477258,0.14774005808068347,1.0320574804251093
MC_donors,262147,EXPANDED,"[0.6, 0.8)",3313,62,1.0886138849554614,0.9005518839382337,0.7094193413112919,0.4540336714003385,0.09331357644183269,0.853699029608698
MC_donors,262147,EXPANDED_ROWMATCHED,"[0.0, 0.4)",542,37,1.2937921387977707,0.9256141244445951,0.8239824645954034,0.39194069289829747,0.03086149805846128,
MC_donors,262147,EXPANDED_ROWMATCHED,"[0.4, 0.6)",1393,53,1.188903886588953,1.1744146952637107,0.9980375609885255,0.6108074899254805,0.1371104986546321,
MC_donors,262147,EXPANDED_ROWMATCHED,"[0.6, 0.8)",3313,62,1.079710206366534,0.8934493704044143,0.7005908670198183,0.4576604897276237,0.08417550862467504,
MC_donors,262147,EXPANDED_SHUFFLED,"[0.0, 0.4)",542,37,1.4337896846125877,1.6028533783060197,1.5003096988408702,0.47684349037031787,0.04280750117798793,
MC_donors,262147,EXPANDED_SHUFFLED,"[0.4, 0.6)",1393,53,1.2347639029888815,1.3434724633228943,1.1816980908139287,0.6927995165186804,0.11623597018324783,
MC_donors,262147,EXPANDED_SHUFFLED,"[0.6, 0.8)",3313,62,1.1769653200709045,0.970037379161804,0.7724423358652026,0.5147271676149385,0.03375575151861543,
