feature_set,split_seed,arm,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units
MC_lig2d_ext_massaction,104729,BASE,1.217549452863424,1.082528024044739,0.5244585582637012,0.1855541483395018,1.2279217046932198,1.2263427650283596,0.15947461284587805,0.5217357542831113,1.0981461743379701,2.3097955721103136,0.3303615087098424,0.6459078495471193,0.25228658536585363,0.47808689024390244,0.5434162622456911,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,104729,EXPANDED,1.0679925244552133,0.9369964668945605,0.5020443051476923,0.16109505504418142,1.0830395724222412,1.2033347821929021,0.17384672672999324,0.49880277106682314,0.9590295876905403,2.173249660387264,0.4823180154823573,0.6261424074847514,0.2785823170731707,0.48208841463414637,0.4744546281783871,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,104729,EXPANDED_ROWMATCHED,1.0818957925182346,0.9483997900608521,0.5075107765520702,0.1534846135253075,1.093825235175117,1.1982201144152478,0.1788723537718956,0.4911606178796922,0.9508265475340064,2.1968765284336516,0.4662134898201261,0.6173648031201816,0.2782012195121951,0.49104420731707316,0.47853689692075885,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,104729,EXPANDED_SHUFFLED,1.2017346167153409,1.0646316360468508,0.5299020550866185,0.15674216943417651,1.2101053124801486,1.249645425376172,0.12354456260579383,0.5251165025423603,0.9997043148164246,2.3078508075722497,0.34200375045380743,0.6224295504480656,0.25152439024390244,0.47865853658536583,0.4126882218861069,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,130363,BASE,1.2061431005782193,0.9972655379462344,0.5383442132357227,0.12379366489293386,1.1880943934252997,1.115078676373987,0.27892431593474687,0.4002336817783698,1.032482640783857,2.2708399359916887,0.3621829688168075,0.6290120994966132,0.2814405487804878,0.5323932926829268,0.6093883716278679,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,130363,EXPANDED,1.0477838010728133,0.8451030051411766,0.5168026961511533,0.1342288854612952,1.0402323043931319,1.0927133398349949,0.30323643912783804,0.3866982602068877,0.8567364281873393,2.054867868299564,0.4433753074966665,0.6139827221826198,0.2932545731707317,0.5383003048780488,0.5363119590471052,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,130363,EXPANDED_ROWMATCHED,1.0510588953590994,0.846129809276122,0.5186331441330236,0.13408799367802693,1.0428736745562341,1.0861473892083366,0.3156449125413451,0.3754764841484609,0.853410669703953,2.058866179154565,0.42903024814935425,0.6167257562577918,0.3003048780487805,0.5356326219512195,0.5477928059172584,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,130363,EXPANDED_SHUFFLED,1.174216163075739,0.9824551791824604,0.5404376544952182,0.12281747159368805,1.1641942624562116,1.1437143640814338,0.2524894301476448,0.4207991779505715,1.0574409592389942,2.1455609782273,0.38087413644951806,0.6215261967343187,0.28029725609756095,0.5192454268292683,0.5052850566464954,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,155921,BASE,1.192179823299822,1.0180697130935719,0.5258841678148677,0.12892859922106992,1.1771822345668432,1.2248883569261282,0.14776925821978915,0.495509382407759,1.0145338127969608,2.2527302030656435,0.3358788217905065,0.6245597066560316,0.26009908536585363,0.4923780487804878,0.5454926530662804,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,155921,EXPANDED,1.0268334488527662,0.8292172449069694,0.5096995913048199,0.16913610186172,1.0195080074770768,1.100059245599285,0.2694145236301938,0.4386737022224122,0.8638178947681496,2.0815655205578567,0.445269864284142,0.6273843879961772,0.3039253048780488,0.5463033536585366,0.5251987592287362,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,155921,EXPANDED_ROWMATCHED,1.0293692495133542,0.8298907511584575,0.510323736821376,0.1711948299444923,1.0224101561739962,1.106169768308686,0.26284360522874983,0.44505575894149524,0.8982162132311506,2.093369815148105,0.4488559294059073,0.6320377587197709,0.3050685975609756,0.5388719512195121,0.5154299480959762,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,155921,EXPANDED_SHUFFLED,1.2260592676155588,1.0571472215174085,0.548184651594088,0.1343562518593645,1.206468801696207,1.2005159848481157,0.18272770572416974,0.47720797371863843,1.0545794586646366,2.2799910485485158,0.31038127706099083,0.6146264794641427,0.2631478658536585,0.5022865853658537,0.450401933734267,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,196613,BASE,1.2072786817649093,1.0264742601124055,0.5279415117244679,0.1599381110670739,1.1951654854981053,1.2467000899267116,0.1371927085584882,0.5194329273542888,1.051637623617304,2.2720307896710255,0.3163153714962857,0.6298882374553688,0.24657012195121952,0.46970274390243905,0.5411595222701799,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,196613,EXPANDED,1.047158642215369,0.8534020930398084,0.5102627734195696,0.15717108878517683,1.045797184617487,1.12608758793111,0.2595641491595255,0.4381653488458699,0.9084428239527631,2.0385132754419173,0.38316549492033475,0.6154539430918563,0.29820884146341464,0.5196265243902439,0.49082460019922364,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,196613,EXPANDED_ROWMATCHED,1.036423317094069,0.8447958496701207,0.5116314861102758,0.1598362133251875,1.035307159554082,1.1104152052040621,0.28368671012867663,0.42108142521081376,0.9244739264946116,2.013315463144128,0.36959154145836964,0.6223578474012618,0.3043064024390244,0.5259146341463414,0.4727327074276376,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,196613,EXPANDED_SHUFFLED,1.2248763550123098,1.0842176250738917,0.5446790698479823,0.12277757959271007,1.2439679858316288,1.3556377864301468,-0.00590689030199143,0.5695641111805303,1.1275034579520145,2.2755185857095293,0.27160268318098,0.5964442616103981,0.2263719512195122,0.4293064024390244,0.41015629022699956,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,262147,BASE,1.2270759265389297,1.0974787479478205,0.5180496799175093,0.18014588306080825,1.2313198819174709,1.1973766924251974,0.1942117182634363,0.49780524887470173,1.085097104584823,2.322235554869336,0.34297502261224233,0.6390505260491411,0.26333841463414637,0.48647103658536583,0.5584258480020601,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,262147,EXPANDED,1.0440408867982598,0.9071998613499911,0.49589559845497366,0.1890215356246694,1.060361424231375,1.1478921211059396,0.24060084139006654,0.47289668844897426,0.9252839406868076,2.118872893712571,0.4527114315185682,0.6391986425618819,0.29020579268292684,0.5034298780487805,0.480930730780784,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,262147,EXPANDED_ROWMATCHED,1.0443978449981612,0.9046602108549905,0.4990389208395112,0.1737000274183904,1.0600894458585188,1.1497183475412003,0.2389364136018992,0.4641128667054681,0.9508331101909857,2.09794510400497,0.4676515149001534,0.63441599700208,0.2863948170731707,0.5055259146341463,0.47259420097631005,5248,152,131,79,6.256051615740402,131
MC_lig2d_ext_massaction,262147,EXPANDED_SHUFFLED,1.2698058328632276,1.1279334308402755,0.5325731702046284,0.142729690960956,1.2784193925646357,1.2384609338400698,0.14308281914974086,0.5062177584613982,1.1278646757981141,2.3834803792873784,0.32420908843175783,0.6126700853841975,0.2501905487804878,0.47827743902439024,0.4782871767115104,5248,152,131,79,6.256051615740402,131
MC_donors,104729,BASE,1.2081070762803379,1.0499860527094105,0.5185957259369214,0.09783876918050538,1.2036658643725935,1.2175031033553811,0.15431126741047274,0.4734614777281766,1.014760463276998,2.3560064660360855,0.29557871764608,0.5995688396353508,0.2700076219512195,0.49009146341463417,0.540198517722529,5248,152,131,79,6.256051615740402,131
MC_donors,104729,EXPANDED,1.020857282629537,0.8675938251554642,0.5108669833932806,0.05721351256949947,1.0315997961591024,1.2011828156271511,0.15717225454821593,0.44788307553621803,0.929814964223783,2.084145867976444,0.4002629213170498,0.5853836741059886,0.2884908536585366,0.4998094512195122,0.5332640831387807,5248,152,131,79,6.256051615740402,131
MC_donors,104729,EXPANDED_ROWMATCHED,1.0253248239734185,0.8689758129817688,0.5223781530674941,0.049959460283702795,1.0365730389603918,1.2097676577903753,0.148942280034137,0.4490151509147275,0.9122745866216682,2.0913593403867443,0.4017187663935809,0.58043354697701,0.28334603658536583,0.4948551829268293,0.5226541265868497,5248,152,131,79,6.256051615740402,131
MC_donors,104729,EXPANDED_SHUFFLED,1.2411210448338417,1.079381492804968,0.5630339194520214,0.02544771251554223,1.2328302016810726,1.2611756446782212,0.10301820993274247,0.4637367282119005,1.1217744039482416,2.284701360836221,0.30670428542582473,0.5744680628348977,0.2541920731707317,0.4679878048780488,0.5027642715226188,5248,152,131,79,6.256051615740402,131
MC_donors,130363,BASE,1.1791972645794995,1.0110950518829431,0.523016443477068,0.07219164454718296,1.162707780911867,1.1419046226491194,0.23717132894371395,0.3996730969729368,0.9565445329155146,2.230089406003435,0.3374223422494421,0.5985932594948965,0.2915396341463415,0.5081935975609756,0.6269432505368288,5248,152,131,79,6.256051615740402,131
MC_donors,130363,EXPANDED,1.0370833283922616,0.8800959742473404,0.5029336133674582,0.05334686329353722,1.0308366482814824,1.1399823987165523,0.23228344797802292,0.3913795948350728,0.8932143184955013,1.975113947091221,0.4458902288997256,0.5687715959632755,0.3020198170731707,0.5060975609756098,0.5989953521214274,5248,152,131,79,6.256051615740402,131
MC_donors,130363,EXPANDED_ROWMATCHED,1.0337663953696752,0.8742556730135826,0.5057438798184488,0.035092657318058884,1.0276489699368723,1.133888480357784,0.23191998335634412,0.37993719603503695,0.9236141343117483,1.9652976329422147,0.4372038941168741,0.5672297187670425,0.30602134146341464,0.5129573170731707,0.6069976598402034,5248,152,131,79,6.256051615740402,131
MC_donors,130363,EXPANDED_SHUFFLED,1.2287673902956644,1.022532074267406,0.5798927868713499,0.0670189938586967,1.2123392499067773,1.161594955672188,0.23646771717304715,0.39688249609156273,1.0990981839255944,2.1529436097260892,0.3161716247321621,0.5928350337946404,0.2707698170731707,0.4961890243902439,0.584710660228691,5248,152,131,79,6.256051615740402,131
MC_donors,155921,BASE,1.1593221885434468,1.002039831093956,0.49391808437795537,0.09223685718536068,1.1436035497894421,1.1490274478948006,0.23238136618317362,0.4163082277366859,0.9680074705401618,2.2435559163755094,0.3627740079519872,0.595956471540171,0.2844893292682927,0.5091463414634146,0.6125651430735979,5248,152,131,79,6.256051615740402,131
MC_donors,155921,EXPANDED,0.9628479553725371,0.8180901719414424,0.48566664129400866,0.06280450023504336,0.965504361495171,1.1239878652977506,0.2555980290101387,0.37858860201678657,0.9145481711051615,1.8523571939912962,0.46818926570453195,0.5713476718491745,0.3020198170731707,0.5152439024390244,0.5843161941032361,5248,152,131,79,6.256051615740402,131
MC_donors,155921,EXPANDED_ROWMATCHED,0.956780725503551,0.8097344397856634,0.4899586093734987,0.05934892401116365,0.9592698388535775,1.132434965456482,0.24464482582900604,0.3853415126537321,0.8827560035219111,1.833955162145456,0.45799421320880945,0.5674186589122701,0.2928734756097561,0.5144817073170732,0.577653420940391,5248,152,131,79,6.256051615740402,131
MC_donors,155921,EXPANDED_SHUFFLED,1.261196108171369,1.0759354691294185,0.5789785457838164,-0.023441928494860376,1.2437765523620279,1.2297166245498512,0.14663388320172532,0.4080509268819889,1.0860646580518907,2.2330218406378313,0.325173927270328,0.5810935290355469,0.2507621951219512,0.4729420731707317,0.6064238822211684,5248,152,131,79,6.256051615740402,131
MC_donors,196613,BASE,1.214472632275374,1.0291137798057095,0.5209646456773993,0.07828350690438701,1.1974222318654097,1.2371293103695624,0.1281980225739675,0.4781615882415396,0.9572302847146512,2.381437406422936,0.31883604271823435,0.6054877429660358,0.25685975609756095,0.4876143292682927,0.5733725116098366,5248,152,131,79,6.256051615740402,131
MC_donors,196613,EXPANDED,1.0626387066652443,0.8962952451692928,0.5064343489096,0.06120102166451402,1.0598955387324793,1.2120311546516602,0.147170518739844,0.45666593060840704,0.952523082227813,2.0348072234312924,0.3671202996312662,0.5826233684939952,0.2728658536585366,0.4961890243902439,0.5256405829548356,5248,152,131,79,6.256051615740402,131
MC_donors,196613,EXPANDED_ROWMATCHED,1.0534002389594865,0.8929068581393362,0.5146311613228504,0.05523662003895369,1.0549081676886838,1.2152163062989552,0.14026551840350265,0.4576055456894827,0.9454366941094917,2.024091207255235,0.3377195020231771,0.5767636070924258,0.27915396341463417,0.49428353658536583,0.5142067414061045,5248,152,131,79,6.256051615740402,131
MC_donors,196613,EXPANDED_SHUFFLED,1.2685681817729277,1.0884496290592458,0.568460029339289,0.07622735552552606,1.2592717298369571,1.3252629587396707,0.03247608403021407,0.5287407116677665,1.1244764649467072,2.31076685839149,0.21874561863546865,0.6054982105641094,0.2458079268292683,0.43921493902439024,0.5078538288211683,5248,152,131,79,6.256051615740402,131
MC_donors,262147,BASE,1.1741166219233938,1.0429931503773542,0.5046677441726419,0.18028493633941267,1.1786429331504902,1.1525302367030774,0.24786523607830013,0.4620724486386428,1.0054542885405169,2.258346069036051,0.3375397809020768,0.6311171334692027,0.2761051829268293,0.5057164634146342,0.5798559799245753,5248,152,131,79,6.256051615740402,131
MC_donors,262147,EXPANDED,0.9914370313031616,0.8444387985588309,0.4895285401495245,0.1067132386444497,1.0051617900665912,1.1375934295779777,0.24567450860514617,0.41549443810603415,0.8961131489468606,1.9448159684596926,0.4260809837276217,0.5942251308188069,0.29858993902439024,0.506859756097561,0.5622723672880133,5248,152,131,79,6.256051615740402,131
MC_donors,262147,EXPANDED_ROWMATCHED,0.9883709309294197,0.8343419452477007,0.49506284846315896,0.09393203752424928,0.9992471211743446,1.1308038046759015,0.24848450138020883,0.40491450080847935,0.9078882391673553,1.9428028012491618,0.38932824838145136,0.5939937969013817,0.3006859756097561,0.514672256097561,0.5636987419041054,5248,152,131,79,6.256051615740402,131
MC_donors,262147,EXPANDED_SHUFFLED,1.2589897921403703,1.0923215953545593,0.5675964994165659,0.05481118603619051,1.2542890332991314,1.2188312178579346,0.17001822933005728,0.43790910028866215,1.1887390723812528,2.235762409383392,0.3510663970186667,0.6061168456102557,0.24866615853658536,0.47770579268292684,0.5804036410844761,5248,152,131,79,6.256051615740402,131
