feature_set,split_seed,endpoint,threshold,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_rows_unknown_similarity,macro_mae_ligand,pooled_mae,offset_mae,shape_mae,shape_r2,median_ligand_mae,worst_quartile_ligand_mae,frac_within_1_log,frac_within_0_5_log,rank_spearman,sign_accuracy,macro_mae,n_eff_pooled_rows,n_macro_units,arm
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.048877226025137,1.176271547225154,0.9461698386751136,0.3748563200533818,0.14450489954520374,0.7508803871485265,2.264609528657334,0.5289389067524116,0.2877813504823151,0.3943000496181412,0.636603308916393,1.048877226025137,6.012930900500451,37,EXPANDED
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.133704784733508,1.1416396604956425,0.9725841079510565,0.4849036409502394,0.21128149331835677,0.888583997303313,2.330313784563556,0.5513413506012951,0.29278445883441256,0.44473977931257086,0.7026167866486452,1.1352330327787994,12.890910093767237,85,EXPANDED
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.0402323043931319,1.0927133398349949,0.8451030051411766,0.5168026961511533,0.1342288854612952,0.8567364281873393,2.054867868299564,0.5383003048780488,0.2932545731707317,0.4433753074966665,0.6139827221826198,1.0477838010728133,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.0374854444617179,1.1522967379115538,0.9324841468808118,0.37710627839414795,0.12009580073914827,0.7148526489054328,2.246753746396058,0.5257234726688103,0.2909967845659164,0.41032329361235353,0.6477645870169235,1.0374854444617179,6.012930900500451,37,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.1348367121696286,1.1367210569536206,0.9767416542519067,0.4872928802184058,0.21053091603786656,0.824898274870862,2.336900147411687,0.5522664199814986,0.2978723404255319,0.44204517009523936,0.7138212278188031,1.136527963135785,12.890910093767237,85,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.0428736745562341,1.0861473892083366,0.846129809276122,0.5186331441330236,0.13408799367802693,0.853410669703953,2.058866179154565,0.5356326219512195,0.3003048780487805,0.42903024814935425,0.6167257562577918,1.0510588953590994,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.5198619086652378,1.3928131982511767,1.4363617491896639,0.38984987454923886,0.18915251468575678,1.4982297958930293,2.625292682877113,0.40836012861736337,0.18971061093247588,0.3529955287209371,0.7761745390250063,1.5198619086652383,6.012930900500451,37,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.2967558563815735,1.2378080283992998,1.147270073468656,0.5047543439053507,0.1877001650069503,1.1210534837187507,2.3439582851468748,0.4805735430157262,0.2645698427382054,0.4291094968952906,0.6920359423854467,1.300980903202522,12.890910093767237,85,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.1641942624562116,1.1437143640814338,0.9824551791824604,0.5404376544952182,0.12281747159368805,1.0574409592389942,2.1455609782273,0.5192454268292683,0.28029725609756095,0.38087413644951806,0.6215261967343187,1.174216163075739,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,1.5492142735657946,1.4412772421066598,1.4823305933950592,0.4624372275540035,0.002585557082663059,1.4037988776317862,2.6460251515522812,0.37105751391465674,0.19851576994434136,-0.04418558878585142,0.7289736279401283,1.5492142735657943,5.088022557312738,38,BASE
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.3856946522561604,1.2825236340955681,1.267789041716046,0.5259492182013988,0.2039177384561226,1.2099883815236763,2.4871011764604813,0.47517084282460137,0.24829157175398633,0.22799762376563695,0.6937157715495421,1.3922158180142525,13.16914805511443,86,BASE
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.1771822345668432,1.2248883569261282,1.0180697130935719,0.5258841678148677,0.12892859922106992,1.0145338127969608,2.2527302030656435,0.4923780487804878,0.26009908536585363,0.3358788217905065,0.6245597066560316,1.192179823299822,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,0.9841606563080699,1.1458115032919058,0.8927495599394024,0.3981423367398465,0.03277050542719584,0.8410338659561529,2.0078811963145378,0.5027829313543599,0.28385899814471244,0.20584060121392356,0.5837847469707769,0.9841606563080699,5.088022557312738,38,EXPANDED
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.1400519971836762,1.1862964375343386,0.9940795595952102,0.49079669685795674,0.1963735766457806,0.9065622276023139,2.4494143000006514,0.5362186788154898,0.2888382687927107,0.4047685657918734,0.6755574347646003,1.1525397759457037,13.16914805511443,86,EXPANDED
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.0195080074770768,1.100059245599285,0.8292172449069694,0.5096995913048199,0.16913610186172,0.8638178947681496,2.0815655205578567,0.5463033536585366,0.3039253048780488,0.445269864284142,0.6273843879961772,1.0268334488527662,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,0.9720783918668513,1.1456092244546914,0.8839171145360377,0.3914831460748387,0.014294915933200758,0.84537810304639,1.986013089963063,0.5102040816326531,0.28014842300556586,0.23229240515338462,0.5646650035637918,0.9720783918668514,5.088022557312738,38,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.1412423952266235,1.2000015265441504,0.9989585883037979,0.48760006886142193,0.18081880780291937,0.908100847205565,2.466919405097957,0.5220956719817768,0.2847380410022779,0.405725958637245,0.6864127433383957,1.1541512598555221,13.16914805511443,86,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.0224101561739962,1.106169768308686,0.8298907511584575,0.510323736821376,0.1711948299444923,0.8982162132311506,2.093369815148105,0.5388719512195121,0.3050685975609756,0.4488559294059073,0.6320377587197709,1.0293692495133542,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,155921,nn<0.4,0.4,539,38,38,34,0,1.6331115033872852,1.5961188491593812,1.5874524304528592,0.4862830159964024,-0.02980719243311669,1.621254924876316,2.7759094733995164,0.3525046382189239,0.1725417439703154,-0.060511259232339014,0.6923913043478261,1.6331115033872852,5.088022557312738,38,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,155921,nn<0.6,0.6,2195,88,86,58,0,1.4063023244866664,1.3280108774795956,1.3020128404109412,0.5463225358968358,0.14205479151644984,1.1615187452501825,2.5651178222729123,0.46879271070615036,0.23280182232346242,0.18881649640436718,0.6500931934281375,1.4185980009404024,13.16914805511443,86,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,155921,all,,5248,152,131,79,0,1.206468801696207,1.2005159848481157,1.0571472215174085,0.548184651594088,0.1343562518593645,1.0545794586646366,2.2799910485485158,0.5022865853658537,0.2631478658536585,0.31038127706099083,0.6146264794641427,1.2260592676155588,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.5961491957680882,1.4200817202235074,1.5068105902734723,0.48275080857065994,-0.07342319349614113,1.4001986801697168,2.7868010963144925,0.4026717557251908,0.19274809160305342,-0.01827688429970404,0.5250649304443733,1.5961491957680884,4.809528814153092,35,BASE
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.4232141625281876,1.3009327190724111,1.2847673015755998,0.5393826119273148,0.15207647652354872,1.267339819668491,2.562994156641285,0.45781710914454277,0.2424778761061947,0.19148475230951098,0.6799314974257225,1.4312161079535686,9.799826722288357,75,BASE
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.1951654854981053,1.2467000899267116,1.0264742601124055,0.5279415117244679,0.1599381110670739,1.051637623617304,2.2720307896710255,0.46970274390243905,0.24657012195121952,0.3163153714962857,0.6298882374553688,1.2072786817649093,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.105935724518727,1.2596129050000242,0.9931337368787675,0.3905111274118805,-0.033195073089442806,0.7963847961671926,2.31868312999781,0.4713740458015267,0.2729007633587786,0.17192991702041144,0.4591205037890917,1.1059357245187267,4.809528814153092,35,EXPANDED
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.1712316459094712,1.2710659952982426,1.0113394230734316,0.4988107006394741,0.1300559076519806,1.0413023178735816,2.3695977658033325,0.48849557522123893,0.27315634218289087,0.2895746811482097,0.6681607855348053,1.174862109870807,9.799826722288357,75,EXPANDED
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.045797184617487,1.12608758793111,0.8534020930398084,0.5102627734195696,0.15717108878517683,0.9084428239527631,2.0385132754419173,0.5196265243902439,0.29820884146341464,0.38316549492033475,0.6154539430918563,1.047158642215369,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.0981750036604356,1.2462721988834577,1.0031580632139936,0.3823458322132556,-0.028004978266731984,0.7812770579368471,2.286514919582507,0.4866412213740458,0.28053435114503816,0.1765935926378248,0.43549649553492015,1.0981750036604356,4.809528814153092,35,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.1531723462964383,1.2576775213132845,1.0045615813018873,0.4949525484521746,0.12770487306116696,0.9905394111254062,2.3281091379895233,0.4967551622418879,0.27728613569321536,0.25694115367323705,0.6766729183110423,1.1563243755631751,9.799826722288357,75,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.035307159554082,1.1104152052040621,0.8447958496701207,0.5116314861102758,0.1598362133251875,0.9244739264946116,2.013315463144128,0.5259146341463414,0.3043064024390244,0.36959154145836964,0.6223578474012618,1.036423317094069,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,196613,nn<0.4,0.4,524,35,35,33,0,1.6318529376779742,1.5459857047876704,1.568318958552392,0.4210880815052323,0.003237160969544295,1.6901735678424774,2.8012387639665146,0.34541984732824427,0.16984732824427481,0.09126380348937993,0.617177215640232,1.6318529376779747,4.809528814153092,35,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,196613,nn<0.6,0.6,1695,76,75,52,0,1.4140959709350005,1.386448818406605,1.2927112614792717,0.5290825061847597,0.1339627820292726,1.2086107558377317,2.4897969193329788,0.4271386430678466,0.2153392330383481,0.15553929386949752,0.7255081573097171,1.421051190659369,9.799826722288357,75,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,196613,all,,5248,152,131,79,0,1.2439679858316288,1.3556377864301468,1.0842176250738917,0.5446790698479823,0.12277757959271007,1.1275034579520145,2.2755185857095293,0.4293064024390244,0.2263719512195122,0.27160268318098,0.5964442616103981,1.2248763550123098,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,262147,nn<0.4,0.4,542,37,37,35,0,1.5031263392116756,1.3463430195829962,1.4125366507712525,0.4421849005394486,0.13062762470929823,1.3898899503424234,2.7052398229702574,0.43357933579335795,0.23985239852398524,0.05839525492222969,0.7627726852838769,1.5031263392116758,5.129456958267854,37,BASE
MC_lig2d_ext_massaction,262147,nn<0.6,0.6,1935,90,85,55,0,1.431511528440843,1.3372607380043406,1.3215348352108705,0.5538864627501272,0.17630215163501106,1.3368334595339375,2.5205691300663817,0.4506459948320413,0.255297157622739,0.2482377326168393,0.7144169899938738,1.428896374166359,12.302972053822268,85,BASE
MC_lig2d_ext_massaction,262147,all,,5248,152,131,79,0,1.2313198819174709,1.1973766924251974,1.0974787479478205,0.5180496799175093,0.18014588306080825,1.085097104584823,2.322235554869336,0.48647103658536583,0.26333841463414637,0.34297502261224233,0.6390505260491411,1.2270759265389297,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,262147,nn<0.4,0.4,542,37,37,35,0,1.0146948783579983,1.1820589958317993,0.9042972422859524,0.37006683726523437,0.09875668236037305,0.7256958315660629,2.103914448729486,0.4833948339483395,0.2785977859778598,0.3749429789595967,0.617707667164073,1.0146948783579983,5.129456958267854,37,EXPANDED
MC_lig2d_ext_massaction,262147,nn<0.6,0.6,1935,90,85,55,0,1.1717318186802452,1.2935790373968619,1.0427145832999816,0.5061221155247474,0.1748346050113062,0.9856549966299082,2.2995052071815745,0.4702842377260982,0.25839793281653745,0.429986613310368,0.6977917514593734,1.1554677751586873,12.302972053822268,85,EXPANDED
MC_lig2d_ext_massaction,262147,all,,5248,152,131,79,0,1.060361424231375,1.1478921211059396,0.9071998613499911,0.49589559845497366,0.1890215356246694,0.9252839406868076,2.118872893712571,0.5034298780487805,0.29020579268292684,0.4527114315185682,0.6391986425618819,1.0440408867982598,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,262147,nn<0.4,0.4,542,37,37,35,0,1.010237779485602,1.2286029086205201,0.8984586308826076,0.3681327034516113,0.06403880119633576,0.7153854610643174,2.0885693030078825,0.4833948339483395,0.2785977859778598,0.4327392622173518,0.6019150145669011,1.0102377794856017,5.129456958267854,37,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,262147,nn<0.6,0.6,1935,90,85,55,0,1.1691847127638268,1.2942586017947997,1.0393009951238443,0.5063268556822907,0.17102689468018317,1.0217347270739308,2.261174269143916,0.4754521963824289,0.255297157622739,0.44340192053633826,0.698267060057882,1.1521310198848813,12.302972053822268,85,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,262147,all,,5248,152,131,79,0,1.0600894458585188,1.1497183475412003,0.9046602108549905,0.4990389208395112,0.1737000274183904,0.9508331101909857,2.09794510400497,0.5055259146341463,0.2863948170731707,0.4676515149001534,0.63441599700208,1.0443978449981612,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,262147,nn<0.4,0.4,542,37,37,35,0,1.6683639932703973,1.4868394096891004,1.5937501244353398,0.4112469011545265,0.11166917432066281,1.4796394799324457,2.762214874217328,0.36531365313653136,0.18081180811808117,0.20836994212178625,0.7380444823420734,1.6683639932703973,5.129456958267854,37,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,262147,nn<0.6,0.6,1935,90,85,55,0,1.4734498311730646,1.4197739231483677,1.3645306624798879,0.5349904100183748,0.13641037617048357,1.3824528043915523,2.572598351101452,0.42790697674418604,0.2098191214470284,0.3145386046917801,0.6425925795525762,1.4745601513340205,12.302972053822268,85,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,262147,all,,5248,152,131,79,0,1.2784193925646357,1.2384609338400698,1.1279334308402755,0.5325731702046284,0.142729690960956,1.1278646757981141,2.3834803792873784,0.47827743902439024,0.2501905487804878,0.32420908843175783,0.6126700853841975,1.2698058328632276,6.256051615740402,131,EXPANDED_SHUFFLED
MC_donors,104729,nn<0.4,0.4,494,33,33,32,0,1.5958123546454348,1.51769560555121,1.4965462657705133,0.45233646042291387,-0.01198224036203599,1.3592095343220734,3.0722143484804496,0.3643724696356275,0.15789473684210525,-0.05098746667338669,0.697921146953405,1.595812354645435,4.308697341007804,33,BASE
MC_donors,104729,nn<0.6,0.6,1942,94,88,57,0,1.3282649141719223,1.2485454913722522,1.1755012702639915,0.5407663506260596,0.16600293928572718,1.1112426884300188,2.547222143167068,0.4881565396498455,0.26210092687950565,0.2250582911352974,0.6750541411832759,1.3368775162730266,12.395690357865952,88,BASE
MC_donors,104729,all,,5248,152,131,79,0,1.2036658643725935,1.2175031033553811,1.0499860527094105,0.5185957259369214,0.09783876918050538,1.014760463276998,2.3560064660360855,0.49009146341463417,0.2700076219512195,0.29557871764608,0.5995688396353508,1.2081070762803379,6.256051615740402,131,BASE
MC_donors,104729,nn<0.4,0.4,494,33,33,32,0,0.912208295530711,1.3063311766515424,0.8079381942313077,0.3640100110871038,0.05276136095284667,0.728406426328505,1.9625949465402799,0.4777327935222672,0.29959514170040485,0.43727434127749376,0.637347670250896,0.9122082955307111,4.308697341007804,33,EXPANDED
MC_donors,104729,nn<0.6,0.6,1942,94,88,57,0,1.0910314255130584,1.236977331528488,0.9397406931967012,0.5155036936357619,0.1280903657763932,0.9963135915336189,2.1934343311463924,0.49948506694129763,0.28887744593202885,0.3873231413495546,0.6324254544684994,1.084738913897694,12.395690357865952,88,EXPANDED
MC_donors,104729,all,,5248,152,131,79,0,1.0315997961591024,1.2011828156271511,0.8675938251554642,0.5108669833932806,0.05721351256949947,0.929814964223783,2.084145867976444,0.4998094512195122,0.2884908536585366,0.4002629213170498,0.5853836741059886,1.020857282629537,6.256051615740402,131,EXPANDED
MC_donors,104729,nn<0.4,0.4,494,33,33,32,0,0.9189823083067421,1.340945721614142,0.8160763006804768,0.36350186194734174,0.056219250135095655,0.7531199637667046,1.9815349688457868,0.45951417004048584,0.2854251012145749,0.47679540056818254,0.6237455197132616,0.9189823083067422,4.308697341007804,33,EXPANDED_ROWMATCHED
MC_donors,104729,nn<0.6,0.6,1942,94,88,57,0,1.0975862117139705,1.2593521315092773,0.9448564566909956,0.5252381439104556,0.11642250380218977,0.968765369782701,2.2106989446243723,0.49485066941297634,0.2744593202883625,0.3918965464764344,0.6268808329629865,1.0897327610714915,12.395690357865952,88,EXPANDED_ROWMATCHED
MC_donors,104729,all,,5248,152,131,79,0,1.0365730389603918,1.2097676577903753,0.8689758129817688,0.5223781530674941,0.049959460283702795,0.9122745866216682,2.0913593403867443,0.4948551829268293,0.28334603658536583,0.4017187663935809,0.58043354697701,1.0253248239734185,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_donors,104729,nn<0.4,0.4,494,33,33,32,0,1.6059185249166548,1.6671658406601053,1.5135093827682309,0.4877591301423945,-0.09756385591309669,1.4014704085551626,2.7019986753217027,0.2834008097165992,0.1417004048582996,0.06642928846699954,0.5059498207885305,1.605918524916655,4.308697341007804,33,EXPANDED_SHUFFLED
MC_donors,104729,nn<0.6,0.6,1942,94,88,57,0,1.3364637199122356,1.3180962273259196,1.200032773173535,0.5713032571664479,0.11720706581895024,1.205746795625223,2.403976698109647,0.4603501544799176,0.24150360453141093,0.2620269654761354,0.6228669784634485,1.3497814024240615,12.395690357865952,88,EXPANDED_SHUFFLED
MC_donors,104729,all,,5248,152,131,79,0,1.2328302016810726,1.2611756446782212,1.079381492804968,0.5630339194520214,0.02544771251554223,1.1217744039482416,2.284701360836221,0.4679878048780488,0.2541920731707317,0.30670428542582473,0.5744680628348977,1.2411210448338417,6.256051615740402,131,EXPANDED_SHUFFLED
MC_donors,130363,nn<0.4,0.4,622,37,37,35,0,1.4503338168518198,1.340605550811896,1.3402068464789174,0.4432161063864259,0.2266964636353791,1.1886244927536596,2.764754031363164,0.4292604501607717,0.18488745980707397,0.1127002615619245,0.7102961606466279,1.45033381685182,6.012930900500451,37,BASE
MC_donors,130363,nn<0.6,0.6,2162,86,85,57,0,1.268240498780063,1.1535082903715113,1.1383785063595688,0.5099621044146948,0.27107689963836956,1.0915157171614207,2.4228692534663336,0.5106382978723404,0.2923219241443108,0.3031483709952947,0.717954370109115,1.2739356927221692,12.890910093767237,85,BASE
MC_donors,130363,all,,5248,152,131,79,0,1.162707780911867,1.1419046226491194,1.0110950518829431,0.523016443477068,0.07219164454718296,0.9565445329155146,2.230089406003435,0.5081935975609756,0.2915396341463415,0.3374223422494421,0.5985932594948965,1.1791972645794995,6.256051615740402,131,BASE
MC_donors,130363,nn<0.4,0.4,622,37,37,35,0,0.9863857960396497,1.276109422267865,0.9064186507729388,0.35400377164510993,0.2373378705840472,0.8453651571934765,1.923878373919207,0.4694533762057878,0.25562700964630225,0.4448571097217729,0.6192851730234907,0.9863857960396498,6.012930900500451,37,EXPANDED
MC_donors,130363,nn<0.6,0.6,2162,86,85,57,0,1.0800027893127904,1.1717003692636039,0.9623792658084526,0.4722507406839055,0.2555482734900959,0.8796369049304738,2.0655206676904814,0.515263644773358,0.3080481036077706,0.43934104310342753,0.6673850116308074,1.082499794200193,12.890910093767237,85,EXPANDED
MC_donors,130363,all,,5248,152,131,79,0,1.0308366482814824,1.1399823987165523,0.8800959742473404,0.5029336133674582,0.05334686329353722,0.8932143184955013,1.975113947091221,0.5060975609756098,0.3020198170731707,0.4458902288997256,0.5687715959632755,1.0370833283922616,6.256051615740402,131,EXPANDED
MC_donors,130363,nn<0.4,0.4,622,37,37,35,0,0.980217581888631,1.2857539870021617,0.8995599944949827,0.3573448783034733,0.1957283873318031,0.8311169619089569,1.8884791392977385,0.477491961414791,0.2491961414790997,0.46616068461313975,0.5943104319272544,0.980217581888631,6.012930900500451,37,EXPANDED_ROWMATCHED
MC_donors,130363,nn<0.6,0.6,2162,86,85,57,0,1.0746404825184592,1.1617006194460389,0.9550935840601283,0.4744352006227675,0.24340900394541964,0.9025721714129578,2.060243918563597,0.5231267345050878,0.3135985198889917,0.4505413067359922,0.6603949253714028,1.0769826399451736,12.890910093767237,85,EXPANDED_ROWMATCHED
MC_donors,130363,all,,5248,152,131,79,0,1.0276489699368723,1.133888480357784,0.8742556730135826,0.5057438798184488,0.035092657318058884,0.9236141343117483,1.9652976329422147,0.5129573170731707,0.30602134146341464,0.4372038941168741,0.5672297187670425,1.0337663953696752,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_donors,130363,nn<0.4,0.4,622,37,37,35,0,1.4442066368710835,1.3107033042942449,1.3508333192189035,0.4421906887775611,0.23739978370321424,1.3971021627329077,2.472603131419609,0.44694533762057875,0.19292604501607716,0.29376046200255085,0.7113223036120232,1.4442066368710837,6.012930900500451,37,EXPANDED_SHUFFLED
MC_donors,130363,nn<0.6,0.6,2162,86,85,57,0,1.3071834914038418,1.1901445359089255,1.1714009163923789,0.548252948922384,0.21657321377640837,1.1514154378373238,2.2559738324476593,0.5027752081406105,0.27335800185013875,0.3069686111333947,0.6902985723981506,1.3123843788477785,12.890910093767237,85,EXPANDED_SHUFFLED
MC_donors,130363,all,,5248,152,131,79,0,1.2123392499067773,1.161594955672188,1.022532074267406,0.5798927868713499,0.0670189938586967,1.0990981839255944,2.1529436097260892,0.4961890243902439,0.2707698170731707,0.3161716247321621,0.5928350337946404,1.2287673902956644,6.256051615740402,131,EXPANDED_SHUFFLED
