feature_set,split_seed,endpoint,threshold,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_rows_unknown_similarity,macro_mae_ligand,pooled_mae,offset_mae,shape_mae,shape_r2,median_ligand_mae,worst_quartile_ligand_mae,frac_within_1_log,frac_within_0_5_log,rank_spearman,sign_accuracy,macro_mae,n_eff_pooled_rows,n_macro_units,arm
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.5538949154878439,1.4878138642841032,1.4401851988296672,0.44063199491362226,0.043646656238310766,1.4646008538862103,2.777535086573622,0.34210526315789475,0.18218623481781376,0.07479283465953673,0.7246594982078853,1.553894915487844,4.308697341007804,33,BASE
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.3850075069162906,1.31712688736196,1.2423883138305942,0.5556502157717753,0.19134114219970344,1.2688694741491937,2.491258575540878,0.4629248197734295,0.23635427394438724,0.24320300038159254,0.7178909275601549,1.3905420165504623,12.395690357865952,88,BASE
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.2279217046932198,1.2263427650283596,1.082528024044739,0.5244585582637012,0.1855541483395018,1.0981461743379701,2.3097955721103136,0.47808689024390244,0.25228658536585363,0.3303615087098424,0.6459078495471193,1.217549452863424,6.256051615740402,131,BASE
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.0608109575207327,1.2254576377267556,0.9822119991303383,0.3573218547336257,0.047521889678804885,0.9255201863734139,2.2787687273263963,0.44534412955465585,0.2874493927125506,0.5711677931197304,0.6043189964157706,1.0608109575207327,4.308697341007804,33,EXPANDED
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.1938108517561088,1.2841688645083678,1.060691664071812,0.5142979707629871,0.17193954469212958,1.0699573372817095,2.4031109006777833,0.470648815653965,0.26364572605561276,0.5032812791921746,0.6865525292926727,1.1824635112728885,12.395690357865952,88,EXPANDED
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.0830395724222412,1.2033347821929021,0.9369964668945605,0.5020443051476923,0.16109505504418142,0.9590295876905403,2.173249660387264,0.48208841463414637,0.2785823170731707,0.4823180154823573,0.6261424074847514,1.0679925244552133,6.256051615740402,131,EXPANDED
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.0763266101462103,1.2467833159022388,0.9977839089211982,0.36250535200868295,0.048514624544643725,0.8485708494112206,2.2692054778596042,0.44129554655870445,0.25708502024291496,0.45591632912786995,0.6047849462365591,1.0763266101462103,4.308697341007804,33,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.20834745681314,1.2870406839209083,1.0780727401200523,0.5188801499224105,0.1739975910584992,1.0684230969154684,2.433997687638598,0.48043254376931,0.26055612770339853,0.4700715139592621,0.6899914643867409,1.1979129556082104,12.395690357865952,88,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.093825235175117,1.1982201144152478,0.9483997900608521,0.5075107765520702,0.1534846135253075,0.9508265475340064,2.1968765284336516,0.49104420731707316,0.2782012195121951,0.4662134898201261,0.6173648031201816,1.0818957925182346,6.256051615740402,131,EXPANDED_ROWMATCHED
MC_lig2d_ext_massaction,104729,nn<0.4,0.4,494,33,33,32,0,1.5980085305575846,1.6045033117674408,1.534816209188132,0.4101572134623755,0.0547657796543215,1.620237668437973,2.7640159630219383,0.31983805668016196,0.14979757085020243,0.14657544868445735,0.6739784946236559,1.5980085305575846,4.308697341007804,33,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,104729,nn<0.6,0.6,1942,94,88,57,0,1.3812369503477573,1.4001791138787023,1.2533408982698382,0.5416270453191296,0.14398539974000368,1.2469554332765467,2.5239224522576316,0.4423274974253347,0.22451081359423275,0.3333553408013959,0.7047771217347752,1.380142155600799,12.395690357865952,88,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,104729,all,,5248,152,131,79,0,1.2101053124801486,1.249645425376172,1.0646316360468508,0.5299020550866185,0.15674216943417651,0.9997043148164246,2.3078508075722497,0.47865853658536583,0.25152439024390244,0.34200375045380743,0.6224295504480656,1.2017346167153409,6.256051615740402,131,EXPANDED_SHUFFLED
MC_lig2d_ext_massaction,130363,nn<0.4,0.4,622,37,37,35,0,1.481694278707061,1.3201196761050735,1.3501267091691662,0.4601346700392061,0.12580905265943487,1.3155770339864166,2.6352044033787925,0.43729903536977494,0.21382636655948553,0.0646216702137129,0.7556043192725436,1.481694278707061,6.012930900500451,37,BASE
MC_lig2d_ext_massaction,130363,nn<0.6,0.6,2162,86,85,57,0,1.3467635423065263,1.1249145466899428,1.1945055372704954,0.5281329035384807,0.23927912410136376,1.156783043091235,2.5072656721887387,0.5383903792784459,0.2992599444958372,0.32786524303241554,0.7262670619014194,1.3510242228502736,12.890910093767237,85,BASE
MC_lig2d_ext_massaction,130363,all,,5248,152,131,79,0,1.1880943934252997,1.115078676373987,0.9972655379462344,0.5383442132357227,0.12379366489293386,1.032482640783857,2.2708399359916887,0.5323932926829268,0.2814405487804878,0.3621829688168075,0.6290120994966132,1.2061431005782193,6.256051615740402,131,BASE
