feature_set,split_seed,endpoint,comparison,reference,candidate,statistic,point_delta,ci95_low,ci95_high,p_worse_one_sided,units_improved,units_total,bootstrap_blocks,bootstrap_replicates,block_macro_delta,n_blocks_positive,largest_block_unit_share,cluster_robust_se,cluster_robust_low,cluster_robust_high,cluster_robust_p_two_sided,bca_low,bca_high,bca_z0,bca_acceleration,preregistered,question
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,mae,0.14955692840821078,0.034358095843998356,0.31232550357551153,0.004399120175964807,69,131,79,5000,0.27129976065439626,51,0.21374045801526717,0.0736249864474696,0.0029808399479654413,0.2961330168684561,0.04562746964755598,0.0007210848110966847,0.27851400014346134,-0.06421378651467992,-0.10552377112584818,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,offset_mae,0.14838453551295067,0.03260934469301176,0.3140160428498134,0.004199160167966407,69,131,79,5000,0.26117683987978135,50,0.21374045801526717,0.07313065714283967,0.0027925810998555567,0.29397648992604575,0.04586682941493523,0.005802326366969909,0.28428074784748836,-0.04764395595447656,-0.09356640196075937,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_BASE,BASE,EXPANDED,shape_mae,0.02642398390450392,0.006962267476262149,0.05306977591003504,0.0011997600479904018,72,131,79,5000,0.04295734521961886,46,0.21374045801526717,0.011864736911005713,0.0028031072030063227,0.05004486060600152,0.02882393297492433,0.005327728317780356,0.05064610231990051,-0.012032106029748954,-0.04458872406879598,True,"A1 primary: does adding 61 sparse, chemically distant extractants help?"
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,mae,0.13565366034518955,0.01891234093684822,0.30026455649659556,0.009198160367926415,75,131,79,5000,0.25603596613610746,54,0.21374045801526717,0.07405245293424849,-0.011773448517274743,0.28308076920765385,0.07078985936246121,-0.013133776734010375,0.26743710676432036,-0.05366759628332598,-0.10286667162749141,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,offset_mae,0.1345106430332362,0.015753248693107243,0.30288249625436414,0.011197760447910418,75,131,79,5000,0.24731962672260643,53,0.21374045801526717,0.07441366086658033,-0.01363557558254247,0.2826568616490149,0.07452298957191936,-0.007809942139329717,0.2725785911748999,-0.05617800870763592,-0.09107882067694528,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_ROWMATCHED_vs_BASE,BASE,EXPANDED_ROWMATCHED,shape_mae,0.020279925550039643,-0.00011456759929105218,0.04860646665721824,0.026394721055788842,66,131,79,5000,0.034062972268288215,44,0.21374045801526717,0.012447856005808144,-0.0045018520921135015,0.045061703192192784,0.10730513731379251,-0.002388122255586559,0.0457672365032678,-0.015040336678635672,-0.039050429661407295,True,row-budget-matched depth control: help at BASE's row count?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,mae,0.13374209226012732,0.013979463520473986,0.3050859758578628,0.009798040391921616,74,131,79,5000,0.2688660149362087,53,0.21374045801526717,0.07556600490665052,-0.016698267110087733,0.2841824516303424,0.08065660139465754,-0.012978230368879627,0.27271040105558164,-0.060697654093910605,-0.09957285483734961,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,offset_mae,0.13716152116337157,0.013368992433823688,0.3153411990704851,0.01259748050389922,71,131,79,5000,0.2735846025882835,47,0.21374045801526717,0.07887710633882808,-0.01987073478763235,0.2941937771143755,0.08599300096698922,-0.013967894119788084,0.28446725854461136,-0.04965163319757251,-0.09675236943845457,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_SHUFFLED,EXPANDED_SHUFFLED,EXPANDED,shape_mae,0.027133218202733674,0.009725639214133705,0.05253005438647066,0.0007998400319936012,77,131,79,5000,0.03737380155067589,47,0.21374045801526717,0.010411210057453033,0.00640609117707051,0.04786034522839684,0.010964141977546124,0.010573066164126562,0.05433189502712651,0.04262558517694437,0.010734776048262734,True,A4 information null: is the gain information or just rows/regularisation?
MC_lig2d_ext_massaction,104729,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,mae,0.015814836148083454,-0.042339168669241756,0.07434073284834372,0.3031393721255749,74,131,79,5000,0.002433745718187517,45,0.21374045801526717,0.0283745691192789,-0.04067459161182767,0.07230426390799458,0.5788778145289759,-0.03407856206165742,0.08414741137651309,0.05316555488880454,0.042213690840572964,True,how much of the apparent gain survives destroying the new labels?
MC_lig2d_ext_massaction,104729,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,offset_mae,0.01122301434957908,-0.0580052603457947,0.07082981601822178,0.3697260547890422,74,131,79,5000,-0.012407762708502176,44,0.21374045801526717,0.03095575005472827,-0.05040514990974404,0.0728511786089022,0.7179214211424427,-0.05267217922436055,0.07603208667016029,0.012533469508069276,0.024431227080100853,True,how much of the apparent gain survives destroying the new labels?
MC_lig2d_ext_massaction,104729,all,EXPANDED_SHUFFLED_vs_BASE,BASE,EXPANDED_SHUFFLED,shape_mae,-0.0007092342982297535,-0.028949522312867997,0.029195229703885554,0.5166966606678665,53,131,79,5000,0.005583543668942963,33,0.21374045801526717,0.013877360456945315,-0.0283369366867826,0.026918468090323094,0.9593706809997107,-0.03135734459076836,0.027680917161454138,-0.01403757935031084,-0.01575568775286452,True,how much of the apparent gain survives destroying the new labels?
MC_lig2d_ext_massaction,104729,all,EXPANDED_vs_EXPANDED_ROWMATCHED,EXPANDED_ROWMATCHED,EXPANDED,mae,0.013903268063021215,0.0025716317756361217,0.02673950898830671,0.009398120375924815,74,131,79,5000,0.015263794518288834,49,0.21374045801526717,0.005803858754170163,0.002348672874484474,0.025457863251557956,0.018993951488042136,0.002834457979317505,0.027063136351457805,0.003509286787335954,0.015982553551045955,False,derived (not pre-registered): needed to score A4's first clause
