context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected
outer_0:baseline,0,0.7,2,0.15394344299526927,0.04682987619860801,0.15152644540230337,True
outer_0:delta3d,0,0.7,2,0.16321806779416898,0.06802375165687558,0.14978624810685248,True
outer_1:baseline,0,0.7,2,0.1836134794748485,0.0609193572709531,0.1398309752826358,True
outer_1:delta3d,0,0.7,2,0.18914980454014496,0.045694054946770035,0.14774764684146405,True
outer_2:baseline,0,0.7,2,0.20729373695887213,-0.1431135863393711,0.15892450551260945,True
outer_2:delta3d,0,0.7,2,0.19392415615853312,0.009629388034875785,0.14533178044487866,True
full_data_deployment_model:delta3d,0,0.7,2,0.17138500047661917,0.029241877578313535,0.14780295246448275,True
