feature,importance
base__ecfp_1298,0.0
base__ecfp_1297,0.0
base__ecfp_1296,0.0
base__ecfp_1262,0.0
base__ecfp_1260,0.0
base__ecfp_1437,0.0
base__ecfp_1228,0.0
base__ecfp_1226,0.0
base__ecfp_1224,0.0
base__ecfp_1223,0.0
base__ecfp_1222,0.0
base__ecfp_1220,0.0
base__ecfp_1219,0.0
base__ecfp_1217,0.0
base__ecfp_1216,0.0
base__ecfp_1215,0.0
base__ecfp_1214,0.0
base__ecfp_1213,0.0
base__ecfp_1212,0.0
base__ecfp_1211,0.0
base__ecfp_1210,0.0
base__ecfp_58,0.0
base__ecfp_1208,0.0
base__ecfp_1207,0.0
base__ecfp_1206,0.0
base__ecfp_1205,0.0
base__ecfp_1204,0.0
base__ecfp_1202,0.0
base__ecfp_1201,0.0
base__ecfp_1200,0.0
base__ecfp_1227,0.0
base__ecfp_1229,0.0
base__ecfp_1259,0.0
base__ecfp_1230,0.0
base__ecfp_1258,0.0
base__ecfp_1256,0.0
base__ecfp_1255,0.0
base__ecfp_1254,0.0
base__ecfp_1253,0.0
base__ecfp_1252,0.0
base__ecfp_1251,0.0
base__ecfp_1250,0.0
base__ecfp_1247,0.0
base__ecfp_1246,0.0
base__ecfp_1245,0.0
base__ecfp_1244,0.0
base__ecfp_1242,0.0
base__ecfp_1241,0.0
base__ecfp_1240,0.0
base__ecfp_1239,0.0
base__ecfp_57,0.0
base__ecfp_1236,0.0
base__ecfp_1235,0.0
base__ecfp_1234,0.0
base__ecfp_1233,0.0
base__ecfp_1232,0.0
base__ecfp_1231,0.0
base__ecfp_1319,0.0
base__ecfp_1320,0.0
base__ecfp_1321,0.0
base__ecfp_1406,0.0
base__ecfp_1404,0.0
base__ecfp_1403,0.0
base__ecfp_1402,0.0
base__ecfp_1401,0.0
base__ecfp_1400,0.0
base__ecfp_1399,0.0
base__ecfp_1398,0.0
base__ecfp_1397,0.0
base__ecfp_1396,0.0
base__ecfp_1395,0.0
base__ecfp_1394,0.0
base__ecfp_1393,0.0
base__ecfp_1392,0.0
base__ecfp_1390,0.0
base__ecfp_1389,0.0
base__ecfp_1388,0.0
base__ecfp_1387,0.0
base__ecfp_51,0.0
base__ecfp_1383,0.0
base__ecfp_1382,0.0
base__ecfp_1381,0.0
base__ecfp_52,0.0
base__ecfp_1379,0.0
base__ecfp_50,0.0
base__ecfp_49,0.0
base__ecfp_1322,0.0
base__ecfp_1408,0.0
base__ecfp_1436,0.0
base__ecfp_1435,0.0
base__ecfp_1434,0.0
base__ecfp_1433,0.0
base__ecfp_1432,0.0
base__ecfp_1431,0.0
base__ecfp_1430,0.0
base__ecfp_1428,0.0
base__ecfp_1426,0.0
base__ecfp_1425,0.0
base__ecfp_1424,0.0
base__ecfp_1423,0.0
base__ecfp_1422,0.0
base__ecfp_1421,0.0
base__ecfp_1419,0.0
base__ecfp_1418,0.0
base__ecfp_1417,0.0
base__ecfp_1416,0.0
base__ecfp_1415,0.0
base__ecfp_1414,0.0
base__ecfp_1412,0.0
base__ecfp_1411,0.0
base__ecfp_1409,0.0
base__ecfp_1378,0.0
base__ecfp_1591,0.0
base__ecfp_1376,0.0
base__ecfp_1375,0.0
base__ecfp_1347,0.0
base__ecfp_1346,0.0
base__ecfp_1345,0.0
base__ecfp_1344,0.0
base__ecfp_1343,0.0
base__ecfp_1342,0.0
base__ecfp_1341,0.0
base__ecfp_1340,0.0
base__ecfp_1339,0.0
base__ecfp_1338,0.0
base__ecfp_1337,0.0
base__ecfp_1336,0.0
base__ecfp_1335,0.0
base__ecfp_1334,0.0
base__ecfp_1333,0.0
base__ecfp_1332,0.0
base__ecfp_1331,0.0
base__ecfp_1330,0.0
base__ecfp_1329,0.0
base__ecfp_1327,0.0
base__ecfp_1326,0.0
base__ecfp_1324,0.0
base__ecfp_1323,0.0
base__ecfp_1348,0.0
base__ecfp_1349,0.0
base__ecfp_1350,0.0
base__ecfp_1364,0.0
base__ecfp_1374,0.0
base__ecfp_1373,0.0
base__ecfp_1372,0.0
base__ecfp_1371,0.0
base__ecfp_1370,0.0
base__ecfp_1369,0.0
base__ecfp_1368,0.0
base__ecfp_1367,0.0
base__ecfp_1366,0.0
base__ecfp_1365,0.0
base__ecfp_1363,0.0
base__ecfp_1351,0.0
base__ecfp_1362,0.0
base__ecfp_1361,0.0
base__ecfp_1360,0.0
base__ecfp_1359,0.0
base__ecfp_1358,0.0
base__ecfp_1356,0.0
base__ecfp_1355,0.0
base__ecfp_1354,0.0
base__ecfp_1353,0.0
base__ecfp_53,0.0
base__ecfp_1590,0.0
base__ecfp_1667,0.0
base__ecfp_1592,0.0
base__ecfp_1936,0.0
base__ecfp_1948,0.0
base__ecfp_1947,0.0
base__ecfp_1946,0.0
base__ecfp_1945,0.0
base__ecfp_1944,0.0
base__ecfp_1943,0.0
base__ecfp_1942,0.0
base__ecfp_1941,0.0
base__ecfp_1940,0.0
base__ecfp_1939,0.0
base__ecfp_1938,0.0
base__ecfp_1937,0.0
base__ecfp_1934,0.0
base__ecfp_1593,0.0
base__ecfp_1933,0.0
base__ecfp_1932,0.0
base__ecfp_1931,0.0
base__ecfp_1930,0.0
base__ecfp_1929,0.0
base__ecfp_1928,0.0
base__ecfp_1927,0.0
base__ecfp_1926,0.0
base__ecfp_1925,0.0
base__ecfp_1924,0.0
base__ecfp_1923,0.0
base__ecfp_1922,0.0
base__ecfp_1949,0.0
base__ecfp_32,0.0
base__ecfp_1954,0.0
base__ecfp_1955,0.0
base__ecfp_1980,0.0
base__ecfp_1979,0.0
base__ecfp_1978,0.0
base__ecfp_1977,0.0
base__ecfp_1976,0.0
base__ecfp_1975,0.0
base__ecfp_1974,0.0
base__ecfp_1973,0.0
base__ecfp_1972,0.0
base__ecfp_1971,0.0
base__ecfp_1970,0.0
base__ecfp_1969,0.0
base__ecfp_1968,0.0
base__ecfp_1967,0.0
base__ecfp_1966,0.0
base__ecfp_1965,0.0
base__ecfp_1964,0.0
base__ecfp_1963,0.0
base__ecfp_1962,0.0
base__ecfp_1961,0.0
base__ecfp_1960,0.0
base__ecfp_1959,0.0
base__ecfp_1958,0.0
base__ecfp_31,0.0
base__ecfp_1956,0.0
base__ecfp_1921,0.0
base__ecfp_1919,0.0
base__ecfp_1918,0.0
base__ecfp_1885,0.0
base__ecfp_1883,0.0
base__ecfp_1882,0.0
base__ecfp_1881,0.0
base__ecfp_1880,0.0
base__ecfp_1878,0.0
base__ecfp_1877,0.0
base__ecfp_1876,0.0
base__ecfp_1875,0.0
base__ecfp_1872,0.0
base__ecfp_1871,0.0
base__ecfp_1870,0.0
base__ecfp_1869,0.0
base__ecfp_1868,0.0
base__ecfp_1867,0.0
base__ecfp_1865,0.0
base__ecfp_1864,0.0
base__ecfp_1863,0.0
base__ecfp_1862,0.0
base__ecfp_1861,0.0
base__ecfp_1858,0.0
base__ecfp_1857,0.0
base__ecfp_1856,0.0
base__ecfp_1854,0.0
base__ecfp_1853,0.0
base__ecfp_1852,0.0
base__ecfp_1884,0.0
base__ecfp_1886,0.0
base__ecfp_33,0.0
base__ecfp_1887,0.0
base__ecfp_1916,0.0
base__ecfp_1915,0.0
base__ecfp_1913,0.0
base__ecfp_34,0.0
base__ecfp_1910,0.0
base__ecfp_1909,0.0
base__ecfp_1908,0.0
base__ecfp_1907,0.0
base__ecfp_1906,0.0
base__ecfp_1905,0.0
base__ecfp_1904,0.0
base__ecfp_1903,0.0
base__ecfp_1902,0.0
base__ecfp_1901,0.0
base__ecfp_1900,0.0
base__ecfp_1899,0.0
base__ecfp_1898,0.0
base__ecfp_35,0.0
base__ecfp_1894,0.0
base__ecfp_1893,0.0
base__ecfp_1892,0.0
base__ecfp_1891,0.0
base__ecfp_1890,0.0
base__ecfp_1889,0.0
base__ecfp_1888,0.0
base__ecfp_1981,0.0
base__ecfp_1982,0.0
base__ecfp_1983,0.0
base__cond__diluent__total_petroleum_hydrocarbons,0.0
base__cond__diluent__tph_0_95_1_octanol_0_05,0.0
base__cond__diluent__tphkerosene,0.0
base__ecfp_0,0.0
base__ecfp_2,0.0
base__ecfp_3,0.0
base__ecfp_4,0.0
base__ecfp_6,0.0
base__ecfp_7,0.0
base__ecfp_8,0.0
base__ecfp_10,0.0
base__ecfp_11,0.0
base__ecfp_12,0.0
base__ecfp_14,0.0
base__ecfp_15,0.0
base__ecfp_16,0.0
base__ecfp_17,0.0
base__ecfp_18,0.0
base__ecfp_19,0.0
base__ecfp_20,0.0
base__ecfp_21,0.0
base__ecfp_22,0.0
base__ecfp_23,0.0
base__ecfp_25,0.0
base__ecfp_26,0.0
base__ecfp_27,0.0
base__cond__diluent__tph,0.0
base__cond__diluent__sulfonated_kerosene,0.0
base__ecfp_29,0.0
base__cond__diluent__n_octane_with_5_1_octanol,0.0
base__cond__acid__hclo4,0.0
base__cond__acid__hno3_oxalic_acid,0.0
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_std,0.0
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_min,0.0
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_max,0.0
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_07,0.0
base__cond__additive__dhoa,0.0
missingindicator_base__cond__acid_concentration_M,0.0
base__cond__additive__dohya,0.0
base__cond__additive__hdehp,0.0
base__cond__additive__isodecanol,0.0
base__cond__additive__isodecyl,0.0
base__cond__additive__isododecanol,0.0
base__cond__additive__octanol,0.0
base__cond__additive__tbp,0.0
base__cond__diluent__benzene,0.0
base__cond__diluent__c4mim_tf2n,0.0
delta3d__feat3d__polyhedron__donor_atomic_number_01,0.0
base__cond__diluent__hydrogenated_tetrapropene_with_50_vol_1_octanol,0.0
base__cond__diluent__hydrogenated_tetrapropene_with_5_vol_1_octanol,0.0
base__cond__diluent__isoparl,0.0
base__cond__diluent__kerosene_0_95_1_octanol_0_05,0.0
base__cond__diluent__kerosene_with_30_vol_1_octanol,0.0
base__cond__diluent__n_dodecane_with_5_vol_iso_decanol,0.0
base__cond__diluent__n_hexane,0.0
base__ecfp_28,0.0
base__ecfp_2047,0.0
base__ecfp_1984,0.0
base__ecfp_2016,0.0
base__ecfp_2014,0.0
base__ecfp_2013,0.0
base__ecfp_2012,0.0
base__ecfp_2011,0.0
base__ecfp_2010,0.0
base__ecfp_2008,0.0
base__ecfp_2007,0.0
base__ecfp_2006,0.0
base__ecfp_2005,0.0
base__ecfp_30,0.0
base__ecfp_2003,0.0
base__ecfp_2002,0.0
base__ecfp_2001,0.0
base__ecfp_2000,0.0
base__ecfp_1997,0.0
base__ecfp_1996,0.0
base__ecfp_1994,0.0
base__ecfp_1993,0.0
base__ecfp_1991,0.0
base__ecfp_1990,0.0
base__ecfp_1989,0.0
base__ecfp_1988,0.0
base__ecfp_1987,0.0
base__ecfp_1986,0.0
base__ecfp_1985,0.0
base__ecfp_2015,0.0
base__ecfp_2017,0.0
base__ecfp_2046,0.0
base__ecfp_2019,0.0
base__ecfp_2045,0.0
base__ecfp_2044,0.0
base__ecfp_2043,0.0
base__ecfp_2042,0.0
base__ecfp_2041,0.0
base__ecfp_2040,0.0
base__ecfp_2039,0.0
base__ecfp_2038,0.0
base__ecfp_2036,0.0
base__ecfp_2035,0.0
base__ecfp_2034,0.0
base__ecfp_2033,0.0
base__ecfp_2032,0.0
base__ecfp_2031,0.0
base__ecfp_2030,0.0
base__ecfp_2029,0.0
base__ecfp_2028,0.0
base__ecfp_2027,0.0
base__ecfp_2026,0.0
base__ecfp_2025,0.0
base__ecfp_2024,0.0
base__ecfp_2023,0.0
base__ecfp_2022,0.0
base__ecfp_2021,0.0
base__ecfp_2020,0.0
base__ecfp_1850,0.0
base__ecfp_1849,0.0
base__ecfp_1848,0.0
base__ecfp_1685,0.0
base__ecfp_1682,0.0
base__ecfp_1681,0.0
base__ecfp_1679,0.0
base__ecfp_1678,0.0
base__ecfp_1677,0.0
base__ecfp_1676,0.0
base__ecfp_1675,0.0
base__ecfp_1674,0.0
base__ecfp_1673,0.0
base__ecfp_1672,0.0
base__ecfp_1671,0.0
base__ecfp_1670,0.0
base__ecfp_39,0.0
base__ecfp_1668,0.0
base__ecfp_1197,0.0
base__ecfp_1666,0.0
base__ecfp_1665,0.0
base__ecfp_1664,0.0
base__ecfp_1663,0.0
base__ecfp_1662,0.0
base__ecfp_1661,0.0
base__ecfp_1660,0.0
base__ecfp_1659,0.0
base__ecfp_1658,0.0
base__ecfp_1657,0.0
base__ecfp_1684,0.0
base__ecfp_1686,0.0
base__ecfp_1655,0.0
base__ecfp_1688,0.0
base__ecfp_1715,0.0
base__ecfp_1714,0.0
base__ecfp_1713,0.0
base__ecfp_1712,0.0
base__ecfp_1711,0.0
base__ecfp_1710,0.0
base__ecfp_1709,0.0
base__ecfp_1708,0.0
base__ecfp_1707,0.0
base__ecfp_1705,0.0
base__ecfp_1704,0.0
base__ecfp_1703,0.0
base__ecfp_1702,0.0
base__ecfp_1701,0.0
base__ecfp_1700,0.0
base__ecfp_1699,0.0
base__ecfp_1698,0.0
base__ecfp_1697,0.0
base__ecfp_1696,0.0
base__ecfp_1695,0.0
base__ecfp_1694,0.0
base__ecfp_1693,0.0
base__ecfp_1692,0.0
base__ecfp_1690,0.0
base__ecfp_1689,0.0
base__ecfp_1656,0.0
base__ecfp_1654,0.0
base__ecfp_1717,0.0
base__ecfp_1621,0.0
base__ecfp_1619,0.0
base__ecfp_1618,0.0
base__ecfp_1617,0.0
base__ecfp_1616,0.0
base__ecfp_1615,0.0
base__ecfp_1614,0.0
base__ecfp_1613,0.0
base__ecfp_1612,0.0
base__ecfp_1611,0.0
base__ecfp_1610,0.0
base__ecfp_1609,0.0
base__ecfp_1608,0.0
base__ecfp_1607,0.0
base__ecfp_1606,0.0
base__ecfp_1605,0.0
base__ecfp_1604,0.0
base__ecfp_1602,0.0
base__ecfp_1601,0.0
base__ecfp_1600,0.0
base__ecfp_1599,0.0
base__ecfp_43,0.0
base__ecfp_1597,0.0
base__ecfp_1596,0.0
base__ecfp_1595,0.0
base__ecfp_1594,0.0
base__ecfp_42,0.0
base__ecfp_1622,0.0
base__ecfp_40,0.0
base__ecfp_1623,0.0
base__ecfp_1651,0.0
base__ecfp_1650,0.0
base__ecfp_1648,0.0
base__ecfp_1647,0.0
base__ecfp_1646,0.0
base__ecfp_1645,0.0
base__ecfp_1644,0.0
base__ecfp_1643,0.0
base__ecfp_1641,0.0
base__ecfp_1640,0.0
base__ecfp_1639,0.0
base__ecfp_1638,0.0
base__ecfp_1637,0.0
base__ecfp_1636,0.0
base__ecfp_41,0.0
base__ecfp_1634,0.0
base__ecfp_1633,0.0
base__ecfp_1632,0.0
base__ecfp_1631,0.0
base__ecfp_1629,0.0
base__ecfp_1628,0.0
base__ecfp_1627,0.0
base__ecfp_1626,0.0
base__ecfp_1625,0.0
base__ecfp_1624,0.0
base__ecfp_38,0.0
base__ecfp_1718,0.0
base__ecfp_1846,0.0
base__ecfp_1815,0.0
base__ecfp_1813,0.0
base__ecfp_1812,0.0
base__ecfp_1811,0.0
base__ecfp_1810,0.0
base__ecfp_1809,0.0
base__ecfp_1808,0.0
base__ecfp_1807,0.0
base__ecfp_1806,0.0
base__ecfp_1805,0.0
base__ecfp_1804,0.0
base__ecfp_1803,0.0
base__ecfp_1802,0.0
base__ecfp_1801,0.0
base__ecfp_1798,0.0
base__ecfp_1797,0.0
base__ecfp_1796,0.0
base__ecfp_1795,0.0
base__ecfp_1794,0.0
base__ecfp_1793,0.0
base__ecfp_1792,0.0
base__ecfp_1791,0.0
base__ecfp_1790,0.0
base__ecfp_1789,0.0
base__ecfp_1788,0.0
base__ecfp_1787,0.0
base__ecfp_1814,0.0
base__ecfp_1816,0.0
base__ecfp_1785,0.0
base__ecfp_1817,0.0
base__ecfp_1844,0.0
base__ecfp_1843,0.0
base__ecfp_1842,0.0
base__ecfp_1841,0.0
base__ecfp_1840,0.0
base__ecfp_1839,0.0
base__ecfp_36,0.0
base__ecfp_1837,0.0
base__ecfp_1836,0.0
base__ecfp_1835,0.0
base__ecfp_1834,0.0
base__ecfp_1833,0.0
base__ecfp_1832,0.0
base__ecfp_1831,0.0
base__ecfp_1830,0.0
base__ecfp_1829,0.0
base__ecfp_1828,0.0
base__ecfp_1827,0.0
base__ecfp_1826,0.0
base__ecfp_1825,0.0
base__ecfp_1822,0.0
base__ecfp_1821,0.0
base__ecfp_1820,0.0
base__ecfp_1819,0.0
base__ecfp_1818,0.0
base__ecfp_1786,0.0
base__ecfp_1784,0.0
base__ecfp_1719,0.0
base__ecfp_1752,0.0
base__ecfp_1749,0.0
base__ecfp_1748,0.0
base__ecfp_1747,0.0
base__ecfp_1746,0.0
base__ecfp_1745,0.0
base__ecfp_1744,0.0
base__ecfp_1743,0.0
base__ecfp_1742,0.0
base__ecfp_1741,0.0
base__ecfp_1740,0.0
base__ecfp_1739,0.0
base__ecfp_1738,0.0
base__ecfp_1736,0.0
base__ecfp_1735,0.0
base__ecfp_1734,0.0
base__ecfp_1732,0.0
base__ecfp_1731,0.0
base__ecfp_1730,0.0
base__ecfp_1729,0.0
base__ecfp_1728,0.0
base__ecfp_1727,0.0
base__ecfp_1725,0.0
base__ecfp_37,0.0
base__ecfp_1723,0.0
base__ecfp_1720,0.0
base__ecfp_1751,0.0
base__ecfp_1753,0.0
base__ecfp_1783,0.0
base__ecfp_1755,0.0
base__ecfp_1782,0.0
base__ecfp_1781,0.0
base__ecfp_1780,0.0
base__ecfp_1779,0.0
base__ecfp_1778,0.0
base__ecfp_1777,0.0
base__ecfp_1776,0.0
base__ecfp_1775,0.0
base__ecfp_1774,0.0
base__ecfp_1773,0.0
base__ecfp_1772,0.0
base__ecfp_1771,0.0
base__ecfp_1770,0.0
base__ecfp_1769,0.0
base__ecfp_1768,0.0
base__ecfp_1767,0.0
base__ecfp_1766,0.0
base__ecfp_1764,0.0
base__ecfp_1763,0.0
base__ecfp_1762,0.0
base__ecfp_1760,0.0
base__ecfp_1759,0.0
base__ecfp_1758,0.0
base__ecfp_1757,0.0
base__ecfp_1756,0.0
base__ecfp_1198,0.0
base__ecfp_1127,0.0
base__ecfp_1196,0.0
base__ecfp_454,0.0
base__ecfp_468,0.0
base__ecfp_467,0.0
base__ecfp_465,0.0
base__ecfp_464,0.0
base__ecfp_90,0.0
base__ecfp_462,0.0
base__ecfp_461,0.0
base__ecfp_459,0.0
base__ecfp_458,0.0
base__ecfp_457,0.0
base__ecfp_456,0.0
base__ecfp_455,0.0
base__ecfp_453,0.0
base__ecfp_470,0.0
base__ecfp_452,0.0
base__ecfp_451,0.0
base__ecfp_450,0.0
base__ecfp_447,0.0
base__ecfp_446,0.0
base__ecfp_445,0.0
base__ecfp_444,0.0
base__ecfp_443,0.0
base__ecfp_442,0.0
base__ecfp_441,0.0
base__ecfp_440,0.0
base__ecfp_439,0.0
base__ecfp_469,0.0
base__ecfp_472,0.0
base__ecfp_436,0.0
base__ecfp_492,0.0
base__ecfp_505,0.0
base__ecfp_503,0.0
base__ecfp_502,0.0
base__ecfp_501,0.0
base__ecfp_500,0.0
base__ecfp_499,0.0
base__ecfp_498,0.0
base__ecfp_497,0.0
base__ecfp_496,0.0
base__ecfp_495,0.0
base__ecfp_494,0.0
base__ecfp_493,0.0
base__ecfp_491,0.0
base__ecfp_474,0.0
base__ecfp_490,0.0
base__ecfp_489,0.0
base__ecfp_485,0.0
base__ecfp_484,0.0
base__ecfp_483,0.0
base__ecfp_482,0.0
base__ecfp_481,0.0
base__ecfp_480,0.0
base__ecfp_479,0.0
base__ecfp_478,0.0
base__ecfp_477,0.0
base__ecfp_476,0.0
base__ecfp_437,0.0
base__ecfp_435,0.0
base__ecfp_508,0.0
base__ecfp_385,0.0
base__ecfp_400,0.0
base__ecfp_399,0.0
base__ecfp_398,0.0
base__ecfp_397,0.0
base__ecfp_396,0.0
base__ecfp_395,0.0
base__ecfp_394,0.0
base__ecfp_393,0.0
base__ecfp_391,0.0
base__ecfp_390,0.0
base__ecfp_387,0.0
base__ecfp_386,0.0
base__ecfp_384,0.0
base__ecfp_402,0.0
base__ecfp_383,0.0
base__ecfp_382,0.0
base__ecfp_380,0.0
base__ecfp_379,0.0
base__ecfp_377,0.0
base__ecfp_376,0.0
base__ecfp_375,0.0
base__ecfp_374,0.0
base__ecfp_373,0.0
base__ecfp_372,0.0
base__ecfp_371,0.0
base__ecfp_370,0.0
base__ecfp_401,0.0
base__ecfp_403,0.0
base__ecfp_434,0.0
base__ecfp_421,0.0
base__ecfp_433,0.0
base__ecfp_432,0.0
base__ecfp_431,0.0
base__ecfp_430,0.0
base__ecfp_429,0.0
base__ecfp_428,0.0
base__ecfp_427,0.0
base__ecfp_426,0.0
base__ecfp_425,0.0
base__ecfp_424,0.0
base__ecfp_423,0.0
base__ecfp_422,0.0
base__ecfp_420,0.0
base__ecfp_404,0.0
base__ecfp_417,0.0
base__ecfp_416,0.0
base__ecfp_415,0.0
base__ecfp_414,0.0
base__ecfp_413,0.0
base__ecfp_412,0.0
base__ecfp_411,0.0
base__ecfp_410,0.0
base__ecfp_409,0.0
base__ecfp_408,0.0
base__ecfp_407,0.0
base__ecfp_405,0.0
base__ecfp_506,0.0
base__ecfp_509,0.0
base__ecfp_367,0.0
base__ecfp_588,0.0
base__ecfp_601,0.0
base__ecfp_600,0.0
base__ecfp_87,0.0
base__ecfp_598,0.0
base__ecfp_597,0.0
base__ecfp_596,0.0
base__ecfp_595,0.0
base__ecfp_594,0.0
base__ecfp_592,0.0
base__ecfp_88,0.0
base__ecfp_590,0.0
base__ecfp_589,0.0
base__ecfp_587,0.0
base__ecfp_604,0.0
base__ecfp_586,0.0
base__ecfp_585,0.0
base__ecfp_584,0.0
base__ecfp_583,0.0
base__ecfp_582,0.0
base__ecfp_581,0.0
base__ecfp_580,0.0
base__ecfp_579,0.0
base__ecfp_578,0.0
base__ecfp_577,0.0
base__ecfp_576,0.0
base__ecfp_575,0.0
base__ecfp_602,0.0
base__ecfp_606,0.0
base__ecfp_573,0.0
base__ecfp_621,0.0
base__ecfp_634,0.0
base__ecfp_633,0.0
base__ecfp_632,0.0
base__ecfp_631,0.0
base__ecfp_630,0.0
base__ecfp_629,0.0
base__ecfp_628,0.0
base__ecfp_627,0.0
base__ecfp_626,0.0
base__ecfp_625,0.0
base__ecfp_623,0.0
base__ecfp_622,0.0
base__ecfp_620,0.0
base__ecfp_607,0.0
base__ecfp_619,0.0
base__ecfp_86,0.0
base__ecfp_617,0.0
base__ecfp_616,0.0
base__ecfp_615,0.0
base__ecfp_614,0.0
base__ecfp_613,0.0
base__ecfp_612,0.0
base__ecfp_611,0.0
base__ecfp_610,0.0
base__ecfp_609,0.0
base__ecfp_608,0.0
base__ecfp_574,0.0
base__ecfp_572,0.0
base__ecfp_510,0.0
base__ecfp_524,0.0
base__ecfp_536,0.0
base__ecfp_535,0.0
base__ecfp_534,0.0
base__ecfp_533,0.0
base__ecfp_532,0.0
base__ecfp_531,0.0
base__ecfp_530,0.0
base__ecfp_529,0.0
base__ecfp_528,0.0
base__ecfp_527,0.0
base__ecfp_526,0.0
base__ecfp_525,0.0
base__ecfp_89,0.0
base__ecfp_538,0.0
base__ecfp_522,0.0
base__ecfp_521,0.0
base__ecfp_520,0.0
base__ecfp_519,0.0
base__ecfp_518,0.0
base__ecfp_517,0.0
base__ecfp_516,0.0
base__ecfp_515,0.0
base__ecfp_514,0.0
base__ecfp_513,0.0
base__ecfp_512,0.0
base__ecfp_511,0.0
base__ecfp_537,0.0
base__ecfp_539,0.0
base__ecfp_571,0.0
base__ecfp_557,0.0
base__ecfp_570,0.0
base__ecfp_569,0.0
base__ecfp_568,0.0
base__ecfp_567,0.0
base__ecfp_566,0.0
base__ecfp_565,0.0
base__ecfp_564,0.0
base__ecfp_563,0.0
base__ecfp_562,0.0
base__ecfp_560,0.0
base__ecfp_559,0.0
base__ecfp_558,0.0
base__ecfp_554,0.0
base__ecfp_540,0.0
base__ecfp_552,0.0
base__ecfp_551,0.0
base__ecfp_550,0.0
base__ecfp_549,0.0
base__ecfp_548,0.0
base__ecfp_547,0.0
base__ecfp_546,0.0
base__ecfp_545,0.0
base__ecfp_544,0.0
base__ecfp_543,0.0
base__ecfp_542,0.0
base__ecfp_541,0.0
base__ecfp_368,0.0
base__ecfp_365,0.0
base__ecfp_636,0.0
base__ecfp_178,0.0
base__ecfp_190,0.0
base__ecfp_189,0.0
base__ecfp_188,0.0
base__ecfp_187,0.0
base__ecfp_186,0.0
base__ecfp_185,0.0
base__ecfp_184,0.0
base__ecfp_183,0.0
base__ecfp_182,0.0
base__ecfp_181,0.0
base__ecfp_180,0.0
base__ecfp_179,0.0
base__ecfp_177,0.0
base__ecfp_193,0.0
base__ecfp_176,0.0
base__ecfp_175,0.0
base__ecfp_174,0.0
base__ecfp_173,0.0
base__ecfp_172,0.0
base__ecfp_171,0.0
base__ecfp_170,0.0
base__ecfp_169,0.0
base__ecfp_168,0.0
base__ecfp_167,0.0
base__ecfp_166,0.0
base__ecfp_165,0.0
base__ecfp_191,0.0
base__ecfp_194,0.0
base__ecfp_163,0.0
base__ecfp_213,0.0
base__ecfp_227,0.0
base__ecfp_225,0.0
base__ecfp_224,0.0
base__ecfp_223,0.0
base__ecfp_221,0.0
base__ecfp_220,0.0
base__ecfp_219,0.0
base__ecfp_218,0.0
base__ecfp_217,0.0
base__ecfp_216,0.0
base__ecfp_215,0.0
base__ecfp_214,0.0
base__ecfp_212,0.0
base__ecfp_195,0.0
base__ecfp_211,0.0
base__ecfp_210,0.0
base__ecfp_209,0.0
base__ecfp_208,0.0
base__ecfp_206,0.0
base__ecfp_202,0.0
base__ecfp_201,0.0
base__ecfp_200,0.0
base__ecfp_199,0.0
base__ecfp_198,0.0
base__ecfp_197,0.0
base__ecfp_196,0.0
base__ecfp_164,0.0
base__ecfp_162,0.0
base__ecfp_229,0.0
base__ecfp_113,0.0
base__ecfp_126,0.0
base__ecfp_125,0.0
base__ecfp_124,0.0
base__ecfp_123,0.0
base__ecfp_122,0.0
base__ecfp_121,0.0
base__ecfp_120,0.0
base__ecfp_119,0.0
base__ecfp_118,0.0
base__ecfp_117,0.0
base__ecfp_116,0.0
base__ecfp_115,0.0
base__ecfp_112,0.0
base__ecfp_128,0.0
base__ecfp_111,0.0
base__ecfp_110,0.0
base__ecfp_109,0.0
base__ecfp_108,0.0
base__ecfp_107,0.0
base__ecfp_106,0.0
base__ecfp_105,0.0
base__ecfp_104,0.0
base__ecfp_103,0.0
base__ecfp_102,0.0
base__ecfp_101,0.0
base__ecfp_100,0.0
base__ecfp_127,0.0
base__ecfp_129,0.0
base__ecfp_161,0.0
base__ecfp_144,0.0
base__ecfp_160,0.0
base__ecfp_159,0.0
base__ecfp_158,0.0
base__ecfp_156,0.0
base__ecfp_155,0.0
base__ecfp_154,0.0
base__ecfp_153,0.0
base__ecfp_152,0.0
base__ecfp_151,0.0
base__ecfp_150,0.0
base__ecfp_149,0.0
base__ecfp_147,0.0
base__ecfp_143,0.0
base__ecfp_97,0.0
base__ecfp_142,0.0
base__ecfp_141,0.0
base__ecfp_140,0.0
base__ecfp_139,0.0
base__ecfp_138,0.0
base__ecfp_137,0.0
base__ecfp_136,0.0
base__ecfp_135,0.0
base__ecfp_134,0.0
base__ecfp_133,0.0
base__ecfp_132,0.0
base__ecfp_131,0.0
base__ecfp_228,0.0
base__ecfp_230,0.0
base__ecfp_364,0.0
base__ecfp_318,0.0
base__ecfp_330,0.0
base__ecfp_329,0.0
base__ecfp_328,0.0
base__ecfp_327,0.0
base__ecfp_326,0.0
base__ecfp_325,0.0
base__ecfp_324,0.0
base__ecfp_323,0.0
base__ecfp_322,0.0
base__ecfp_321,0.0
base__ecfp_320,0.0
