grouping,extractant,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction
extractant,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,556,0.10224271280269014,0.14783419558054872,0.7913669064748201,0.2324776366609257,0.10895224861171154,0.15603564196969602,0.7859712230215827,0.14495522471571787,-0.006709535809021408
extractant,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,187,0.15729838120935008,0.22485400149497262,0.7967914438502673,-0.05274616048298064,0.1592481383461264,0.21824565236035645,0.7754010695187166,0.008223926599108533,-0.001949757136776309
extractant,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,158,0.2268317466919322,0.34482846669801365,0.7025316455696202,-0.21382978624145133,0.20237407594584134,0.3174311099789908,0.8037974683544303,-0.028609530323391974,0.02445767074609087
extractant,CCN(CC)C(=O)COCC(=O)N(CC)CC,66,0.07772420699029343,0.10392271788108455,0.42424242424242425,0.10860560170502653,0.08667108312238385,0.10894455953500666,0.6363636363636364,0.020374677543706032,-0.008946876132090414
extractant,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,57,0.12195703439319748,0.15623384218164738,0.3333333333333333,-0.9752220956801594,0.11065225222359248,0.14080533295078465,0.47368421052631576,-0.6043677235144764,0.011304782169604996
extractant,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,52,0.10412680824927431,0.15780771383078676,0.7307692307692307,-0.2861777963923784,0.12415523663453248,0.173957318167583,0.34615384615384615,-0.5628955654466445,-0.020028428385258173
extractant,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,50,0.10394683280472647,0.17880768675691025,0.74,0.22127308275104007,0.11248431278291146,0.20531187845985568,0.74,-0.026693872781515804,-0.008537479978184992
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,50,0.09169797839552468,0.14348789227639674,0.78,-0.6513410492105451,0.07291404785484719,0.1315044020964489,0.78,-0.3870331680081225,0.018783930540677493
extractant,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,39,0.0770203030443711,0.1168350254305565,0.5897435897435898,0.11072224601353098,0.08542413801894917,0.11905528635239823,0.6410256410256411,0.07660252802750189,-0.00840383497457807
extractant,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,30,0.11447923509201209,0.1360198152881304,0.8333333333333334,0.04904825067641427,0.15254019252638648,0.17242354431322787,0.5,-0.5280840987067339,-0.03806095743437439
