grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction
pair_type,Sm-Eu,186,0.16096301222307824,0.21485293218985405,0.6559139784946236,0.15082078108620678,0.1543025889766143,0.21373924586547127,0.7150537634408602,0.15960137545800168,0.006660423246463931
pair_type,La-Ce,174,0.19561563050254424,0.2754359856594494,0.7471264367816092,0.07568423570094218,0.19171317757449707,0.2767286881854006,0.7701149425287356,0.06698770137876298,0.0039024529280471676
pair_type,Ho-Er,169,0.10209673872941441,0.15042313073641056,0.6035502958579881,-0.29694281285404456,0.09096250093996473,0.13389238792621574,0.6804733727810651,-0.027550924595372672,0.011134237789449677
pair_type,Dy-Ho,168,0.11681044392953457,0.17652490459092893,0.7797619047619048,-0.09790548080089567,0.12441932046902321,0.17649949919683572,0.7559523809523809,-0.09758948330097583,-0.007608876539488635
pair_type,Eu-Gd,168,0.14844499601398833,0.21456580754341112,0.7440476190476191,-0.1292822003672074,0.14791753469962296,0.20194690568624926,0.6190476190476191,-0.00035894102440647835,0.0005274613143653739
pair_type,Gd-Tb,167,0.1370628848875506,0.18891313164194326,0.8562874251497006,0.16116806011568952,0.16475811525051037,0.22993141046743396,0.844311377245509,-0.24264555455309322,-0.02769523036295976
pair_type,Pr-Nd,160,0.13890485927864782,0.2184483837958839,0.75625,0.1724703948355496,0.1512746529229292,0.22428507189530444,0.73125,0.12765835686438076,-0.012369793644281368
pair_type,Tb-Dy,159,0.13458260943299255,0.18374154959976635,0.660377358490566,-0.2186665553818068,0.13131822448091457,0.17213810654880146,0.6855345911949685,-0.06960687672567945,0.003264384952077981
pair_type,Ce-Pr,156,0.20550145688838986,0.34005621900222255,0.717948717948718,-0.24988531299025474,0.2040604974251481,0.32186663960248835,0.717948717948718,-0.11974892230419276,0.00144095946324177
pair_type,Yb-Lu,135,0.09641980074954425,0.13426602483629657,0.5925925925925926,-0.17572216305356037,0.08865552678796322,0.12649056326309077,0.5703703703703704,-0.04349097133495583,0.007764273961581025
pair_type,Er-Tm,133,0.10178863463320922,0.1853716377433073,0.5488721804511278,-0.29183352220989756,0.09449027268979199,0.1669674340162586,0.5939849624060151,-0.04805366736179684,0.007298361943417236
pair_type,Tm-Yb,129,0.0672280181839581,0.1232457137505634,0.6124031007751938,0.019659499663588487,0.07517165848736583,0.12991659287419485,0.5581395348837209,-0.08933771788556322,-0.007943640303407731
