comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,-0.006106141220956821,-0.043452422294512266,0.03388100001935591,-0.04582608879865116,0.031223508103032354,0.7482,0.01922682718764958,0.053835116125418817,-0.008881171500160007,90,38,2,5,-0.014532538799841692,0.0056107814418952795,False,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,0.10182662348993823,0.0471755320502019,0.15373723161203795,0.03562569641766011,0.1455115792850316,0.0012,0.026724655684133295,0.07482903591557322,0.10414315061478281,90,60,5,5,0.09284808588959043,0.12059976144348034,True,0.02,True,True
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,mae_all,B3_NN_TANIMOTO,M_SELECTED,0.11603526387819145,0.019457593283737334,0.18070407615878434,0.038913234388624846,0.19905043797626434,0.0144,0.042610475914138586,0.11930933255958803,0.05128554235256821,90,57,5,5,0.07232154015459241,0.12981616254740838,True,0.02,True,True
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,mae_all,B2_PAIRMEAN,M_SELECTED,0.1035761190973017,0.04907330380909916,0.16563234641335758,0.04108663293122173,0.1587813786242172,0.001,0.02964479407350128,0.08300542340580358,0.10748633318063318,90,56,5,5,0.09180716725869338,0.12290045117288645,True,0.02,True,True
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,mae_all,B4_HEAVIER_ALWAYS,M_SELECTED,0.17282168898575134,0.07155041882404047,0.30881308853667117,0.0465153923613806,0.28450245674911606,0.0,0.06328436026589843,0.17719620874451558,0.19178529521597756,90,62,5,5,0.14897139574204757,0.23942515611771026,True,0.02,True,True
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,-0.007614024641811309,-0.07325588962483438,0.06211534365760422,-0.0794398013821372,0.057506238426461305,0.8182,0.033443323393227545,0.09364130550103712,-0.011686622701669827,88,39,2,5,-0.02118794270077828,0.013737879578977822,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,0.15717075015304383,0.06623541240677501,0.24403171857716777,0.049582179377205625,0.23352501203267076,0.0014,0.04429863368927537,0.12403617432997102,0.15882329118460217,88,57,5,5,0.1440306446560384,0.18758237725148905,True,0.02,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,mae_far,B3_NN_TANIMOTO,M_SELECTED,0.18415696474083595,0.03634986315703461,0.2822731037398495,0.06576686600175875,0.30589925426846126,0.011,0.06407849459149324,0.17941978485618107,0.07948801187481704,88,56,5,5,0.12052601284755121,0.20526995110561255,True,0.02,True,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,mae_far,B2_PAIRMEAN,M_SELECTED,0.16463881340968478,0.07293978405677946,0.2720564147792639,0.061536058093017064,0.26015035182523816,0.0008,0.04936616256613101,0.13822525518516682,0.16912195604874258,88,55,5,5,0.14829505221006253,0.19603438453980707,True,0.02,True,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,mae_far,B4_HEAVIER_ALWAYS,M_SELECTED,0.2517446713699001,0.09529277527109056,0.47263046804298786,0.05799098586450079,0.43065322853839466,0.0,0.09944314565273481,0.27844080782765745,0.27683415994785504,88,58,5,5,0.2208874629439238,0.3557629376363292,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.005459163983356499,-0.012937210710749563,0.000712093900062936,-0.012615532645560075,0.001003689969820888,0.074,0.0033636987809189207,0.009418356586572977,-0.008593251910523967,83,34,1,5,-0.006896071599172628,-0.004215180039034771,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,0.020326800417276483,0.010717471870683407,0.03249104090408215,0.01074152146092888,0.03254274224689907,0.0,0.005405006945560768,0.01513401944757015,0.02462201479743565,83,57,5,5,0.018063714699888107,0.022991239252098984,True,0.02,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,mae_adjacent,B3_NN_TANIMOTO,M_SELECTED,0.019894823398483585,-0.005824300431908957,0.03553389912528292,0.00021636263358549754,0.04083568459761954,0.1576,0.011098356302312005,0.031075397646473612,-0.0035171645333668014,83,50,5,5,0.00653616120096283,0.021850078178254382,True,0.02,False,
