band,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
far,P1_M_SELECTED_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_SELECTED,0.04951366795271114,-0.04515816542455271,0.1379803794949044,-0.03366161696565271,0.1479700920989735,0.298,0.0471486617510725,0.13201625290300298,0.03200579660286302,19,12,4,5,0.012438175682444508,0.07187307770604864,True,0.02,False,False
far,S1_M_SELECTED_vs_B1_MEAN_CURVE,mae_all,B1_MEAN_CURVE,M_SELECTED,0.16657166496945197,0.08469363785639339,0.2450440063348517,0.08031979108371841,0.2433231592210452,0.0,0.04149111887260749,0.11617513284330096,0.16010650534712562,19,16,5,5,0.15023192626679605,0.18806121504987344,True,0.02,True,True
far,S2_M_SELECTED_vs_B3_NN_TANIMOTO,mae_all,B3_NN_TANIMOTO,M_SELECTED,-0.025809716759766205,-0.2029329110305122,0.13444611816022684,-0.23365509454044503,0.122481615862873,0.792,0.08772633884370747,0.2456337487623809,-0.033514131568556565,19,9,1,5,-0.07555098329292015,0.03740209683717609,False,0.02,False,False
far,S3_M_SELECTED_vs_B2_PAIRMEAN,mae_all,B2_PAIRMEAN,M_SELECTED,0.1740701855452849,0.08644759654162623,0.25801470058106296,0.08441786809756598,0.2563042630187628,0.0,0.044562548020977574,0.1247751344587372,0.17039483692564625,19,16,5,5,0.15777228662255954,0.19657404507579765,True,0.02,True,True
far,S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,mae_all,B4_HEAVIER_ALWAYS,M_SELECTED,0.2743803748061706,0.11419008002648398,0.43904033884068533,0.10884197419455495,0.4347145977409619,0.0,0.08458885951030692,0.23684880662885938,0.2899903309718673,19,14,5,5,0.2435372651104252,0.31565106845073543,True,0.02,True,True
far,X_M_PHYSICS_radius+radius_sq_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,M_PHYSICS_radius+radius_sq,0.05364206943778447,-0.033979851427554414,0.1336211377393926,-0.02636489188154837,0.14487298944435203,0.24,0.044156349880889484,0.12363777966649055,0.0368798202186954,19,14,5,5,0.018145541679713502,0.07623083482918161,True,0.02,False,False
far,X_X_PHYSICS+RESID_K1_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,X_PHYSICS+RESID_K1,0.06802953464853327,-0.024989197775822737,0.16101977437105106,-0.011356470398129736,0.17753311916164605,0.163,0.047841614394696974,0.1339565203051515,0.04887231523448605,19,14,5,5,0.02746130530113917,0.08956384674758522,True,0.02,False,False
far,X_X_ENS_DIRECT+PHYSICS_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,X_ENS_DIRECT+PHYSICS,0.043047306760255324,-0.000723659361181934,0.08380971015970222,0.003692880244894655,0.09093284830145076,0.06,0.022047709277938244,0.061733585978227076,0.03441996647184694,19,14,5,5,0.02477764497303758,0.0552431490138074,True,0.02,False,False
far,X_X_ENS_DIRECT+LOWRANK_K2_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,X_ENS_DIRECT+LOWRANK_K2,0.05956584536537973,0.010934731596503967,0.11148695703447327,0.01939768699079487,0.13021421124276594,0.014,0.02686044765110123,0.07520925342308345,0.04746094703926399,19,15,5,5,0.03393194302772289,0.0706402378584399,True,0.02,True,True
far,X_X_DIRECT_PROJ_K2_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,X_DIRECT_PROJ_K2,-0.003419421182034357,-0.007715050030051742,0.0006337075843409466,-0.008019955670937095,0.000370575809660915,0.097,0.0021119155374745863,0.005913363504928841,-0.003396169625876056,19,8,1,5,-0.004268085825864183,-0.002244957515621676,True,0.02,False,False
