comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),-0.006106141220956821,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,-0.0033193907012201013,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,-0.007959608384711324,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,-0.0055667401665389004,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,-0.006923899636290382,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,-0.004459302162000422,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,-0.005731672415861199,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,-0.004534610994897983,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.004719684154693111,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.0075202566870792185,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,-0.004668575349915763,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,-0.005537353434460518,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,-0.00796737538321312,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,-0.0050536066394530855,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,-0.0027866999070196925,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,0.0056107814418952795,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,-0.005028685147961143,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,-0.002980728104174218,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.01154809646135514,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,-0.010976358262917565,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,-0.006136347973910686,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,-0.005320730912978278,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-0.010048880405310205,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.0075000837626973595,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,-0.0052598526388260005,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.004498613925734739,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,-0.004935014216841104,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.008604986848512903,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.014532538799841692,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc062,-0.005637268255871012,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc063,-0.005692325509891451,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc068,-0.007488408467817012,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc069,-0.004364542114711103,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc070,-0.006099067475339919,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc071,-0.0069249816754555415,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc075,-0.008392749383052449,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc076,-0.006451646426664955,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc077,-0.006051543243326987,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc078,-0.004768754983749342,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc083,-0.005931868520341162,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc084,-0.007042935944274086,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc085,-0.006648552536976347,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc086,-0.006170222972677012,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc092,-0.005178673301039221,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc096,-0.006364074268713039,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc097,-0.006438739066210889,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,(none),0.10182662348993823,90
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc000,0.10297961089848447,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc001,0.09865299854255406,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc007,0.10142617552324674,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc008,0.10292725629795303,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc009,0.1017559755810348,67
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc010,0.10276248607864939,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc012,0.10645856727363952,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc015,0.10135422068615818,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc016,0.10137285961783135,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc017,0.10356112169008659,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc018,0.10179620204219657,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc019,0.10151361405956567,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc020,0.10114955072585015,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc021,0.10366792844010729,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc027,0.12059976144348034,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc028,0.1035478367567829,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc029,0.10267679476073524,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc030,0.0998561103396958,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc031,0.09578084053024431,87
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc032,0.10305197600521751,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc033,0.09637948402832583,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc036,0.09714627682580997,86
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc055,0.10098498632895046,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc057,0.09655323154759625,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc058,0.1050323995468687,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc059,0.09988538661993737,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc060,0.09913690530108481,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc061,0.0977103072471794,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc062,0.10077676387789611,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc063,0.10528778687222308,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc068,0.09284808588959043,84
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc069,0.10631806879117844,88
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc070,0.10311913981384249,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc071,0.10294051743437198,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc075,0.10117099684960455,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc076,0.10278457716376156,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc077,0.10246761818169149,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc078,0.1040534336985065,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc083,0.10544535225362443,89
S1_M_SELECTED_vs_B1_MEAN_CURVE,sc084,0.10213163132611563,89
