comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,-0.029844549567607348,-0.0590964281464821,0.014014673217008312,-0.06449943728468238,0.00681840920527933,0.1792,0.018960482462353274,0.05308935089458917,-0.02282565410145995,90,26,0,5,-0.03476399417122125,-0.013009012870364432,True,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,0.08560942457827889,0.030306100507200937,0.12941739969417246,0.018077617426260337,0.12397388667960539,0.006,0.025552254177285405,0.07154631169639913,0.09105195982455647,90,56,5,5,0.07733174739945681,0.10429654485841294,True,0.02,True,True
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,-0.051053416485257165,-0.09675586504053887,0.011787595353842627,-0.10519215811249118,0.0012865346642421214,0.1132,0.027941712215163023,0.07823679420245647,-0.047699172114980225,88,31,0,5,-0.05939050438892437,-0.025919650687537456,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,0.13451545962925432,0.040356261395343936,0.21153050076651408,0.029489697742509945,0.20361135878353723,0.0068,0.04285344331398185,0.11998964127914918,0.1283733524576385,88,53,5,5,0.11871103128726654,0.1637318857877469,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.014801516518784535,-0.023745090675813225,-0.005323659786391191,-0.02417138486311401,-0.0055219387362945285,0.0032,0.004668739037002876,0.013072469303608053,-0.017988420342608016,83,30,0,5,-0.016061914430636967,-0.012948781331335786,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,0.017213653598062362,0.006097241306445209,0.029988037541589067,0.0054639116723638565,0.02934240346607412,0.0028,0.005960361482268856,0.016689012150352796,0.024156987774054586,83,51,5,5,0.015152223811465965,0.020588902598959527,True,0.02,True,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,C_DIRECT_ROW,M_SELECTED,-0.049449869836145945,-0.08983123789081787,0.005740554053279682,-0.10291453170450797,-0.004342351765365329,0.1008,0.026508732194829313,0.07422445014552206,-0.023723513322866745,86,22,0,5,-0.055966298203210064,-0.01686696682117211,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,B1_MEAN_CURVE,M_SELECTED,0.0703821328590645,-0.04734887950778175,0.25228218077960113,-0.06847884492698242,0.2239496173424088,0.2872,0.07829016157762018,0.2192124524173365,0.12305257653004635,86,37,5,5,0.04229879438332597,0.14010011953337193,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,C_DIRECT_ROW,M_SELECTED,-0.11271529042073723,-0.1745081430937011,-0.02000804999727727,-0.19315930801390624,-0.04283580744871937,0.014,0.04140020288054268,0.1159205680655195,-0.060582080757857204,84,19,0,5,-0.12226899049433472,-0.0630771810843164,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,B1_MEAN_CURVE,M_SELECTED,0.10156821889426167,-0.057946703619874015,0.34846103906898335,-0.09163600010351948,0.29907996469351117,0.2568,0.1067285866024001,0.29884004248672025,0.2072657721526418,84,42,3,5,0.06725252938519606,0.20743269924170085,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,C_DIRECT_ROW,M_SELECTED,-0.1025125653531343,-0.17841882434544082,0.00987484387912542,-0.20234212329566376,-0.014792992842340296,0.082,0.05084046253475903,0.14235329509732528,-0.04066480126603677,84,22,1,5,-0.1172053135297988,-0.04055219311700098,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,B1_MEAN_CURVE,M_SELECTED,0.15609324471735267,-0.049627152810612196,0.4792043426584226,-0.08856324469856089,0.4182189634631322,0.1708,0.13909732998828495,0.38947252396719784,0.2791774788094776,84,38,5,5,0.10375923373238805,0.2881458270321129,True,0.02,False,
