publication_id,chemotype,extractant,n_metals,acid_name,diluent_name,diluent_class,log_acid_M,log_extr_M,log_metal_mM,temp_C,contact_min,log_contact_min,is_hno3,is_hcl,is_h2so4,complexant,modifier,dil_aliphatic,dil_aromatic,dil_chlorinated,dil_polar,max_logD,mean_logD,a,abs_a,b,abs_b
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,-3.0,-0.6989700043360187,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5706921944035341,-0.7278166421207668,0.020477562884211417,0.020477562884211417,-0.024826904610625172,0.024826904610625172
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,-3.0,-0.6989700043360187,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1892488954344613,0.0007363770250351139,-0.019210225574966475,0.019210225574966475,0.13977276939338157,0.13977276939338157
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,-2.221848749616356,-0.6989700043360187,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4138438880706946,-0.5082842415316651,0.02321564528692094,0.02321564528692094,-0.05831320943244852,0.05831320943244852
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,-2.221848749616356,-0.6989700043360187,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2842415316642122,0.095360824742267,-0.017592818078992642,0.017592818078992642,0.1310223505732751,0.1310223505732751
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-0.6989700043360187,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.053996828262313085,-0.22528200247844984,0.046697153845208283,0.046697153845208283,-0.11888448239385303,0.11888448239385303
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-0.6989700043360187,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5820164467315602,0.43699165930914247,-0.019094738629353333,0.019094738629353333,0.10829798486010236,0.10829798486010236
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.6020599913279624,-0.6989700043360187,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3482280431432995,-0.9483821263482304,0.1365655028076283,0.1365655028076283,-0.3199697402066274,0.3199697402066274
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,6.0,hno3,n_dodecane,aliphatic,0.6020599913279624,-0.6989700043360187,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6317411402157155,0.37082691319979255,-0.02002908698074516,0.02002908698074516,0.16575885809758728,0.16575885809758728
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,9.0,hno3,n_dodecane,aliphatic,0.6989700043360189,-0.6989700043360187,-1.2218487496163564,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1430148002540952,-0.3955116238033052,0.5292028039377131,0.5292028039377131,0.02389110678442381,0.02389110678442381
pub_d68ed8c8cf,sc009,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,7.0,hno3,n_dodecane,aliphatic,0.6989700043360189,-0.6989700043360187,-1.154901959985743,25.0,20.0,1.3010299956639813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9892141756548509,0.44716572061274196,0.05230489872139243,0.05230489872139243,0.20873451398740167,0.20873451398740167
pub_1c1b558856,sc027,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.2041199826559248,-0.3010299956639812,-0.2218487496163564,25.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3222192947339193,1.0156895536803467,-0.15344313119195888,0.15344313119195888,-0.13595449535926513,0.13595449535926513
pub_1c1b558856,sc027,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.414973347970818,-0.3010299956639812,-0.2218487496163564,25.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.113943352306837,1.6981399624287965,-0.21045436241059226,0.21045436241059226,-0.18174375388832573,0.18174375388832573
pub_1c1b558856,sc027,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.5563025007672873,-0.3010299956639812,-0.2218487496163564,25.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6444385894678386,2.1593708618731107,-0.24920793282280576,0.24920793282280576,-0.22274791366949334,0.22274791366949334
pub_1c1b558856,sc027,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.6627578316815741,-0.3010299956639812,-0.2218487496163564,25.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.814913181275074,2.4054601235303528,-0.21745147083931893,0.21745147083931893,-0.2051109162777647,0.2051109162777647
pub_1c1b558856,sc027,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,8.0,hno3,n_dodecane,aliphatic,0.7481880270062004,-0.3010299956639812,-0.2218487496163564,25.0,60.0,1.7781512503836436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.963787827345555,2.608666645598607,-0.19346405287427576,0.19346405287427576,-0.1792000429344252,0.1792000429344252
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hno3,n_dodecane,aliphatic,-1.0,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46745793804025204,0.2745927495979426,-0.02669322270527342,0.02669322270527342,0.07270343182998493,0.07270343182998493
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hno3,n_dodecane,aliphatic,-0.3010299956639812,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1339759185951657,1.128130216671547,0.009667157063307527,0.009667157063307527,-0.005355704129799804,0.005355704129799804
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,14.0,hno3,n_dodecane,aliphatic,0.0,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2378815746094314,2.0187073304911567,-0.17277291823227597,0.17277291823227597,7.42323364238426e-05,7.42323364238426e-05
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-1.0,-2.6989700043360187,15.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0420915032679714,2.8473747276688446,-0.18095389275229404,0.18095389275229404,0.03363339685017839,0.03363339685017839
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.688164906569343,2.5511058352319584,-0.13914552223114807,0.13914552223114807,0.023815137800881847,0.023815137800881847
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-1.0,-2.6989700043360187,45.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2675816993464037,2.1845424836601297,-0.0801845727851893,0.0801845727851893,0.014266820129267239,0.014266820129267239
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hno3,n_dodecane,aliphatic,0.47712125471966244,-1.0,-2.6989700043360187,55.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1041830065359455,1.9992307827717921,-0.1181203800060586,0.1181203800060586,0.01007027062127662,0.01007027062127662
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hno3,n_dodecane,aliphatic,0.6989700043360189,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.690499358310323,2.5881557455557265,-0.11924855705482966,0.11924855705482966,0.014829517588715523,0.014829517588715523
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hcl,n_dodecane,aliphatic,-1.0,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37905466451163555,0.16131715991984036,0.15651859512722127,0.15651859512722127,-0.08649524411326316,0.08649524411326316
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hcl,n_dodecane,aliphatic,-0.3010299956639812,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5039934011199764,0.3326552805199185,-0.019514650797570535,0.019514650797570535,-0.024433289435867988,0.024433289435867988
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hcl,n_dodecane,aliphatic,0.0,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6800846601756168,0.6081906994824476,-0.059267266863478406,0.059267266863478406,0.012829011842921675,0.012829011842921675
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hcl,n_dodecane,aliphatic,0.47712125471966244,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4582359105592877,2.2677214868996844,-0.21532441051486922,0.21532441051486922,0.02687052399374118,0.02687052399374118
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hcl,n_dodecane,aliphatic,0.6989700043360189,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6836887844444695,2.5536643237882752,-0.1583483344663942,0.1583483344663942,0.005368745474906064,0.005368745474906064
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,hcl,n_dodecane,aliphatic,0.8450980400142568,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7752540116074,2.6732022414752303,-0.11586055614320176,0.11586055614320176,0.006461417039016577,0.006461417039016577
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,h2so4,n_dodecane,aliphatic,-1.0,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43903120511149213,0.38033411875960715,-0.06812934637885747,0.06812934637885747,0.00980194347278079,0.00980194347278079
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,h2so4,n_dodecane,aliphatic,-0.3010299956639812,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0033026355500814,0.9459299859712215,-0.031298446796223546,0.031298446796223546,0.005903498129190214,0.005903498129190214
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,h2so4,n_dodecane,aliphatic,0.0,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.939633555680708,1.8592270382207594,-0.08250259467169448,0.08250259467169448,0.006856608147913152,0.006856608147913152
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,h2so4,n_dodecane,aliphatic,0.47712125471966244,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7077651455655887,2.6410084090955763,-0.07927865045079749,0.07927865045079749,0.004063218095006723,0.004063218095006723
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,h2so4,n_dodecane,aliphatic,0.6989700043360189,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.745098641467118,2.6879943032032743,-0.06211214271696187,0.06211214271696187,0.007673612250388446,0.007673612250388446
pub_c8195b4ca7,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,6.0,h2so4,n_dodecane,aliphatic,0.8450980400142568,-1.0,-2.6989700043360187,25.0,30.0,1.4771212547196624,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.749370424910275,2.6950114399573146,-0.06627347755747856,0.06627347755747856,0.009122434552341695,0.009122434552341695
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,8.0,hno3,toluene,aromatic,0.17609125905568124,-1.0,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7930916001765802,0.3428828336854167,-0.3037287353869552,0.3037287353869552,0.045045909590600695,0.045045909590600695
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.0,-1.3010299956639813,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6575773191777937,-0.8287886595888969,0.07693241576229001,0.07693241576229001,-0.12096797894949586,0.12096797894949586
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.0,-1.0,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07188200730612536,-0.11457399417892791,0.08378247955526212,0.08378247955526212,-0.1317389701435243,0.1317389701435243
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.0,-0.6989700043360187,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8000293592441343,0.6870303134859266,0.0507751971810899,0.0507751971810899,-0.07983855599617473,0.07983855599617473
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.0,-0.5228787452803376,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2380461031287955,1.15861367458821,0.03569231221961984,0.03569231221961984,-0.05612233582502647,0.05612233582502647
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.47712125471966244,-1.3010299956639813,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.431798275933005,-0.4377478875828589,0.0026734093429306386,0.0026734093429306386,-0.004203649682836799,0.004203649682836799
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.47712125471966244,-1.0,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2764618041732441,0.25472895728269895,0.009765477033629863,0.009765477033629863,-0.015355166070515687,0.015355166070515687
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.47712125471966244,-0.6989700043360187,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9503648543761231,0.9441919759261667,-0.0027737324538306615,0.0027737324538306615,0.00436139702311271,0.00436139702311271
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.47712125471966244,-0.5228787452803376,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3613500243522665,1.3568627596763934,-0.0020163156882646695,0.0020163156882646695,0.003170440331513519,0.003170440331513519
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.47712125471966244,-0.3979400086720376,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.780965029608317,1.717233488285625,0.02863724693957793,0.02863724693957793,-0.04502900176256301,0.04502900176256301
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.6989700043360189,-1.3010299956639813,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.21467016498923297,-0.23324106899151625,0.008344683853036293,0.008344683853036293,-0.0131211210602474,0.0131211210602474
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.6989700043360189,-1.0,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3820170425748684,0.3651609528115145,-0.007574146097373349,0.007574146097373349,0.01190953301789564,0.01190953301789564
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.6989700043360189,-0.6989700043360187,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1238516409670858,1.1138276809615213,0.004504184459282717,0.004504184459282717,-0.007082347349376147,0.007082347349376147
pub_b9dfc468cd,sc009,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,2.0,hno3,toluene,aromatic,0.6989700043360189,-0.5228787452803376,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5094713521025485,1.4824626604405884,0.012136134739347286,0.012136134739347286,-0.019082771249687283,0.019082771249687283
pub_56338b6e47,sc027,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,14.0,hno3,n_dodecane,aliphatic,0.8692317197309762,-1.0,,22.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0960979574435482,-0.09370846002891856,-0.06633072708891824,0.06633072708891824,-0.20675673490621135,0.20675673490621135
pub_56338b6e47,sc028,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,13.0,hno3,n_dodecane,aliphatic,0.8692317197309762,-1.0,,22.0,30.0,1.4771212547196624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.999126643946178,-2.4883045687968255,0.35530751853699627,0.35530751853699627,-0.24873810458277856,0.24873810458277856
pub_b8175dc3a1,sc029,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,14.0,hno3,ch3cl,chlorinated,-1.0,-1.0,-1.3010299956639813,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0222763950000002,-1.2955134434285716,0.05677265550773193,0.05677265550773193,0.07445454333299406,0.07445454333299406
pub_1bd76c48d9,sc030,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,9.0,hno3,toluene,aromatic,-1.0,-0.2218487496163564,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.770852012,0.5578515603333333,0.15999421231466016,0.15999421231466016,-0.006910759980945884,0.006910759980945884
pub_40c355ae86,sc030,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,14.0,hno3,n_dodecane,aliphatic,0.0,-0.1549019599857432,1.6020599913279623,25.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.929418926,0.6201085327142858,0.3467328148760595,0.3467328148760595,-0.18375897577768446,0.18375897577768446
pub_1bd76c48d9,sc031,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,9.0,hno3,toluene,aromatic,-1.0,-0.2218487496163564,0.6989700043360189,25.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.568201724,-0.0017518411111111397,0.36221010057175657,0.36221010057175657,0.03768674494564828,0.03768674494564828
pub_126bbe7976,sc009,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,13.0,hcl,isopar_l_with_30_vol_exxal_13,aliphatic,0.47712125471966244,-1.0,-0.3010299956639812,25.0,60.0,1.7781512503836436,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.843014641446968,2.100909513307564,-0.49579489753770667,0.49579489753770667,-0.22519925725901718,0.22519925725901718
pub_19783c039b,sc009,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2.0,hno3,kerosene,aliphatic,-0.30899900576016803,-1.6197887582883939,0.47712125471966244,25.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.30701754385964986,0.30701754385964986,0.0,0.0,0.0,0.0
pub_19783c039b,sc009,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2.0,hno3,kerosene_with_40_vol_1_octanol,aliphatic,-0.3073698415875822,-1.6197887582883939,0.47712125471966244,25.0,120.0,2.0791812460476247,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0055555555555542,0.9972222222222215,0.00016353494009387022,0.00016353494009387022,0.007666087271287733,0.007666087271287733
pub_19783c039b,sc009,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,10.0,hno3,kerosene_with_40_vol_1_octanol,aliphatic,-0.30229040829383924,-1.6197887582883939,0.47712125471966244,25.0,120.0,2.0791812460476247,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1777777777777776,0.04944444444444409,-0.7161474723549355,0.7161474723549355,-0.18250875942592157,0.18250875942592157
pub_19783c039b,sc009,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2.0,hno3,kerosene_with_40_vol_1_octanol,aliphatic,-0.2972696970339823,-1.6197887582883939,0.47712125471966244,25.0,120.0,2.0791812460476247,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.31111111111111095,0.31111111111111095,0.0,0.0,0.0,0.0
pub_19783c039b,sc009,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2.0,hno3,kerosene,aliphatic,-0.29320458059944554,-1.6197887582883939,0.47712125471966244,25.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.03508771929824506,-0.8289473684210522,0.21107111488629773,0.21107111488629773,-0.48915693606294813,0.48915693606294813
pub_19783c039b,sc009,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,2.0,hno3,kerosene,aliphatic,-0.3010299956639812,-1.6197887582883939,0.47712125471966244,25.0,,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1754385964912277,0.293859649122807,-0.753296558172859,0.753296558172859,-0.19788464694562388,0.19788464694562388
