arm,n_fits,shrink_mean,shrink_zero_frac,cols_identified_mean,beta_l1_mean,beta_raw_l1_mean
FE_PHYS4_S1,125,1.0,0.0,2.976,0.31137067177039207,0.31137067177039207
META_PHYS4_S1,125,1.0,0.0,2.352,0.12929279529690813,0.12929279529690813
META_ACID_S1,125,1.0,0.0,0.992,0.02529483503990373,0.02529483503990373
