n_shared,pearson,spearman,mae_shared_centred,mae_raw_centred,sf_mae,extractant,cell_a,cell_b,same_pub,dlog10_hno3
14,0.989478834044461,0.9779344759658841,0.20603584730612243,0.20603584730612257,0.2734479553846154,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,9f969f90406c97a4,0,
8,0.9528997402316779,0.9940297973880048,0.6846186115057147,0.6990165629030362,1.0455462188640998,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,4abc313a070a9a28,0,0.5228787452803376
6,0.42809253173095024,0.3768511731740915,0.563600831567277,0.7737954771661905,0.7905432910167031,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,070747aae4dc989c,0,0.5228787452803376
6,0.29891015122893755,0.09240616554505462,0.6415567486482906,0.7777562980647027,0.9012102007443488,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,baac03fd9286c92d,0,0.6989700043360189
6,0.719324527944799,0.9276336570439175,0.3801110655222408,0.708501763952381,0.55723221743105,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,74533b00ce755709,0,0.30102999566398125
8,0.4027097711213357,0.45509797952703834,0.8810235459795022,0.9136615313946806,1.3065165404208336,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,953982f25eb9e94b,0,0.39794000867203766
4,0.996289204007553,0.9999999999999998,0.10505260405916814,0.7743635467857143,0.18494885823512144,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,ef98d769b40a6680,0,0.1549019599857432
6,0.9450762405862829,0.9428571428571428,0.6952614554443378,0.689198074150687,0.9787119790630044,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,5169c377777d282b,d4654555019558c8,0,0.22184874961635642
8,0.9606757015638597,1.0,0.5048825692087949,0.4972053557914979,0.8148952201140999,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,4abc313a070a9a28,0,
6,0.47227335297751283,0.42857142857142855,0.4340749544890334,0.6462178116318907,0.6188507079448957,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,070747aae4dc989c,0,
6,0.3627717398497324,0.2125118592516207,0.5104568716482906,0.6764436108329219,0.7249157648543268,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,baac03fd9286c92d,0,
6,0.7549874441806532,0.9428571428571428,0.30246180231082404,0.636428571428572,0.4013891368834811,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,74533b00ce755709,0,
8,0.36113928543605783,0.47619047619047616,0.7942079358726484,0.7942079358726484,1.155238732528886,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,953982f25eb9e94b,0,
4,0.9923976798592589,0.9999999999999998,0.05855550832884386,0.6714285714285719,0.10452567027447267,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,ef98d769b40a6680,0,
6,0.9053238483603787,0.9428571428571428,0.6151898678887823,0.5948327250316395,0.8231379805657437,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,9f969f90406c97a4,d4654555019558c8,0,
4,-0.23933619205620554,-0.19999999999999996,0.20211362575596045,0.3918501117893311,0.3312998563684626,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4abc313a070a9a28,070747aae4dc989c,0,0.0
4,-0.7897017315392483,-0.7745966692414834,0.19316820122898165,0.402075033166096,0.2927537024097993,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4abc313a070a9a28,baac03fd9286c92d,0,0.17609125905568124
4,0.5805940989968429,0.7999999999999998,0.17854917049063107,0.41582491161635493,0.29987095318328333,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4abc313a070a9a28,74533b00ce755709,0,0.22184874961635637
6,-0.08469196271253765,-0.02857142857142857,0.3350122465252112,0.34170971914112935,0.5222594045545895,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4abc313a070a9a28,953982f25eb9e94b,0,0.12493873660829996
5,0.8567807266114367,0.8999999999999998,0.19419706894363417,0.199728305238339,0.3405110496765288,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,4abc313a070a9a28,d4654555019558c8,0,0.3010299956639812
6,0.9775884961870462,0.819688599970537,0.08857824346936188,0.08857824346936188,0.14834694950875665,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070747aae4dc989c,baac03fd9286c92d,1,0.17609125905568124
6,0.930964784354371,0.6571428571428571,0.18348976604503622,0.18348976604503622,0.2503780373272072,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070747aae4dc989c,74533b00ce755709,1,0.22184874961635637
6,0.9799410811961111,1.0,0.09394958606689692,0.09645914458553527,0.13877144917890213,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070747aae4dc989c,953982f25eb9e94b,1,0.12493873660829996
4,0.9450133351758286,0.9999999999999998,0.2057216452415847,0.35099975317497223,0.31351299428459894,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070747aae4dc989c,ef98d769b40a6680,1,0.36797678529459443
4,0.9547011768144451,0.9999999999999998,0.16696692198889812,0.5616638149501885,0.2576468770541268,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,070747aae4dc989c,d4654555019558c8,1,0.3010299956639812
6,0.869354349711441,0.39466488146729556,0.2614456831260499,0.2614456831260499,0.35899222474381165,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,baac03fd9286c92d,74533b00ce755709,1,0.3979400086720376
6,0.9238500457475083,0.819688599970537,0.17190550314791056,0.17190550314791056,0.28445379649172436,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,baac03fd9286c92d,953982f25eb9e94b,1,0.3010299956639812
4,0.36267061872072026,0.2581988897471611,0.2886514967619451,0.4452642793957194,0.5106549497026239,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,baac03fd9286c92d,ef98d769b40a6680,1,0.5440680443502757
4,0.33344199832749327,0.2581988897471611,0.24989677350925854,0.5843331643509618,0.4547888324721518,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,baac03fd9286c92d,d4654555019558c8,1,0.47712125471966244
6,0.9713033428466585,0.6571428571428571,0.09733022478382918,0.09145765446933353,0.1555011182954823,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,74533b00ce755709,953982f25eb9e94b,1,0.0969100130080564
4,0.9971340247849072,0.9999999999999998,0.08802899256360225,0.1918463517331181,0.15507519307619014,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,74533b00ce755709,ef98d769b40a6680,1,0.14612803567823807
4,0.9927345527161017,0.9999999999999998,0.05451141309058593,0.46295395081653146,0.09920907584571798,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,74533b00ce755709,d4654555019558c8,1,0.07918124604762483
4,0.9959205806189378,0.9999999999999998,0.10336555945991703,0.21858293587264838,0.15871420420418533,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,953982f25eb9e94b,ef98d769b40a6680,1,0.24303804868629447
6,0.4149613861354987,0.4857142857142857,0.39694332434571705,0.4609376715779751,0.5219903674307376,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,953982f25eb9e94b,d4654555019558c8,1,0.17609125905568124
4,0.9989895079857634,0.9999999999999998,0.038754723252686585,0.27110759908341336,0.06285456912132421,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,ef98d769b40a6680,d4654555019558c8,1,0.06694678963061323
14,0.966346710273279,0.9912087912087912,0.3480591594716293,0.3480591594716293,0.43283636992375196,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,75aae14ed0f55590,0,
14,-0.24931702276184553,0.14159603918275593,1.021840713065632,1.0218407130656322,1.268622080613589,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,029b985df55ed873,0,
14,-0.14780897179707925,0.12967032967032968,0.9820075041670207,0.9820075041670208,1.2515626093351069,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,d294b06ac73b17a1,0,
14,0.430098923912205,0.6527472527472528,0.8503479383658209,0.850347938365821,1.0318109474892518,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,48baeebc441c0964,0,
14,0.3963287250435164,0.621978021978022,0.8357060468665549,0.835706046866555,1.0380316958146047,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,260b9aefd9095405,0,
14,0.9725694580324845,0.9912087912087912,0.32295953997364585,0.3229595399736459,0.4042286125022257,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,8f1b939eaa272815,0,
14,0.8864829060349988,0.9912087912087912,0.4334366886624763,0.4334366886624763,0.5921120395035038,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,e44232cadf8273f0,0,
14,0.9872989643398961,0.987899387677852,0.17774632738384705,0.17774632738384713,0.2608468013828686,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,2c1daccff16e80f6,0,
14,0.9823998690232559,0.9912087912087912,0.26074667585575245,0.2607466758557525,0.33601251280925565,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,097373dc643a54b1,0,
6,0.9968064952013413,1.0,0.4685020245041665,0.7502958473223643,0.6728953775258589,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,430134a653758ce5,0,
5,0.9457138136361798,0.9999999999999998,0.056021725388262,0.9277659139044736,0.08368649271504924,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,aaa0149134925bf9,0,
4,0.8784514329982505,0.7999999999999998,0.03344854609730774,0.9889601796344475,0.058697693085952816,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,478c3b52611a0cbd,0,
4,0.9910520711980947,0.7999999999999998,0.040752469596293896,0.8052106920019614,0.06912526388743269,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,d4b5d2329ee89d8e,0,
4,0.997589381571232,0.9999999999999998,0.48903424995670985,0.7091354220885567,0.7727385027155229,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,d52651311f410143,0,
4,0.9783423714345243,0.7999999999999998,0.04546970410276636,0.9139811461711124,0.07134590676448212,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,e5a1360bc75a4ef8,0,
6,0.9924378958927663,1.0,0.39994006078091493,0.7502958473223642,0.5841042403476299,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,b4fc1c58dae55cf7,0,
4,0.9583630862560981,0.9999999999999998,0.04262952419081051,0.9422969526947991,0.07539119757548655,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,29a2dce9745c7f69,0,
4,0.984340121009802,0.9999999999999998,0.019912036980370584,0.8416963673468125,0.03674910471130277,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,e83d4c4ecf844dc8,0,
6,0.9906314923844777,0.9428571428571428,0.3120072163372009,1.0116052407629812,0.5000450482833417,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,fab613e45cd89915,0,
4,0.9675122495556174,0.9999999999999998,0.044914105740149035,0.8838763164935748,0.07841768352429863,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,ba23ebfd4dec23af,0,
4,0.9096789155042315,0.9999999999999998,0.051671322359919614,0.9558473901308979,0.07986864920201608,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,96867429887d5f2b,0,
4,0.9860905007980136,0.9999999999999998,0.2232352224607668,1.2108966062274964,0.41832816527420075,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,2e2178a0708ace3c,0,
4,0.9513691159725846,0.7999999999999998,0.03860157223463545,0.9139811461711125,0.0651691527720768,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,e43827453c7e2411,0,
5,0.9892942599027756,0.8999999999999998,0.19836580842245177,1.1683254591898131,0.34219776026679777,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,4c356ac82685bc22,0,
4,0.9935508197883859,0.9999999999999998,0.1030949466701852,0.8281132178227555,0.14723903554022313,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,405c419d213255a8,0,
6,0.7233212747876313,0.6571428571428571,0.0655598342718852,0.903841634549608,0.11918198068183922,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,d53530d6840d94f0,0,
5,0.9273523346148642,0.8999999999999998,0.040290123145650426,0.8904353323527552,0.07336565532173225,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,5c3c61f9e9a49367,0,
5,0.9507275869277803,0.8999999999999998,0.04138089695911712,0.9277659139044735,0.06388053079032611,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,ef9024103123aa88,0,
5,0.9800736458304655,0.8999999999999998,0.02209166175870017,0.9277659139044736,0.036271901137023256,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,c06060f01ef3c33c,0,
7,-0.03532857901356125,-0.07142857142857142,0.7414499149641122,1.008376637765517,1.1430924671418063,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,c41d53a5c2625ad2,0,
4,,,0.28997870073096405,1.5223835825642604,0.5192849371986311,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,da1466fd10c76caa,0,
14,0.8322785421215143,0.9459809188679229,0.86352590514696,0.86352590514696,1.1609599075541868,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,55bd7b92214b4418,0,
14,0.9680472858875552,0.9824175824175824,0.38666816962855693,0.38666816962855705,0.4832139401804771,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,27dac1aeb58ec2cb,0,
14,0.9948021999721606,0.9824175824175824,0.08183622320807678,0.08183622320807674,0.12154904076652345,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,a9cb3ebbf14bf055,0,
14,0.9956224952433351,0.9912087912087912,0.08241346125688812,0.08241346125688817,0.11989366461274939,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,62607940a098ba04,0,
8,0.9776922501728088,0.9761904761904762,0.045864077585463715,0.7779542715272548,0.06915015899850074,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,f8b348637519af6d,0,
6,0.9715603725829995,0.9428571428571428,0.4636613429511198,1.0372723620363393,0.7090561951142696,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,cd3067ece810d420,0,
6,0.9878493836706299,0.9428571428571428,0.21102315817075223,1.0372723620363395,0.32087054110583413,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,f863fb3745a236ed,0,
8,0.9823717784673707,0.9761904761904762,0.06635635706370532,0.7779542715272547,0.10367988239618232,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,354fe634113a078e,0,
6,0.9834097119987572,0.9428571428571428,0.15740414965016128,1.0372723620363393,0.21080329037241854,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,bd881878983afa89,0,
8,0.9826385835903901,0.9761904761904762,0.05343633168298664,0.7779542715272548,0.08286821129433326,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,cb88f30f510766d7,0,
6,0.7546260637108392,0.9428571428571428,0.5793044121806882,1.0372723620363393,0.8504532884101009,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,f05d823b963a6c6e,0,
8,0.9633295522027021,0.9285714285714286,0.06139568974806905,0.7779542715272549,0.09056118670672,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,bad44c25ba1e0e47,0,
6,0.9826278784968427,0.9428571428571428,0.25134195798322206,1.0372723620363393,0.39175661705519993,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,0e9aecd4edb08739,0,
8,0.9827084763226928,1.0,0.04736901529155293,0.7779542715272547,0.06772879177363769,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,fadca46ff2b140c2,0,
6,0.9272411202180837,0.9428571428571428,0.4655366359656546,1.0372723620363393,0.679801624087551,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,33dd4fb571535d39,0,
8,0.9757385493842552,0.9761904761904762,0.07164529488273008,0.7779542715272546,0.1217158178138928,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,1ae066ee87478b63,0,
6,0.9855304014843642,0.9428571428571428,0.17501858337046952,1.0372723620363393,0.26817798920054986,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,2ff88a5f6fb6d0e9,0,
8,0.9121187500286496,0.9761904761904762,0.10946411754954913,0.777954271527255,0.15884762470345626,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,01ee039385fc7c75,0,
6,0.9847907525686548,0.9428571428571428,0.1580786873835375,1.0372723620363395,0.23547702272302684,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,60987e3ba2606ed9,0,
13,0.9344187805466678,0.8956043956043956,0.37884019378759365,0.43989146229547027,0.5027929647229963,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,13a35b2f0047182d,0,
13,0.9576203259401407,0.943604744115451,0.3032877583916125,0.3643390268994891,0.41359922218770706,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,1ebc2c5cdec573d0,0,
13,0.9677780080470623,0.8791208791208791,0.18670406171158585,0.2299121713948273,0.2914073447966219,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,481ba480489b2751,0,
13,0.9656511114711515,0.8005509636664614,0.30656239930929713,0.31467029761186177,0.4537651845527985,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,32de9d815d2846a5,0,
13,0.9924202090858542,0.9835164835164835,0.07470259097918612,0.1315277886286878,0.12855119976711046,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,af1d270486f91d93,0,
9,0.9888422429743362,0.8451956828432803,0.11643781764970834,0.2612184301902658,0.18835194757872806,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,969dd6704f8fe61e,0,
5,0.9050518469876255,0.9999999999999998,0.3907336731989176,0.4290982325893088,0.5734848180166997,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,6cee88301287bd45,0,
9,0.9769439902797087,0.9833333333333332,0.15724916541793718,0.1958357661154678,0.22445100990703587,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,08c04f254321daed,0,
10,0.9843852313082178,0.9515151515151515,0.13353273000197907,0.18211996546929188,0.19820417041298347,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,6488e219e288487a,0,
4,0.9841303569229275,0.9999999999999998,0.2044955456741497,0.45529991367322914,0.3261827113111507,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,ed6d5074650c9b8b,0,
13,0.9899891382010861,0.9601109495518729,0.11627544040408519,0.13163981270028485,0.17626352701499007,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,084576c4c03d3466,0,
13,0.9519089340941838,0.8241758241758241,0.3146286559892516,0.32444702894007477,0.45965723289808647,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,0656e632ce1a7169,0,
14,0.973985575484489,0.9130918616621572,0.2106169329395069,0.2106169329395069,0.3002146885433898,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,b0cdf84d11493940,0,
14,0.8976522471071618,0.8373626373626374,0.49682241540992406,0.49682241540992406,0.699432816820845,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,64c611b30ca8ba77,0,
13,0.9774618205957654,0.8555716484545344,0.3523460656869126,0.40698242247639177,0.5399381675923598,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,be97fe183683ad4a,0,
13,0.9718650220945689,0.7857142857142857,0.3383665174684486,0.38428931516789994,0.5387575954071704,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,c0e9076f69d33056,0,
13,0.9421373002385047,0.7362637362637363,0.3585386762689877,0.3920615844786313,0.58761414426372,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,ab8854b327c314cc,0,
13,0.9096692209118273,0.6263736263736264,0.3956883420206374,0.41633793183190104,0.650255368263261,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,e0e5be665a068d70,0,
13,0.9571551736711934,0.9065934065934066,0.27633137106593203,0.3373826395738088,0.3936704450370782,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,8277f2b9e9f965fa,0,
13,0.9729197020079031,0.8736263736263736,0.16728126299910062,0.2184555531470915,0.271984818400597,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,258319f8cf1775bd,0,
13,0.9791198406954453,0.8186813186813187,0.16417915223028834,0.21076885034224568,0.2794359570259204,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,7bcc49d3346d5a47,0,
8,0.9736702960011153,0.9285714285714286,0.6256587877810934,0.6154933925283411,0.9344018851001968,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,5df28757679cae26,0,
8,0.9736702960011153,0.9285714285714286,0.6256587877810934,0.6154933925283411,0.9344018851001968,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,f8ed87d3cf7f4281,0,
4,0.6806747618750294,0.7999999999999998,0.05272056422216298,0.9136674409841354,0.08685999724068834,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,bc71259110d506f1,0,
8,0.9096353426084169,0.9581010095306071,0.1096636262279985,0.7779542715272553,0.15906364649386928,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,0a152227108b8080,0,
6,0.9849587405064387,0.9428571428571428,0.15823872837211636,1.0372723620363395,0.23578121383072778,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,37eb96b580471a48,dea5592aab4c6cf0,0,
14,-0.02286307941162514,0.17257017275398379,0.6737815535940027,0.6737815535940029,0.882980341426239,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,75aae14ed0f55590,029b985df55ed873,1,0.1300017227787349
14,0.0694311170438607,0.16043956043956045,0.6489606873289596,0.6489606873289597,0.865069951644597,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,75aae14ed0f55590,d294b06ac73b17a1,1,0.23412012263330761
14,0.590209745483742,0.6835164835164835,0.5148545045875846,0.5148545045875847,0.6614860655947349,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,75aae14ed0f55590,48baeebc441c0964,1,0.23412012263330761
14,0.5842156568697363,0.643956043956044,0.4881629883416571,0.4881629883416571,0.6560579992503948,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,75aae14ed0f55590,260b9aefd9095405,1,0.32999963609436667
14,0.9989447739093853,1.0,0.02509961949798339,0.02509961949798341,0.03745494178210218,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,75aae14ed0f55590,8f1b939eaa272815,1,0.4799996882883575
