column,n_extractants,n_cells,total_sd,ss_between,ss_within,frac_ss_between,ms_between,ms_within,var_between_component,var_within_component,sd_between,sd_within,icc
amplitude_linear,21,228,0.7053012821379769,49.90552651695117,63.51305036053693,0.4400119265370246,2.4952763258475583,0.30682633024413974,0.21807980725418685,0.30682633024413974,0.4669901575560098,0.5539190647054313,0.4154643881543147
curvature_quadratic,21,228,0.4525546658820114,11.351791072427798,35.343914367012204,0.24310139370632308,0.5675895536213899,0.17074354766672561,0.039545843250727034,0.17074354766672561,0.19886136691355372,0.4132112627539642,0.18805439056243417
curve_sd,21,228,0.3183935001456024,11.845497982046307,11.267869991126338,0.5124955391959842,0.5922748991023153,0.05443415454650405,0.053596018251190994,0.05443415454650405,0.23150813862840977,0.2333112825100922,0.49612082312928163
