comparison,dropped_chemotype,delta,n_units
P1_M_SELECTED_vs_C_DIRECT_ROW,(none),-0.001568470070598951,90
P1_M_SELECTED_vs_C_DIRECT_ROW,sc000,0.00017598672617669963,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc001,0.0014137815586861,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc007,-0.0018321873936709308,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc008,-0.0020401730357246435,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc009,0.01655685994287302,67
P1_M_SELECTED_vs_C_DIRECT_ROW,sc010,-0.000908569117391978,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc012,-0.0004877076140482503,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc015,-0.0001229520766996056,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc016,-0.0019066033981211664,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc017,3.081295558688918e-05,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc018,-0.0009754746783757014,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc019,-2.4539860216004622e-06,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc020,0.0010046116835528056,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc021,0.0015389307665790491,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc027,-0.010560487104007003,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc028,0.0008275578174210194,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc029,-0.004865808024580019,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc030,-0.010634295348095279,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc031,-0.00711976529234064,87
P1_M_SELECTED_vs_C_DIRECT_ROW,sc032,-0.001589862314294831,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc033,0.0016331504267129882,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc036,-0.006073536412976877,86
P1_M_SELECTED_vs_C_DIRECT_ROW,sc055,-0.001916212130963368,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc057,0.002093405351222351,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc058,-0.002354863806285466,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc059,-0.0027110201217888812,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc060,-0.0037342099864770737,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc061,-0.010759524927928414,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc062,0.0013107607663945945,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc063,-0.0023956810831516225,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc068,0.00045200477499582337,84
P1_M_SELECTED_vs_C_DIRECT_ROW,sc069,-0.0030272746266091864,88
P1_M_SELECTED_vs_C_DIRECT_ROW,sc070,-0.001192074291606519,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc071,-0.0018411396920681592,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc075,-0.003585992058208991,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc076,-0.0019669653192007715,89
P1_M_SELECTED_vs_C_DIRECT_ROW,sc077,-0.0009419253399048266,89
