comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_all,C_DIRECT_ROW,M_SELECTED,-0.001568470070598951,-0.04188205645182493,0.05140320552584029,-0.04370617101634692,0.04845143749680881,0.956,0.02453038982407284,0.06868509150740396,-0.024678461261289177,90,43,2,5,-0.010759524927928414,0.01655685994287302,False,0.02,False,False
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_all,B1_MEAN_CURVE,M_SELECTED,0.05346667603145351,0.0191985838070673,0.09793422093428163,0.0197698030003951,0.09859672344832467,0.0044,0.02000274748954307,0.05600769297072059,0.04133031789652091,90,61,5,5,0.04504395114357307,0.06227958420746824,True,0.02,True,True
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,mae_all,B3_NN_TANIMOTO,M_SELECTED,0.13277063637774764,0.06032576040905484,0.18443571946799778,0.07136270058641263,0.1941462833832179,0.0,0.03234665324789933,0.09057062909411812,0.09775821111264336,90,66,5,5,0.1049325270394852,0.14285037203936174,True,0.02,True,True
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,mae_all,B2_PAIRMEAN,M_SELECTED,0.057145273189967635,0.017877112626099024,0.11111903757253778,0.015937390096200075,0.1084772344388466,0.0036,0.02397655678187935,0.06713435898926218,0.04484425877352935,90,56,5,5,0.048438699838439056,0.07379328523380882,True,0.02,True,True
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,mae_all,B4_HEAVIER_ALWAYS,M_SELECTED,0.10077562219253347,-0.022227456518025955,0.25219014380629085,-0.06288123278071615,0.2233962052763623,0.1132,0.07485450431444236,0.2095926120804386,0.11936611509850184,90,55,5,5,0.07796009145764013,0.19120221391673273,True,0.02,False,False
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_far,C_DIRECT_ROW,M_SELECTED,0.004801013711112905,-0.06269948991945214,0.09247627732237317,-0.06821351484977106,0.08615353429284854,0.8968,0.04047450718662936,0.11332862012256219,-0.03322691911904455,88,40,2,5,-0.009897750519491594,0.0360271466511467,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_far,B1_MEAN_CURVE,M_SELECTED,0.08630254933406116,0.029468299008997337,0.1600968668125739,0.027968056334784573,0.15769402895791435,0.0064,0.033663030904863465,0.09425648653361769,0.06908629643369679,88,57,5,5,0.07257943212714453,0.10343877662878966,True,0.02,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,mae_far,B3_NN_TANIMOTO,M_SELECTED,0.20528184978250322,0.09654119808876566,0.2839720658546268,0.11363996095703612,0.29727103589835535,0.0004,0.04844208460933007,0.1356378369061242,0.14548963821882405,88,63,5,5,0.16485430981480886,0.22048966019302865,True,0.02,True,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,mae_far,B2_PAIRMEAN,M_SELECTED,0.10178189104555967,0.03740795818952736,0.18911371680459022,0.03202261893596907,0.18163326738563065,0.0024,0.039635361380581685,0.11097901186562871,0.08238434667020177,88,58,5,5,0.088673659965575,0.12935874725497842,True,0.02,True,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,mae_far,B4_HEAVIER_ALWAYS,M_SELECTED,0.14376983186733505,-0.04804251949882923,0.3841798549965646,-0.11706743520202112,0.3321292994899326,0.1552,0.11721657641519359,0.328206413962542,0.17199365883037931,88,51,5,5,0.11371174251661469,0.2866437937668431,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,mae_adjacent,C_DIRECT_ROW,M_SELECTED,-0.005290232753806442,-0.01567172041174747,0.005446014853632442,-0.014899005939934465,0.006390581245351402,0.2996,0.005314705843737389,0.01488117636246469,-0.013613611544768462,83,35,1,5,-0.007925146704097894,-0.003587993437678666,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,mae_adjacent,B1_MEAN_CURVE,M_SELECTED,0.010777543027166256,0.0016597764506367427,0.017618062124935475,0.0013983946892537251,0.017461552512723487,0.026,0.004052519691277769,0.011347055135577752,0.005970920906893324,83,55,5,5,0.009214256387725744,0.012430058193510512,True,0.02,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,mae_adjacent,B3_NN_TANIMOTO,M_SELECTED,0.03440802040275639,0.01044038759042042,0.0520451151196391,0.014549460547632214,0.058079595721882475,0.0044,0.010909860162888505,0.030547608456087814,0.0228408328036908,83,60,5,5,0.024289312848503285,0.03694908069623057,True,0.02,True,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,mae_adjacent,B2_PAIRMEAN,M_SELECTED,0.0035613856824870567,-0.005233701306924222,0.01523270759671737,-0.005499992586506386,0.014844316415663307,0.4568,0.005234546116384564,0.014656729125876778,0.000575957623551628,83,46,3,5,0.001136463291619512,0.006906633843968818,True,0.02,False,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,mae_adjacent,B4_HEAVIER_ALWAYS,M_SELECTED,0.026788116025622324,0.003373443915931304,0.058067229897489865,-0.0025076032895650496,0.053206668506223985,0.0184,0.014790778143361721,0.041414178801412814,0.0273553563273394,83,51,5,5,0.021928995574171262,0.043851040242722954,True,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,sign_acc_strong,C_DIRECT_ROW,M_SELECTED,-0.01653899521412698,-0.07812590257245598,0.06879894551459428,-0.09408739199104588,0.05093767808118227,0.7652,0.038946434015507105,0.10905001524341988,0.00468699477747552,86,33,2,5,-0.027129140575662646,0.028510031679575346,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,sign_acc_strong,B1_MEAN_CURVE,M_SELECTED,0.06530854093343214,0.01276079678835322,0.1113632689079252,0.011332889486029686,0.1099051869135389,0.0184,0.024521154249205788,0.0686592318977762,0.05865268357548398,86,50,5,5,0.05600338014483367,0.07626043110791823,True,0.02,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,sign_acc_strong,B3_NN_TANIMOTO,M_SELECTED,0.12102965204023804,-0.040700390200500654,0.23423487259724465,-0.0020810999968329472,0.2789220597783687,0.1908,0.07446207395706084,0.20849380707977033,0.011526785186854389,86,50,5,5,0.02949962138276354,0.1357741446892516,True,0.02,False,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,sign_acc_strong,B2_PAIRMEAN,M_SELECTED,0.051707974824597734,0.0033007682170404684,0.10116924153057569,0.004674666682365817,0.10219774064482227,0.0392,0.02438291459927654,0.0682721608779743,0.04502206778095095,86,45,5,5,0.041127138573277974,0.0612761823159432,True,0.02,True,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,sign_acc_strong,B4_HEAVIER_ALWAYS,M_SELECTED,-0.011418582318268646,-0.09715835677405095,0.11032201693944449,-0.12067730917749121,0.08592050616595234,0.912,0.05576850573536558,0.15615181605902362,0.027654769879970502,86,33,2,5,-0.024711393956852075,0.05109597071249496,False,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,pair_spearman,C_DIRECT_ROW,M_SELECTED,-0.06429389851500276,-0.14406074801371763,0.04678650137844283,-0.17022180402100873,0.023489341412231773,0.3404,0.051406413425074994,0.14393795759020997,-0.037093301665508595,84,32,1,5,-0.07375983564486926,-0.003244200320799326,True,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,pair_spearman,B1_MEAN_CURVE,M_SELECTED,0.06305256516632259,0.00831588156758922,0.13598986777596261,0.008300343197716095,0.13568600993836313,0.028,0.03237786627337391,0.09065802556544694,0.0751169820550045,84,45,4,5,0.04782753611046968,0.07948546210502444,True,0.02,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,pair_spearman,B3_NN_TANIMOTO,M_SELECTED,0.2246575003310141,-0.07937235365488307,0.4530747921919534,-0.019325328072850707,0.5444831107949687,0.2696,0.1508132143392918,0.422277000150017,-0.023165559285373852,84,51,5,5,0.02395733183154023,0.24540716737504054,True,0.02,False,
S3_M_SELECTED_vs_B2_PAIRMEAN,registered,pair_spearman,B2_PAIRMEAN,M_SELECTED,0.06918090654666383,0.012912046337639071,0.13238859770926942,0.017023045879105258,0.13781334551564683,0.0172,0.02994727420431358,0.08385236777207802,0.06700599529759108,84,46,4,5,0.05321953742862681,0.07807977865374316,True,0.02,True,
S4_M_SELECTED_vs_B4_HEAVIER_ALWAYS,registered,pair_spearman,B4_HEAVIER_ALWAYS,M_SELECTED,-0.0027949329605825904,-0.133293348958387,0.17467304909328607,-0.1772974476475739,0.1375224392459952,0.942,0.08342571149774529,0.2335919921936868,0.0528986416877104,84,44,2,5,-0.02674812014274075,0.09870002027471624,False,0.02,False,
P1_M_SELECTED_vs_C_DIRECT_ROW,registered,curve_spearman,C_DIRECT_ROW,M_SELECTED,-0.0464142228206287,-0.15476208023827043,0.10809049337707614,-0.18895401292346412,0.07526318661850438,0.6368,0.07096646944962906,0.19870611445896136,-0.00784084125043524,84,37,2,5,-0.06304395095603507,0.03702245957981119,False,0.02,False,
S1_M_SELECTED_vs_B1_MEAN_CURVE,registered,curve_spearman,B1_MEAN_CURVE,M_SELECTED,0.14136192598720415,0.04729216087268756,0.21991926231900638,0.049223596301222236,0.22269211155442814,0.006,0.04362696701129583,0.12215550763162832,0.13621843672230674,84,50,5,5,0.12544202380711358,0.1609504174148376,True,0.02,True,
S2_M_SELECTED_vs_B3_NN_TANIMOTO,registered,curve_spearman,B3_NN_TANIMOTO,M_SELECTED,0.20449505230069892,-0.07832236398925567,0.390035703346792,-0.004360288922205349,0.4516294984155675,0.1856,0.12438676364321453,0.3482829382010007,0.003489444115760696,84,48,5,5,0.051589635071103035,0.22410286941102653,True,0.02,False,
