grouping,pair_label,n_rows,baseline_mae,baseline_rmse,baseline_sign_accuracy,baseline_r2,2d_second_unshrunk_mae,2d_second_unshrunk_rmse,2d_second_unshrunk_sign_accuracy,2d_second_unshrunk_r2,2d_ensemble_mae,2d_ensemble_rmse,2d_ensemble_sign_accuracy,2d_ensemble_r2,delta3d_unshrunk_mae,delta3d_unshrunk_rmse,delta3d_unshrunk_sign_accuracy,delta3d_unshrunk_r2,delta3d_mae,delta3d_rmse,delta3d_sign_accuracy,delta3d_r2,mae_reduction_delta3d_vs_2d_ensemble
pair_type,Sm-Eu,106,0.149378830485268,0.2171132712619258,0.6792452830188679,-0.1298560356136882,0.1476511381638039,0.2125610663474062,0.6698113207547169,-0.0829734465344294,0.1475134791397884,0.2135522906717934,0.6792452830188679,-0.09309733768036321,0.15936485527300018,0.21695438703195358,0.7169811320754716,-0.12820297571704176,0.15940584302156255,0.22077064301906835,0.660377358490566,-0.1682425312531084,-0.011892363881774143
pair_type,Gd-Tb,98,0.12758126680023354,0.1726494326447346,0.8775510204081632,-0.09191961005350913,0.12516183810175116,0.1694523983744568,0.8877551020408163,-0.051854803981792985,0.12478430063859047,0.16934341633807515,0.8877551020408163,-0.050502254040342365,0.12755507138619265,0.16912979640744563,0.9387755102040817,-0.04785359272833767,0.1311085772417997,0.17350834443293442,0.9081632653061225,-0.10281099257049275,-0.006324276603209222
pair_type,Dy-Ho,96,0.1213101490911016,0.18748518504203096,0.6979166666666666,-0.3751377252819752,0.13455892742633524,0.19571874586036872,0.5,-0.4985703426790269,0.12840427935247692,0.19173983183494997,0.5833333333333334,-0.43825856627957793,0.0915756176122548,0.15399100844195396,0.8229166666666666,0.07230970940153392,0.09780644547340012,0.16587726018843862,0.7916666666666666,-0.07643049327242535,0.030597833879076802
pair_type,Ho-Er,96,0.11783726134586425,0.1584123056998265,0.7291666666666666,-0.5070441023084844,0.11903032143459931,0.16010911829226077,0.7291666666666666,-0.5395020202906669,0.11905471340468132,0.1595008353595341,0.7291666666666666,-0.5278265587219781,0.08712206382544958,0.13526366347488575,0.7395833333333334,-0.09877918250678319,0.08380632978953595,0.132874646231087,0.7395833333333334,-0.060308819603122066,0.03524838361514537
pair_type,La-Ce,95,0.25431456820462645,0.31154977842488313,0.8315789473684211,-0.7935854541231657,0.25589569914556815,0.31399360438097307,0.8315789473684211,-0.8218339213138117,0.2551166637998578,0.3135036546155407,0.8315789473684211,-0.8161528457363427,0.2092765951378666,0.26959986413143405,0.8315789473684211,-0.3430943362479928,0.21730221598133673,0.2798294210347647,0.8315789473684211,-0.44695134409810167,0.037814447818521085
pair_type,Er-Tm,89,0.07793056219119769,0.10086765353773482,0.5730337078651685,-0.11930985223287949,0.07393636355945751,0.09781221400492508,0.5955056179775281,-0.052525603390121356,0.07514289407153657,0.09896237678522277,0.5730337078651685,-0.07742419706042103,0.07080822396964224,0.09490611896724459,0.550561797752809,0.009088386583685493,0.07024776985712186,0.09563510698990352,0.5393258426966292,-0.006192756366262042,0.004895124214414709
pair_type,Tb-Dy,88,0.1807384415381042,0.2249311199175926,0.3977272727272727,-1.2120281131930155,0.19485386869551638,0.23716179497959874,0.25,-1.4591272845315935,0.18760549970877252,0.23121875821222085,0.375,-1.3374249740268525,0.14448596710963468,0.18402097154901026,0.6136363636363636,-0.4805606055010838,0.1551659880231746,0.20340099733351416,0.625,-0.8088298120779154,0.032439511685597916
pair_type,Tm-Yb,86,0.05275092228439724,0.07364411470015524,0.5813953488372093,-0.1428409212981967,0.05007114919556481,0.07123731223871017,0.6046511627906976,-0.06936198633745239,0.05127265438240116,0.07197342824081326,0.6046511627906976,-0.09157623045871688,0.06007307653273584,0.07495707116940106,0.5581395348837209,-0.18395421717783078,0.05893596519381558,0.07374221646066478,0.5465116279069767,-0.14588771956985824,-0.007663310811414421
pair_type,Eu-Gd,83,0.09230528891232692,0.14711407496748774,0.8192771084337349,0.11895870169835443,0.0884999437718319,0.1433833099296369,0.8674698795180723,0.16307793339135335,0.09061761302054881,0.14599776216534938,0.8192771084337349,0.1322787892182038,0.09753144818882543,0.14396128451941703,0.7951807228915663,0.1563171099812003,0.09055360173075672,0.1421064756334592,0.8192771084337349,0.17791721680241912,6.40112897920958e-05
pair_type,Yb-Lu,82,0.10692741396038836,0.14155286853489762,0.5975609756097561,-0.2579012578699793,0.10376562069936204,0.14055613359052468,0.6219512195121951,-0.2402487736790746,0.10686780509226308,0.14166201979592144,0.5975609756097561,-0.259841938358939,0.09499290178815227,0.13372080229438574,0.5853658536585366,-0.12255376100298143,0.08862532051760844,0.12701961443691057,0.5975609756097561,-0.012863176606998206,0.018242484574654647
pair_type,Ce-Pr,81,0.1673541182674669,0.2277348363118098,0.8024691358024691,-0.15230644278454641,0.17083191965343295,0.23098260314451874,0.8024691358024691,-0.18540729273007273,0.1704663137590312,0.22989042767065448,0.8024691358024691,-0.17422366334687944,0.17047077959999055,0.22441543648273687,0.8148148148148148,-0.11895985382892071,0.1680886814492879,0.22306271298101837,0.8148148148148148,-0.10551085609135713,0.002377632309743305
pair_type,Pr-Nd,81,0.17227680494835043,0.23072688685165343,0.691358024691358,-0.206891419364146,0.16236973737713165,0.22582548354315946,0.7530864197530864,-0.1561593206759646,0.1599791865933837,0.22287375980780125,0.7530864197530864,-0.12613295068383534,0.15578504064770618,0.20448196422268106,0.7777777777777778,0.0520579174517205,0.16630203790346712,0.21793346720444168,0.7160493827160493,-0.07676180956157252,-0.006322851310083422
