context,candidate_index,max_features,min_samples_leaf,inner_macro_group_mae,inner_r2,inner_mae,selected,delta3d_weight
outer_0:baseline,0.0,0.7,2.0,0.15780955539209618,-0.3294003324396111,0.1570891465287727,True,
outer_0:2d_second_unshrunk,0.0,0.7,2.0,0.15794968489454092,-0.32807794495300047,0.1570811233166816,True,
outer_0:delta3d_unshrunk,0.0,0.7,2.0,0.1425035166473843,-0.03240867558664795,0.13679680391486762,True,
outer_0:2d_ensemble_weight,,,,0.156035931743692,-0.2820917045158897,0.15433445166785387,False,0.0
outer_0:2d_ensemble_weight,,,,0.15591131899549776,-0.27851628811985774,0.1540646593526223,False,0.25
outer_0:2d_ensemble_weight,,,,0.15587686518233893,-0.2763233582120912,0.15388098429096395,True,0.5
outer_0:2d_ensemble_weight,,,,0.1559634206311814,-0.27551291479259055,0.15381702919642534,False,0.75
outer_0:2d_ensemble_weight,,,,0.156093945634781,-0.27608495786135534,0.1538222762456299,False,1.0
outer_0:delta3d_weight,,,,0.156035931743692,-0.2820917045158897,0.15433445166785387,False,0.0
outer_0:delta3d_weight,,,,0.15067485125609992,-0.19406795499285256,0.14865161089258866,False,0.25
outer_0:delta3d_weight,,,,0.1466523669316771,-0.12809854823663946,0.1440777473292022,False,0.5
outer_0:delta3d_weight,,,,0.14473194981854776,-0.08418348424725042,0.14112793834222276,False,0.75
outer_0:delta3d_weight,,,,0.14429350235487648,-0.062322763024685646,0.1396397964743509,True,1.0
outer_1:baseline,0.0,0.7,2.0,0.15486812041376505,-0.4817218189861099,0.15881373517386,True,
outer_1:2d_second_unshrunk,0.0,0.7,2.0,0.15306442330747097,-0.3944780940350543,0.15395697299412506,True,
outer_1:delta3d_unshrunk,0.0,0.7,2.0,0.161128985991964,-0.16955145596617616,0.13724171190529766,True,
outer_1:2d_ensemble_weight,,,,0.15739101712142617,-0.5518268821071697,0.16326549820633543,False,0.0
outer_1:2d_ensemble_weight,,,,0.1560461094983017,-0.528667972835229,0.1620548727656996,False,0.25
outer_1:2d_ensemble_weight,,,,0.15485454330891116,-0.5067122091925522,0.16092050988849368,False,0.5
outer_1:2d_ensemble_weight,,,,0.1538498894547499,-0.4859595911791388,0.15986874189354938,False,0.75
outer_1:2d_ensemble_weight,,,,0.1531159277522239,-0.46641011879498895,0.15889155630002125,True,1.0
outer_1:delta3d_weight,,,,0.15739101712142617,-0.5518268821071697,0.16326549820633543,False,0.0
outer_1:delta3d_weight,,,,0.1542074777177024,-0.4028552265259855,0.15428568406379803,True,0.25
outer_1:delta3d_weight,,,,0.15432795899352594,-0.2911788758824032,0.1481661690089659,False,0.5
outer_1:delta3d_weight,,,,0.15573706322538047,-0.21679783017642218,0.1438078911693725,False,0.75
outer_1:delta3d_weight,,,,0.15883400600097478,-0.1797120894080424,0.1405927189458784,False,1.0
outer_2:baseline,0.0,0.7,2.0,0.15876600481026223,-0.019956069849970115,0.1333804222139304,True,
outer_2:2d_second_unshrunk,0.0,0.7,2.0,0.15756726030954085,-0.004558587775435274,0.13113571482236047,True,
outer_2:delta3d_unshrunk,0.0,0.7,2.0,0.1564424542251089,-0.07514431740164085,0.13489193258779472,True,
outer_2:2d_ensemble_weight,,,,0.15862338549509686,-0.009217001551805382,0.13224251737069434,True,0.0
outer_2:2d_ensemble_weight,,,,0.15873123884647677,-0.011901785874427029,0.13280280124567012,False,0.25
outer_2:2d_ensemble_weight,,,,0.15884411897998635,-0.015566916985968682,0.13341124811631436,False,0.5
outer_2:2d_ensemble_weight,,,,0.15896130906712364,-0.020212394886430562,0.13406196258947187,False,0.75
outer_2:2d_ensemble_weight,,,,0.1590800314686587,-0.02583821957581267,0.13472770442985593,False,1.0
outer_2:delta3d_weight,,,,0.15862338549509686,-0.009217001551805382,0.13224251737069434,False,0.0
outer_2:delta3d_weight,,,,0.15403185657857427,0.025782573082603788,0.12770675425275038,False,0.25
outer_2:delta3d_weight,,,,0.1524020613188809,0.03277723561368595,0.12624077633953915,True,0.5
outer_2:delta3d_weight,,,,0.15248175232264796,0.011766986041440886,0.12795018504667535,False,0.75
outer_2:delta3d_weight,,,,0.15414014654223945,-0.037248175634131186,0.13210443253533397,False,1.0
full_data_deployment_model:baseline,0.0,0.7,2.0,0.15797818716149248,-0.11220396213501171,0.1381961852223936,True,
full_data_deployment_model:delta3d,0.0,0.7,2.0,0.15103081303764557,0.0654169058102484,0.1242043110278747,True,
full_data_deployment_model:delta3d_weight,,,,0.16129608808895377,-0.1006795322765639,0.136972591509741,False,0.0
full_data_deployment_model:delta3d_weight,,,,0.15620820133066496,-0.03478017257038735,0.13181472877772238,False,0.25
full_data_deployment_model:delta3d_weight,,,,0.1531081790567408,0.013689808644113177,0.1282195501828796,False,0.5
full_data_deployment_model:delta3d_weight,,,,0.1520411567293976,0.044730411366938005,0.12611904969433926,True,0.75
full_data_deployment_model:delta3d_weight,,,,0.15281474866867,0.058341635598086916,0.12557827827809376,False,1.0
