arm,macro_mae_extractant,macro_mae_extractant_seed_sd,macro_mae_chemotype,macro_mae_adjacent,macro_mae_far,macro_sign_acc_strong,macro_pair_spearman,pooled_mae,pooled_mae_adjacent,pooled_mae_far,pooled_sign_acc_strong,n_units_mae_all,n_units_adjacent,n_units_far,n_units_sign,n_seeds
SMOOTH100,0.551741243359986,0.023889580381261,0.6113511470540706,0.20435942266697923,0.7314583574714579,0.6921289483084171,0.38327833176063364,0.553387207782123,0.17314427775580002,0.8388066060103937,0.7514275120504263,90,83,88,86,5
SMOOTH50,0.5518093904037181,0.023363366165806174,0.6113170768873741,0.2044197749992816,0.7314645302456861,0.6898914254523291,0.3811383117496018,0.5545616163201939,0.1734847908147718,0.8403593578823668,0.750117414411074,90,83,88,86,5
SMOOTH0,0.5522751764799076,0.023092843411450948,0.6115587044225205,0.20455847698394872,0.7321215458191033,0.6892316659389282,0.3803532115157259,0.5563044995121886,0.17401781637401884,0.8427830271000252,0.7498455073538499,90,83,88,86,5
CHEM_ONLY,0.561462977507791,0.03356370891447449,0.5964499358230835,0.20396142373800358,0.7446651209263176,0.6818307557243062,0.3548105451848067,0.5378646366579558,0.17241812956163272,0.8086036033143167,0.7778024966011617,90,83,88,86,5
