design,model,n_cells,n_extractants,n_chemotypes,macro_accuracy,ci_low,ci_high,pooled_accuracy,auc_pooled
BQ,donor_geometry,289,82,40,0.8141621792841305,0.6979956882739901,0.8903297111702001,0.7799307958477508,0.6535731469813266
BQ,lean_all,289,82,40,0.7613646042304579,0.6390900199174845,0.8396110637299498,0.7709342560553634,0.7602841104364761
BQ,donor_pair_min,289,82,40,0.4376486115510506,0.30154279852471605,0.6360823147440793,0.36055363321799305,0.48451139878565697
BQ,always_heavy,289,82,40,0.35169147925245486,0.2422386848647271,0.5235415351430975,0.2726643598615917,0.38697445297284916
BR,donor_geometry,289,82,40,0.8156255939182768,0.698860697492163,0.8923549092751221,0.7792387543252595,0.6541837552984305
BR,lean_all,289,82,40,0.7656329849012776,0.6472685950413223,0.8413705438504752,0.7757785467128028,0.7369240462825065
BR,donor_pair_min,289,82,40,0.5448453172843417,0.463415545562924,0.6704211209315375,0.5162629757785467,0.5249799518845228
BR,always_heavy,289,82,40,0.34778904022806467,0.23755176144628043,0.5229637888317133,0.26782006920415224,0.3804605338526749
