comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
X_X_RESP3D_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_adjacent,M_PHYSICS_radius+radius_sq,X_RESP3D_RESIDUAL,-0.01615021525301368,-0.029931599201813427,-0.007930616395280615,-0.028206977974651652,-0.00685035113803095,0.0004,0.005784099783955517,0.016195479395075447,-0.022791127418031323,83,25,0,5,-0.021145018824795605,-0.01396484332517952,True,0.02,False,
X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_adjacent,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.009854148302751265,-0.02254303176439102,-0.0032070984377791803,-0.02871377716548201,-0.004052710869875155,0.0,0.0051810001339875145,0.01450680037516504,-0.01715892850056402,83,32,0,5,-0.01227380594611613,-0.005982693320458295,True,0.02,False,
X_X_RESP3D_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,sign_acc_strong,M_PHYSICS_radius+radius_sq,X_RESP3D_GATED,-0.0013683343267762154,-0.01401162509229313,0.010391476040475646,-0.01726445766394971,0.008471591858741252,0.86,0.006171425383447634,0.017279991073653373,0.0015729342025251154,86,28,3,5,-0.00256090296591476,0.0027608270448511102,False,0.02,False,
X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,sign_acc_strong,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,-0.005578738772968574,-0.014286642996970734,0.0004267175489535949,-0.01476227798912148,0.00010773634727732688,0.0656,0.0037383174216796345,0.010467288780702976,-0.007400241100640946,86,22,2,5,-0.007318700177194082,-0.0035570844663127955,True,0.02,False,
X_X_RESP3D_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,sign_acc_strong,M_PHYSICS_radius+radius_sq,X_RESP3D_RESIDUAL,-0.023735113344895455,-0.06604300911087671,0.010579328398484111,-0.06471283937344925,0.01101360363865523,0.1672,0.01902984605818761,0.053283568962925305,-0.04242334141277007,86,25,0,5,-0.030473937783377963,-0.016477105839501814,True,0.02,False,
X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,sign_acc_strong,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.056445843750501656,-0.12422907043088081,-0.010807611653231627,-0.13269100204091927,-0.01524004253748392,0.0156,0.02909386741758118,0.0814628287692273,-0.05178931750560726,86,28,0,5,-0.07258603010488482,-0.03722003852365997,True,0.02,False,
X_X_RESP3D_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,pair_spearman,M_PHYSICS_radius+radius_sq,X_RESP3D_GATED,-0.0053253296957572254,-0.018544274630968298,0.00760676366208476,-0.020106011695813678,0.006453214020676633,0.3724,0.0064689951529693585,0.018113186428314203,-0.005638721821220223,84,42,2,5,-0.0076969017585392565,-0.001523937303751857,True,0.02,False,
X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,pair_spearman,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,-0.009846678951786881,-0.024756148225573597,-0.0009423780928200869,-0.0260622281056942,-0.001288206664665704,0.028,0.006103482961291708,0.017089752291616783,-0.017537628182817924,84,39,1,5,-0.013016718279017783,-0.006300084158160909,True,0.02,False,
X_X_RESP3D_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,pair_spearman,M_PHYSICS_radius+radius_sq,X_RESP3D_RESIDUAL,-0.06905392423874832,-0.1299982799631801,-0.02151706104548961,-0.13268056509456322,-0.022564837883169587,0.0052,0.02751519387290868,0.0770425428441443,-0.08793223188052594,84,26,0,5,-0.07774147092053267,-0.05858862410547697,True,0.02,False,
X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,pair_spearman,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.07492217313467163,-0.14199177991871814,-0.023466605612967855,-0.13476353674370398,-0.01714508425402772,0.0076,0.029850703845085425,0.08358197076623919,-0.07540347082003257,84,31,0,5,-0.09009628435887154,-0.06625583659246786,True,0.02,False,
X_X_RESP3D_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,curve_spearman,M_PHYSICS_radius+radius_sq,X_RESP3D_GATED,-0.003935342397063979,-0.02505408642337522,0.017230746590215926,-0.028550116137487022,0.014490644657258132,0.6892,0.01038935854875807,0.029090203936522594,0.0039844605947861305,84,34,3,5,-0.006874322425944267,0.002065710099124015,False,0.02,False,
X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,curve_spearman,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,-0.011727728611788144,-0.029745072130982177,0.00015604697636820313,-0.03042329430384492,-0.0003054125234346881,0.0544,0.0075525645808364635,0.021147180826342097,-0.019043929785424567,84,27,2,5,-0.015452026566484162,-0.007568748511652134,True,0.02,False,
X_X_RESP3D_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,curve_spearman,M_PHYSICS_radius+radius_sq,X_RESP3D_RESIDUAL,-0.04630946737316278,-0.11338469314340256,0.014262107699158822,-0.11439902325997947,0.013411076631473893,0.1284,0.031643149710593586,0.08860081918966203,-0.06613681899556217,84,29,1,5,-0.06015702978686829,-0.036228725351335415,True,0.02,False,
X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,curve_spearman,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.09785995937463239,-0.2090864568327763,-0.025546757995756696,-0.2043146222408174,-0.021217760791724733,0.0092,0.047273268688543764,0.13236515232792254,-0.1066797688760652,84,33,0,5,-0.12666956605877774,-0.0790272754569405,True,0.02,False,
