comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
X_X_RESP3D_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_all,M_PHYSICS_radius+radius_sq,X_RESP3D_GATED,5.1176401724618075e-05,-0.003847028031540383,0.002728396765848297,-0.0031362515704054295,0.0033126300683186593,0.9836,0.001706599348271612,0.004778478175160513,-0.0007818263165099113,90,41,3,5,-0.0015740769085721914,0.00042633038754870146,False,0.02,False,False
X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,-0.00170480960161361,-0.004077754289957614,0.0015125462334769826,-0.00441310908560093,0.0011847427374351185,0.27,0.0014236800535947095,0.003986304150065186,-0.0011908068554511522,90,43,0,5,-0.0020822357245323226,-0.0006337753290822946,True,0.02,False,False
X_X_RESP3D_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_all,M_PHYSICS_radius+radius_sq,X_RESP3D_RESIDUAL,-0.05599526946439611,-0.1077050291118739,-0.02247919318715584,-0.09979150298638452,-0.016894963634326663,0.0004,0.022395688147743793,0.06270792681368262,-0.07836776245390367,90,30,0,5,-0.07474315757377896,-0.049646522294272154,True,0.02,False,False
X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_all,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.03471890653149279,-0.07067820835091619,-0.014519764975047318,-0.0860021250671975,-0.017911086733761565,0.0008,0.014736232419694057,0.04126145077514336,-0.05138520584979723,90,34,0,5,-0.03998221087575033,-0.023421902156456186,True,0.02,False,False
X_X_RESP3D_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_far,M_PHYSICS_radius+radius_sq,X_RESP3D_GATED,-0.0005377778796020714,-0.007477327823186313,0.004227304866926545,-0.005834364924581342,0.0059090747118872656,0.7892,0.003082134146844415,0.008629975611164362,-0.0019479025274575196,88,39,3,5,-0.0038243909028111457,0.00036948457690531714,False,0.02,False,
X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_far,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,-0.002329156887650299,-0.0061012778530452885,0.0033179629174455967,-0.006689676432237453,0.0023747443368617983,0.3736,0.002357041400927138,0.0065997159225959865,-0.0005663288379467615,88,41,1,5,-0.0028731994677755036,-0.0003538440558493155,True,0.02,False,
X_X_RESP3D_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_far,M_PHYSICS_radius+radius_sq,X_RESP3D_RESIDUAL,-0.08719461601382779,-0.1742741659048634,-0.031667745301866244,-0.15943398796313274,-0.023219147931233603,0.0008,0.03648330724857704,0.10215326029601571,-0.12136585059800294,88,30,0,5,-0.11944140052411713,-0.07632793715832747,True,0.02,False,
X_X_LOGK_RESIDUAL_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_far,M_PHYSICS_radius+radius_sq,X_LOGK_RESIDUAL,-0.054905539700905705,-0.10623322931575671,-0.023756599379996437,-0.12011356630720675,-0.027702033393017717,0.0008,0.02126834047926583,0.059551353341944314,-0.08049548731546675,88,31,0,5,-0.06366182199252553,-0.040068066236620896,True,0.02,False,
X_X_RESP3D_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_adjacent,M_PHYSICS_radius+radius_sq,X_RESP3D_GATED,0.0005777717603386653,-0.0002544591032182867,0.0018010134924317446,-0.00015266688095541512,0.0020708563750728892,0.1892,0.0005198223803187718,0.001455502664892561,0.0013936072359442195,83,44,3,5,0.00031523492253969574,0.0007159641504679754,True,0.02,False,
X_X_LOGK_GATED_vs_M_PHYSICS_radius+radius_sq,exploratory,mae_adjacent,M_PHYSICS_radius+radius_sq,X_LOGK_GATED,-0.00023474144863033802,-0.0009127842285700439,0.0006172165262184784,-0.001086767973938275,0.00047831697220390175,0.5804,0.0003907930488837775,0.001094220536874577,-0.00010491227259431114,83,39,1,5,-0.0003078509964544277,4.295446660933511e-05,False,0.02,False,
