model,arm,mechanism,metal_scheme,massaction_scheme,weighting,aux_lambda,matched_seed,control,policy,design_corner,carries_auxiliary,arm_kind,macro_mae,offset_mae,shape_mae,pooled_mae,macro_mae_sd,offset_mae_sd,shape_mae_sd,pooled_mae_sd,n_seeds,macro_mae_pooled_seeds,offset_mae_pooled_seeds,shape_mae_pooled_seeds,n_units,design_matched_baseline,baseline_macro_mae,design_effect_macro,transfer_effect_macro,total_vs_frozen_macro,frozen_anchor_macro_mae,n_seeds_improved_vs_baseline
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,B_LN_EXPANDED,JOINT,GENERAL,ANNOTATION_SAFE,HIERARCHICAL,1.0,,NONE,HEADLINE,GENERAL|ANNOTATION_SAFE,True,AUXILIARY,0.9769541792022796,0.8237645937573994,0.4781629520001687,1.1166243219486567,0.02416831516843281,0.037763365643099255,0.0050187265975456,0.045297560473665247,5,0.9769541792022797,0.7773438544736789,0.5185663925991553,131,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,0.973244484617957,-0.003759940882743451,-0.003709694584322576,-0.007469635467066027,0.9694845437352135,2.0
A_GEN10_CONTROL|JOINT|GENERAL|FROZEN_8|HIERARCHICAL|lam1,A_GEN10_CONTROL,JOINT,GENERAL,FROZEN_8,HIERARCHICAL,1.0,,NONE,HEADLINE,GENERAL|FROZEN_8,False,DESIGN_CONTROL,0.9691948999910684,0.8225462819273315,0.48151668023800004,1.1245837664774943,0.02414797629384258,0.030685554107030884,0.00941966208808207,0.040529998490210196,5,0.9691948999910686,0.7712106776917641,0.5249493086238636,131,A_GEN10_CONTROL|JOINT|GENERAL|FROZEN_8|HIERARCHICAL|lam1,0.9691948999910684,0.000289643744145085,,0.000289643744145085,0.9694845437352135,
A_GEN10_CONTROL|JOINT|FROZEN_3|FROZEN_8|HIERARCHICAL|lam1,A_GEN10_CONTROL,JOINT,FROZEN_3,FROZEN_8,HIERARCHICAL,1.0,,NONE,HEADLINE,FROZEN_3|FROZEN_8,False,DESIGN_CONTROL,0.9694845437352135,0.82117153046591,0.4819226475459343,1.1217506325100335,0.025371070455109983,0.033166009786362444,0.009138873092999766,0.043686840799972884,5,0.9694845437352134,0.7693429302998029,0.5259453539990178,131,A_GEN10_CONTROL|JOINT|FROZEN_3|FROZEN_8|HIERARCHICAL|lam1,0.9694845437352135,0.0,,0.0,0.9694845437352135,
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL,JOINT,GENERAL,ANNOTATION_SAFE,HIERARCHICAL,1.0,,NONE,HEADLINE,GENERAL|ANNOTATION_SAFE,False,DESIGN_CONTROL,0.973244484617957,0.8229495970000157,0.48332519039500144,1.1189620025936922,0.030094935395616734,0.03838990242860866,0.008733473714733814,0.04938557665569119,5,0.9732444846179571,0.77385824915422,0.5304707675131933,131,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,0.973244484617957,-0.003759940882743451,,-0.003759940882743451,0.9694845437352135,
A_GEN10_CONTROL|JOINT|FROZEN_3|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL,JOINT,FROZEN_3,ANNOTATION_SAFE,HIERARCHICAL,1.0,,NONE,HEADLINE,FROZEN_3|ANNOTATION_SAFE,False,DESIGN_CONTROL,0.9780858391259141,0.8290596043381623,0.4825714513767519,1.123908137163189,0.02785774281876212,0.037513341179352365,0.008370863135239527,0.04723002698011839,5,0.978085839125914,0.7773562551606342,0.5286401464061123,131,A_GEN10_CONTROL|JOINT|FROZEN_3|ANNOTATION_SAFE|HIERARCHICAL|lam1,0.9780858391259141,-0.008601295390700536,,-0.008601295390700536,0.9694845437352135,
