model,split_seed,n_rows,macro_mae,offset_mae,shape_mae,pooled_mae,macro_mae_ligand
A_GEN10_CONTROL|JOINT|FROZEN_3|ANNOTATION_SAFE|HIERARCHICAL|lam1,104729,5248,1.007772125019675,0.864630708089668,0.48918890408947774,1.1921798365622185,1.0219969719911852
A_GEN10_CONTROL|JOINT|FROZEN_3|ANNOTATION_SAFE|HIERARCHICAL|lam1,130363,5248,0.9520848544668212,0.799403151567405,0.48593281313950953,1.092400471492134,0.9680607842722966
A_GEN10_CONTROL|JOINT|FROZEN_3|ANNOTATION_SAFE|HIERARCHICAL|lam1,155921,5248,0.9460517649732978,0.7891526013767511,0.4724845299249174,1.0735340622537575,0.9581713334732921
A_GEN10_CONTROL|JOINT|FROZEN_3|ANNOTATION_SAFE|HIERARCHICAL|lam1,196613,5248,0.9845504851020751,0.8204248851943128,0.47476916547320963,1.1128416745216987,0.9806812232426271
A_GEN10_CONTROL|JOINT|FROZEN_3|ANNOTATION_SAFE|HIERARCHICAL|lam1,262147,5248,0.9999699660677015,0.8716866754626742,0.49048184425664504,1.1485846409861353,1.030618049832508
A_GEN10_CONTROL|JOINT|FROZEN_3|FROZEN_8|HIERARCHICAL|lam1,104729,5248,0.9944048690260086,0.8520242696125676,0.48743839046408793,1.1894234239391275,1.0100706867134586
A_GEN10_CONTROL|JOINT|FROZEN_3|FROZEN_8|HIERARCHICAL|lam1,130363,5248,0.9465300692427974,0.7925148187905591,0.48571269739074446,1.085195273652287,0.961341199327744
A_GEN10_CONTROL|JOINT|FROZEN_3|FROZEN_8|HIERARCHICAL|lam1,155921,5248,0.9385813876165281,0.7844620743662055,0.47247814801947624,1.0819602932055117,0.9527431042788046
A_GEN10_CONTROL|JOINT|FROZEN_3|FROZEN_8|HIERARCHICAL|lam1,196613,5248,0.9787983212933677,0.8199395233705496,0.4719900032075724,1.1191093169733717,0.974267179718948
A_GEN10_CONTROL|JOINT|FROZEN_3|FROZEN_8|HIERARCHICAL|lam1,262147,5248,0.9891080714973661,0.8569169661896682,0.4919939986477902,1.1330648547798694,1.0211216037963615
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,104729,5248,1.0025401459922392,0.8558620960808557,0.49088948376397257,1.1910884429944555,1.0182486349089972
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,130363,5248,0.9485945753262343,0.7968295620510543,0.48288416058054257,1.0795031825507633,0.9641213289362779
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,155921,5248,0.9374818260840659,0.7826673868749985,0.47508723297349376,1.0743429625520675,0.9510987818277079
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,196613,5248,0.9747696192151505,0.8084998260930829,0.4744169153904658,1.1033247314758685,0.9687582194755153
A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,262147,5248,1.0028362564720952,0.870889113900087,0.4933481592665323,1.1465506933953062,1.0332686151674513
A_GEN10_CONTROL|JOINT|GENERAL|FROZEN_8|HIERARCHICAL|lam1,104729,5248,0.9844196430859331,0.8367943812167635,0.4920021725919017,1.1814230027953616,0.9987498839974628
A_GEN10_CONTROL|JOINT|GENERAL|FROZEN_8|HIERARCHICAL|lam1,130363,5248,0.9462998012803857,0.7981424877268246,0.48243920282036995,1.0868071799525476,0.9609173000090392
A_GEN10_CONTROL|JOINT|GENERAL|FROZEN_8|HIERARCHICAL|lam1,155921,5248,0.9423398486719363,0.7947785273128408,0.4718470639951275,1.0873354477107011,0.9582312352274106
A_GEN10_CONTROL|JOINT|GENERAL|FROZEN_8|HIERARCHICAL|lam1,196613,5248,0.9750706581765503,0.8143260530223744,0.4720129269276363,1.1202572621799682,0.9720546827259945
A_GEN10_CONTROL|JOINT|GENERAL|FROZEN_8|HIERARCHICAL|lam1,262147,5248,0.997844548740537,0.8686899603578534,0.48928203485496485,1.1470959397488927,1.027659253963977
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,104729,5248,0.9958883674110622,0.8592163158954318,0.4805114252528028,1.1807128984252873,1.011175031613292
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,130363,5248,0.9520505731306299,0.7968723428946041,0.47921606979248016,1.0802285507393323,0.9653654910362107
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,155921,5248,0.9560104893160842,0.7965514028062346,0.47425747595576173,1.0858743326511706,0.9702739523271081
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,196613,5248,0.9737232988309504,0.7956099182136631,0.472140088137905,1.0879432870722547,0.9663642301629343
B_LN_EXPANDED|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,262147,5248,1.0070981673226713,0.8705729889770633,0.48468970086189356,1.1483625408552391,1.0344563856456528
