model,macro_mae,offset_mae,shape_mae,shape_r2,macro_mae_ligand,pooled_mae,pooled_r2,offset_share_of_sse,median_ligand_mae,worst_quartile_ligand_mae,rank_spearman,sign_accuracy,frac_within_0_5_log,frac_within_1_log,prediction_dispersion_ratio,n_rows,n_ligands,n_ecfp_clusters,n_superclusters,n_eff_pooled_rows,n_macro_units,nn_lt_0_4__macro_mae,nn_lt_0_4__offset_mae,nn_lt_0_4__shape_mae,nn_lt_0_4__n_rows,nn_lt_0_6__macro_mae,nn_lt_0_6__offset_mae,nn_lt_0_6__shape_mae,nn_lt_0_6__n_rows,macro_mae_sd,macro_mae_min,macro_mae_max,offset_mae_sd,offset_mae_min,offset_mae_max,shape_mae_sd,shape_mae_min,shape_mae_max,n_seeds
PADRE_donors,1.1034116390616082,0.9856772387773081,0.4860779845785683,0.25265953640344835,1.1340920745285856,1.1927991780504064,0.18385795031425634,0.5470095032198595,1.0168775893423296,2.2186089859389497,0.4700832517589976,0.6644088057622034,0.26740345528455284,0.48850355691056907,0.6135572952309792,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.239389324108634,1.150738200823108,0.37456921042980884,408.6666666666667,1.2597858072184167,1.1562860378741153,0.49048844077795417,1494.3333333333333,0.02306996589373095,1.0781883050099268,1.1234436086975772,0.0489484192713532,0.9404893423956251,1.0376733682581982,0.008733543720912524,0.4762175681445643,0.4928395657057411,3
PADRE_donors_lig2d,1.1061056433359842,0.9743100668474761,0.4860779845785683,0.25265953640344835,1.1253796883825633,1.1503065793733007,0.24157650733703162,0.499893366752527,0.9441095798372968,2.264346998971814,0.4700832517589976,0.6644088057622034,0.2863948170731707,0.5104801829268293,0.5642286429063467,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.3644379099850976,1.2633221660175098,0.37456921042980884,408.6666666666667,1.2829898117701304,1.1737434936060556,0.49048844077795417,1494.3333333333333,0.08484527892100563,1.0531278895608698,1.203964959194384,0.11951369110314863,0.9048283556370583,1.1123114725991612,0.008733543720912524,0.4762175681445643,0.4928395657057411,3
PAIR_control_offset_shape_tree,1.1338205145773885,1.0038745601489163,0.4820328673737528,0.25882070891205516,1.149417322286171,1.170621352244514,0.21891590157768112,0.5212318593854665,0.9635837840284903,2.3108774961199043,0.4600098068498984,0.6699454673032362,0.2805513211382114,0.5026041666666666,0.5430078491684712,5248.0,152.0,131.0,79.0,6.256051615740401,131.0,1.314439230297702,1.2200091095822037,0.37396472117986707,408.6666666666667,1.3139569958884076,1.2122605091213818,0.48688569828507494,1494.3333333333333,0.04471682853365685,1.099724892272305,1.1844497366417768,0.08549856691525307,0.9454415687676921,1.1020054526172942,0.010359883526986318,0.4709239310723252,0.49143062023690215,3
