model,mode,policy,k,mae,n_ligands
NULL_metal_cond,K1,ORACLE,1,0.5784098595817537,143
NULL_metal_cond,K1,ORACLE,2,0.5029151523339038,143
NULL_metal_cond,K1,ORACLE,3,0.4660455781325555,143
NULL_metal_cond,K1,ORACLE,5,0.4306060631989264,132
NULL_metal_cond,K1,RANDOM,1,0.7882382828656949,143
NULL_metal_cond,K1,RANDOM,2,0.6940224699353711,143
NULL_metal_cond,K1,RANDOM,3,0.6595576383698222,143
NULL_metal_cond,K1,RANDOM,5,0.6556152835957753,132
NULL_metal_cond,K1,WORST,1,1.5031676430491092,143
NULL_metal_cond,K1,WORST,2,1.2627391613718315,143
NULL_metal_cond,K1,WORST,3,1.0702279203811365,143
NULL_metal_cond,K1,WORST,5,1.0319779878832374,132
NULL_metal_cond,K1,ZERO_SHOT,0,1.0522468155807052,143
NULL_metal_cond,K2,ORACLE,1,0.5784098595817537,143
NULL_metal_cond,K2,ORACLE,2,0.4642017513842337,143
NULL_metal_cond,K2,ORACLE,3,0.4265113510842322,143
NULL_metal_cond,K2,ORACLE,5,0.38751609476868654,132
NULL_metal_cond,K2,RANDOM,1,0.7882382828656949,143
NULL_metal_cond,K2,RANDOM,2,0.679184439739434,143
NULL_metal_cond,K2,RANDOM,3,0.6307297640704347,143
NULL_metal_cond,K2,RANDOM,5,0.6143590708647728,132
NULL_metal_cond,K2,WORST,1,1.5031676430491092,143
NULL_metal_cond,K2,WORST,2,1.262807608653258,143
NULL_metal_cond,K2,WORST,3,1.0330037358282456,143
NULL_metal_cond,K2,WORST,5,1.002078420113578,132
NULL_metal_cond,K2,ZERO_SHOT,0,1.0522468155807052,143
NULL_metal_cond,K3,ORACLE,1,0.5784098595817537,143
NULL_metal_cond,K3,ORACLE,2,0.39672684908103123,143
NULL_metal_cond,K3,ORACLE,3,0.35887306504849864,143
NULL_metal_cond,K3,ORACLE,5,0.31688630024809145,132
NULL_metal_cond,K3,RANDOM,1,0.7882382828656949,143
NULL_metal_cond,K3,RANDOM,2,0.6518370559046908,143
NULL_metal_cond,K3,RANDOM,3,0.5856534817479045,143
NULL_metal_cond,K3,RANDOM,5,0.5369506911099644,132
NULL_metal_cond,K3,WORST,1,1.5031676430491092,143
NULL_metal_cond,K3,WORST,2,1.2455259917129813,143
NULL_metal_cond,K3,WORST,3,1.0189887490443965,143
NULL_metal_cond,K3,WORST,5,0.9142753703025174,132
NULL_metal_cond,K3,ZERO_SHOT,0,1.0522468155807052,143
NULL_metal_cond,NO_MODEL,RANDOM,1,0.8395096967018096,143
NULL_metal_cond,NO_MODEL,RANDOM,2,0.7433320096350275,143
NULL_metal_cond,NO_MODEL,RANDOM,3,0.7096047357879205,143
NULL_metal_cond,NO_MODEL,RANDOM,5,0.7081312767267699,132
NULL_metal_cond,ORACLE_level,ORACLE,-1,0.5308384002698143,143
REC_ecfp_plus_recovered,K1,ORACLE,1,0.5220128324409969,143
REC_ecfp_plus_recovered,K1,ORACLE,2,0.4540006153067268,143
REC_ecfp_plus_recovered,K1,ORACLE,3,0.42591741611966855,143
REC_ecfp_plus_recovered,K1,ORACLE,5,0.389542250579431,132
REC_ecfp_plus_recovered,K1,RANDOM,1,0.7090654140118313,143
REC_ecfp_plus_recovered,K1,RANDOM,2,0.6248175739928677,143
REC_ecfp_plus_recovered,K1,RANDOM,3,0.5936926069478267,143
REC_ecfp_plus_recovered,K1,RANDOM,5,0.5862753857499037,132
REC_ecfp_plus_recovered,K1,WORST,1,1.3233341927149715,143
REC_ecfp_plus_recovered,K1,WORST,2,1.1418929685049022,143
REC_ecfp_plus_recovered,K1,WORST,3,0.9550808253818913,143
REC_ecfp_plus_recovered,K1,WORST,5,0.9044036081773692,132
REC_ecfp_plus_recovered,K1,ZERO_SHOT,0,0.9951517478301956,143
REC_ecfp_plus_recovered,K2,ORACLE,1,0.5220128324409969,143
REC_ecfp_plus_recovered,K2,ORACLE,2,0.4118455933379316,143
REC_ecfp_plus_recovered,K2,ORACLE,3,0.37803405157388403,143
REC_ecfp_plus_recovered,K2,ORACLE,5,0.33825185088616927,132
REC_ecfp_plus_recovered,K2,RANDOM,1,0.7090654140118313,143
REC_ecfp_plus_recovered,K2,RANDOM,2,0.6067957654141677,143
REC_ecfp_plus_recovered,K2,RANDOM,3,0.5636894773977298,143
REC_ecfp_plus_recovered,K2,RANDOM,5,0.5384756776585646,132
REC_ecfp_plus_recovered,K2,WORST,1,1.3233341927149715,143
REC_ecfp_plus_recovered,K2,WORST,2,1.13239303291349,143
REC_ecfp_plus_recovered,K2,WORST,3,0.931279046459021,143
REC_ecfp_plus_recovered,K2,WORST,5,0.8739566884878215,132
REC_ecfp_plus_recovered,K2,ZERO_SHOT,0,0.9951517478301956,143
REC_ecfp_plus_recovered,K3,ORACLE,1,0.5220128324409969,143
REC_ecfp_plus_recovered,K3,ORACLE,2,0.35081657822764817,143
REC_ecfp_plus_recovered,K3,ORACLE,3,0.3104339475693666,143
REC_ecfp_plus_recovered,K3,ORACLE,5,0.27301024286606485,132
REC_ecfp_plus_recovered,K3,RANDOM,1,0.7090654140118313,143
REC_ecfp_plus_recovered,K3,RANDOM,2,0.5799045018686982,143
REC_ecfp_plus_recovered,K3,RANDOM,3,0.5187619326527023,143
REC_ecfp_plus_recovered,K3,RANDOM,5,0.470388396165191,132
REC_ecfp_plus_recovered,K3,WORST,1,1.3233341927149715,143
REC_ecfp_plus_recovered,K3,WORST,2,1.1121482610422855,143
REC_ecfp_plus_recovered,K3,WORST,3,0.9040058396945497,143
REC_ecfp_plus_recovered,K3,WORST,5,0.8103214657734409,132
REC_ecfp_plus_recovered,K3,ZERO_SHOT,0,0.9951517478301956,143
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,1,0.8395096967018096,143
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,2,0.74277016290003,143
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,3,0.7095986232185354,143
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,5,0.7078585046459783,132
REC_ecfp_plus_recovered,ORACLE_level,ORACLE,-1,0.4796199022594993,143
TREE_MC_ecfp_massaction,K1,ORACLE,1,0.5244786606282437,143
TREE_MC_ecfp_massaction,K1,ORACLE,2,0.455997746038999,143
TREE_MC_ecfp_massaction,K1,ORACLE,3,0.4274838828293396,143
TREE_MC_ecfp_massaction,K1,ORACLE,5,0.38965468946685683,132
TREE_MC_ecfp_massaction,K1,RANDOM,1,0.7124914755905977,143
TREE_MC_ecfp_massaction,K1,RANDOM,2,0.6275434663022288,143
TREE_MC_ecfp_massaction,K1,RANDOM,3,0.5975561610336825,143
TREE_MC_ecfp_massaction,K1,RANDOM,5,0.5875796170457729,132
TREE_MC_ecfp_massaction,K1,WORST,1,1.3219433606148254,143
TREE_MC_ecfp_massaction,K1,WORST,2,1.1421050253796632,143
TREE_MC_ecfp_massaction,K1,WORST,3,0.9652077966371961,143
TREE_MC_ecfp_massaction,K1,WORST,5,0.9058204882999173,132
TREE_MC_ecfp_massaction,K1,ZERO_SHOT,0,1.0214400406104047,143
TREE_MC_ecfp_massaction,K2,ORACLE,1,0.5244786606282438,143
TREE_MC_ecfp_massaction,K2,ORACLE,2,0.41028968555065704,143
TREE_MC_ecfp_massaction,K2,ORACLE,3,0.37455714140469054,143
TREE_MC_ecfp_massaction,K2,ORACLE,5,0.33541355631662395,132
TREE_MC_ecfp_massaction,K2,RANDOM,1,0.7124914755905977,143
TREE_MC_ecfp_massaction,K2,RANDOM,2,0.6089531966744836,143
TREE_MC_ecfp_massaction,K2,RANDOM,3,0.5620278774247801,143
TREE_MC_ecfp_massaction,K2,RANDOM,5,0.536094192315091,132
TREE_MC_ecfp_massaction,K2,WORST,1,1.3219433606148254,143
TREE_MC_ecfp_massaction,K2,WORST,2,1.141400071805669,143
TREE_MC_ecfp_massaction,K2,WORST,3,0.9272434197886619,143
TREE_MC_ecfp_massaction,K2,WORST,5,0.8691081890244714,132
TREE_MC_ecfp_massaction,K2,ZERO_SHOT,0,1.0214400406104047,143
TREE_MC_ecfp_massaction,K3,ORACLE,1,0.5244786606282438,143
TREE_MC_ecfp_massaction,K3,ORACLE,2,0.3502874975971282,143
TREE_MC_ecfp_massaction,K3,ORACLE,3,0.310849947281633,143
TREE_MC_ecfp_massaction,K3,ORACLE,5,0.2736913890727462,132
TREE_MC_ecfp_massaction,K3,RANDOM,1,0.7124914755905977,143
TREE_MC_ecfp_massaction,K3,RANDOM,2,0.5835943255133895,143
TREE_MC_ecfp_massaction,K3,RANDOM,3,0.5200397513012762,143
TREE_MC_ecfp_massaction,K3,RANDOM,5,0.4698092517231129,132
TREE_MC_ecfp_massaction,K3,WORST,1,1.3219433606148254,143
TREE_MC_ecfp_massaction,K3,WORST,2,1.1262171735796158,143
TREE_MC_ecfp_massaction,K3,WORST,3,0.9145802045140624,143
TREE_MC_ecfp_massaction,K3,WORST,5,0.8078145855117592,132
TREE_MC_ecfp_massaction,K3,ZERO_SHOT,0,1.0214400406104047,143
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,1,0.8395096967018096,143
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,2,0.7427765195466884,143
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,3,0.7098009597265059,143
TREE_MC_ecfp_massaction,NO_MODEL,RANDOM,5,0.7064815331817852,132
TREE_MC_ecfp_massaction,ORACLE_level,ORACLE,-1,0.48196155897309584,143
TREE_MC_lig2d_ext_massaction,K1,ORACLE,1,0.5272463001642923,143
TREE_MC_lig2d_ext_massaction,K1,ORACLE,2,0.45994630914605,143
TREE_MC_lig2d_ext_massaction,K1,ORACLE,3,0.4289714870408947,143
TREE_MC_lig2d_ext_massaction,K1,ORACLE,5,0.39590026979651954,132
TREE_MC_lig2d_ext_massaction,K1,RANDOM,1,0.7128734192775434,143
TREE_MC_lig2d_ext_massaction,K1,RANDOM,2,0.6277251684445945,143
TREE_MC_lig2d_ext_massaction,K1,RANDOM,3,0.5982755317750801,143
TREE_MC_lig2d_ext_massaction,K1,RANDOM,5,0.5924450558917296,132
TREE_MC_lig2d_ext_massaction,K1,WORST,1,1.321824467325142,143
TREE_MC_lig2d_ext_massaction,K1,WORST,2,1.1375626600496052,143
TREE_MC_lig2d_ext_massaction,K1,WORST,3,0.9631064328284233,143
TREE_MC_lig2d_ext_massaction,K1,WORST,5,0.9141423899208889,132
TREE_MC_lig2d_ext_massaction,K1,ZERO_SHOT,0,1.0326119969268135,143
TREE_MC_lig2d_ext_massaction,K2,ORACLE,1,0.5272463001642923,143
TREE_MC_lig2d_ext_massaction,K2,ORACLE,2,0.411404378770791,143
TREE_MC_lig2d_ext_massaction,K2,ORACLE,3,0.3752605163857588,143
TREE_MC_lig2d_ext_massaction,K2,ORACLE,5,0.33699571686465524,132
TREE_MC_lig2d_ext_massaction,K2,RANDOM,1,0.7128734192775434,143
TREE_MC_lig2d_ext_massaction,K2,RANDOM,2,0.6085490528475224,143
TREE_MC_lig2d_ext_massaction,K2,RANDOM,3,0.5623086704489579,143
TREE_MC_lig2d_ext_massaction,K2,RANDOM,5,0.537707100217788,132
TREE_MC_lig2d_ext_massaction,K2,WORST,1,1.321824467325142,143
TREE_MC_lig2d_ext_massaction,K2,WORST,2,1.1255168358647458,143
TREE_MC_lig2d_ext_massaction,K2,WORST,3,0.9377179931805523,143
TREE_MC_lig2d_ext_massaction,K2,WORST,5,0.8735561791991597,132
TREE_MC_lig2d_ext_massaction,K2,ZERO_SHOT,0,1.0326119969268135,143
TREE_MC_lig2d_ext_massaction,K3,ORACLE,1,0.5272463001642923,143
TREE_MC_lig2d_ext_massaction,K3,ORACLE,2,0.3555604915261574,143
TREE_MC_lig2d_ext_massaction,K3,ORACLE,3,0.3146081652580631,143
TREE_MC_lig2d_ext_massaction,K3,ORACLE,5,0.2769008272395377,132
TREE_MC_lig2d_ext_massaction,K3,RANDOM,1,0.7128734192775434,143
TREE_MC_lig2d_ext_massaction,K3,RANDOM,2,0.5842406107398959,143
TREE_MC_lig2d_ext_massaction,K3,RANDOM,3,0.5211966123679953,143
TREE_MC_lig2d_ext_massaction,K3,RANDOM,5,0.47194218802205123,132
TREE_MC_lig2d_ext_massaction,K3,WORST,1,1.321824467325142,143
TREE_MC_lig2d_ext_massaction,K3,WORST,2,1.107372642828537,143
TREE_MC_lig2d_ext_massaction,K3,WORST,3,0.9128234108981389,143
TREE_MC_lig2d_ext_massaction,K3,WORST,5,0.8187714461942813,132
TREE_MC_lig2d_ext_massaction,K3,ZERO_SHOT,0,1.0326119969268135,143
TREE_MC_lig2d_ext_massaction,NO_MODEL,RANDOM,1,0.8395096967018096,143
TREE_MC_lig2d_ext_massaction,NO_MODEL,RANDOM,2,0.7425366022176819,143
TREE_MC_lig2d_ext_massaction,NO_MODEL,RANDOM,3,0.7092918377310592,143
TREE_MC_lig2d_ext_massaction,NO_MODEL,RANDOM,5,0.707219712573362,132
TREE_MC_lig2d_ext_massaction,ORACLE_level,ORACLE,-1,0.4844166769400091,143
