model,mode,policy,k,mae,n_ligands
REC_ecfp_plus_recovered,K0,ZERO_SHOT,0,0.9950749873881235,143
REC_ecfp_plus_recovered,K1,CENTRAL,1,0.6487492538588174,143
REC_ecfp_plus_recovered,K1,CENTRAL,2,0.615037483752601,143
REC_ecfp_plus_recovered,K1,CENTRAL,3,0.5942375840745397,140
REC_ecfp_plus_recovered,K1,CENTRAL,5,0.6164347729241418,99
REC_ecfp_plus_recovered,K1,D_OPTIMAL,1,0.8907637369820149,143
REC_ecfp_plus_recovered,K1,D_OPTIMAL,2,0.6525752115011144,143
REC_ecfp_plus_recovered,K1,D_OPTIMAL,3,0.6198134630160315,140
REC_ecfp_plus_recovered,K1,D_OPTIMAL,5,0.6265133406355455,99
REC_ecfp_plus_recovered,K1,FARTHEST_FROM_EXISTING,1,0.8089527520385053,143
REC_ecfp_plus_recovered,K1,FARTHEST_FROM_EXISTING,2,0.6389459743956639,143
REC_ecfp_plus_recovered,K1,FARTHEST_FROM_EXISTING,3,0.6058744091800868,140
REC_ecfp_plus_recovered,K1,FARTHEST_FROM_EXISTING,5,0.6211174744734699,99
REC_ecfp_plus_recovered,K1,MAX_CONDITION_COVERAGE,1,0.6664507849087674,143
REC_ecfp_plus_recovered,K1,MAX_CONDITION_COVERAGE,2,0.6175062858177477,143
REC_ecfp_plus_recovered,K1,MAX_CONDITION_COVERAGE,3,0.597251341819137,140
REC_ecfp_plus_recovered,K1,MAX_CONDITION_COVERAGE,5,0.619901504988595,99
REC_ecfp_plus_recovered,K1,MAX_ENSEMBLE_SD,1,0.7116318520232454,143
REC_ecfp_plus_recovered,K1,MAX_ENSEMBLE_SD,2,0.6310651884814084,143
REC_ecfp_plus_recovered,K1,MAX_ENSEMBLE_SD,3,0.6015025094689334,140
REC_ecfp_plus_recovered,K1,MAX_ENSEMBLE_SD,5,0.6186490660822144,99
REC_ecfp_plus_recovered,K1,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6699862332101072,143
REC_ecfp_plus_recovered,K1,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.6028817839932971,143
REC_ecfp_plus_recovered,K1,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.5890428473464496,140
REC_ecfp_plus_recovered,K1,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.6152356343255548,99
REC_ecfp_plus_recovered,K1,MAX_MODEL_DISAGREEMENT,1,0.7381567644994613,143
REC_ecfp_plus_recovered,K1,MAX_MODEL_DISAGREEMENT,2,0.6637168789733731,143
REC_ecfp_plus_recovered,K1,MAX_MODEL_DISAGREEMENT,3,0.6342437517619269,140
REC_ecfp_plus_recovered,K1,MAX_MODEL_DISAGREEMENT,5,0.644967364836245,99
REC_ecfp_plus_recovered,K1,MAX_PREDICTIVE_VARIANCE,1,0.7369676317552266,143
REC_ecfp_plus_recovered,K1,MAX_PREDICTIVE_VARIANCE,2,0.6246646172020126,143
REC_ecfp_plus_recovered,K1,MAX_PREDICTIVE_VARIANCE,3,0.6038367290160953,140
REC_ecfp_plus_recovered,K1,MAX_PREDICTIVE_VARIANCE,5,0.620693751522692,99
REC_ecfp_plus_recovered,K1,MIN_ENSEMBLE_SD,1,0.7204743611336291,143
REC_ecfp_plus_recovered,K1,MIN_ENSEMBLE_SD,2,0.6334299980448658,143
REC_ecfp_plus_recovered,K1,MIN_ENSEMBLE_SD,3,0.6020652394760032,140
REC_ecfp_plus_recovered,K1,MIN_ENSEMBLE_SD,5,0.6177042134976695,99
REC_ecfp_plus_recovered,K1,ORACLE,1,0.48238451314668424,143
REC_ecfp_plus_recovered,K1,ORACLE,2,0.4839599035375846,143
REC_ecfp_plus_recovered,K1,ORACLE,3,0.5088855389948007,140
REC_ecfp_plus_recovered,K1,ORACLE,5,0.5447557537459838,99
REC_ecfp_plus_recovered,K1,RANDOM,1,0.7060980844663237,143
REC_ecfp_plus_recovered,K1,RANDOM,2,0.6202392152615388,143
REC_ecfp_plus_recovered,K1,RANDOM,3,0.6013348350841956,140
REC_ecfp_plus_recovered,K1,RANDOM,5,0.6200171461589357,99
REC_ecfp_plus_recovered,K2,CENTRAL,1,0.6487492538588174,143
REC_ecfp_plus_recovered,K2,CENTRAL,2,0.6118438368691219,143
REC_ecfp_plus_recovered,K2,CENTRAL,3,0.581954575536626,140
REC_ecfp_plus_recovered,K2,CENTRAL,5,0.574603787532541,99
REC_ecfp_plus_recovered,K2,D_OPTIMAL,1,0.8907637369820149,143
REC_ecfp_plus_recovered,K2,D_OPTIMAL,2,0.624393925389211,143
REC_ecfp_plus_recovered,K2,D_OPTIMAL,3,0.5745155435934853,140
REC_ecfp_plus_recovered,K2,D_OPTIMAL,5,0.5524387444217123,99
REC_ecfp_plus_recovered,K2,FARTHEST_FROM_EXISTING,1,0.8089527520385053,143
REC_ecfp_plus_recovered,K2,FARTHEST_FROM_EXISTING,2,0.6042314368353561,143
REC_ecfp_plus_recovered,K2,FARTHEST_FROM_EXISTING,3,0.5651431872989524,140
REC_ecfp_plus_recovered,K2,FARTHEST_FROM_EXISTING,5,0.5524598380219516,99
REC_ecfp_plus_recovered,K2,MAX_CONDITION_COVERAGE,1,0.6664507849087673,143
REC_ecfp_plus_recovered,K2,MAX_CONDITION_COVERAGE,2,0.6016507412585745,143
REC_ecfp_plus_recovered,K2,MAX_CONDITION_COVERAGE,3,0.5636558803003556,140
REC_ecfp_plus_recovered,K2,MAX_CONDITION_COVERAGE,5,0.557241636480889,99
REC_ecfp_plus_recovered,K2,MAX_ENSEMBLE_SD,1,0.7116318520232454,143
REC_ecfp_plus_recovered,K2,MAX_ENSEMBLE_SD,2,0.6152954357714429,143
REC_ecfp_plus_recovered,K2,MAX_ENSEMBLE_SD,3,0.5720299422952297,140
REC_ecfp_plus_recovered,K2,MAX_ENSEMBLE_SD,5,0.5589027086837995,99
REC_ecfp_plus_recovered,K2,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6699862332101072,143
REC_ecfp_plus_recovered,K2,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.5810938404193778,143
REC_ecfp_plus_recovered,K2,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.54890378321001,140
REC_ecfp_plus_recovered,K2,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.5465675163468651,99
REC_ecfp_plus_recovered,K2,MAX_MODEL_DISAGREEMENT,1,0.7381567644994613,143
REC_ecfp_plus_recovered,K2,MAX_MODEL_DISAGREEMENT,2,0.6572642114125486,143
REC_ecfp_plus_recovered,K2,MAX_MODEL_DISAGREEMENT,3,0.6186058327719969,140
REC_ecfp_plus_recovered,K2,MAX_MODEL_DISAGREEMENT,5,0.5988747790699811,99
REC_ecfp_plus_recovered,K2,MAX_PREDICTIVE_VARIANCE,1,0.7369676317552266,143
REC_ecfp_plus_recovered,K2,MAX_PREDICTIVE_VARIANCE,2,0.5912914455053603,143
REC_ecfp_plus_recovered,K2,MAX_PREDICTIVE_VARIANCE,3,0.5660185290936448,140
REC_ecfp_plus_recovered,K2,MAX_PREDICTIVE_VARIANCE,5,0.5522038768855797,99
REC_ecfp_plus_recovered,K2,MIN_ENSEMBLE_SD,1,0.7204743611336291,143
REC_ecfp_plus_recovered,K2,MIN_ENSEMBLE_SD,2,0.6183442614078494,143
REC_ecfp_plus_recovered,K2,MIN_ENSEMBLE_SD,3,0.572409885504869,140
REC_ecfp_plus_recovered,K2,MIN_ENSEMBLE_SD,5,0.5554187768130163,99
REC_ecfp_plus_recovered,K2,ORACLE,1,0.48238451314668424,143
REC_ecfp_plus_recovered,K2,ORACLE,2,0.4703288873302741,143
REC_ecfp_plus_recovered,K2,ORACLE,3,0.47471683994013575,140
REC_ecfp_plus_recovered,K2,ORACLE,5,0.4772167483259898,99
REC_ecfp_plus_recovered,K2,RANDOM,1,0.7060980844663237,143
REC_ecfp_plus_recovered,K2,RANDOM,2,0.6056004449210197,143
REC_ecfp_plus_recovered,K2,RANDOM,3,0.572850995329811,140
REC_ecfp_plus_recovered,K2,RANDOM,5,0.5571841704279542,99
REC_ecfp_plus_recovered,K3,CENTRAL,1,0.6487492538588174,143
REC_ecfp_plus_recovered,K3,CENTRAL,2,0.6053674158403533,143
REC_ecfp_plus_recovered,K3,CENTRAL,3,0.5556013858666246,140
REC_ecfp_plus_recovered,K3,CENTRAL,5,0.5514822107549358,99
REC_ecfp_plus_recovered,K3,D_OPTIMAL,1,0.8907637369820149,143
REC_ecfp_plus_recovered,K3,D_OPTIMAL,2,0.573980224013312,143
REC_ecfp_plus_recovered,K3,D_OPTIMAL,3,0.507346396654358,140
REC_ecfp_plus_recovered,K3,D_OPTIMAL,5,0.47636721215990235,99
REC_ecfp_plus_recovered,K3,FARTHEST_FROM_EXISTING,1,0.8089527520385053,143
REC_ecfp_plus_recovered,K3,FARTHEST_FROM_EXISTING,2,0.552499276176493,143
REC_ecfp_plus_recovered,K3,FARTHEST_FROM_EXISTING,3,0.5029318512756247,140
REC_ecfp_plus_recovered,K3,FARTHEST_FROM_EXISTING,5,0.481301069720138,99
REC_ecfp_plus_recovered,K3,MAX_CONDITION_COVERAGE,1,0.6664507849087674,143
REC_ecfp_plus_recovered,K3,MAX_CONDITION_COVERAGE,2,0.5717867295085909,143
REC_ecfp_plus_recovered,K3,MAX_CONDITION_COVERAGE,3,0.5065943497345228,140
REC_ecfp_plus_recovered,K3,MAX_CONDITION_COVERAGE,5,0.4963990235193047,99
REC_ecfp_plus_recovered,K3,MAX_ENSEMBLE_SD,1,0.7116318520232454,143
REC_ecfp_plus_recovered,K3,MAX_ENSEMBLE_SD,2,0.5934894596925842,143
REC_ecfp_plus_recovered,K3,MAX_ENSEMBLE_SD,3,0.5310817890582067,140
REC_ecfp_plus_recovered,K3,MAX_ENSEMBLE_SD,5,0.5102137154277837,99
REC_ecfp_plus_recovered,K3,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.6699862332101072,143
REC_ecfp_plus_recovered,K3,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.5520644557483142,143
REC_ecfp_plus_recovered,K3,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.4988225289039149,140
REC_ecfp_plus_recovered,K3,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.48476352759078406,99
REC_ecfp_plus_recovered,K3,MAX_MODEL_DISAGREEMENT,1,0.7381567644994613,143
REC_ecfp_plus_recovered,K3,MAX_MODEL_DISAGREEMENT,2,0.6384496875714073,143
REC_ecfp_plus_recovered,K3,MAX_MODEL_DISAGREEMENT,3,0.5828298236756053,140
REC_ecfp_plus_recovered,K3,MAX_MODEL_DISAGREEMENT,5,0.5620027953510748,99
REC_ecfp_plus_recovered,K3,MAX_PREDICTIVE_VARIANCE,1,0.7369676317552266,143
REC_ecfp_plus_recovered,K3,MAX_PREDICTIVE_VARIANCE,2,0.5398342906095787,143
REC_ecfp_plus_recovered,K3,MAX_PREDICTIVE_VARIANCE,3,0.4986640709116943,140
REC_ecfp_plus_recovered,K3,MAX_PREDICTIVE_VARIANCE,5,0.47870698795599637,99
REC_ecfp_plus_recovered,K3,MIN_ENSEMBLE_SD,1,0.7204743611336291,143
REC_ecfp_plus_recovered,K3,MIN_ENSEMBLE_SD,2,0.593305379733391,143
REC_ecfp_plus_recovered,K3,MIN_ENSEMBLE_SD,3,0.5290344140904056,140
REC_ecfp_plus_recovered,K3,MIN_ENSEMBLE_SD,5,0.5054927165366493,99
REC_ecfp_plus_recovered,K3,ORACLE,1,0.48238451314668424,143
REC_ecfp_plus_recovered,K3,ORACLE,2,0.446776196921693,143
REC_ecfp_plus_recovered,K3,ORACLE,3,0.422913104890394,140
REC_ecfp_plus_recovered,K3,ORACLE,5,0.4099427346381368,99
REC_ecfp_plus_recovered,K3,RANDOM,1,0.7060980844663237,143
REC_ecfp_plus_recovered,K3,RANDOM,2,0.5790695369652196,143
REC_ecfp_plus_recovered,K3,RANDOM,3,0.526085198115484,140
REC_ecfp_plus_recovered,K3,RANDOM,5,0.5034413489837409,99
REC_ecfp_plus_recovered,NO_MODEL,CENTRAL,1,0.748077714297665,143
REC_ecfp_plus_recovered,NO_MODEL,CENTRAL,2,0.7207698728865392,143
REC_ecfp_plus_recovered,NO_MODEL,CENTRAL,3,0.7080369372845595,140
REC_ecfp_plus_recovered,NO_MODEL,CENTRAL,5,0.7577670019915078,99
REC_ecfp_plus_recovered,NO_MODEL,D_OPTIMAL,1,1.0516037200749269,143
REC_ecfp_plus_recovered,NO_MODEL,D_OPTIMAL,2,0.7616802751492108,143
REC_ecfp_plus_recovered,NO_MODEL,D_OPTIMAL,3,0.7335125480478095,140
REC_ecfp_plus_recovered,NO_MODEL,D_OPTIMAL,5,0.7675870916110833,99
REC_ecfp_plus_recovered,NO_MODEL,FARTHEST_FROM_EXISTING,1,0.9411578075540595,143
REC_ecfp_plus_recovered,NO_MODEL,FARTHEST_FROM_EXISTING,2,0.7477983656487949,143
REC_ecfp_plus_recovered,NO_MODEL,FARTHEST_FROM_EXISTING,3,0.7120383913429823,140
REC_ecfp_plus_recovered,NO_MODEL,FARTHEST_FROM_EXISTING,5,0.7549971811328459,99
REC_ecfp_plus_recovered,NO_MODEL,MAX_CONDITION_COVERAGE,1,0.7706660019121038,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_CONDITION_COVERAGE,2,0.7235624414341191,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_CONDITION_COVERAGE,3,0.7097063508241674,140
REC_ecfp_plus_recovered,NO_MODEL,MAX_CONDITION_COVERAGE,5,0.7548596217289801,99
REC_ecfp_plus_recovered,NO_MODEL,MAX_ENSEMBLE_SD,1,0.8417109727168772,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_ENSEMBLE_SD,2,0.7502564845943356,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_ENSEMBLE_SD,3,0.7232075899545876,140
REC_ecfp_plus_recovered,NO_MODEL,MAX_ENSEMBLE_SD,5,0.7616164705187168,99
REC_ecfp_plus_recovered,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.7815648757301698,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.712892091448586,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.7009655879458564,140
REC_ecfp_plus_recovered,NO_MODEL,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.752997135741236,99
REC_ecfp_plus_recovered,NO_MODEL,MAX_MODEL_DISAGREEMENT,1,0.8890891003810366,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_MODEL_DISAGREEMENT,2,0.798708035369838,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_MODEL_DISAGREEMENT,3,0.7586839985320529,140
REC_ecfp_plus_recovered,NO_MODEL,MAX_MODEL_DISAGREEMENT,5,0.7904718922155383,99
REC_ecfp_plus_recovered,NO_MODEL,MAX_PREDICTIVE_VARIANCE,1,0.8847228815820247,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_PREDICTIVE_VARIANCE,2,0.7400807704294511,143
REC_ecfp_plus_recovered,NO_MODEL,MAX_PREDICTIVE_VARIANCE,3,0.7110421693816235,140
REC_ecfp_plus_recovered,NO_MODEL,MAX_PREDICTIVE_VARIANCE,5,0.7566459254697302,99
REC_ecfp_plus_recovered,NO_MODEL,MIN_ENSEMBLE_SD,1,0.8562354272972802,143
REC_ecfp_plus_recovered,NO_MODEL,MIN_ENSEMBLE_SD,2,0.7543119467278595,143
REC_ecfp_plus_recovered,NO_MODEL,MIN_ENSEMBLE_SD,3,0.7210019666543943,140
REC_ecfp_plus_recovered,NO_MODEL,MIN_ENSEMBLE_SD,5,0.7608949232382489,99
REC_ecfp_plus_recovered,NO_MODEL,ORACLE,1,0.6250903109334891,143
REC_ecfp_plus_recovered,NO_MODEL,ORACLE,2,0.6059376198252959,143
REC_ecfp_plus_recovered,NO_MODEL,ORACLE,3,0.6273162684828258,140
REC_ecfp_plus_recovered,NO_MODEL,ORACLE,5,0.6886101707637805,99
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,1,0.8343019991616243,143
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,2,0.7389004756339312,143
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,3,0.7191973349985583,140
REC_ecfp_plus_recovered,NO_MODEL,RANDOM,5,0.7634999464770597,99
REC_ecfp_plus_recovered,ORACLE_level,ORACLE,-1,0.4777420731945816,143
TREE_MC_ecfp_massaction,K0,ZERO_SHOT,0,1.0214408145297857,143
TREE_MC_ecfp_massaction,K1,CENTRAL,1,0.6480224585177558,143
TREE_MC_ecfp_massaction,K1,CENTRAL,2,0.6161436326309078,143
TREE_MC_ecfp_massaction,K1,CENTRAL,3,0.5948655834643496,140
TREE_MC_ecfp_massaction,K1,CENTRAL,5,0.6221300173639787,99
TREE_MC_ecfp_massaction,K1,D_OPTIMAL,1,0.8846833495354198,143
TREE_MC_ecfp_massaction,K1,D_OPTIMAL,2,0.6483692660018129,143
TREE_MC_ecfp_massaction,K1,D_OPTIMAL,3,0.6183565035427928,140
TREE_MC_ecfp_massaction,K1,D_OPTIMAL,5,0.6285461218209865,99
TREE_MC_ecfp_massaction,K1,FARTHEST_FROM_EXISTING,1,0.7988610374569606,143
TREE_MC_ecfp_massaction,K1,FARTHEST_FROM_EXISTING,2,0.6326546285613361,143
TREE_MC_ecfp_massaction,K1,FARTHEST_FROM_EXISTING,3,0.6029894066326508,140
TREE_MC_ecfp_massaction,K1,FARTHEST_FROM_EXISTING,5,0.6224240711542581,99
TREE_MC_ecfp_massaction,K1,MAX_CONDITION_COVERAGE,1,0.6638590881536134,143
TREE_MC_ecfp_massaction,K1,MAX_CONDITION_COVERAGE,2,0.6131961560824161,143
TREE_MC_ecfp_massaction,K1,MAX_CONDITION_COVERAGE,3,0.5949656913692032,140
TREE_MC_ecfp_massaction,K1,MAX_CONDITION_COVERAGE,5,0.6211047492630465,99
TREE_MC_ecfp_massaction,K1,MAX_ENSEMBLE_SD,1,0.7606239672349578,143
TREE_MC_ecfp_massaction,K1,MAX_ENSEMBLE_SD,2,0.6837487690433922,143
TREE_MC_ecfp_massaction,K1,MAX_ENSEMBLE_SD,3,0.6457978328898918,140
TREE_MC_ecfp_massaction,K1,MAX_ENSEMBLE_SD,5,0.6565273349537515,99
TREE_MC_ecfp_massaction,K1,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.675770830276117,143
TREE_MC_ecfp_massaction,K1,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.6026098389567991,143
TREE_MC_ecfp_massaction,K1,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.5876264365503094,140
TREE_MC_ecfp_massaction,K1,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.6168168528958518,99
TREE_MC_ecfp_massaction,K1,MAX_MODEL_DISAGREEMENT,1,0.7462262034409074,143
