model,mode,policy,k,mae,n_ligands
TREE_MC_ecfp_massaction,K1,MAX_MODEL_DISAGREEMENT,2,0.6710110207487292,143
TREE_MC_ecfp_massaction,K1,MAX_MODEL_DISAGREEMENT,3,0.6422231120997925,140
TREE_MC_ecfp_massaction,K1,MAX_MODEL_DISAGREEMENT,5,0.6575139709873932,99
TREE_MC_ecfp_massaction,K1,MAX_PREDICTIVE_VARIANCE,1,0.7387909122602467,143
TREE_MC_ecfp_massaction,K1,MAX_PREDICTIVE_VARIANCE,2,0.621491317090917,143
TREE_MC_ecfp_massaction,K1,MAX_PREDICTIVE_VARIANCE,3,0.6015244872956776,140
TREE_MC_ecfp_massaction,K1,MAX_PREDICTIVE_VARIANCE,5,0.6218678833505941,99
TREE_MC_ecfp_massaction,K1,MIN_ENSEMBLE_SD,1,0.7315029376234997,143
TREE_MC_ecfp_massaction,K1,MIN_ENSEMBLE_SD,2,0.662571345702995,143
TREE_MC_ecfp_massaction,K1,MIN_ENSEMBLE_SD,3,0.6347683734219021,140
TREE_MC_ecfp_massaction,K1,MIN_ENSEMBLE_SD,5,0.6484137112841973,99
TREE_MC_ecfp_massaction,K1,ORACLE,1,0.4844114074833729,143
TREE_MC_ecfp_massaction,K1,ORACLE,2,0.4854312475626953,143
TREE_MC_ecfp_massaction,K1,ORACLE,3,0.5097995014575872,140
TREE_MC_ecfp_massaction,K1,ORACLE,5,0.5484451010209533,99
TREE_MC_ecfp_massaction,K1,RANDOM,1,0.7098409664511668,143
TREE_MC_ecfp_massaction,K1,RANDOM,2,0.6229893167865364,143
TREE_MC_ecfp_massaction,K1,RANDOM,3,0.6024124785318388,140
TREE_MC_ecfp_massaction,K1,RANDOM,5,0.6235263559978873,99
TREE_MC_ecfp_massaction,K2,CENTRAL,1,0.6480224585177558,143
TREE_MC_ecfp_massaction,K2,CENTRAL,2,0.6125325538406954,143
TREE_MC_ecfp_massaction,K2,CENTRAL,3,0.5811827042654654,140
TREE_MC_ecfp_massaction,K2,CENTRAL,5,0.5762382301684904,99
TREE_MC_ecfp_massaction,K2,D_OPTIMAL,1,0.8846833495354198,143
TREE_MC_ecfp_massaction,K2,D_OPTIMAL,2,0.6156485116930477,143
TREE_MC_ecfp_massaction,K2,D_OPTIMAL,3,0.5674526015579122,140
TREE_MC_ecfp_massaction,K2,D_OPTIMAL,5,0.5472890797656635,99
TREE_MC_ecfp_massaction,K2,FARTHEST_FROM_EXISTING,1,0.7988610374569606,143
TREE_MC_ecfp_massaction,K2,FARTHEST_FROM_EXISTING,2,0.5935321225418155,143
TREE_MC_ecfp_massaction,K2,FARTHEST_FROM_EXISTING,3,0.557522686530518,140
TREE_MC_ecfp_massaction,K2,FARTHEST_FROM_EXISTING,5,0.5473031144860943,99
TREE_MC_ecfp_massaction,K2,MAX_CONDITION_COVERAGE,1,0.6638590881536134,143
TREE_MC_ecfp_massaction,K2,MAX_CONDITION_COVERAGE,2,0.5957389184149051,143
TREE_MC_ecfp_massaction,K2,MAX_CONDITION_COVERAGE,3,0.5578809084034584,140
TREE_MC_ecfp_massaction,K2,MAX_CONDITION_COVERAGE,5,0.5531336970892365,99
TREE_MC_ecfp_massaction,K2,MAX_ENSEMBLE_SD,1,0.7606239672349578,143
TREE_MC_ecfp_massaction,K2,MAX_ENSEMBLE_SD,2,0.6775043210767173,143
TREE_MC_ecfp_massaction,K2,MAX_ENSEMBLE_SD,3,0.6290276491759865,140
TREE_MC_ecfp_massaction,K2,MAX_ENSEMBLE_SD,5,0.6093283965345032,99
TREE_MC_ecfp_massaction,K2,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.675770830276117,143
TREE_MC_ecfp_massaction,K2,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.5781768971830921,143
TREE_MC_ecfp_massaction,K2,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.5433026359222621,140
TREE_MC_ecfp_massaction,K2,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.542022971070943,99
TREE_MC_ecfp_massaction,K2,MAX_MODEL_DISAGREEMENT,1,0.7462262034409074,143
TREE_MC_ecfp_massaction,K2,MAX_MODEL_DISAGREEMENT,2,0.6636531505207496,143
TREE_MC_ecfp_massaction,K2,MAX_MODEL_DISAGREEMENT,3,0.6248243988624301,140
TREE_MC_ecfp_massaction,K2,MAX_MODEL_DISAGREEMENT,5,0.607813996628398,99
TREE_MC_ecfp_massaction,K2,MAX_PREDICTIVE_VARIANCE,1,0.7387909122602467,143
TREE_MC_ecfp_massaction,K2,MAX_PREDICTIVE_VARIANCE,2,0.5848144677264909,143
TREE_MC_ecfp_massaction,K2,MAX_PREDICTIVE_VARIANCE,3,0.5589090204151969,140
TREE_MC_ecfp_massaction,K2,MAX_PREDICTIVE_VARIANCE,5,0.5466355579367,99
TREE_MC_ecfp_massaction,K2,MIN_ENSEMBLE_SD,1,0.7315029376234997,143
TREE_MC_ecfp_massaction,K2,MIN_ENSEMBLE_SD,2,0.65363688265043,143
TREE_MC_ecfp_massaction,K2,MIN_ENSEMBLE_SD,3,0.6105213474573736,140
TREE_MC_ecfp_massaction,K2,MIN_ENSEMBLE_SD,5,0.5859333084716977,99
TREE_MC_ecfp_massaction,K2,ORACLE,1,0.4844114074833729,143
TREE_MC_ecfp_massaction,K2,ORACLE,2,0.470785857562615,143
TREE_MC_ecfp_massaction,K2,ORACLE,3,0.4721593798821835,140
TREE_MC_ecfp_massaction,K2,ORACLE,5,0.475992117245345,99
TREE_MC_ecfp_massaction,K2,RANDOM,1,0.7098409664511668,143
TREE_MC_ecfp_massaction,K2,RANDOM,2,0.6067257564793603,143
TREE_MC_ecfp_massaction,K2,RANDOM,3,0.5711189812585792,140
TREE_MC_ecfp_massaction,K2,RANDOM,5,0.5551737322059047,99
TREE_MC_ecfp_massaction,K3,CENTRAL,1,0.6480224585177558,143
TREE_MC_ecfp_massaction,K3,CENTRAL,2,0.6060427147425427,143
TREE_MC_ecfp_massaction,K3,CENTRAL,3,0.5548314664358213,140
TREE_MC_ecfp_massaction,K3,CENTRAL,5,0.5553096890657203,99
TREE_MC_ecfp_massaction,K3,D_OPTIMAL,1,0.8846833495354198,143
TREE_MC_ecfp_massaction,K3,D_OPTIMAL,2,0.5694852160225616,143
TREE_MC_ecfp_massaction,K3,D_OPTIMAL,3,0.506246532883258,140
TREE_MC_ecfp_massaction,K3,D_OPTIMAL,5,0.47786649856081165,99
TREE_MC_ecfp_massaction,K3,FARTHEST_FROM_EXISTING,1,0.7988610374569606,143
TREE_MC_ecfp_massaction,K3,FARTHEST_FROM_EXISTING,2,0.5461474472678751,143
TREE_MC_ecfp_massaction,K3,FARTHEST_FROM_EXISTING,3,0.4993870386765206,140
TREE_MC_ecfp_massaction,K3,FARTHEST_FROM_EXISTING,5,0.48264436651658527,99
TREE_MC_ecfp_massaction,K3,MAX_CONDITION_COVERAGE,1,0.6638590881536134,143
TREE_MC_ecfp_massaction,K3,MAX_CONDITION_COVERAGE,2,0.5693125579582957,143
TREE_MC_ecfp_massaction,K3,MAX_CONDITION_COVERAGE,3,0.5052134754783596,140
TREE_MC_ecfp_massaction,K3,MAX_CONDITION_COVERAGE,5,0.4985273195070894,99
TREE_MC_ecfp_massaction,K3,MAX_ENSEMBLE_SD,1,0.7606239672349578,143
TREE_MC_ecfp_massaction,K3,MAX_ENSEMBLE_SD,2,0.6619219379734883,143
TREE_MC_ecfp_massaction,K3,MAX_ENSEMBLE_SD,3,0.5923867959064542,140
TREE_MC_ecfp_massaction,K3,MAX_ENSEMBLE_SD,5,0.5614682924653364,99
TREE_MC_ecfp_massaction,K3,MAX_EXPECTED_VARIANCE_REDUCTION,1,0.675770830276117,143
TREE_MC_ecfp_massaction,K3,MAX_EXPECTED_VARIANCE_REDUCTION,2,0.5512853522114489,143
TREE_MC_ecfp_massaction,K3,MAX_EXPECTED_VARIANCE_REDUCTION,3,0.49754882857884813,140
TREE_MC_ecfp_massaction,K3,MAX_EXPECTED_VARIANCE_REDUCTION,5,0.4869160347409401,99
TREE_MC_ecfp_massaction,K3,MAX_MODEL_DISAGREEMENT,1,0.7462262034409074,143
TREE_MC_ecfp_massaction,K3,MAX_MODEL_DISAGREEMENT,2,0.6470947394722163,143
TREE_MC_ecfp_massaction,K3,MAX_MODEL_DISAGREEMENT,3,0.5914268882204273,140
TREE_MC_ecfp_massaction,K3,MAX_MODEL_DISAGREEMENT,5,0.5726893787044057,99
TREE_MC_ecfp_massaction,K3,MAX_PREDICTIVE_VARIANCE,1,0.7387909122602467,143
TREE_MC_ecfp_massaction,K3,MAX_PREDICTIVE_VARIANCE,2,0.5372619693640538,143
TREE_MC_ecfp_massaction,K3,MAX_PREDICTIVE_VARIANCE,3,0.4961140805458046,140
TREE_MC_ecfp_massaction,K3,MAX_PREDICTIVE_VARIANCE,5,0.4796940758180257,99
