design,band,arm,n_pair_tasks,obs_spread,spearman,top1,regret,regret_sd,frac_of_oracle
B,near (dZ 2-4),O_BOTH,150,2.215798912215957,0.844421827395273,0.3,0.28760412645938055,0.0,1.0
B,near (dZ 2-4),_RANDOM,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
B,far (dZ 5-8),FLAT,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
B,far (dZ 5-8),G13_FULL,150,3.975744216059323,0.5553637088782415,0.0,1.4029024773149632,0.2004773829328568,0.3041677025584959
B,far (dZ 5-8),G14,150,3.975744216059323,0.384862494607419,0.0051111111111111105,1.7266495462455609,0.13535347706019632,0.13582836151209823
B,far (dZ 5-8),G14_TIED,150,3.975744216059323,0.5647338792243631,0.033878012243289186,1.5021707298155684,0.04837070642252097,0.25255101219592885
B,far (dZ 5-8),HEAVIER_ALWAYS,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
B,far (dZ 5-8),MEAN_CURVE,150,3.975744216059323,-0.283140810843349,0.0033791735070154683,2.3361492537646598,0.1310790190497996,-0.18109428884781092
B,far (dZ 5-8),O_BOTH,150,3.975744216059323,0.9600096914818643,0.7166666666666667,0.06469083074661362,0.0,1.0
B,far (dZ 5-8),_RANDOM,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
B,extreme (dZ 9-13),FLAT,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
B,extreme (dZ 9-13),G13_FULL,90,6.127185655008998,0.6119018410774133,0.0,2.216097480797665,0.4559905346469988,0.27894831278712817
B,extreme (dZ 9-13),G14,90,6.127185655008998,0.4162432072966083,0.0021296296296296298,2.5668845684074846,0.269925916256587,0.1634887216324424
B,extreme (dZ 9-13),G14_TIED,90,6.127185655008998,0.6275159865158331,0.03738711139273,2.2165730551360734,0.08518545063009018,0.2787917801762775
B,extreme (dZ 9-13),HEAVIER_ALWAYS,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
B,extreme (dZ 9-13),MEAN_CURVE,90,6.127185655008998,-0.32128865469667695,0.002500805152979066,3.674711008359182,0.25737964664116086,-0.20114610201148672
B,extreme (dZ 9-13),O_BOTH,90,6.127185655008998,0.9842890217486223,0.7777777777777778,0.025412247600520153,3.878959614448864e-18,1.0
B,extreme (dZ 9-13),_RANDOM,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BR,adjacent (dZ=1),FLAT,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BR,adjacent (dZ=1),G13_FULL,60,1.7251755330228158,0.2839224443119658,0.016666666666666666,0.9044304764981955,0.037146188210577594,-0.15045707992299628
BR,adjacent (dZ=1),G14,60,1.7251755330228158,0.2471184581262162,0.019246031746031744,0.8002961265100381,0.018502339857500494,0.22398688472089986
BR,adjacent (dZ=1),G14_TIED,60,1.7251755330228158,0.30691466494891523,0.021205649406012154,0.8058663400386271,0.008792649988590483,0.20395763560382055
BR,adjacent (dZ=1),HEAVIER_ALWAYS,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BR,adjacent (dZ=1),MEAN_CURVE,60,1.7251755330228158,-0.14110854736035433,0.012295733805244674,0.9022747082492693,0.018668539704595744,-0.14270541671029863
BR,adjacent (dZ=1),O_BOTH,60,1.7251755330228158,0.6347668544966864,0.25,0.5844838048487029,0.0,1.0
BR,adjacent (dZ=1),_RANDOM,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BR,near (dZ 2-4),FLAT,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BR,near (dZ 2-4),G13_FULL,150,2.215798912215957,0.4217909304678207,0.023333333333333334,0.8658788457639472,0.10636393101627067,0.2950408244402773
BR,near (dZ 2-4),G14,150,2.215798912215957,0.3542430446437272,0.0185508843008843,0.9327274140256818,0.06033476859276664,0.21354753068914564
BR,near (dZ 2-4),G14_TIED,150,2.215798912215957,0.445191762799184,0.025863899057717393,0.9131745416790032,0.02425596373122135,0.23738391209955148
BR,near (dZ 2-4),HEAVIER_ALWAYS,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BR,near (dZ 2-4),MEAN_CURVE,150,2.215798912215957,-0.22752716392182268,0.004761480360755722,1.2376128189322313,0.02295313048097958,-0.158130076005455
BR,near (dZ 2-4),O_BOTH,150,2.215798912215957,0.844421827395273,0.3,0.28760412645938055,0.0,1.0
BR,near (dZ 2-4),_RANDOM,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BR,far (dZ 5-8),FLAT,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BR,far (dZ 5-8),G13_FULL,150,3.975744216059323,0.5249682423088268,0.01,1.4593995880946462,0.24834363403965368,0.2747907990668507
BR,far (dZ 5-8),G14,150,3.975744216059323,0.4397993884741158,0.02005595238095238,1.6168599792935463,0.1609988263201595,0.19291583852160746
BR,far (dZ 5-8),G14_TIED,150,3.975744216059323,0.5560422020597476,0.03364799187125485,1.5094065167358646,0.05139097110247831,0.24878860716122594
BR,far (dZ 5-8),HEAVIER_ALWAYS,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BR,far (dZ 5-8),MEAN_CURVE,150,3.975744216059323,-0.30943552550932496,0.0026560707140417285,2.3258684414014708,0.0810098937473351,-0.17574855650077337
BR,far (dZ 5-8),O_BOTH,150,3.975744216059323,0.9600096914818643,0.7166666666666667,0.06469083074661362,0.0,1.0
BR,far (dZ 5-8),_RANDOM,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BR,extreme (dZ 9-13),FLAT,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BR,extreme (dZ 9-13),G13_FULL,90,6.127185655008998,0.5754885223276256,0.0,2.37638483341737,0.5890997493633331,0.2261906348268633
BR,extreme (dZ 9-13),G14,90,6.127185655008998,0.5081703592449465,0.017079124579124576,2.4525801725649616,0.3139960155954458,0.20111136875177052
BR,extreme (dZ 9-13),G14_TIED,90,6.127185655008998,0.618040396517354,0.037049383677145484,2.2334847275558016,0.0881078118781777,0.2732253985952779
BR,extreme (dZ 9-13),HEAVIER_ALWAYS,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BR,extreme (dZ 9-13),MEAN_CURVE,90,6.127185655008998,-0.36844600781094533,0.0018854322981841267,3.644466561416447,0.18861437983066978,-0.1911913129042208
BR,extreme (dZ 9-13),O_BOTH,90,6.127185655008998,0.9842890217486223,0.7777777777777778,0.025412247600520153,3.878959614448864e-18,1.0
BR,extreme (dZ 9-13),_RANDOM,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BQ,adjacent (dZ=1),FLAT,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BQ,adjacent (dZ=1),G13_FULL,60,1.7251755330228158,0.3088044594140994,0.008333333333333333,0.8760097062813401,0.0841440244800231,-0.04826231057510336
BQ,adjacent (dZ=1),G14,60,1.7251755330228158,0.22681136839277533,0.014896825396825398,0.8199235729158456,0.024163673440953718,0.1534109522945492
BQ,adjacent (dZ=1),G14_TIED,60,1.7251755330228158,0.3160833569035723,0.02166917192301986,0.8040911767674658,0.010841455994124677,0.21034072795729922
BQ,adjacent (dZ=1),HEAVIER_ALWAYS,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BQ,adjacent (dZ=1),MEAN_CURVE,60,1.7251755330228158,-0.1481245651993059,0.014221798640792269,0.9020552828630137,0.016870324932564094,-0.14191641181823006
BQ,adjacent (dZ=1),O_BOTH,60,1.7251755330228158,0.6347668544966864,0.25,0.5844838048487029,0.0,1.0
BQ,adjacent (dZ=1),_RANDOM,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BQ,near (dZ 2-4),FLAT,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BQ,near (dZ 2-4),G13_FULL,150,2.215798912215957,0.453513692005152,0.01,0.8598315063397687,0.08569477394990109,0.30241297347685553
BQ,near (dZ 2-4),G14,150,2.215798912215957,0.32585818509016373,0.008424028065332413,0.9834482333155959,0.04629120358163945,0.15171514245448126
BQ,near (dZ 2-4),G14_TIED,150,2.215798912215957,0.4535287867192099,0.026316636095956813,0.9098637311687294,0.02417567207796437,0.24142003225117067
BQ,near (dZ 2-4),HEAVIER_ALWAYS,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BQ,near (dZ 2-4),MEAN_CURVE,150,2.215798912215957,-0.22426897311376298,0.007041276150039179,1.2372143885131393,0.04257337340605473,-0.15764436018495567
BQ,near (dZ 2-4),O_BOTH,150,2.215798912215957,0.844421827395273,0.3,0.28760412645938055,0.0,1.0
BQ,near (dZ 2-4),_RANDOM,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BQ,far (dZ 5-8),FLAT,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BQ,far (dZ 5-8),G13_FULL,150,3.975744216059323,0.5533291942251037,0.003333333333333333,1.4145711927242535,0.21538366787540542,0.2981002997883446
BQ,far (dZ 5-8),G14,150,3.975744216059323,0.3931036574469329,0.003611111111111111,1.7364438079503723,0.13981093283614549,0.13073562177897843
BQ,far (dZ 5-8),G14_TIED,150,3.975744216059323,0.5589151640905552,0.034033049485440656,1.5050194407452342,0.05657836640795253,0.25106976289129224
BQ,far (dZ 5-8),HEAVIER_ALWAYS,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BQ,far (dZ 5-8),MEAN_CURVE,150,3.975744216059323,-0.29379299017282057,0.005301966600861194,2.3150072973180564,0.12434549035744968,-0.17010106803376923
BQ,far (dZ 5-8),O_BOTH,150,3.975744216059323,0.9600096914818643,0.7166666666666667,0.06469083074661362,0.0,1.0
BQ,far (dZ 5-8),_RANDOM,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BQ,extreme (dZ 9-13),FLAT,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BQ,extreme (dZ 9-13),G13_FULL,90,6.127185655008998,0.6134250384002127,0.0,2.2877597059996235,0.44617310954156714,0.2553610955966927
BQ,extreme (dZ 9-13),G14,90,6.127185655008998,0.447616266868775,0.0011111111111111111,2.603540030273684,0.3203014428092344,0.15142378312659557
BQ,extreme (dZ 9-13),G14_TIED,90,6.127185655008998,0.6207059636145139,0.03750149538618429,2.220794003991524,0.09378688333175741,0.277402478670182
BQ,extreme (dZ 9-13),HEAVIER_ALWAYS,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BQ,extreme (dZ 9-13),MEAN_CURVE,90,6.127185655008998,-0.36710453137182714,0.0021337416609155738,3.6641434263761448,0.21855433482139053,-0.19766784201175647
BQ,extreme (dZ 9-13),O_BOTH,90,6.127185655008998,0.9842890217486223,0.7777777777777778,0.025412247600520153,3.878959614448864e-18,1.0
BQ,extreme (dZ 9-13),_RANDOM,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
A,adjacent (dZ=1),FLAT,60,1.725175533022816,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
A,adjacent (dZ=1),G13_FULL,60,1.725175533022816,0.3598127511625326,0.0,0.9032347279713401,0.07927772368991569,-0.14615743413691543
A,adjacent (dZ=1),G14,60,1.725175533022816,0.2502181566172528,0.010760582010582012,0.8139469855141112,0.011673432806040628,0.17490143148802104
A,adjacent (dZ=1),G14_TIED,60,1.725175533022816,0.3300534501696756,0.02263145592362759,0.7999816957370338,0.005873653754446181,0.22511750785594767
A,adjacent (dZ=1),HEAVIER_ALWAYS,60,1.725175533022816,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
A,adjacent (dZ=1),MEAN_CURVE,60,1.725175533022816,-0.02785480021672665,0.013419943346413934,0.8746854992285507,0.015803448247989207,-0.04350075649700824
A,adjacent (dZ=1),O_BOTH,60,1.725175533022816,0.6347668544966864,0.25,0.5844838048487029,0.0,1.0
A,adjacent (dZ=1),_RANDOM,60,1.725175533022816,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
A,near (dZ 2-4),FLAT,150,2.2157989122159565,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
A,near (dZ 2-4),G13_FULL,150,2.2157989122159565,0.5305806609828448,0.023333333333333334,0.8462961040891133,0.12682877457553435,0.31891361874622914
A,near (dZ 2-4),G14,150,2.2157989122159565,0.3525738728705726,0.020325470825470822,0.9525080043407679,0.03862413279644281,0.18943354442085888
A,near (dZ 2-4),G14_TIED,150,2.2157989122159565,0.46740571760647776,0.027715559739893442,0.8973770126486119,0.014091830938358139,0.25664225535643526
A,near (dZ 2-4),HEAVIER_ALWAYS,150,2.2157989122159565,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
A,near (dZ 2-4),MEAN_CURVE,150,2.2157989122159565,-0.042926001679908,0.012157038767332885,1.1440162882394982,0.024234410166113374,-0.04402905981067989
A,near (dZ 2-4),O_BOTH,150,2.2157989122159565,0.844421827395273,0.3,0.28760412645938055,0.0,1.0
A,near (dZ 2-4),_RANDOM,150,2.2157989122159565,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
A,far (dZ 5-8),FLAT,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
A,far (dZ 5-8),G13_FULL,150,3.975744216059323,0.6471208465418836,0.04333333333333333,1.3736946651635955,0.3443113239561796,0.31935494075407084
A,far (dZ 5-8),G14,150,3.975744216059323,0.42240826192354913,0.01944856994856995,1.6305211070239938,0.10663298601325373,0.18581243756205407
A,far (dZ 5-8),G14_TIED,150,3.975744216059323,0.5708424245367547,0.04020590895165892,1.4780591041168625,0.03409385790726279,0.265088377229333
A,far (dZ 5-8),HEAVIER_ALWAYS,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
A,far (dZ 5-8),MEAN_CURVE,150,3.975744216059323,-0.05743625770909474,0.011170736670736672,2.071747213652602,0.06382134429791278,-0.043612688316846615
A,far (dZ 5-8),O_BOTH,150,3.975744216059323,0.9600096914818643,0.7166666666666667,0.06469083074661362,0.0,1.0
A,far (dZ 5-8),_RANDOM,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
A,extreme (dZ 9-13),FLAT,90,6.127185655008996,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
A,extreme (dZ 9-13),G13_FULL,90,6.127185655008996,0.707277828656889,0.05,2.264122696958183,0.5513716949266598,0.26314108379021456
A,extreme (dZ 9-13),G14,90,6.127185655008996,0.44377909753234973,0.017680776014109344,2.5008441980671305,0.24771480166244664,0.1852255370071366
A,extreme (dZ 9-13),G14_TIED,90,6.127185655008996,0.6223631981140569,0.04829962214503444,2.185371077172454,0.066059523066923,0.28906173521779294
A,extreme (dZ 9-13),HEAVIER_ALWAYS,90,6.127185655008996,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
A,extreme (dZ 9-13),MEAN_CURVE,90,6.127185655008996,-0.0911026817965858,0.012675935175935177,3.272310811319413,0.07128475346286113,-0.0686983470289679
A,extreme (dZ 9-13),O_BOTH,90,6.127185655008996,0.9842890217486223,0.7777777777777778,0.025412247600520153,3.878959614448864e-18,1.0
A,extreme (dZ 9-13),_RANDOM,90,6.127185655008996,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BP,adjacent (dZ=1),FLAT,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BP,adjacent (dZ=1),G13_FULL,60,1.7251755330228158,0.13530894776373587,0.05833333333333333,0.8413973300562045,0.07712079296371484,0.07619609705849505
BP,adjacent (dZ=1),G14,60,1.7251755330228158,0.24876517409512516,0.026005291005291004,0.8058005306381247,0.010592227402758496,0.20419427157300604
BP,adjacent (dZ=1),G14_TIED,60,1.7251755330228158,0.33631835347791206,0.02331101242127929,0.7971343210579087,0.005853470235120885,0.23535603398877028
BP,adjacent (dZ=1),HEAVIER_ALWAYS,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BP,adjacent (dZ=1),MEAN_CURVE,60,1.7251755330228158,-0.19906263452623776,0.011710921233175731,0.9162004749784025,0.01905765006247138,-0.19277937698714986
BP,adjacent (dZ=1),O_BOTH,60,1.7251755330228158,0.6347668544966864,0.25,0.5844838048487029,0.0,1.0
BP,adjacent (dZ=1),_RANDOM,60,1.7251755330228158,0.0,0.01593958364478285,0.862587766511408,0.0,0.0
BP,near (dZ 2-4),FLAT,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BP,near (dZ 2-4),G13_FULL,150,2.215798912215957,0.24433364413121458,0.09666666666666668,0.8620447512308477,0.1724437013140129,0.2997148660866463
BP,near (dZ 2-4),G14,150,2.215798912215957,0.3244433958593683,0.022775132275132275,0.9494417477254657,0.01936672450199113,0.19317153548880225
BP,near (dZ 2-4),G14_TIED,150,2.215798912215957,0.46249254120824024,0.027240843990196655,0.9005759855932369,0.014209614584075596,0.2527424733766995
BP,near (dZ 2-4),HEAVIER_ALWAYS,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BP,near (dZ 2-4),MEAN_CURVE,150,2.215798912215957,-0.31491882935736576,0.00755699727177053,1.2794977764449889,0.03885435752443601,-0.20919090251375713
BP,near (dZ 2-4),O_BOTH,150,2.215798912215957,0.844421827395273,0.3,0.28760412645938055,0.0,1.0
BP,near (dZ 2-4),_RANDOM,150,2.215798912215957,0.0,0.015880859813359103,1.1078994561079787,0.0,0.0
BP,far (dZ 5-8),FLAT,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BP,far (dZ 5-8),G13_FULL,150,3.975744216059323,0.34007643259688597,0.1,1.199506786446375,0.3787697065733297,0.4099277228286251
BP,far (dZ 5-8),G14,150,3.975744216059323,0.3850577564701082,0.023783189033189035,1.6291684718815997,0.05891825422432591,0.1865157696703538
BP,far (dZ 5-8),G14_TIED,150,3.975744216059323,0.5710954254831703,0.04000836544047774,1.4817053966283618,0.02227814101188954,0.26319240800658217
BP,far (dZ 5-8),HEAVIER_ALWAYS,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BP,far (dZ 5-8),MEAN_CURVE,150,3.975744216059323,-0.42934785024985533,0.00420099658322451,2.4464891675813223,0.09082597495805997,-0.23846793069843458
BP,far (dZ 5-8),O_BOTH,150,3.975744216059323,0.9600096914818643,0.7166666666666667,0.06469083074661362,0.0,1.0
BP,far (dZ 5-8),_RANDOM,150,3.975744216059323,0.0,0.017210847256840935,1.9878721080296615,0.0,0.0
BP,extreme (dZ 9-13),FLAT,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BP,extreme (dZ 9-13),G13_FULL,90,6.127185655008998,0.4434544318830335,0.12222222222222223,2.07908558202515,0.7718208717145533,0.3240450064065856
BP,extreme (dZ 9-13),G14,90,6.127185655008998,0.4048853420273438,0.019497354497354496,2.4544328001328295,0.20025873704924876,0.20050158683817326
BP,extreme (dZ 9-13),G14_TIED,90,6.127185655008998,0.6235747199567224,0.04744531263749657,2.1936816739011067,0.03789840943160516,0.286326349183262
BP,extreme (dZ 9-13),HEAVIER_ALWAYS,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
BP,extreme (dZ 9-13),MEAN_CURVE,90,6.127185655008998,-0.49381523401483174,0.004169669579841428,3.9064553478730737,0.16543031930672367,-0.2774234441308995
BP,extreme (dZ 9-13),O_BOTH,90,6.127185655008998,0.9842890217486223,0.7777777777777778,0.025412247600520153,3.878959614448864e-18,1.0
BP,extreme (dZ 9-13),_RANDOM,90,6.127185655008998,0.0,0.01955897540935904,3.0635928275044986,0.0,0.0
