design,band,arm,sign_acc,sd_seed,n_pairs,n_extractants
B,0.3-0.5,G14,0.799808543984678,0.02050646033599536,10695,82
B,0.3-0.5,G13_FULL,0.7679809162185454,0.005729250296585423,10695,82
B,0.3-0.5,O_BOTH,0.9497158034599226,0.0,10695,82
B,0.3-0.5,HEAVIER_ALWAYS,0.628557472747954,0.0,10695,82
B,0.3-0.5,G14_TIED,0.8035219850151923,0.017960662160255256,10695,82
B,0.5-1.0,FLAT,0.5,0.0,13510,78
B,0.5-1.0,MEAN_CURVE,0.5529195949170344,0.028703628833917385,13510,78
B,0.5-1.0,G14,0.8306228084543609,0.019633279896178316,13510,78
B,0.5-1.0,G13_FULL,0.7877926681528498,0.01415424033725837,13510,78
B,0.5-1.0,O_BOTH,0.9753110677476775,0.0,13510,78
B,0.5-1.0,HEAVIER_ALWAYS,0.6495371504272326,0.0,13510,78
B,0.5-1.0,G14_TIED,0.8323448250588733,0.02118214448971212,13510,78
B,1.0-2.0,FLAT,0.5,0.0,11480,50
B,1.0-2.0,MEAN_CURVE,0.6978318140997817,0.029058025018623534,11480,50
B,1.0-2.0,G14,0.8540829368791311,0.02978510718892905,11480,50
B,1.0-2.0,G13_FULL,0.8162416717602857,0.015311795781764899,11480,50
B,1.0-2.0,O_BOTH,0.9944085688742177,0.0,11480,50
B,1.0-2.0,HEAVIER_ALWAYS,0.7718244174901769,0.0,11480,50
B,1.0-2.0,G14_TIED,0.8562568499226094,0.026918091271331733,11480,50
B,>2.0,FLAT,0.5,0.0,4770,27
B,>2.0,MEAN_CURVE,0.8549733972029878,0.011537897044166833,4770,27
B,>2.0,G14,0.8814814814814815,0.04057204129667898,4770,27
B,>2.0,G13_FULL,0.8679260024365698,0.040327539547541286,4770,27
B,>2.0,O_BOTH,1.0,0.0,4770,27
B,>2.0,HEAVIER_ALWAYS,0.8518518518518519,0.0,4770,27
B,>2.0,G14_TIED,0.8814814814814815,0.04057204129667898,4770,27
BR,all,FLAT,0.5,0.0,40455,86
BR,all,MEAN_CURVE,0.5705652539119956,0.024243194823383978,40455,86
BR,all,G14,0.8092998975051431,0.022692512841105874,40455,86
BR,all,G13_FULL,0.7618002576105113,0.02820233312794342,40455,86
BR,all,O_BOTH,0.9721828318299754,1.2412670766236366e-16,40455,86
BR,all,HEAVIER_ALWAYS,0.6297949895142496,0.0,40455,86
BR,all,G14_TIED,0.8088674685544343,0.021422036149234016,40455,86
BR,dZ=1,FLAT,0.5,0.0,1770,59
BR,dZ=1,MEAN_CURVE,0.7069149358234318,0.024801900610415758,1770,59
BR,dZ=1,G14,0.7575787691176019,0.023075727227175245,1770,59
BR,dZ=1,G13_FULL,0.7703650265798946,0.014528715836646704,1770,59
BR,dZ=1,O_BOTH,0.8808017729011078,0.0,1770,59
BR,dZ=1,HEAVIER_ALWAYS,0.7247673620689068,0.0,1770,59
BR,dZ=1,G14_TIED,0.7955583225208842,0.015669183675433948,1770,59
BR,dZ 2-4,FLAT,0.5,0.0,13175,81
BR,dZ 2-4,MEAN_CURVE,0.6196515105567327,0.023131007550469148,13175,81
BR,dZ 2-4,G14,0.788056779025396,0.027981984655053537,13175,81
BR,dZ 2-4,G13_FULL,0.7717756575639274,0.025318595065165168,13175,81
BR,dZ 2-4,O_BOTH,0.9578656017631475,0.0,13175,81
BR,dZ 2-4,HEAVIER_ALWAYS,0.6602474421696954,0.0,13175,81
BR,dZ 2-4,G14_TIED,0.7809910332836569,0.023401423505604604,13175,81
BR,dZ 5-8,FLAT,0.5,0.0,16160,83
BR,dZ 5-8,MEAN_CURVE,0.544715254138659,0.029278887759300452,16160,83
BR,dZ 5-8,G14,0.8261081892074736,0.025374875556685363,16160,83
BR,dZ 5-8,G13_FULL,0.7887326658513392,0.0358095562864919,16160,83
BR,dZ 5-8,O_BOTH,0.9900948172568796,0.0,16160,83
BR,dZ 5-8,HEAVIER_ALWAYS,0.635749645475436,0.0,16160,83
BR,dZ 5-8,G14_TIED,0.8249909931505186,0.02498366428111773,16160,83
BR,dZ 9-13,FLAT,0.5,0.0,8740,74
BR,dZ 9-13,MEAN_CURVE,0.5958316616924784,0.02057621009140113,8740,74
BR,dZ 9-13,G14,0.8644029057216326,0.027027027027027084,8740,74
BR,dZ 9-13,G13_FULL,0.7947018705713025,0.025869174459764558,8740,74
BR,dZ 9-13,O_BOTH,0.9939039148268168,0.0,8740,74
BR,dZ 9-13,HEAVIER_ALWAYS,0.6506033919221187,0.0,8740,74
BR,dZ 9-13,G14_TIED,0.8644029057216326,0.027027027027027084,8740,74
BR,0.3-0.5,FLAT,0.5,0.0,10695,82
BR,0.3-0.5,MEAN_CURVE,0.5148942086117261,0.02725198292730159,10695,82
BR,0.3-0.5,G14,0.800817380665395,0.022498165701196646,10695,82
BR,0.3-0.5,G13_FULL,0.7562891928197144,0.025077716579144392,10695,82
BR,0.3-0.5,O_BOTH,0.9497158034599226,0.0,10695,82
BR,0.3-0.5,HEAVIER_ALWAYS,0.628557472747954,0.0,10695,82
BR,0.3-0.5,G14_TIED,0.801985326405363,0.02016748869405216,10695,82
BR,0.5-1.0,FLAT,0.5,0.0,13510,78
BR,0.5-1.0,MEAN_CURVE,0.5421865849536026,0.023788698050703515,13510,78
BR,0.5-1.0,G14,0.8292764334727576,0.02561852563248377,13510,78
BR,0.5-1.0,G13_FULL,0.781353341739741,0.0379188185213538,13510,78
BR,0.5-1.0,O_BOTH,0.9753110677476775,0.0,13510,78
BR,0.5-1.0,HEAVIER_ALWAYS,0.6495371504272326,0.0,13510,78
BR,0.5-1.0,G14_TIED,0.8312377839518323,0.026560439307853453,13510,78
BR,1.0-2.0,FLAT,0.5,0.0,11480,50
BR,1.0-2.0,MEAN_CURVE,0.6945203801525858,0.019388161265238762,11480,50
BR,1.0-2.0,G14,0.854215721838003,0.04698243045295274,11480,50
BR,1.0-2.0,G13_FULL,0.8137658293922598,0.020504392913673786,11480,50
BR,1.0-2.0,O_BOTH,0.9944085688742177,0.0,11480,50
BR,1.0-2.0,HEAVIER_ALWAYS,0.7718244174901769,0.0,11480,50
BR,1.0-2.0,G14_TIED,0.855824417490177,0.04533210782657254,11480,50
BR,>2.0,FLAT,0.5,0.0,4770,27
BR,>2.0,MEAN_CURVE,0.8488531075265355,0.012964917829753808,4770,27
BR,>2.0,G14,0.8738888888888889,0.04214946622947149,4770,27
BR,>2.0,G13_FULL,0.8766820668859973,0.03653710253911061,4770,27
BR,>2.0,O_BOTH,1.0,0.0,4770,27
BR,>2.0,HEAVIER_ALWAYS,0.8518518518518519,0.0,4770,27
BR,>2.0,G14_TIED,0.874074074074074,0.04222871944811623,4770,27
BQ,all,FLAT,0.5,0.0,40455,86
BQ,all,MEAN_CURVE,0.567659989233427,0.018583812213888693,40455,86
BQ,all,G14,0.8101769497198481,0.016616663189800235,40455,86
BQ,all,G13_FULL,0.7738031850858691,0.012879018947526763,40455,86
BQ,all,O_BOTH,0.9721828318299754,1.2412670766236366e-16,40455,86
BQ,all,HEAVIER_ALWAYS,0.6297949895142496,0.0,40455,86
BQ,all,G14_TIED,0.814877634659459,0.0159046220420199,40455,86
BQ,dZ=1,FLAT,0.5,0.0,1770,59
BQ,dZ=1,MEAN_CURVE,0.7011051940621775,0.02076007174263044,1770,59
BQ,dZ=1,G14,0.7503471306995229,0.02230887988208854,1770,59
BQ,dZ=1,G13_FULL,0.7768973123827232,0.014406450894012091,1770,59
BQ,dZ=1,O_BOTH,0.8808017729011078,0.0,1770,59
BQ,dZ=1,HEAVIER_ALWAYS,0.7247673620689068,0.0,1770,59
BQ,dZ=1,G14_TIED,0.7901345937073249,0.02305472438871338,1770,59
BQ,dZ 2-4,FLAT,0.5,0.0,13175,81
BQ,dZ 2-4,MEAN_CURVE,0.6140731771992313,0.019895397250683594,13175,81
BQ,dZ 2-4,G14,0.7907499985981777,0.01875890571358334,13175,81
BQ,dZ 2-4,G13_FULL,0.7738414739267702,0.014239220203534369,13175,81
BQ,dZ 2-4,O_BOTH,0.9578656017631475,0.0,13175,81
BQ,dZ 2-4,HEAVIER_ALWAYS,0.6602474421696954,0.0,13175,81
BQ,dZ 2-4,G14_TIED,0.7938299364929305,0.016063618509874512,13175,81
BQ,dZ 5-8,FLAT,0.5,0.0,16160,83
BQ,dZ 5-8,MEAN_CURVE,0.539421234149992,0.02406578793774437,16160,83
BQ,dZ 5-8,G14,0.8257576963268605,0.024830739723946085,16160,83
BQ,dZ 5-8,G13_FULL,0.800758578653376,0.01736914737227165,16160,83
BQ,dZ 5-8,O_BOTH,0.9900948172568796,0.0,16160,83
BQ,dZ 5-8,HEAVIER_ALWAYS,0.635749645475436,0.0,16160,83
BQ,dZ 5-8,G14_TIED,0.8257576963268605,0.024830739723946085,16160,83
BQ,dZ 9-13,FLAT,0.5,0.0,8740,74
BQ,dZ 9-13,MEAN_CURVE,0.5945688545298122,0.024849934084637034,8740,74
BQ,dZ 9-13,G14,0.8646031059218326,0.02488096674065128,8740,74
BQ,dZ 9-13,G13_FULL,0.8202826060941348,0.011705449380170312,8740,74
BQ,dZ 9-13,O_BOTH,0.9939039148268168,0.0,8740,74
BQ,dZ 9-13,HEAVIER_ALWAYS,0.6506033919221187,0.0,8740,74
BQ,dZ 9-13,G14_TIED,0.8646031059218326,0.02488096674065128,8740,74
BQ,0.3-0.5,FLAT,0.5,0.0,10695,82
BQ,0.3-0.5,MEAN_CURVE,0.5123514129104139,0.020779321073540632,10695,82
BQ,0.3-0.5,G14,0.8007857375228472,0.020541675791765752,10695,82
BQ,0.3-0.5,G13_FULL,0.7704588021704706,0.00698368037077346,10695,82
BQ,0.3-0.5,O_BOTH,0.9497158034599226,0.0,10695,82
BQ,0.3-0.5,HEAVIER_ALWAYS,0.628557472747954,0.0,10695,82
BQ,0.3-0.5,G14_TIED,0.8087511054882152,0.01986177596849493,10695,82
BQ,0.5-1.0,FLAT,0.5,0.0,13510,78
BQ,0.5-1.0,MEAN_CURVE,0.5392180082756141,0.020490938026917937,13510,78
BQ,0.5-1.0,G14,0.8310246288055534,0.021933175926375195,13510,78
BQ,0.5-1.0,G13_FULL,0.797866718148289,0.01762416871682714,13510,78
BQ,0.5-1.0,O_BOTH,0.9753110677476775,0.0,13510,78
BQ,0.5-1.0,HEAVIER_ALWAYS,0.6495371504272326,0.0,13510,78
BQ,0.5-1.0,G14_TIED,0.8305157391084176,0.022911091456338854,13510,78
BQ,1.0-2.0,FLAT,0.5,0.0,11480,50
BQ,1.0-2.0,MEAN_CURVE,0.6849101282598027,0.018730554917168202,11480,50
BQ,1.0-2.0,G14,0.8574765914032204,0.03622257126692065,11480,50
BQ,1.0-2.0,G13_FULL,0.8147559776936262,0.017957124493221975,11480,50
BQ,1.0-2.0,O_BOTH,0.9944085688742177,0.0,11480,50
BQ,1.0-2.0,HEAVIER_ALWAYS,0.7718244174901769,0.0,11480,50
BQ,1.0-2.0,G14_TIED,0.8598244174901769,0.033837848631377246,11480,50
BQ,>2.0,FLAT,0.5,0.0,4770,27
BQ,>2.0,MEAN_CURVE,0.8460523994626483,0.007945621987284261,4770,27
BQ,>2.0,G14,0.8814814814814815,0.04057204129667898,4770,27
BQ,>2.0,G13_FULL,0.8482249530636627,0.03381677687996818,4770,27
BQ,>2.0,O_BOTH,1.0,0.0,4770,27
BQ,>2.0,HEAVIER_ALWAYS,0.8518518518518519,0.0,4770,27
BQ,>2.0,G14_TIED,0.8814814814814815,0.04057204129667898,4770,27
A,all,FLAT,0.5,0.0,40455,86
A,all,MEAN_CURVE,0.6085874695569309,0.00667870279005632,40455,86
A,all,G14,0.8084723143535989,0.023555923242500207,40455,86
A,all,G13_FULL,0.8262294758258903,0.01955008264375333,40455,86
A,all,O_BOTH,0.9721828318299754,1.2412670766236366e-16,40455,86
A,all,HEAVIER_ALWAYS,0.6297949895142496,0.0,40455,86
A,all,G14_TIED,0.8071085638833638,0.023776192842320024,40455,86
A,dZ=1,FLAT,0.5,0.0,1770,59
A,dZ=1,MEAN_CURVE,0.7356301614545553,0.0070796462913410435,1770,59
A,dZ=1,G14,0.7677993771348202,0.015476399470248293,1770,59
A,dZ=1,G13_FULL,0.7888265598022088,0.022707582859145363,1770,59
A,dZ=1,O_BOTH,0.8808017729011078,0.0,1770,59
A,dZ=1,HEAVIER_ALWAYS,0.7247673620689068,0.0,1770,59
A,dZ=1,G14_TIED,0.7572720701668352,0.005627073264627643,1770,59
A,dZ 2-4,FLAT,0.5,0.0,13175,81
A,dZ 2-4,MEAN_CURVE,0.6628705283669228,0.006988408924069247,13175,81
A,dZ 2-4,G14,0.7891371946250475,0.02181908441277949,13175,81
A,dZ 2-4,G13_FULL,0.8118819039670966,0.02379275598534378,13175,81
A,dZ 2-4,O_BOTH,0.9578656017631475,0.0,13175,81
A,dZ 2-4,HEAVIER_ALWAYS,0.6602474421696956,9.614813431917819e-17,13175,81
A,dZ 2-4,G14_TIED,0.7875953480361197,0.024078926569677896,13175,81
A,dZ 5-8,FLAT,0.5,0.0,16160,83
A,dZ 5-8,MEAN_CURVE,0.5862315050718434,0.01801718359685237,16160,83
A,dZ 5-8,G14,0.8346295473673863,0.021886629065764985,16160,83
A,dZ 5-8,G13_FULL,0.8411015217692464,0.018237058971438454,16160,83
A,dZ 5-8,O_BOTH,0.9900948172568796,0.0,16160,83
A,dZ 5-8,HEAVIER_ALWAYS,0.635749645475436,0.0,16160,83
A,dZ 5-8,G14_TIED,0.8346295473673863,0.021886629065764985,16160,83
A,dZ 9-13,FLAT,0.5,0.0,8740,74
A,dZ 9-13,MEAN_CURVE,0.6310547689803001,0.007793452472423533,8740,74
A,dZ 9-13,G14,0.8617002030189298,0.02599376224550187,8740,74
A,dZ 9-13,G13_FULL,0.8860055362535727,0.03686026955616718,8740,74
A,dZ 9-13,O_BOTH,0.9939039148268168,0.0,8740,74
A,dZ 9-13,HEAVIER_ALWAYS,0.6506033919221187,0.0,8740,74
A,dZ 9-13,G14_TIED,0.8617002030189298,0.02599376224550187,8740,74
A,0.3-0.5,FLAT,0.5,0.0,10695,82
A,0.3-0.5,MEAN_CURVE,0.5626212401441401,0.0042764561007736296,10695,82
A,0.3-0.5,G14,0.8008343933660413,0.02606592113626769,10695,82
A,0.3-0.5,G13_FULL,0.8167224365663384,0.01852170194748764,10695,82
A,0.3-0.5,O_BOTH,0.9497158034599226,0.0,10695,82
A,0.3-0.5,HEAVIER_ALWAYS,0.628557472747954,0.0,10695,82
A,0.3-0.5,G14_TIED,0.8009539644988217,0.025824390281985053,10695,82
A,0.5-1.0,FLAT,0.5,0.0,13510,78
A,0.5-1.0,MEAN_CURVE,0.5956641342829596,0.007144500785212597,13510,78
A,0.5-1.0,G14,0.8399631842542175,0.02541768181755733,13510,78
A,0.5-1.0,G13_FULL,0.8456771127818851,0.019063086318412078,13510,78
A,0.5-1.0,O_BOTH,0.9753110677476775,0.0,13510,78
A,0.5-1.0,HEAVIER_ALWAYS,0.6495371504272326,0.0,13510,78
A,0.5-1.0,G14_TIED,0.8403986231126714,0.02527950265408456,13510,78
A,1.0-2.0,FLAT,0.5,0.0,11480,50
A,1.0-2.0,MEAN_CURVE,0.7278623043813532,0.010247115760891342,11480,50
A,1.0-2.0,G14,0.8745635479249595,0.02692608730754916,11480,50
A,1.0-2.0,G13_FULL,0.8739633325914525,0.016662419685347863,11480,50
A,1.0-2.0,O_BOTH,0.9944085688742177,0.0,11480,50
A,1.0-2.0,HEAVIER_ALWAYS,0.7718244174901769,0.0,11480,50
A,1.0-2.0,G14_TIED,0.871824417490177,0.0264575131106459,11480,50
A,>2.0,FLAT,0.5,0.0,4770,27
A,>2.0,MEAN_CURVE,0.8604945137944767,0.00994022090962776,4770,27
A,>2.0,G14,0.8962962962962961,0.016563466499998465,4770,27
A,>2.0,G13_FULL,0.8954224270353303,0.04298096316568436,4770,27
A,>2.0,O_BOTH,1.0,0.0,4770,27
A,>2.0,HEAVIER_ALWAYS,0.8518518518518519,0.0,4770,27
A,>2.0,G14_TIED,0.8962962962962961,0.016563466499998465,4770,27
BP,all,FLAT,0.5,0.0,40455,86
BP,all,MEAN_CURVE,0.5117685801091951,0.02068623377081955,40455,86
BP,all,G14,0.8122458223013377,0.01691459224063719,40455,86
BP,all,G13_FULL,0.6892316659389282,0.04020631358173846,40455,86
BP,all,O_BOTH,0.9721828318299754,1.2412670766236366e-16,40455,86
BP,all,HEAVIER_ALWAYS,0.6297949895142496,0.0,40455,86
BP,all,G14_TIED,0.8252965306501331,0.01296247061960881,40455,86
BP,dZ=1,FLAT,0.5,0.0,1770,59
BP,dZ=1,MEAN_CURVE,0.6413598059548499,0.03601703106634523,1770,59
BP,dZ=1,G14,0.7691337866048229,0.02782926086002197,1770,59
BP,dZ=1,G13_FULL,0.7231593550672075,0.027027908051234163,1770,59
BP,dZ=1,O_BOTH,0.8808017729011078,0.0,1770,59
BP,dZ=1,HEAVIER_ALWAYS,0.7247673620689068,0.0,1770,59
BP,dZ=1,G14_TIED,0.7954076633871743,0.00773000288202802,1770,59
BP,dZ 2-4,FLAT,0.5,0.0,13175,81
BP,dZ 2-4,MEAN_CURVE,0.5571680809119557,0.02358797607182125,13175,81
BP,dZ 2-4,G14,0.789210350709903,0.020454160870815863,13175,81
BP,dZ 2-4,G13_FULL,0.6999871397028526,0.04106477730619824,13175,81
BP,dZ 2-4,O_BOTH,0.9578656017631475,0.0,13175,81
BP,dZ 2-4,HEAVIER_ALWAYS,0.6602474421696954,0.0,13175,81
BP,dZ 2-4,G14_TIED,0.8205864995457899,0.01844221964389922,13175,81
BP,dZ 5-8,FLAT,0.5,0.0,16160,83
BP,dZ 5-8,MEAN_CURVE,0.4929887882950082,0.025784721855424592,16160,83
BP,dZ 5-8,G14,0.8293876615228164,0.020188538008958718,16160,83
BP,dZ 5-8,G13_FULL,0.6900301351472302,0.03168483282213085,16160,83
BP,dZ 5-8,O_BOTH,0.9900948172568796,0.0,16160,83
BP,dZ 5-8,HEAVIER_ALWAYS,0.635749645475436,0.0,16160,83
BP,dZ 5-8,G14_TIED,0.834262468190952,0.010279905829815169,16160,83
BP,dZ 9-13,FLAT,0.5,0.0,8740,74
BP,dZ 9-13,MEAN_CURVE,0.4980568536098405,0.03388808014653251,8740,74
BP,dZ 9-13,G14,0.865947307266034,0.011931688911476857,8740,74
BP,dZ 9-13,G13_FULL,0.7301226192099741,0.055235253749677325,8740,74
BP,dZ 9-13,O_BOTH,0.9939039148268168,0.0,8740,74
BP,dZ 9-13,HEAVIER_ALWAYS,0.6506033919221187,0.0,8740,74
BP,dZ 9-13,G14_TIED,0.865947307266034,0.011931688911476857,8740,74
BP,0.3-0.5,FLAT,0.5,0.0,10695,82
BP,0.3-0.5,MEAN_CURVE,0.4686317648333966,0.016757132379760988,10695,82
BP,0.3-0.5,G14,0.8013633779216714,0.024797794797167438,10695,82
BP,0.3-0.5,G13_FULL,0.6522831801422692,0.032814517284350496,10695,82
BP,0.3-0.5,O_BOTH,0.9497158034599226,0.0,10695,82
BP,0.3-0.5,HEAVIER_ALWAYS,0.628557472747954,0.0,10695,82
BP,0.3-0.5,G14_TIED,0.818891285728826,0.009025607670744683,10695,82
BP,0.5-1.0,FLAT,0.5,0.0,13510,78
BP,0.5-1.0,MEAN_CURVE,0.4775520196323743,0.021679746593897955,13510,78
BP,0.5-1.0,G14,0.8256938203291113,0.020428281144789014,13510,78
BP,0.5-1.0,G13_FULL,0.6716683164407937,0.04992489958323271,13510,78
BP,0.5-1.0,O_BOTH,0.9753110677476775,0.0,13510,78
BP,0.5-1.0,HEAVIER_ALWAYS,0.6495371504272326,0.0,13510,78
BP,0.5-1.0,G14_TIED,0.8314642147868219,0.014092297259868077,13510,78
BP,1.0-2.0,FLAT,0.5,0.0,11480,50
BP,1.0-2.0,MEAN_CURVE,0.6153932208618302,0.03463282529788097,11480,50
BP,1.0-2.0,G14,0.8723401246371912,0.026908674573640372,11480,50
BP,1.0-2.0,G13_FULL,0.7926433057206423,0.06223655605945287,11480,50
BP,1.0-2.0,O_BOTH,0.9944085688742177,0.0,11480,50
BP,1.0-2.0,HEAVIER_ALWAYS,0.7718244174901769,0.0,11480,50
BP,1.0-2.0,G14_TIED,0.8778197171376505,0.027405558664745533,11480,50
BP,>2.0,FLAT,0.5,0.0,4770,27
BP,>2.0,MEAN_CURVE,0.7067971915117436,0.06535363312991656,4770,27
BP,>2.0,G14,0.9037037037037037,0.020286020648339516,4770,27
BP,>2.0,G13_FULL,0.890121373461839,0.039705173549382744,4770,27
BP,>2.0,O_BOTH,1.0,0.0,4770,27
BP,>2.0,HEAVIER_ALWAYS,0.8518518518518519,0.0,4770,27
BP,>2.0,G14_TIED,0.9037037037037037,0.020286020648339516,4770,27
