design,pair,arm,n_units,obs_spread,spearman,top1,regret
BP,La/Ce,G14,68.0,2.0712666813266707,0.32134795474811506,0.05928571428571429,1.008063079210209
BP,La/Ce,G13_FULL,68.0,2.0712666813266707,0.18714189451368762,0.0,1.340829813060844
BP,La/Ce,O_BOTH,68.0,2.0712666813266707,0.8128489221361292,0.0,0.8057347022257162
BP,La/Ce,HEAVIER_ALWAYS,68.0,2.0712666813266707,0.0,0.014705882352941176,1.0356333406633353
BP,La/Ce,G14_TIED,68.0,2.0712666813266707,0.3774225614550252,0.026569343494412877,0.9241889092542674
BP,La/Ce,_RANDOM,68.0,2.0712666813266707,0.0,0.014705882352941176,1.0356333406633353
BP,Dy/Ho,FLAT,57.0,1.2886539464998008,0.0,0.017543859649122806,0.6443269732499004
BP,Dy/Ho,MEAN_CURVE,57.0,1.2886539464998008,-0.13511272249482684,0.008928571428571428,0.6930703288916351
BP,Dy/Ho,G14,57.0,1.2886539464998008,0.2770087971405692,0.0,0.5784252706264127
BP,Dy/Ho,G13_FULL,57.0,1.2886539464998008,0.01862245245964753,0.0,0.7003520359999004
BP,Dy/Ho,O_BOTH,57.0,1.2886539464998008,0.6828280210259511,0.5,0.017376686185217538
BP,Dy/Ho,HEAVIER_ALWAYS,57.0,1.2886539464998008,0.0,0.017543859649122806,0.6443269732499004
BP,Dy/Ho,G14_TIED,57.0,1.2886539464998008,0.340450314017651,0.011918285439272393,0.5808540771926982
BP,Dy/Ho,_RANDOM,57.0,1.2886539464998008,0.0,0.017543859649122806,0.6443269732499004
BP,Er/Yb,FLAT,58.0,2.9722245269820182,0.0,0.017241379310344827,1.4861122634910091
BP,Er/Yb,MEAN_CURVE,58.0,2.9722245269820182,-0.14540885287615898,0.011142857142857144,1.543590878552469
BP,Er/Yb,G14,58.0,2.9722245269820182,0.226886770939714,0.016666666666666666,1.3767409121451955
BP,Er/Yb,G13_FULL,58.0,2.9722245269820182,-0.12157502431799778,0.0,1.5720409552422199
BP,Er/Yb,O_BOTH,58.0,2.9722245269820182,0.6865589000612123,0.5,0.4004497632038138
BP,Er/Yb,HEAVIER_ALWAYS,58.0,2.9722245269820182,0.0,0.017241379310344827,1.4861122634910091
BP,Er/Yb,G14_TIED,58.0,2.9722245269820182,0.2933783902872148,0.03058554891834738,1.3971406948533247
BP,Er/Yb,_RANDOM,58.0,2.9722245269820182,0.0,0.017241379310344827,1.4861122634910091
