design,comparison,point,ci95_low,ci95_high,p_two_sided,seeds_positive,n_seeds,loco_stable,loco_min,loco_max,passes_P1,family,lead,model,set,target,value,stage,n_units,partial_rho_n_metals,ci_excludes_zero,rho_chemotype_means,clears_familywise_bar,passes_L1_rule,p_bh_within_family,_src,reference,candidate,bca_low,bca_high,bootstrap_se,mde_80,block_macro,units_improved,loco_sign_stable,margin,passes_intervals,p_perm,p_registered,ci_task_low,ci_task_high,p_task_boot,ci_block_low,ci_block_high,p_block_boot,conservative_interval,n_extractants,n_blocks,passes_registered,rule,replicates,permutations,bootstrap_seed,endpoint,p_bh_within_lead_family,budget,p_bh_lead,praw,q_bh126
B,HIER_vs_POOLED@k2,-0.0017253034210351,-0.0151189547084178,0.00658935578177,0.7032,2.0,5,,-0.0071194142829073,0.0004945905701846,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_HIER@doptk2,-0.0127449805821417,0.0081433401914671,0.0056683894824775,0.0158714905509372,-0.0075359373333927,47.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.8272941176470588,0.7032,0.8602252427184466
B,LW_vs_POOLED@k3,-78.88439363680509,-179.16736999143595,-23.33463209308433,0.0,0.0,5,,-108.63039630010512,-52.45252289740319,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LW@doptk3,-184.37948276840973,-24.76876974872016,40.68352451924342,113.91386865388156,-104.29901524968048,16.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
B,LOWRANK2_vs_POOLED@k3,-0.0036286560591324,-0.0127255637072875,0.0015046840479329,0.2026,2.0,5,,-0.0064172003179202,-0.0015434296734238,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK2@doptk3,-0.0121575716261387,0.0017261028259037,0.0036526075405923,0.0102273011136586,-0.0090405891105569,37.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.3523478260869565,0.2026,0.36468
B,LOWRANK3_vs_POOLED@k3,-0.0062245424170181,-0.0173701078753051,-0.0002965837756219,0.036,1.0,5,,-0.0086450616434376,-0.0028677398825267,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK3@doptk3,-0.0205548373815488,-0.0008776040117517,0.0044883288683706,0.0125673208314377,-0.0109990005086063,30.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0929032258064516,0.036,0.08894117647058823
B,HIER_vs_POOLED@k3,-0.0092912384893391,-0.0235012280321113,-0.0007537007117957,0.03,0.0,5,,-0.0150685965649237,-0.0067108519278617,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_HIER@doptk3,-0.0209493816728197,0.0008615874351123,0.0059588753393084,0.0166848509500637,-0.0181364889251117,39.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0827586206896551,0.03,0.080325
BR,LW_vs_POOLED@k1,0.0021136042459023,-0.008969540729836,0.010408478610148,0.756,3.0,5,,-0.0029596580121109,0.0036915342714416,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LW@doptk1,-0.007056129995568,0.012694444397143,0.0051414886966736,0.0143961683506861,0.0002947735452663,39.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.8585915492957746,0.756,0.889
BR,LOWRANK2_vs_POOLED@k1,0.0060180020060937,-0.0056070632429668,0.0151492648744353,0.329,4.0,5,,0.0018629066098528,0.007462517000317,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK2@doptk1,-0.0034496045972179,0.0177301001417723,0.0053176964429128,0.014889550040156,0.0041838203973677,38.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.5264,0.329,0.5469692307692308
BR,LOWRANK3_vs_POOLED@k1,0.0036384139360957,-0.0071529927580827,0.0115094280022667,0.5596,4.0,5,,-0.0013252943845877,0.0047809257689236,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK3@doptk1,-0.005062646337825,0.0138687953690385,0.0049230034276852,0.0137844095975186,0.0003966371302882,37.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.7339016393442623,0.5596,0.7501021276595744
BR,HIER_vs_POOLED@k1,0.0018712155441619,-0.0098268330136088,0.0092399565859236,0.7562,3.0,5,,-0.0028837506279263,0.0043495316493025,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_HIER@doptk1,-0.007602780474733,0.0106886500720303,0.0049833190867695,0.0139532934429547,-0.0030425279415041,45.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.8585915492957746,0.7562,0.889
BR,LW_vs_POOLED@k2,-0.547790985726638,-1.200232175269035,-0.1994616723158105,0.0,0.0,5,,-0.7600776840760282,-0.3605849349745627,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LW@doptk2,-1.1817078742432503,-0.1958424775986229,0.2586022033648441,0.7240861694215633,-0.5716964396211224,27.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BR,LOWRANK2_vs_POOLED@k2,0.0117619674418012,0.0021469408522785,0.0217737927238721,0.0184,4.0,5,,0.0090288875438659,0.0130960141220109,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK2@doptk2,0.0032885594466526,0.023422966890332,0.0048745725180428,0.01364880305052,0.012247621154909,47.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0700952380952381,0.0184,0.06265945945945946
BR,LOWRANK3_vs_POOLED@k2,0.009446500516841,-0.0005242040202343,0.0177764854426597,0.0626,3.0,5,,0.0071203238863811,0.0108843982593228,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK3@doptk2,0.0003401197187939,0.0188666201131105,0.0046441248888575,0.0130035496888012,0.00969356223722,44.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.1296410256410256,0.0626,0.13272
BR,HIER_vs_POOLED@k2,0.001143070764012,-0.0100938580559357,0.0086881172416152,0.8408,3.0,5,,-0.0028004909401437,0.0030968068106231,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_HIER@doptk2,-0.0089157051159392,0.0095035480638433,0.0049075446964383,0.0137411251500273,-0.0022443637068394,52.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.9045333333333334,0.8408,0.9217551724137931
BR,LW_vs_POOLED@k3,-33.88306557750754,-62.84619717519978,-17.087924863514374,0.0,0.0,5,,-46.660370380561744,-29.06093895716772,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LW@doptk3,-56.30388453994511,-12.92420273782128,12.013521319239354,33.63785969387019,-50.248427118333474,15.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BR,LOWRANK2_vs_POOLED@k3,-0.0048832724422917,-0.0123870127303557,0.000282307266488,0.0632,1.0,5,,-0.0059505863278579,-0.0032144233511344,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK2@doptk3,-0.0131333748324812,-6.524616671605949e-05,0.003179857180201,0.008903600104563,-0.00979150211728,33.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.1296410256410256,0.0632,0.13272
BR,LOWRANK3_vs_POOLED@k3,-0.005845404850207,-0.0156740933292119,5.9244523542828696e-05,0.0524,1.0,5,,-0.0072713444444762,-0.002882971400845,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK3@doptk3,-0.0195209341108146,-0.0008585439622859,0.0040851322108633,0.0114383701904172,-0.0109383165100861,30.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.1197714285714285,0.0524,0.12004363636363637
BR,HIER_vs_POOLED@k3,-0.0093989160657224,-0.0228189744177179,-0.0015131377202106,0.0126,0.0,5,,-0.0139683696757017,-0.0068311871686058,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_HIER@doptk3,-0.0211297324986182,-0.0008212534108336,0.0055095766654983,0.0154268146633954,-0.0175061301142832,39.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0538947368421052,0.0126,0.04817647058823529
BQ,LW_vs_POOLED@k1,-0.0040295093367853,-0.0188114357890134,0.0055308704666885,0.4538,1.0,5,,-0.0103294099777864,-0.0016237471505612,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LW@doptk1,-0.0158417898296283,0.0078247580063329,0.0063762243247817,0.0178534281093888,-0.0101130972495728,40.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.6369122807017544,0.4538,0.6600681818181818
BQ,LOWRANK2_vs_POOLED@k1,0.0033332951200374,-0.0080641236297168,0.0124937040563123,0.5896,4.0,5,,-0.0005315956772536,0.0045754399168237,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK2@doptk1,-0.0058516492881757,0.0154439300127488,0.0052095723683671,0.0145868026314279,0.0011561582023601,36.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.738909090909091,0.5896,0.77385
BQ,LOWRANK3_vs_POOLED@k1,0.0014080031718226,-0.0092411261809489,0.0090333742058405,0.848,3.0,5,,-0.0032733537574193,0.002415127127765,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK3@doptk1,-0.007084005077772,0.0112869034992002,0.0047817894646925,0.013389010501139,-0.0023018505284642,38.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.9045333333333334,0.848,0.9217551724137931
BQ,HIER_vs_POOLED@k1,0.0036652639282679,-0.0040074065660465,0.0091781432648396,0.3514,4.0,5,,0.0007559637961917,0.0049624184788662,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_HIER@doptk1,-0.0028413044896103,0.0099838172990361,0.0033926378781016,0.0094993860586845,0.0028873905048382,44.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.5319245283018867,0.3514,0.55503
BQ,LW_vs_POOLED@k2,-0.4857297889872763,-0.9036118090139456,-0.2321432092285457,0.0,0.0,5,,-0.6752629651619271,-0.413602403705138,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LW@doptk2,-0.8047634434273806,-0.1708053106078755,0.1766415294276075,0.4945962823973012,-0.6917057822009927,26.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BQ,LOWRANK2_vs_POOLED@k2,0.0099621619790958,1.0610434622171594e-05,0.0179646248167558,0.0498,5.0,5,,0.0073178482681222,0.0111802737554658,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK2@doptk2,0.0010543859813636,0.0190119705306254,0.004568266186517,0.0127911453222476,0.008187527297343,50.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.1171764705882353,0.0498,0.1162
BQ,LOWRANK3_vs_POOLED@k2,0.0079477473328556,-0.0026017309096095,0.0154854401998303,0.1366,4.0,5,,0.0044079158425797,0.0092979160493458,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK3@doptk2,-0.0009854850602937,0.0168605460145762,0.0046368875304826,0.0129832850853514,0.0057519807590814,43.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.2541395348837209,0.1366,0.256889552238806
BQ,HIER_vs_POOLED@k2,0.0001235072221073,-0.0147037031669644,0.0092682312407844,0.9854,2.0,5,,-0.0052659621991465,0.0029268317786938,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_HIER@doptk2,-0.0124593100306145,0.0103821845979063,0.0061638982641681,0.0172589151396707,-0.006916674966568,49.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.9854,0.9854,0.9932832
BQ,LW_vs_POOLED@k3,-105.63111096527,-306.5002985681288,-21.437242352224853,0.0,0.0,5,,-145.4614489414082,-37.64724944854665,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LW@doptk3,-401.5485326226544,-26.30899589015276,78.19493248544403,218.9458109592433,-94.65269316774707,14.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BQ,LOWRANK2_vs_POOLED@k3,-0.0040947556749911,-0.01089474938058,0.0007593956960174,0.1018,2.0,5,,-0.0052692682602012,-0.0028534571031866,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK2@doptk3,-0.0109367507169045,0.0007120540995872,0.0029461381374466,0.0082491867848506,-0.0080021934493983,33.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.1986341463414634,0.1018,0.2036
BQ,LOWRANK3_vs_POOLED@k3,-0.006307552365897,-0.0161631624647236,-0.0007906353008987,0.021,1.0,5,,-0.0084350031403294,-0.0035647671274367,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK3@doptk3,-0.0179936849845587,-0.001282455591012,0.0039848548544366,0.0111575935924227,-0.0115191963263731,29.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0730434782608695,0.021,0.06784615384615386
BQ,HIER_vs_POOLED@k3,-0.0097347214299444,-0.0216956582499221,-0.002444114178887,0.0048,1.0,5,,-0.0144114285333162,-0.0083086363721076,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_HIER@doptk3,-0.0195402635611908,-0.0010047735242121,0.0049977392717687,0.0139936699609524,-0.0173464283561159,36.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0225882352941176,0.0048,0.02326153846153846
A,LW_vs_POOLED@k1,0.0018833168717732,-0.0081713965312715,0.0094031073553074,0.7894,3.0,5,,-0.0034650902788783,0.0032297573665305,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LW@doptk1,-0.0061523158194288,0.0115292109547856,0.0046901129576542,0.0131323162814317,-0.0005301241662369,39.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.8771111111111112,0.7894,0.9042218181818181
A,LOWRANK2_vs_POOLED@k1,0.0044829861496533,-0.0059890180489507,0.0113851959742156,0.4298,4.0,5,,-0.0003305977249561,0.0057243444763174,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK2@doptk1,-0.0037523855946605,0.0130595883662887,0.0045460571277917,0.0127289599578167,0.0007183963729608,39.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.6251636363636364,0.4298,0.6513
A,LOWRANK3_vs_POOLED@k1,0.0032449617530937,-0.006433837909954,0.0102221450805944,0.6276,4.0,5,,-0.0023109220869835,0.0042778782073081,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK3@doptk1,-0.0042645930655869,0.0125818769101295,0.0045128449381924,0.0126359658269388,-0.0015921525451158,37.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.7493731343283583,0.6276,0.7901821782178217
A,HIER_vs_POOLED@k1,0.0035668208660202,-0.0050404108944555,0.0095108137272444,0.4422,5.0,5,,-0.0003059210549914,0.0045476885593153,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_HIER@doptk1,-0.0032678716468759,0.0109254206550042,0.0037949039312441,0.0106257310074835,5.749617649013233e-05,46.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.6317142857142857,0.4422,0.6554964705882352
A,LW_vs_POOLED@k2,-2.6266945366063634,-6.7509207569673935,-0.5575265361063034,0.0,0.0,5,,-3.622174592623288,-1.62203243446394,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LW@doptk2,-7.600908932321369,-0.6719073719472352,1.6262539975323675,4.553511193090629,-4.651531608705893,24.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
A,LOWRANK2_vs_POOLED@k2,0.0047704869093611,-0.0058039628802144,0.012944766010745,0.3362,3.0,5,,0.0023742043520043,0.0065042084463139,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK2@doptk2,-0.0047439282320109,0.0138286079687475,0.0046777786826262,0.0130977803113534,0.0015936794826984,45.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.5273725490196078,0.3362,0.5469692307692308
A,LOWRANK3_vs_POOLED@k2,0.0034286695169736,-0.0088862441358446,0.0119148998252154,0.558,3.0,5,,-0.0004103743912511,0.0050790663061073,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK3@doptk2,-0.0072902181030927,0.0131012063337163,0.0053212439983102,0.0148994831952687,-0.0015539267607488,46.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.7339016393442623,0.558,0.7501021276595744
A,HIER_vs_POOLED@k2,-0.0057958713624619,-0.0240464824717957,0.0047455320930165,0.3524,1.0,5,,-0.0117179500428003,-0.001718955966632,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_HIER@doptk2,-0.0228222296735215,0.0052296705441977,0.0074375567957259,0.0208251590280325,-0.0132924137910639,42.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.5319245283018867,0.3524,0.55503
A,LW_vs_POOLED@k3,-60.38503923343288,-140.2989853863092,-22.41521999681566,0.0,0.0,5,,-83.15550243248803,-36.24246566362785,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LW@doptk3,-150.01724306365293,-24.08672616475932,31.040021409614248,86.91205994691988,-72.1063455921307,14.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
A,LOWRANK2_vs_POOLED@k3,-0.0047922425282462,-0.0125567760145948,0.000241845738849,0.063,1.0,5,,-0.0064347151018334,-0.0033260188066033,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK2@doptk3,-0.0126436013379325,0.0001764705547481,0.0032768137619785,0.0091750785335399,-0.0103283121855364,33.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.1296410256410256,0.063,0.13272
A,LOWRANK3_vs_POOLED@k3,-0.006522038940739,-0.0160977058059699,-0.0006691605246696,0.0272,0.0,5,,-0.008594984228841,-0.0042669113168823,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK3@doptk3,-0.0164364528373709,-0.0008180177246409,0.0039154655603667,0.010963303569027,-0.0120595736373795,26.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0827586206896551,0.0272,0.0778909090909091
A,HIER_vs_POOLED@k3,-0.0074083095176411,-0.0186827621044245,-0.0009429166272735,0.0196,0.0,5,,-0.011176876434766,-0.0057707241225849,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_HIER@doptk3,-0.0171558478478999,-0.0002606331995687,0.0045938762521494,0.0128628535060184,-0.015682378657673,39.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0712727272727272,0.0196,0.06498947368421053
BP,LW_vs_POOLED@k1,0.0012374053963905,-0.0146200178478234,0.0114364783019868,0.9248,4.0,5,,-0.0060353156442433,0.0042283713855495,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LW@doptk1,-0.0110192747073077,0.0140371487613452,0.006808656997083,0.0190642395918325,-0.0040326972975857,41.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.9485128205128204,0.9248,0.965305785123967
BP,LOWRANK2_vs_POOLED@k1,0.0074274090683069,-0.0025557468539654,0.0149309712432146,0.1922,5.0,5,,0.0019458891506895,0.008602747185638,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK2@doptk1,-0.0005240088685078,0.0172488373443184,0.0046926421813348,0.0131393981077374,0.0043118858005582,42.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.3416888888888889,0.1922,0.3509739130434783
BP,LOWRANK3_vs_POOLED@k1,0.0044624954982878,-0.0074077531009095,0.0132511934343823,0.6096,5.0,5,,-0.0026309592668769,0.0055090649917867,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_LOWRANK3@doptk1,-0.0047112996726731,0.0163799392551047,0.005625006121461,0.0157500171400909,-0.0019279428972624,36.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.738909090909091,0.6096,0.7758545454545455
BP,HIER_vs_POOLED@k1,0.0016884888466872,-0.0145955616180484,0.0113887132596775,0.8172,3.0,5,,-0.0039371519823394,0.0056560745373405,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk1,G14_HIER@doptk1,-0.0128626833420105,0.012224004271207,0.0067341516498085,0.0188556246194639,-0.0043028588955276,49.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.8955616438356165,0.8172,0.91935
BP,LW_vs_POOLED@k2,-0.4501049405908575,-0.8444007464518187,-0.2064761369150959,0.0,0.0,5,,-0.6263017417212438,-0.3777951355642135,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LW@doptk2,-0.7665833227697463,-0.1627352287994199,0.1672821834022497,0.4683901135262993,-0.5788412056609672,25.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BP,LOWRANK2_vs_POOLED@k2,0.0150880110598515,0.0066986045007415,0.0232273857278435,0.002,5.0,5,,0.0136632881710281,0.0166183094582427,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK2@doptk2,0.0070108271124084,0.0235814330368297,0.0041214388087132,0.011540028664397,0.0137426685533113,55.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.01,0.002,0.0105
BP,LOWRANK3_vs_POOLED@k2,0.0120002596706245,0.0018426434293285,0.0198450214146707,0.023,5.0,5,,0.009441646567455,0.0134836689656227,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_LOWRANK3@doptk2,0.0027624972040396,0.0207069830701929,0.0046009958717057,0.0128827884407761,0.0097798063359083,53.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0736,0.023,0.069
BP,HIER_vs_POOLED@k2,0.0030819947677734,-0.0121735151368984,0.0118853910037225,0.605,3.0,5,,-0.0007593323550712,0.0071319319400641,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk2,G14_HIER@doptk2,-0.0136010685716694,0.0114787934192871,0.0062418337442858,0.0174771344840004,-0.0033617998386464,53.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.738909090909091,0.605,0.7758545454545455
BP,LW_vs_POOLED@k3,-34.01644920447419,-71.36473979675957,-14.197141035853136,0.0,0.0,5,,-46.84532472401837,-26.13248057066377,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LW@doptk3,-66.50538513701493,-13.074511543410091,14.81543235638572,41.48321059788002,-55.81518336350004,16.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
BP,LOWRANK2_vs_POOLED@k3,0.0002819002625874,-0.0060320535199312,0.0052242898010699,0.9158,4.0,5,,-0.0005522129898866,0.0014331833268081,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK2@doptk3,-0.0060685620671582,0.0051939999652239,0.0028016576381678,0.0078446413868698,-0.0034324585337719,36.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.9485128205128204,0.9158,0.965305785123967
BP,LOWRANK3_vs_POOLED@k3,-0.0019873981339597,-0.012528939920471,0.0038685365487186,0.607,1.0,5,,-0.0047180006971987,0.0007181255130559,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_LOWRANK3@doptk3,-0.0129744797049585,0.003681208836111,0.0042214799084988,0.0118201437437968,-0.0069586111020253,39.0,False,0.02,False,,,,,,,,,,,,,,,,,,,,0.738909090909091,0.607,0.7758545454545455
BP,HIER_vs_POOLED@k3,-0.0053009925729037,-0.0208954609785246,0.0035566999082515,0.3192,1.0,5,,-0.0083586587755598,-0.0010932594844281,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_cov.csv,G14_POOLED@doptk3,G14_HIER@doptk3,-0.0238380886351162,0.0028354432601099,0.0062676976316314,0.017549553368568,-0.0136057573745317,39.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.5211428571428571,0.3192,0.5435027027027027
B,MIX6meanPC_vs_POOLED@k1,0.0043339656510638,-0.002648997740025,0.0089978119759215,0.2812,5.0,5,,0.0006113383296133,0.0050911414055764,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk1,MIX6meanPC_POOLED@doptk1,-0.0010526464144634,0.0105648955966893,0.0031227440321272,0.0087436832899563,0.0012029775849392,46.0,True,0.02,False,,,,,,,,,,,,,,,,,,,,0.4686666666666667,0.2812,0.48604931506849314
B,MIX6meanPC_vs_POOLED@k2,0.0060026941596511,0.0008051663219054,0.0091659484376938,0.0222,5.0,5,,0.0043943589566875,0.0068313572920042,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk2,MIX6meanPC_POOLED@doptk2,0.001318428420557,0.0094633150277461,0.0021466375356037,0.0060105850996905,0.0047417503132576,59.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0736,0.0222,0.069
B,MIX6meanPC_vs_POOLED@k3,0.0079200290976301,0.0052256245334613,0.0110834801396352,0.0,5.0,5,,0.007424012070543,0.0084908937387844,False,registered,L5,,,,mae_all,,84,,,,,,,L5/contrasts_mix.csv,G14_POOLED@doptk3,MIX6meanPC_POOLED@doptk3,0.0051742131946035,0.0110449198838325,0.0014618379643752,0.0040931463002508,0.0087588957070423,60.0,True,0.02,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
