global_model,k,best_deployable_arm,best_deployable_mae,pipeline_arm,pipeline_mae,gen8_frontier,gen9_frontier,n_ligands
REC_ecfp_plus_recovered,0,ZERO_SHOT,1.0605303772612389,ZERO_SHOT,1.0605303772612389,1.0605,1.0358,99
REC_ecfp_plus_recovered,1,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,0.6751828667813538,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6751828667813538,0.6674,0.6539,99
REC_ecfp_plus_recovered,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.5752504820314336,SERIES_ML@CENTRAL_THEN_SPREAD,0.5752504820314336,0.5879,0.5746,99
REC_ecfp_plus_recovered,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.5027716342146482,SERIES_ML@CENTRAL_THEN_SPREAD,0.5027716342146482,0.523,0.5109,99
REC_ecfp_plus_recovered,5,SERIES_ML@D_OPTIMAL,0.44403277913105577,SERIES_ML@CENTRAL_THEN_SPREAD,0.44411195337045933,0.4743,0.4675,99
GEN9_A0_ROW_ONLY,0,ZERO_SHOT,1.059866963000906,ZERO_SHOT,1.059866963000906,1.0605,1.0358,99
GEN9_A0_ROW_ONLY,1,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,0.6753536052185976,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6753536052185976,0.6674,0.6539,99
GEN9_A0_ROW_ONLY,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.5728001009071558,SERIES_ML@CENTRAL_THEN_SPREAD,0.5728001009071558,0.5879,0.5746,99
GEN9_A0_ROW_ONLY,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.501971802857944,SERIES_ML@CENTRAL_THEN_SPREAD,0.501971802857944,0.523,0.5109,99
GEN9_A0_ROW_ONLY,5,SERIES_ML@CENTRAL_THEN_SPREAD,0.4422181955424601,SERIES_ML@CENTRAL_THEN_SPREAD,0.4422181955424601,0.4743,0.4675,99
GEN9_REL_MONOLITH,0,ZERO_SHOT,1.0651898881419934,ZERO_SHOT,1.0651898881419934,1.0605,1.0358,99
GEN9_REL_MONOLITH,1,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,0.6591255843529291,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6591255843529291,0.6674,0.6539,99
GEN9_REL_MONOLITH,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.557811472155504,SERIES_ML@CENTRAL_THEN_SPREAD,0.557811472155504,0.5879,0.5746,99
GEN9_REL_MONOLITH,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.48908082172516987,SERIES_ML@CENTRAL_THEN_SPREAD,0.48908082172516987,0.523,0.5109,99
GEN9_REL_MONOLITH,5,SERIES_ML@CENTRAL_THEN_SPREAD,0.43412606857658304,SERIES_ML@CENTRAL_THEN_SPREAD,0.43412606857658304,0.4743,0.4675,99
GEN9_SHAPE_RECOMPOSED,0,ZERO_SHOT,1.0357994416277343,ZERO_SHOT,1.0357994416277343,1.0605,1.0358,99
GEN9_SHAPE_RECOMPOSED,1,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.653872837772772,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.653872837772772,0.6674,0.6539,99
GEN9_SHAPE_RECOMPOSED,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.5592988144741076,SERIES_ML@CENTRAL_THEN_SPREAD,0.5592988144741076,0.5879,0.5746,99
GEN9_SHAPE_RECOMPOSED,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.49280898262314987,SERIES_ML@CENTRAL_THEN_SPREAD,0.49280898262314987,0.523,0.5109,99
GEN9_SHAPE_RECOMPOSED,5,SERIES_ML@D_OPTIMAL,0.44032090173202865,SERIES_ML@CENTRAL_THEN_SPREAD,0.4405418081356232,0.4743,0.4675,99
GEN10_REC_HYBRID,0,ZERO_SHOT,1.0313268031703762,ZERO_SHOT,1.0313268031703762,1.0605,1.0358,99
GEN10_REC_HYBRID,1,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6518338110534602,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6518338110534602,0.6674,0.6539,99
GEN10_REC_HYBRID,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.5577733191710045,SERIES_ML@CENTRAL_THEN_SPREAD,0.5577733191710045,0.5879,0.5746,99
GEN10_REC_HYBRID,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.49259012622443843,SERIES_ML@CENTRAL_THEN_SPREAD,0.49259012622443843,0.523,0.5109,99
GEN10_REC_HYBRID,5,SERIES_ML@D_OPTIMAL,0.438331094624899,SERIES_ML@CENTRAL_THEN_SPREAD,0.44070918924520414,0.4743,0.4675,99
GEN10_REC_ALL,0,ZERO_SHOT,1.0312038482766575,ZERO_SHOT,1.0312038482766575,1.0605,1.0358,99
GEN10_REC_ALL,1,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6530135084743127,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6530135084743127,0.6674,0.6539,99
GEN10_REC_ALL,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.560668322033066,SERIES_ML@CENTRAL_THEN_SPREAD,0.560668322033066,0.5879,0.5746,99
GEN10_REC_ALL,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.4959972459398582,SERIES_ML@CENTRAL_THEN_SPREAD,0.4959972459398582,0.523,0.5109,99
GEN10_REC_ALL,5,SERIES_ML@D_OPTIMAL,0.4409226666529639,SERIES_ML@CENTRAL_THEN_SPREAD,0.44382488302533313,0.4743,0.4675,99
GEN10_REC_RANK,0,ZERO_SHOT,1.033282670859038,ZERO_SHOT,1.033282670859038,1.0605,1.0358,99
GEN10_REC_RANK,1,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6532124743256718,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6532124743256718,0.6674,0.6539,99
GEN10_REC_RANK,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.5577019230014489,SERIES_ML@CENTRAL_THEN_SPREAD,0.5577019230014489,0.5879,0.5746,99
GEN10_REC_RANK,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.492654006644726,SERIES_ML@CENTRAL_THEN_SPREAD,0.492654006644726,0.523,0.5109,99
GEN10_REC_RANK,5,SERIES_ML@D_OPTIMAL,0.4376255701729175,SERIES_ML@CENTRAL_THEN_SPREAD,0.4402366966062755,0.4743,0.4675,99
GEN10_REC_GEN9_PLUS,0,ZERO_SHOT,1.0344460192212737,ZERO_SHOT,1.0344460192212737,1.0605,1.0358,99
GEN10_REC_GEN9_PLUS,1,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6489259528610904,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6489259528610904,0.6674,0.6539,99
GEN10_REC_GEN9_PLUS,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.5548030012708851,SERIES_ML@CENTRAL_THEN_SPREAD,0.5548030012708851,0.5879,0.5746,99
GEN10_REC_GEN9_PLUS,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.4887295933914105,SERIES_ML@CENTRAL_THEN_SPREAD,0.4887295933914105,0.523,0.5109,99
GEN10_REC_GEN9_PLUS,5,SERIES_ML@D_OPTIMAL,0.4365804646745233,SERIES_ML@CENTRAL_THEN_SPREAD,0.43689856706062014,0.4743,0.4675,99
GEN10_LEVEL_SHAPE,0,ZERO_SHOT,1.0657257208120912,ZERO_SHOT,1.0657257208120912,1.0605,1.0358,99
GEN10_LEVEL_SHAPE,1,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6632137047128586,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,0.6632137047128586,0.6674,0.6539,99
GEN10_LEVEL_SHAPE,2,SERIES_ML@CENTRAL_THEN_SPREAD,0.5721784056046594,SERIES_ML@CENTRAL_THEN_SPREAD,0.5721784056046594,0.5879,0.5746,99
GEN10_LEVEL_SHAPE,3,SERIES_ML@CENTRAL_THEN_SPREAD,0.5035581644624483,SERIES_ML@CENTRAL_THEN_SPREAD,0.5035581644624483,0.523,0.5109,99
GEN10_LEVEL_SHAPE,5,SERIES_ML@CENTRAL_THEN_SPREAD,0.4496202543372362,SERIES_ML@CENTRAL_THEN_SPREAD,0.4496202543372362,0.4743,0.4675,99
