data_cohort,model,axis_label,split_seed,n_curves,n_curves_guarded,n_ligands,slope_true_median,slope_pred_median,slope_mae,slope_mae_median,slope_ratio_median,slope_pearson,slope_spearman,slope_sign_agree,span_true_median,span_pred_median,span_recovery_median,span_recovery_median_unguarded,span_recovery_q25,span_recovery_q75,compression_median,shape_mae,shape_mae_median,within_curve_spearman,within_curve_sign_accuracy,row_mae,n_distinct_pred_median,n_distinct_true_median,step_share_pred_median,linear_r2_pred_median,linear_r2_true_median
CORRECTED,GEN10_REC_ALL,metal_series,169954.6,321.0,242.0,84.0,0.0856338783168053,0.10416196947028496,0.10602462636933237,0.07317523030072852,0.7373702150995312,0.13225233527371993,0.19255164262988242,0.8249221183800624,1.0261096605744122,1.1293337051509202,0.7375851901235825,0.8667314217344056,0.42542938170022876,1.1614340206406548,0.7383098608913777,0.31796627696332624,0.26289854244271504,0.5727795034620697,0.7661085972755939,1.081832545863011,8.0,8.0,1.0,0.9260337298741341,0.874586388178975
CORRECTED,GEN10_REC_ALL,temperature,169954.6,32.0,32.0,5.0,-0.04032650561688559,0.0005180706119948337,0.04034633605694822,0.043903991877224616,-0.01746693210633234,0.043744677480847406,0.060703812316715546,0.40625,1.1765941508309075,0.22967670898508272,0.2198631718244081,0.2198631718244081,0.10678791487989561,0.4870173586994627,0.2298685642617298,0.4251611917422025,0.3990801043810708,-0.028722883421414592,0.5130208333333333,1.2233148092561346,4.0,4.0,0.865,0.36357560001371664,0.9893613987029377
CORRECTED,GEN10_REC_GEN9_PLUS,acid,169954.6,421.0,394.0,68.0,1.7865055227105402,0.6698940128455135,1.5321441957704995,1.168537121948512,0.331460938442374,0.1292839412628965,0.1859142856809805,0.8413301662707837,2.0081944786152714,0.8287722208412761,0.3737288080397609,0.3841311164297868,0.21157769378132857,0.6571198725594201,0.3531446309999325,0.5751637777730563,0.5192343361511631,0.6256154786522063,0.7988547374791136,1.2187255667233574,5.0,5.0,1.0,0.948689243843597,0.9254499680935993
CORRECTED,GEN10_REC_GEN9_PLUS,contact_time,169954.6,8.0,0.0,8.0,0.00014296899524398737,-1.1896380346123226e-05,0.003860813142349609,0.0010331251841310476,7.58211577759941e-15,0.18055060673954787,0.34285714285714286,0.525,0.06287846248431395,0.062092083704035905,,0.40565754748110194,,,,0.07172604322751967,0.035979891668567396,0.16768034541063256,0.545625,1.8887366874851517,3.2,5.0,0.6266666666666667,0.5590712027760241,0.1646628381999693
CORRECTED,GEN10_REC_GEN9_PLUS,extractant,169954.6,155.0,155.0,25.0,2.573675226299942,1.2030184583519745,1.458801293898775,1.4423368918432151,0.4083889598430871,0.3469033921815214,0.3744887165164411,0.9638709677419355,2.073913043478258,1.083063142715123,0.44894478093579576,0.44894478093579576,0.3237271982699731,0.7071640484900488,0.43951328709917714,0.45595327589715495,0.4257698730908504,0.8911187799926881,0.9288499350112254,1.0711083929311411,5.0,5.0,1.0,0.9662552195337633,0.9940258395786431
CORRECTED,GEN10_REC_GEN9_PLUS,metal_concentration,169954.6,9.0,6.0,4.0,-1.1226193871745382,0.0020289545279892182,0.8474901668795483,1.1188561703361877,0.0008235277721173991,0.1227794074055009,0.03666666666666668,0.5777777777777777,0.72923076923077,0.008383308053153186,0.010213915561527257,0.012391981097855222,0.006310887856769134,0.020941014317375863,0.01147708839487895,0.27063002916051965,0.2297440426126666,0.03199207684196762,0.523708796649973,0.5371055388816559,4.2,8.0,0.5833333333333333,0.40619998152625864,0.7515429813530872
CORRECTED,GEN10_REC_GEN9_PLUS,metal_series,169954.6,321.0,242.0,84.0,0.0856338783168053,0.08462990747528451,0.09131780760438586,0.06933752135649293,0.6006644125192594,0.229648813066127,0.25161130905360396,0.8261682242990653,1.0261096605744122,0.9423523925259334,0.6179745142227597,0.7212853995329598,0.3848195313561139,0.9516589214901761,0.6056557865145199,0.2874962374614617,0.24350026456339963,0.5717104993828244,0.7645245896312666,1.0806069917952885,8.0,8.0,1.0,0.9090624659758477,0.874586388178975
CORRECTED,GEN10_REC_GEN9_PLUS,temperature,169954.6,32.0,32.0,5.0,-0.04032650561688559,0.0002860867097655551,0.0398503231414286,0.04390500537483268,-0.013498060947418622,-0.008797275546060728,-0.024266862170087965,0.41875,1.1765941508309075,0.15523834358159605,0.14240147403706044,0.14240147403706044,0.08275124622905303,0.33655157244412326,0.15340371595835472,0.41023719846966167,0.3947645732920309,-0.006953988039262482,0.5257291666666666,1.2255857122224376,4.0,4.0,0.865,0.4114146250563471,0.9893613987029377
CORRECTED,GEN10_REC_HYBRID,acid,169954.6,421.0,394.0,68.0,1.7865055227105402,0.7527598432116399,1.4447595447713246,1.0768101916181907,0.43158186507988894,0.1599586049783221,0.26203163660065043,0.8432304038004752,2.0081944786152714,0.9261233241510107,0.4449389944467107,0.4615253638886087,0.22872282660579776,0.7397846219653221,0.45148348544291234,0.5457241859435855,0.48175508696389374,0.6251206746118966,0.7986845542927143,1.2074041589000806,5.0,5.0,1.0,0.957335186956584,0.9254499680935993
CORRECTED,GEN10_REC_HYBRID,contact_time,169954.6,8.0,0.0,8.0,0.00014296899524398737,-1.3319609912464055e-05,0.004430967677100765,0.0010337184509188694,1.0160869283570284e-14,0.1726741422787807,0.3714285714285715,0.55,0.06287846248431395,0.062092083704035794,,0.43548578910353586,,,,0.07839851749749271,0.03570832201334505,0.16768034541063256,0.545625,1.8919653362356559,3.2,5.0,0.6266666666666667,0.5552523182533464,0.1646628381999693
CORRECTED,GEN10_REC_HYBRID,extractant,169954.6,155.0,155.0,25.0,2.573675226299942,1.6948049518962223,1.2296770241737045,1.2110422704917898,0.5807920825112153,0.38333514743078795,0.4085968939101693,0.9690322580645162,2.073913043478258,1.490055637827917,0.6064070513772848,0.6064070513772848,0.4146912630787577,0.9287932235822016,0.6182082262855372,0.39385012246269124,0.37393367280055834,0.8855226973923843,0.9265855291661744,1.0313871291723378,5.0,5.0,1.0,0.9664690372388165,0.9940258395786431
CORRECTED,GEN10_REC_HYBRID,metal_concentration,169954.6,9.0,6.0,4.0,-1.1226193871745382,0.0020289545279891493,0.8470503267836558,1.1188561703361877,0.0008235277721175075,0.15216315810831085,0.06666666666666668,0.5777777777777777,0.72923076923077,0.008383308053153196,0.010213915561527254,0.012391981097855203,0.006310887856769134,0.02094101431737585,0.01147708839487895,0.27481961387854204,0.23702989989339418,0.03199207684196762,0.523708796649973,0.533753871107238,4.2,8.0,0.5833333333333333,0.40619998152626086,0.7515429813530872
