band,comparison,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
far,X_V2_DIRECT@cond_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_DIRECT@cond,0.05660846755253502,-0.06240195689196276,0.1605106975342751,-0.06966170398659642,0.15612556372182237,0.367,0.058261999572730754,0.1631335988036461,0.04793119297733133,19,12,5,5,0.0321219221921932,0.08823273817765809,True,0.02,False,False
far,X_V2_BAG_MIX3_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_BAG_MIX3,0.10440503905268557,0.020266735164304894,0.18549228055527905,0.02713960791609007,0.1909061574425985,0.014,0.04253938190517484,0.11911026933448954,0.09022635950386834,19,12,5,5,0.07437960000813146,0.11888654905982911,True,0.02,True,True
far,X_V2_BAG_MIX5_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_BAG_MIX5,0.09656167045868794,0.021759935578530627,0.1717163603541454,0.031132560882582216,0.1844954037632865,0.01,0.038619361681746005,0.1081342127088888,0.08177688981637661,19,13,5,5,0.0652527232161463,0.10907926827536549,True,0.02,True,True
far,X_V2_BAG4@lean_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_BAG4@lean,0.08490502331430878,0.0092868906144921,0.16435814755212527,0.022902598318320175,0.18292837842579787,0.026,0.04044096388129851,0.11323469886763582,0.0675244972095388,19,14,5,5,0.048099203327737046,0.0997247842462744,True,0.02,True,True
far,X_V2_BAG4@cond_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_BAG4@cond,0.062430872103228424,-0.0186400690253277,0.13783602324843017,-0.015010553497808572,0.143065851828749,0.137,0.04088728667205048,0.11448440268174133,0.05615629169080886,19,11,5,5,0.03737159401354135,0.07492358805405404,True,0.02,False,False
far,X_V2_CAL_BAG4@lean_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_CAL_BAG4@lean,0.0857523812916366,0.00623213512831097,0.1703805698377412,0.020215326067518035,0.1911863128923569,0.032,0.043320512433989315,0.12129743481517008,0.06697256805865635,19,14,5,5,0.04598336503356079,0.1006192176667871,True,0.02,True,True
far,X_V2_LOWRANK_K2@lean_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_LOWRANK_K2@lean,0.08460550034464838,-0.006735498216074277,0.18578982330861218,0.009326215103158033,0.21647062737252185,0.083,0.049800258845556285,0.1394407247675576,0.06304321547559279,19,13,5,5,0.038944191210177705,0.09948819992006615,True,0.02,False,False
far,X_V2_PHYSICS@lean_vs_C_DIRECT_ROW,mae_all,C_DIRECT_ROW,V2_PHYSICS@lean,0.06243252102727827,-0.018897751371749094,0.14439860816496644,-0.009201642783926735,0.1567019809437716,0.136,0.04234952116106933,0.11857865925099412,0.045539747587895314,19,14,5,5,0.026659589037996714,0.07997245047852776,True,0.02,False,False
far,X_V2_BAG_MIX3_vs_V2_DIRECT@cond,mae_all,V2_DIRECT@cond,V2_BAG_MIX3,0.04779657150015055,-0.020739818459295796,0.11983064154746252,-0.017194956036619004,0.12637371677197815,0.157,0.03550848793321686,0.0994237662130072,0.04229516652653701,19,12,5,5,0.02522259496870286,0.06120308719086956,True,0.02,False,False
far,X_V2_BAG_MIX5_vs_V2_DIRECT@cond,mae_all,V2_DIRECT@cond,V2_BAG_MIX5,0.039953202906152924,-0.04192296355443427,0.12409949125000354,-0.03743720906752408,0.12731423944595513,0.305,0.04103857039848698,0.11490799711576355,0.03384569683904528,19,12,5,5,0.0138855847463459,0.056092474665006144,True,0.02,False,False
