comparison,arm_scored,support_design,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
B1_MEAN_CURVE|random|vs_zero_shot,B1_MEAN_CURVE,random,mae_all,zero_shot,conditional,0.1596171493523229,0.09274499236038718,0.2026519152425743,0.09628400457378046,0.20462701367234037,0.0,0.027979270109137075,0.0783419563055838,0.1398821806406877,89,82,5,5,0.1374828497249116,0.17509336888773613,True,0.02,True,True
B1_MEAN_CURVE|random|vs_rescale,B1_MEAN_CURVE,random,mae_all,rescale,conditional,0.1125055549746059,0.04828522653318683,0.15259894396045962,0.054943567823743204,0.1549708974973048,0.0,0.026499458428620216,0.0741984836001366,0.09091301559910976,89,83,5,5,0.0902820369449714,0.12855794705768184,True,0.02,True,True
B1_MEAN_CURVE|random|vs_no_model_linear,B1_MEAN_CURVE,random,mae_all,no_model_linear,conditional,0.05372970462115473,0.00408192940188034,0.12953024376145902,0.00545495386598331,0.1316332972620717,0.0335,0.032349015811873806,0.09057724427324665,0.06772983327055694,89,49,5,5,0.03508595314232176,0.07432471129453444,True,0.02,True,True
B1_MEAN_CURVE|widest|vs_zero_shot,B1_MEAN_CURVE,widest,mae_all,zero_shot,conditional,0.3063361671436537,0.2208328395869032,0.3707649016030345,0.2311280902073681,0.379960257319928,0.0,0.03805288306445285,0.10654807258046797,0.29957621757962005,89,82,5,5,0.27489824049081,0.32424729648408435,True,0.02,True,True
B1_MEAN_CURVE|widest|vs_rescale,B1_MEAN_CURVE,widest,mae_all,rescale,conditional,0.16050614203815433,0.10181479274532632,0.2055645730709114,0.11012272488586394,0.21479454747119747,0.0,0.02689354598517755,0.07530192875849713,0.15615581522441566,89,77,5,5,0.13673650635305634,0.1714753004740357,True,0.02,True,True
B1_MEAN_CURVE|widest|vs_no_model_linear,B1_MEAN_CURVE,widest,mae_all,no_model_linear,conditional,0.0037248968381502065,-0.013606238293039814,0.01827691604963945,-0.014597568599880074,0.01783105965900369,0.5965,0.007999480263613818,0.02239854473811869,8.079437590367075e-05,89,45,5,5,-0.00027742226216000224,0.0069053683848605725,False,0.02,False,False
V2_BAG4@lean|random|vs_zero_shot,V2_BAG4@lean,random,mae_all,zero_shot,conditional,0.0890529289263245,0.04560558854547818,0.11795498038242831,0.05267778746449855,0.12200955375889538,0.0,0.018517832316774337,0.05184993048696814,0.07690270150270805,89,79,5,5,0.07167209369292045,0.09760782990470623,True,0.02,True,True
V2_BAG4@lean|random|vs_rescale,V2_BAG4@lean,random,mae_all,rescale,conditional,0.043350718255746705,0.018359762806660355,0.0707292313939261,0.01347907370856529,0.06738101738106962,0.0035,0.012869026169284472,0.03603327327399652,0.04472219911413799,89,73,5,5,0.03850232755821825,0.05144118107035057,True,0.02,True,True
V2_BAG4@lean|random|vs_no_model_linear,V2_BAG4@lean,random,mae_all,no_model_linear,conditional,0.12166395131979227,0.06853376647830298,0.20767024554889885,0.06898227008839734,0.20827374527412082,0.0,0.036303543810974545,0.10164992267072873,0.14395559241145703,89,68,5,5,0.09881455578736832,0.146017194079861,True,0.02,True,True
V2_BAG4@lean|widest|vs_zero_shot,V2_BAG4@lean,widest,mae_all,zero_shot,conditional,0.1908732772723686,0.12854525617069332,0.23709607934699162,0.137872113075888,0.24578154375962613,0.0,0.028065200948890447,0.07858256265689324,0.1908221286500962,89,82,5,5,0.16747032567981968,0.19901601745614322,True,0.02,True,True
