comparison,status,value,reference,candidate,point,ci95_low,ci95_high,bca_low,bca_high,p_two_sided,bootstrap_se,mde_80,block_macro,n_units,units_improved,seeds_positive,n_seeds,loco_min,loco_max,loco_sign_stable,margin,passes_intervals,passes_P1
X_V2_BAG_MIX3_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,C_DIRECT_ROW,V2_BAG_MIX3,0.048727752096605494,-0.01837482659964695,0.13929104438518325,-0.017284335275688786,0.14167636296503897,0.1576,0.03981073757998506,0.11147006522395815,0.06747469559564263,86,39,5,5,0.02676553085855968,0.0653897739800414,True,0.02,False,
X_V2_BAG_MIX5_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,C_DIRECT_ROW,V2_BAG_MIX5,0.05089334335701245,-0.009203513130684805,0.13600618934765263,-0.006037609887148802,0.14149629655024093,0.0962,0.036518944298774336,0.10225304403656814,0.06919629223444058,86,43,5,5,0.028923337982079456,0.06568412206529936,True,0.02,False,
X_V2_BAG4@lean_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,C_DIRECT_ROW,V2_BAG4@lean,0.04294179742775817,-0.01424554167182576,0.12141640364752451,-0.008591705128576535,0.1306851449695994,0.1416,0.03390136159496071,0.09492381246588999,0.04217693092272962,86,42,5,5,0.020684386778273813,0.05516838461579242,True,0.02,False,
X_V2_BAG4@cond_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,C_DIRECT_ROW,V2_BAG4@cond,0.0018028384184551752,-0.06823087997301293,0.11377153596149028,-0.07019145187915309,0.11014096265335027,0.9628,0.04660632917686568,0.1304977216952239,0.0380502727017142,86,35,3,5,-0.022027581076460103,0.02693106826141401,False,0.02,False,
X_V2_CAL_BAG4@lean_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,C_DIRECT_ROW,V2_CAL_BAG4@lean,0.04294179742775817,-0.01424554167182576,0.12141640364752451,-0.008591705128576535,0.1306851449695994,0.1416,0.03390136159496071,0.09492381246588999,0.04217693092272962,86,42,5,5,0.020684386778273813,0.05516838461579242,True,0.02,False,
X_V2_LOWRANK_K2@lean_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,C_DIRECT_ROW,V2_LOWRANK_K2@lean,0.044367300020336085,-0.016445101987690794,0.1265132625102133,-0.0121890947512375,0.13569057011714075,0.1516,0.03571652385573633,0.10000626679606171,0.04464732372672349,86,36,5,5,0.023031560816634322,0.05584949287476469,True,0.02,False,
X_V2_PHYSICS@lean_vs_C_DIRECT_ROW,exploratory,sign_acc_strong,C_DIRECT_ROW,V2_PHYSICS@lean,0.048768622091566564,-0.016488279677647533,0.14375695974032995,-0.013067550801696418,0.15217505295980527,0.1594,0.040699019030668034,0.11395725328587049,0.0518106625327445,86,40,5,5,0.024054005448863585,0.06351237662653868,True,0.02,False,
X_V2_BAG_MIX3_vs_V2_DIRECT@cond,exploratory,sign_acc_strong,V2_DIRECT@cond,V2_BAG_MIX3,0.015135829902789737,-0.016119369819140788,0.03778244434359332,-0.015352508174092457,0.038403785691174364,0.2984,0.013562515702207862,0.03797504396618201,0.011704457610918071,86,34,5,5,0.008204179356017261,0.020019780842822556,True,0.02,False,
X_V2_BAG_MIX5_vs_V2_DIRECT@cond,exploratory,sign_acc_strong,V2_DIRECT@cond,V2_BAG_MIX5,0.0173014211631967,-0.021467885399192532,0.04685461570407455,-0.02110209360580847,0.047027689775980985,0.3412,0.017225090599901995,0.04823025367972558,0.013426054249716043,86,34,5,5,0.009003293623452325,0.025447766798522172,True,0.02,False,
X_V2_BAG4@lean_vs_V2_DIRECT@cond,exploratory,sign_acc_strong,V2_DIRECT@cond,V2_BAG4@lean,0.009349875233942416,-0.041201875100378794,0.043333472491353976,-0.040373671487133854,0.043944216913556905,0.6632,0.021711058706615115,0.06079096437852232,-0.013593307061994934,86,35,4,5,-0.00028633631494431395,0.01887163847198879,False,0.02,False,
X_V2_LOWRANK_K2@lean_vs_V2_DIRECT@cond,exploratory,sign_acc_strong,V2_DIRECT@cond,V2_LOWRANK_K2@lean,0.010775377826520329,-0.03376505516395624,0.043775379482095894,-0.030391942679019564,0.0465880007998118,0.598,0.01942549350815037,0.054391381822821036,-0.011122914258001068,86,31,3,5,0.00048482084604903607,0.016505862147699207,True,0.02,False,
