cell_id,smiles,n_metals,sd_logD,range_logD,slope_lin,R2_lin,R2_quad,b,c,rmse_quad
0,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,5,0.2780542865872766,0.6532125140000005,-0.05930155526829277,0.932452759748209,0.9804961369733429,-0.04531653844141933,0.004778214082515081,0.034732409065989206
1,C1COCCOCCOCCOCCOCCO1,5,0.32487650575044763,0.7303784690000001,-0.06686843182926834,0.8684794110035983,0.9821677734829009,-0.04173261834122896,0.008588069608413455,0.038803069801182734
28,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,14,0.5283549466321509,1.467585685177242,0.10567368211002064,0.8319105289235644,0.9909250752122879,0.10429698792311536,-0.011978821833186437,0.04850147577452424
29,CC(C)CCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,6,0.20171374219122631,0.5314789170422551,0.07444928325214692,0.7310628082420743,0.9508330726294173,-0.12025027670748901,-0.024740828061169215,0.040830189697862514
31,CC(C)CN(CC(C)C)C(=O)COCC(=O)N(CC(C)C)CC(C)C,8,0.3237551309679372,0.9195300453453271,0.06843979890712291,0.886564141538569,0.9677503375695957,0.06897145933803436,-0.004508967471317682,0.054385518457122854
54,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,14,0.47725953198483184,1.5051499790000036,0.05896384508771476,0.31743650351385955,0.8788598009482975,0.05662719813082359,-0.020331514326053485,0.16006869741351024
86,CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,14,1.4357030175128354,4.021189299,0.28951306449828373,0.8456713200714722,0.9805826282081657,0.28606732799710277,-0.029981868176942983,0.19278244972261824
94,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,14,0.6465329191852247,2.05470142458098,0.12376983089101136,0.7621541274702723,0.9666144469565122,0.12185958869689383,-0.016621302769504742,0.11383546562070106
183,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,8,0.3250962457296818,0.9454412288607073,0.0706737955075031,0.9376029273333867,0.9734176734183633,0.07102837978508765,-0.003007199483942402,0.049580679605468796
184,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,8,0.3250962457296818,0.9454412288607073,0.0706737955075031,0.9376029273333867,0.9734176734183633,0.07102837978508765,-0.003007199483942402,0.049580679605468796
254,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,14,0.3034318360371555,0.8900000000000007,0.061878467635402945,0.8648709430078183,0.9500190806280221,0.06129991617351823,-0.005034062720077358,0.0653688618620852
255,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,14,0.27345258319658755,0.8293037728310249,0.05515547601344374,0.8460727532091901,0.9333303364696058,0.054627666888573116,-0.0045925460635293375,0.06803835741532183
