cell_id,smiles,A,B,ZA,ZB,dZ,logSF_heavy_minus_light,pair
641,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,-0.30102999566398125,Sm-Gd
641,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.1760912590556404,Gd-Dy
641,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.1249387366082782,Dy-Ho
641,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,-0.30102999566391864,Ho-Er
642,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.176091259055703,Nd-Sm
642,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,-0.176091259055703,Sm-Gd
642,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.09691001300809454,Gd-Dy
642,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.07918124604760846,Dy-Ho
642,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.0,Ho-Er
643,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.0940990356742295,Nd-Sm
643,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.20693095998975286,Sm-Gd
643,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.052706350516001255,Gd-Dy
643,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.06871581236946067,Dy-Ho
643,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.04042865705560805,Ho-Er
644,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.18639121569549477,Nd-Sm
644,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.10230504489476244,Sm-Gd
644,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.014931715793633948,Gd-Dy
644,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.056586636911462485,Dy-Ho
644,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.023600752685078774,Ho-Er
645,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.15682037448425445,Nd-Sm
645,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.0326348461294077,Sm-Gd
645,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.026930633301192497,Gd-Dy
645,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.053588963518695465,Dy-Ho
645,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.019014560014317894,Ho-Er
646,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.1760912590556551,Nd-Sm
646,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,-0.1760912590556551,Sm-Gd
646,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.1760912590556551,Gd-Dy
646,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.0,Dy-Ho
646,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.0,Ho-Er
647,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.0,Nd-Sm
647,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.0,Sm-Gd
647,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.08715017571890304,Gd-Dy
647,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,-0.04139268515822503,Dy-Ho
647,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.0,Ho-Er
648,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.09837970808883179,Nd-Sm
648,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.028395371559466254,Sm-Gd
648,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.02145100108563147,Gd-Dy
648,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.030311914268839057,Dy-Ho
648,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.028333598643935254,Ho-Er
649,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.10054429766315165,Nd-Sm
649,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.029834524463505208,Sm-Gd
649,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.02196092109448644,Gd-Dy
649,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.02979187025551111,Dy-Ho
649,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.011055365584881738,Ho-Er
650,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.037706486905993764,Nd-Sm
650,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.04944368881290728,Sm-Gd
650,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.012704217935937567,Gd-Dy
650,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.026559028519467898,Dy-Ho
650,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.012336679433113673,Ho-Er
651,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,Sm,60,62,2,0.03543421547032777,Nd-Sm
651,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Sm,Gd,62,64,2,0.03524400555147578,Sm-Gd
651,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,Dy,64,66,2,0.053531221574810495,Gd-Dy
651,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Dy,Ho,66,67,1,0.005079525529275042,Dy-Ho
651,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Ho,Er,67,68,1,0.00786398326058979,Ho-Er
660,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.3424226808222063,La-Nd
661,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.37291200297010657,La-Nd
662,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.22599809151641548,La-Nd
663,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.1588648570811706,La-Nd
667,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.2407340937767301,La-Nd
667,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,Nd,Sm,60,62,2,-0.10000108998519822,Nd-Sm
667,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,Sm,Eu,62,63,1,0.3048904164772192,Sm-Eu
667,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,Eu,Gd,63,64,1,-0.2713230688309508,Eu-Gd
667,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,Gd,Dy,64,66,2,0.5966425262956688,Gd-Dy
667,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,Dy,Er,66,68,2,0.0472993124144534,Dy-Er
667,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,Er,Lu,68,71,3,0.06636439115000792,Er-Lu
670,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.011899223299707717,La-Nd
671,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.0434656937810903,La-Nd
672,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,-0.012345756899912796,La-Nd
673,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,-0.008974529351746474,La-Nd
674,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.1274630826453842,La-Nd
684,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.03714180800456657,La-Nd
685,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,-0.03371217952670774,La-Nd
686,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.020047920011128983,La-Nd
687,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Nd,57,60,3,0.054017383323920365,La-Nd
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Ce,57,58,1,0.6300792472390004,La-Ce
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Ce,Pr,58,59,1,0.19308137652814006,Ce-Pr
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Pr,Nd,59,60,1,0.10325875883160213,Pr-Nd
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Nd,Sm,60,62,2,0.11847225284939343,Nd-Sm
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Sm,Eu,62,63,1,-0.023140035790754146,Sm-Eu
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Eu,Gd,63,64,1,-0.07461393781746975,Eu-Gd
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Gd,Tb,64,65,1,0.07741574919136462,Gd-Tb
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Tb,Dy,65,66,1,0.02817959581793804,Tb-Dy
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Dy,Ho,66,67,1,-0.0038150270738734615,Dy-Ho
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Ho,Er,67,68,1,-0.03817514993910921,Ho-Er
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Er,Tm,68,69,1,-0.07671429123583554,Er-Tm
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Tm,Yb,69,70,1,-0.08526274134462193,Tm-Yb
691,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Yb,Lu,70,71,1,-0.0809752598798517,Yb-Lu
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,La,Ce,57,58,1,0.09903209752618292,La-Ce
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Ce,Pr,58,59,1,0.2787296431147035,Ce-Pr
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Pr,Nd,59,60,1,0.058295545526197756,Pr-Nd
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Nd,Sm,60,62,2,-0.005727140640933381,Nd-Sm
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Sm,Eu,62,63,1,0.0989156380323204,Sm-Eu
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Eu,Gd,63,64,1,-0.3936768417862082,Eu-Gd
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Gd,Tb,64,65,1,0.09669214535040727,Gd-Tb
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Tb,Dy,65,66,1,-0.400085878194842,Tb-Dy
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Dy,Ho,66,67,1,0.0068926546043872605,Dy-Ho
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Ho,Er,67,68,1,-0.3015591139303688,Ho-Er
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Er,Tm,68,69,1,0.0003740620218279922,Er-Tm
692,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Tm,Yb,69,70,1,-0.0038923644212376374,Tm-Yb
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,La,Ce,57,58,1,0.06694679000000003,La-Ce
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Ce,Pr,58,59,1,0.05799194700000032,Ce-Pr
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Pr,Nd,59,60,1,0.05115252199999998,Pr-Nd
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Nd,Sm,60,62,2,0.0,Nd-Sm
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Sm,Eu,62,63,1,-0.07918124599999965,Sm-Eu
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Eu,Gd,63,64,1,-0.27300127200000057,Eu-Gd
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Gd,Tb,64,65,1,-0.09691001300000024,Gd-Tb
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Tb,Dy,65,66,1,-0.12493873600000005,Tb-Dy
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Dy,Ho,66,67,1,-0.17609125899999922,Dy-Ho
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Ho,Er,67,68,1,-0.204119983,Ho-Er
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Er,Tm,68,69,1,0.9777236049999998,Er-Tm
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Tm,Yb,69,70,1,-0.023481096000000035,Tm-Yb
693,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,Yb,Lu,70,71,1,-0.024823583000000093,Yb-Lu
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,La,Pr,57,59,2,-0.05690485200000006,La-Pr
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,Pr,Nd,59,60,1,0.071882008,Pr-Nd
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,Nd,Sm,60,62,2,-0.10809417999999993,Nd-Sm
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,Sm,Eu,62,63,1,-0.23139406800000006,Sm-Eu
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,Eu,Gd,63,64,1,0.031034233999999994,Eu-Gd
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,Gd,Tb,64,65,1,0.10580372600000004,Gd-Tb
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,Tb,Dy,65,66,1,-0.011899223000000014,Tb-Dy
694,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,Dy,Er,66,68,2,-0.44235914899999995,Dy-Er
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,La,Ce,57,58,1,-0.010995383999999997,La-Ce
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Ce,Pr,58,59,1,0.03732432299999999,Ce-Pr
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Pr,Nd,59,60,1,-0.015605073999999997,Pr-Nd
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Nd,Sm,60,62,2,-0.05648135599999993,Nd-Sm
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Sm,Eu,62,63,1,-0.03778856000000008,Sm-Eu
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Eu,Gd,63,64,1,-0.05611594199999992,Eu-Gd
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Gd,Tb,64,65,1,-0.06445799000000008,Gd-Tb
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Tb,Dy,65,66,1,0.025305866000000066,Tb-Dy
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Dy,Ho,66,67,1,-0.04303463299999999,Dy-Ho
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Ho,Er,67,68,1,-0.13717319300000008,Ho-Er
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Er,Tm,68,69,1,-0.36797678499999986,Er-Tm
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Tm,Yb,69,70,1,-0.17609125900000008,Tm-Yb
712,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Yb,Lu,70,71,1,-0.22184875,Yb-Lu
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,La,Pr,57,59,2,-0.10580372600000004,La-Pr
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,Pr,Nd,59,60,1,-0.18364439700000001,Pr-Nd
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,Nd,Sm,60,62,2,0.043465693999999944,Nd-Sm
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,Sm,Eu,62,63,1,-0.3877208439999999,Sm-Eu
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,Eu,Gd,63,64,1,-0.32171459400000013,Eu-Gd
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,Gd,Tb,64,65,1,0.3462575350000001,Gd-Tb
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,Tb,Dy,65,66,1,-0.367976785,Tb-Dy
734,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,Dy,Er,66,68,2,-0.33579210200000004,Dy-Er
735,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,Gd,63,64,1,0.0,Eu-Gd
736,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Er,Yb,68,70,2,0.016666666666665497,Er-Yb
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,La,Ce,57,58,1,0.5611111111111122,La-Ce
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ce,Pr,58,59,1,0.2777777777777747,Ce-Pr
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Pr,Nd,59,60,1,0.20000000000000107,Pr-Nd
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Nd,Sm,60,62,2,0.5555555555555566,Nd-Sm
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Sm,Tb,62,65,3,0.7222222222222221,Sm-Tb
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Tb,Dy,65,66,1,0.005555555555555536,Tb-Dy
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Dy,Ho,66,67,1,0.47777777777777786,Dy-Ho
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ho,Tm,67,69,2,-0.1777777777777776,Ho-Tm
737,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Tm,Lu,69,71,2,0.0,Tm-Lu
738,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Nd,Ho,60,67,7,1.758496282179119,Nd-Ho
741,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,Gd,63,64,1,0.0,Eu-Gd
742,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,La,Sm,57,62,5,1.5877192982456143,La-Sm
743,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,La,Ce,57,58,1,0.2555555555555563,La-Ce
743,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ce,Eu,58,63,5,1.1777777777777778,Ce-Eu
743,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,Ho,63,67,4,1.122222222222221,Eu-Ho
743,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ho,Er,67,68,1,-0.23888888888888893,Ho-Er
744,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,Gd,63,64,1,-0.403209161748001,Eu-Gd
744,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Gd,Dy,64,66,2,0.0,Gd-Dy
744,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Dy,Ho,66,67,1,0.09322432343109333,Dy-Ho
744,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ho,Er,67,68,1,-0.09322432343109333,Ho-Er
744,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Er,Yb,68,70,2,1.5227563915728362,Er-Yb
745,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,La,Ce,57,58,1,0.22184874899999985,La-Ce
745,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ce,Pr,58,59,1,0.113943353,Ce-Pr
